r_cntr,object_id,ngood,flags,smss_j,raj2000,dej2000,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_psf,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_psf,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_psf,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_psf,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
166.47,430163397,36,0,100031.14-544501.6,150.129699,-54.750442,36,37,58025.7194,0,0.986,,,,,,,,,,,,,17.4089,0.0126,17.4751,0.0447,17.4138,0.0161,16.5717,0.0156,16.646,0.0269,16.5887,0.0168,15.9442,0.0085,16.0127,0.0093,15.9513,0.012,15.6881,0.0128,15.8128,0.0168,15.7062,0.0153,9.65,430163467
166.62,430152043,13,1,100052.49-544510.0,150.218747,-54.752801,81,52,58305.2615,0,0.966,,,,,,,,,,,,,19.2395,0.0269,18.9047,0.1349,19.2192,0.0604,18.6499,0.0464,18.6651,0.0932,18.6482,0.0641,18.1505,0.0146,18.3655,0.0306,18.2126,0.0241,17.7335,0.0265,18.0472,0.0549,17.8014,0.0368,6.71,430152044
166.65,430157027,27,1,100034.23-545000.0,150.142565,-54.833312,37,50,58069.1454,0,0.997,,,,,,,,,,,,,18.0991,0.0119,18.0808,0.0307,18.1005,0.021,17.3953,0.0144,17.3893,0.027,17.3999,0.022,16.8372,0.0103,16.9037,0.0261,16.8493,0.0153,16.4962,0.0129,16.5961,0.0194,16.5177,0.0195,5.27,430157030
166.65,430155845,7,3,100050.62-544949.0,150.210842,-54.83027,43,77,58192.6346,0,0.935,,,,,,,,,,,,,,,,,,,,,,,,,18.465,0.0238,18.8036,0.0863,18.5202,0.0501,18.1017,0.0236,17.9573,0.3438,18.1872,0.0491,2.27,430155846
166.79,430156854,25,3,100045.51-545006.5,150.189337,-54.835162,125,69,58145.3771,0,0.678,,,,,,,,,,,,,18.3341,0.0322,18.2312,0.0363,18.3286,0.0186,17.6964,0.0605,17.5876,0.0268,17.7251,0.0246,17.2082,0.0391,16.9646,0.0295,17.1894,0.018,17.1031,0.0649,16.6813,0.0372,16.894,0.0344,6.79,430156855
166.83,430155884,14,2,100046.97-545003.1,150.195655,-54.834169,36,36,58262.3617,0,0.914,,,,,,,,,,,,,19.7193,0.0177,19.8944,0.0773,19.7124,0.0441,18.9727,0.0212,19.0846,0.053,18.9813,0.0403,18.3695,0.0164,18.4532,0.0345,18.399,0.0268,17.9651,0.0329,18.1202,0.0737,18.0509,0.0503,10.77,430155883
166.95,430163782,49,3,100022.21-544648.5,150.092536,-54.780134,36,41,58262.8551,1,0.982,17.4513,0.0204,17.4884,0.0567,17.4743,0.0248,17.0781,0.0137,17.0625,0.042,17.0832,0.0167,15.4407,0.0093,15.4121,0.012,15.4491,0.0107,14.8685,0.0104,14.8317,0.0192,14.8748,0.0119,14.4474,0.0131,14.3558,0.019,14.4595,0.011,14.2357,0.0121,14.204,0.0276,14.2434,0.0136,6.09,430163777
167.11,430155502,32,3,100056.99-544549.6,150.237357,-54.763688,79,121,58049.0484,0,0.964,,,,,,,,,,,,,18.2078,0.0172,18.1627,0.024,18.2079,0.0177,17.6362,0.0359,17.5634,0.049,17.6727,0.0243,17.1216,0.0203,17.0131,0.0305,17.1196,0.0151,16.8072,0.0218,16.6973,0.0455,16.758,0.0187,5.5,430155503
167.33,430156872,8,0,100041.77-545011.5,150.173994,-54.836492,40,36,58477.4857,0,0.908,,,,,,,,,,,,,20.1029,0.0428,20.2794,0.1363,20.1667,0.0845,19.1984,0.0428,19.3046,0.0962,19.266,0.0653,18.4639,0.021,18.5355,0.0571,18.4882,0.0353,18.0722,0.0286,18.3327,0.0845,18.1097,0.0636,9.94,430156865
167.34,2618879469,0,19,100031.61-544950.1,150.131727,-54.830609,36,36,59329.4051,15,0.003,14.9553,,12.3949,,16.7454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,430157036
167.38,430163851,39,3,100021.83-544706.5,150.090913,-54.785138,36,41,58261.8918,4,0.983,18.5438,0.0397,18.5437,0.1109,18.5618,0.0665,17.8309,0.0345,17.8379,0.0944,17.8338,0.0313,16.5155,0.012,16.5187,0.0186,16.5274,0.0154,16.0888,0.0116,16.0969,0.018,16.0987,0.0153,15.7641,0.0091,15.7737,0.0147,15.7735,0.0122,15.5601,0.0118,15.5966,0.0165,15.5676,0.015,7.75,430163849
167.42,430163467,10,3,100030.15-544506.1,150.125564,-54.751663,66,36,58107.0677,0,0.966,,,,,,,,,,,,,,,,,,,,,,,,,18.0969,0.0146,18.2453,0.0363,18.1341,0.0282,17.6863,0.0261,17.8007,0.0622,17.7396,0.0446,5.11,430163468
167.47,430163374,38,2,100035.24-544444.5,150.146807,-54.745682,39,47,58090.5925,1,0.981,,,,,,,18.4166,0.0293,18.5237,0.0672,18.3797,0.0423,16.9146,0.0092,16.902,0.016,16.9216,0.0139,16.3761,0.0131,16.3478,0.0279,16.3841,0.0156,15.9308,0.0112,15.9011,0.0223,15.9393,0.0125,15.6044,0.0152,15.6064,0.0312,15.6142,0.0154,6.85,430163373
167.53,430163786,11,1,100023.84-544608.2,150.099181,-54.76894,60,36,58214.6274,0,0.922,,,,,,,,,,,,,19.9183,0.0351,20.0502,0.1191,19.9481,0.0708,,,,,,,18.2899,0.0402,18.3198,0.0484,18.2578,0.0276,17.904,0.0421,17.9876,0.0668,17.8653,0.0395,7.69,430163787
167.64,430163854,2,0,100021.73-544733.1,150.090447,-54.792499,36,120,57053.6259,0,0.857,,,,,,,,,,,,,,,,,,,,,,,,,18.0704,0.0279,18.491,0.2126,18.1834,0.1592,17.748,0.039,17.9058,0.1442,17.8088,0.1403,5.47,430163853
167.68,2618879490,2,3,100027.00-544919.6,150.112523,-54.822131,36,36,57053.6259,0,0.496,,,,,,,,,,,,,,,,,,,,,,,,,17.8131,0.0647,17.8243,0.1728,17.7319,0.1087,17.5745,0.1132,17.6934,0.1846,17.5472,0.1133,1.98,430157055
167.96,430156873,11,1,100039.55-545011.7,150.164732,-54.836552,36,42,58459.5933,0,0.908,,,,,,,,,,,,,19.5922,0.0504,19.4792,0.0728,19.6151,0.0459,18.8162,0.0224,18.724,0.0892,18.8089,0.0405,18.1475,0.0389,17.9741,0.078,18.0915,0.0319,17.807,0.0448,17.4815,0.1286,17.6633,0.0691,7.74,430156886
168.08,430155448,19,1,100059.85-544807.8,150.249326,-54.802131,36,43,58215.9978,0,0.965,,,,,,,,,,,,,19.1353,0.0138,19.0631,0.0599,19.1541,0.027,18.502,0.0282,18.3041,0.0896,18.5239,0.0283,18.0319,0.0169,17.9945,0.0713,18.072,0.0243,17.7803,0.0346,17.9061,0.075,17.8399,0.0371,7.02,430155450
168.1,430163778,31,3,100022.32-544640.0,150.092973,-54.777771,36,55,58142.1709,0,0.99,,,,,,,,,,,,,16.3615,0.0091,16.2709,0.0277,16.3677,0.0127,15.3423,0.0094,15.2466,0.0447,15.3467,0.0125,14.4866,0.0083,14.5031,0.0291,14.489,0.0116,13.9893,0.0112,14.0059,0.0314,13.9891,0.0142,7.01,430163776
168.27,430156886,2,3,100038.70-545011.8,150.161004,-54.836417,309,864,58287.6962,0,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9238,0.0919,17.6394,0.2387,17.8087,0.0707,7.74,430156873
168.27,430163522,44,3,100026.16-544536.0,150.109004,-54.760009,36,36,58255.4303,4,0.986,17.7324,0.0264,17.8197,0.0464,17.7421,0.0316,17.2267,0.0155,17.2439,0.033,17.2313,0.0178,16.097,0.0092,15.9224,0.1119,16.1,0.0136,15.6966,0.0091,15.7395,0.0134,15.6969,0.0132,15.4138,0.0076,15.4521,0.0084,15.4178,0.0117,15.2907,0.0111,15.3499,0.0142,15.2996,0.0145,2.61,1524782525
168.28,430163776,19,3,100022.53-544633.3,150.093844,-54.775889,36,39,58059.1244,0,0.984,,,,,,,,,,,,,,,,,,,17.6531,0.0378,17.9,0.1609,17.7035,0.1314,16.6312,0.0092,16.6787,0.0126,16.6319,0.015,15.9561,0.0117,16.0166,0.0156,15.9551,0.0171,7.01,430163778
168.31,430157038,9,0,100030.49-544945.6,150.126985,-54.829277,36,37,58299.4226,0,0.707,,,,,,,,,,,,,,,,,,,19.7446,0.0406,19.6638,0.1347,19.7403,0.093,18.9479,0.0258,19.0314,0.0574,19.0233,0.0466,18.4941,0.0333,18.6555,0.1037,18.5653,0.0733,6.54,430157039
168.41,430157030,7,1,100033.62-544959.8,150.140027,-54.833258,36,58,58209.9806,0,0.789,,,,,,,,,,,,,,,,,,,,,,,,,18.8881,0.0184,19.0893,0.0869,18.8697,0.0464,18.503,0.0448,18.6628,0.1462,18.494,0.1004,5.27,430157027
168.72,430155846,3,1,100050.62-544953.0,150.210939,-54.830898,107,151,58740.6414,0,0.154,,,,,,,,,,,,,18.8396,0.3759,19.384,0.2496,19.6639,0.0855,18.4838,0.289,18.7285,0.206,19.0688,0.0863,17.4293,0.3646,17.7559,0.1433,18.306,0.0682,,,,,,,2.06,2618878117
168.74,430152042,6,3,100051.79-544503.2,150.215715,-54.750864,36,70,58287.6952,0,0.692,,,,,,,,,,,,,,,,,,,,,,,,,19.1183,0.0196,19.7993,0.1297,19.2912,0.0638,18.5964,0.0415,18.9853,0.1016,18.7206,0.1022,3.46,430152041
168.77,430152077,6,3,100046.60-544442.4,150.194112,-54.745079,36,36,58106.3612,2,0.816,,,,,,,,,,,,,,,,,,,,,,,,,18.9215,0.065,19.1457,0.066,19.0382,0.0517,18.3107,0.1272,18.1993,0.46,18.5,0.1297,4.34,430152076
168.8,2618877688,0,528,100100.52-544736.8,150.252194,-54.793574,36,36,58530.716,0,0.434,,,,,,,,,,,,,,,,,,,,,,,,,16.5716,,19.5491,,17.1346,,,,,,,,2.81,430155425
168.83,430155850,48,0,100049.54-544956.3,150.206368,-54.832303,36,36,58076.0811,4,0.987,17.8451,0.0259,17.9326,0.0931,17.8705,0.0322,17.5021,0.0171,17.6895,0.0672,17.5167,0.0199,16.0938,0.0099,16.118,0.0105,16.0923,0.0117,15.632,0.0104,15.6664,0.0126,15.6314,0.0139,15.313,0.0079,15.3687,0.0091,15.3155,0.0112,15.172,0.0106,15.2577,0.0113,15.1744,0.0135,9.78,2618878117
168.95,430163856,45,3,100021.63-544741.2,150.090113,-54.794766,36,36,58253.456,1,0.984,17.6531,0.0248,17.78,0.081,17.6563,0.0296,17.3255,0.0165,17.3112,0.0299,17.3346,0.0185,16.0017,0.009,16.0037,0.0141,16.0087,0.0118,15.607,0.0111,15.6311,0.028,15.6122,0.0143,15.3347,0.01,15.3121,0.0177,15.3404,0.0116,15.2248,0.0119,15.2306,0.0246,15.2311,0.0144,4.41,430163847
169.09,2618878113,1,1,100051.48-544947.2,150.214515,-54.829791,36,36,58831.6982,0,0.581,,,,,,,,,,,,,,,,,,,,,,,,,19.3168,0.1164,18.8292,0.1853,19.3138,0.1332,,,,,,,7.81,430155845
169.19,1524782525,4,3,100025.92-544537.6,150.107913,-54.760368,379,326,58895.579,0,0.772,,,,,,,,,,,,,15.2433,0.4127,15.6553,0.0157,17.0361,0.026,15.6486,0.1055,15.1443,0.0227,15.841,0.0471,15.2089,0.2715,14.7741,0.0326,15.9922,0.045,14.5395,0.3815,14.5792,0.0429,16.4464,0.0558,2.61,430163522
169.3,430155378,3,0,100059.16-544619.8,150.246508,-54.772143,87,105,58469.0283,0,0.515,,,,,,,,,,,,,,,,,,,,,,,,,19.2718,0.0593,19.4213,0.1029,19.3651,0.0776,,,,,,,5.44,430155377
169.32,430157026,7,3,100037.20-545010.1,150.154915,-54.836138,36,43,58012.8188,0,0.639,,,,,,,,,,,,,,,,,,,,,,,,,18.2335,0.0603,17.891,0.0815,18.1742,0.0376,17.6957,0.0692,17.4879,0.0615,17.6606,0.0446,5.39,430156887
169.33,430155726,19,3,100057.89-544851.5,150.241095,-54.81422,36,136,57950.6461,0,0.968,,,,,,,,,,,,,19.1043,0.0461,19.014,0.0709,19.1284,0.0334,18.3327,0.0566,18.2516,0.0996,18.3487,0.0393,17.8374,0.0311,17.7223,0.0581,17.8572,0.0212,17.4785,0.0412,17.3801,0.0866,17.5552,0.0283,7.93,430155725
169.36,430163529,23,3,100025.19-544545.1,150.104947,-54.762521,93,56,58027.5695,0,0.976,,,,,,,,,,,,,17.8884,0.0709,17.5671,0.174,17.8904,0.0518,17.3842,0.0625,17.372,0.0603,17.4223,0.0487,16.8551,0.034,16.6196,0.0428,16.8727,0.0181,16.5967,0.0297,16.3507,0.0405,16.5576,0.0192,3.53,430163526
169.5,430155392,4,0,100100.37-544655.2,150.251534,-54.781937,36,36,58559.6954,0,0.628,,,,,,,,,,,,,,,,,,,,,,,,,19.1352,0.0907,19.1123,0.0929,19.0326,0.0594,18.7328,0.1325,18.8179,0.2005,18.6252,0.1303,8.76,430155393
169.73,430155826,6,1,100054.48-544928.4,150.226901,-54.824517,36,49,58287.6948,0,0.752,,,,,,,,,,,,,,,,,,,,,,,,,18.9704,0.0512,18.9449,0.0607,19.0524,0.0675,18.5518,0.0703,18.7333,0.1293,18.7218,0.0988,6.02,430155828
169.79,430155743,29,3,100056.99-544903.7,150.237404,-54.817678,36,36,58018.6949,2,0.982,,,,,,,,,,,,,17.9153,0.0153,17.8172,0.0454,17.9218,0.0226,16.8654,0.0153,16.7177,0.0546,16.8797,0.019,15.9908,0.0098,15.8534,0.0302,15.9983,0.0125,15.4661,0.0125,15.3733,0.0324,15.4733,0.0147,6.29,430155745
169.86,430152067,31,3,100050.24-544454.1,150.209363,-54.748339,36,45,58040.5848,0,0.985,,,,,,,,,,,,,18.1843,0.011,18.1885,0.03,18.189,0.0179,17.5864,0.0149,17.6243,0.0232,17.5967,0.0226,17.0954,0.0094,17.1847,0.0176,17.1149,0.0151,16.8655,0.0182,16.9897,0.0222,16.8818,0.0195,5.78,430152069
169.91,430155380,1,0,100058.76-544610.7,150.24488,-54.769621,36,36,58831.6982,0,0.634,,,,,,,,,,,,,,,,,,,,,,,,,19.2858,0.0378,19.8869,0.2391,19.5955,0.1692,,,,,,,7.67,430155379
169.97,430157069,30,3,100028.84-544937.4,150.120137,-54.827006,42,58,57908.542,0,0.981,,,,,,,,,,,,,18.3111,0.0216,18.3706,0.0279,18.3254,0.022,17.6777,0.0151,17.7472,0.0295,17.6763,0.0234,17.1445,0.0133,17.2382,0.017,17.1596,0.0165,16.8477,0.0143,16.971,0.0233,16.8836,0.0214,5.38,2618879502
169.97,430155748,16,0,100056.24-544912.4,150.234298,-54.82008,36,40,58219.1506,0,0.973,,,,,,,,,,,,,19.5099,0.0286,19.9269,0.0726,19.5285,0.0346,18.6724,0.0301,18.9832,0.0618,18.7037,0.0409,17.9163,0.017,18.1793,0.03,17.972,0.0237,17.5071,0.0245,17.8148,0.0842,17.5911,0.0321,6.11,430155747
170.2,430155394,17,0,100059.75-544630.4,150.248866,-54.775077,36,39,58387.8269,0,0.952,,,,,,,,,,,,,19.5312,0.0212,19.6579,0.0659,19.5467,0.035,18.8272,0.0227,18.9303,0.0435,18.832,0.0335,18.2168,0.029,18.1628,0.04,18.1991,0.0262,17.7249,0.0237,17.6887,0.0444,17.6968,0.0351,7.55,430155377
170.23,430157063,2,0,100025.10-544903.8,150.104588,-54.817723,89,108,58287.6962,0,0.522,,,,,,,,,,,,,,,,,,,,,,,,,19.4863,0.0588,19.7804,0.1198,19.5507,0.1136,,,,,,,6.3,430157064
170.3,430163394,47,3,100033.17-544448.1,150.138196,-54.746709,63,59,58109.1646,0,0.979,18.0432,0.0256,18.1241,0.0648,18.0622,0.0377,17.7875,0.0201,17.6573,0.0467,17.8167,0.0243,16.3984,0.0159,16.2181,0.023,16.4122,0.012,15.9834,0.0179,15.802,0.0385,15.9946,0.0131,15.6965,0.0225,15.5424,0.0197,15.7086,0.0115,15.5589,0.0287,15.3814,0.0243,15.5598,0.0143,5.5,430163395
170.36,430163869,18,3,100022.12-544811.3,150.092212,-54.803129,36,36,58069.3871,0,0.978,,,,,,,,,,,,,19.0481,0.0355,19.0661,0.0605,19.0399,0.0315,18.3227,0.0178,18.3902,0.0556,18.3098,0.0312,17.6984,0.0195,17.7605,0.0244,17.6586,0.0206,17.2849,0.0289,17.4482,0.0397,17.2763,0.0306,6.78,430163868
170.41,430163373,4,3,100035.83-544440.0,150.149258,-54.744411,36,68,58559.6965,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,18.7183,0.0654,18.9003,0.1399,18.6465,0.0561,18.1452,0.0826,18.4656,0.1795,18.1085,0.0638,6.17,430163372
170.43,2618878117,5,3,100050.60-544953.2,150.210854,-54.831468,36,57,58396.4957,0,0.564,,,,,,,,,,,,,,,,,,,,,,,,,17.9272,0.305,17.5055,0.1645,18.4199,0.048,17.8021,0.1126,17.0642,0.0663,17.8203,0.0422,2.06,430155846
170.63,430163526,3,3,100025.31-544541.8,150.105396,-54.761574,36,53,58360.0388,0,0.206,,,,,,,,,,,,,,,,,,,16.3766,0.2344,16.101,0.1,17.1741,0.0328,14.8669,0.4084,15.5508,0.0253,16.7986,0.0383,,,,,,,2.17,430163525
170.99,430163868,27,3,100021.87-544804.9,150.091085,-54.801362,36,57,58154.0593,0,0.982,,,,,,,,,,,,,18.1242,0.0259,18.2438,0.037,18.1436,0.0281,17.4928,0.0219,17.6278,0.0314,17.4911,0.0226,16.9274,0.0095,17.0127,0.014,16.9246,0.0155,16.5804,0.0142,16.7332,0.029,16.5963,0.0205,6.78,430163869
171.06,430155449,20,3,100059.97-544814.7,150.24985,-54.804071,36,36,58080.0804,0,0.974,,,,,,,,,,,,,18.8308,0.0154,18.8039,0.0361,18.8382,0.0228,18.2128,0.0144,18.1867,0.029,18.2327,0.0274,17.7361,0.014,17.8486,0.0314,17.7824,0.0228,17.5112,0.0182,17.7075,0.0401,17.5775,0.0316,6.69,430155447
171.06,430155388,14,0,100100.30-544643.9,150.251174,-54.77883,36,41,58179.5802,0,0.978,,,,,,,,,,,,,,,,,,,19.3223,0.0412,19.5254,0.0944,19.3379,0.0509,18.0676,0.0172,18.1274,0.0315,18.0685,0.0245,17.3301,0.0188,17.3754,0.0397,17.3502,0.0281,11.21,430155392
171.57,430152070,44,0,100048.26-544444.2,150.200853,-54.745579,202,40,58112.0802,4,0.925,18.6755,0.1304,18.593,0.1105,18.734,0.1045,18.3735,0.0312,18.4511,0.0978,18.3876,0.0342,16.6373,0.0362,16.6155,0.0156,16.6905,0.0116,16.0406,0.0385,16.0369,0.0137,16.0873,0.0125,15.5666,0.0447,15.5857,0.0097,15.6203,0.0114,15.3969,0.0445,15.4107,0.0159,15.4177,0.014,7.32,430152065
171.6,430155425,24,1,100100.86-544737.1,150.253543,-54.793625,36,50,58212.5661,0,0.983,,,,,,,,,,,,,18.0065,0.0161,18.1611,0.0303,18.011,0.0173,16.9575,0.0132,17.0762,0.0178,16.9589,0.018,16.0348,0.01,16.1421,0.0185,16.0447,0.0135,15.5069,0.0132,15.6107,0.0141,15.5138,0.0166,2.81,2618877688
171.66,430157066,18,0,100024.10-544853.3,150.10039,-54.814788,36,49,58114.4467,0,0.743,,,,,,,,,,,,,18.9086,0.0532,19.0463,0.0566,18.8851,0.0291,18.2639,0.0452,18.3611,0.0653,18.2328,0.0302,17.6202,0.0316,17.6119,0.0304,17.5628,0.021,17.1599,0.0787,17.2075,0.0439,17.1132,0.0294,9.76,430157061
171.7,430163525,27,3,100025.34-544539.6,150.105538,-54.760977,36,36,58083.0736,0,0.983,,,,,,,,,,,,,17.6072,0.0393,17.4903,0.1712,17.6702,0.0598,16.894,0.0336,16.007,0.1779,16.9133,0.0226,16.3188,0.0167,16.1178,0.1275,16.3312,0.0145,16.0271,0.0198,15.9373,0.0442,16.0354,0.0165,2.17,430163526
171.71,2618877674,0,16,100100.44-544801.3,150.251873,-54.800369,237,71,58530.7161,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,15.0295,,15.42,,16.3609,,15.1327,,15.5499,,16.2877,,5.19,430155442
171.85,430163867,11,3,100022.41-544822.8,150.093257,-54.806326,53,36,57747.6225,0,0.967,,,,,,,,,,,,,,,,,,,18.1102,0.2093,18.2796,0.1237,18.2496,0.11,17.9537,0.0209,18.083,0.0925,18.0035,0.0351,17.6814,0.0214,17.939,0.0599,17.6959,0.0435,1.58,2618886735
171.89,430163785,11,3,100023.89-544558.0,150.099484,-54.766086,36,36,58214.627,0,0.93,,,,,,,,,,,,,19.6841,0.0408,19.7793,0.112,19.6747,0.0578,18.8266,0.0281,18.9036,0.0756,18.8233,0.0497,18.1133,0.0364,18.0322,0.0384,18.0567,0.0275,17.6445,0.0401,17.5371,0.0453,17.607,0.0335,7.18,430163532
172.12,430152041,12,3,100052.11-544500.6,150.216919,-54.7502,164,103,58229.1852,0,0.962,,,,,,,,,,,,,20.049,0.0498,19.795,0.1569,20.0681,0.0785,19.1285,0.0997,19.2124,0.1327,19.1314,0.0599,18.3572,0.0204,18.4677,0.0465,18.3944,0.0291,17.964,0.0319,17.9861,0.0601,17.9943,0.0417,3.46,430152042
172.19,430163469,2,0,100029.02-544507.1,150.120889,-54.751976,54,161,58287.6962,0,0.534,,,,,,,,,,,,,,,,,,,,,,,,,19.3387,0.0367,20.3321,0.279,19.6441,0.1237,,,,,,,7.15,430163468
172.25,430155723,33,3,100058.85-544841.7,150.245225,-54.811573,38,60,58070.7647,0,0.982,,,,,,,,,,,,,17.7903,0.0121,17.554,0.038,17.7866,0.0157,17.2845,0.0157,17.0887,0.1019,17.2899,0.0186,16.9362,0.0088,17.0133,0.0181,16.9487,0.0143,16.7784,0.0152,16.9029,0.0297,16.7976,0.0218,5.85,430155725
172.27,430157061,24,3,100023.49-544845.1,150.097811,-54.81252,36,47,58153.822,8,0.981,,,,,,,,,,,,,18.316,0.018,18.3536,0.0889,18.3261,0.0232,17.7558,0.0416,17.7678,0.0293,17.7497,0.0252,17.2283,0.0102,17.323,0.0173,17.2487,0.0172,16.9114,0.0187,17.1044,0.0316,16.9652,0.0223,6.02,430157062
172.31,430163468,15,3,100029.69-544502.8,150.123636,-54.750781,36,63,57665.8001,0,0.978,,,,,,,,,,,,,,,,,,,17.8555,0.194,18.1437,0.3207,18.0856,0.2014,17.6051,0.0174,17.6761,0.0283,17.5904,0.0323,17.2903,0.0199,17.3289,0.0325,17.2845,0.0403,2.29,430163398
172.39,430155377,3,16,100059.71-544622.7,150.24869,-54.772981,36,36,58469.0283,0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,19.2038,0.0216,19.5351,0.1036,19.3197,0.0747,18.6636,,19.0219,,18.7382,,5.44,430155378
172.68,430164860,12,1,100022.60-544829.8,150.094136,-54.808272,36,37,58261.7176,0,0.945,,,,,,,,,,,,,19.7489,0.0843,19.6099,0.1329,19.7939,0.0628,19.0686,0.0446,19.0825,0.0779,19.1054,0.0488,18.3725,0.0292,18.3099,0.0483,18.415,0.0302,17.9601,0.0657,17.8592,0.1327,17.9688,0.0862,6.44,430164861
172.86,430163530,1,3,100024.61-544546.4,150.102461,-54.76287,36,36,57743.6956,0,0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2337,0.0527,18.2831,0.1316,18.3232,0.1077,5.31,430163529
173.08,430152076,28,2,100046.80-544438.3,150.194934,-54.743971,36,59,58104.7186,0,0.979,,,,,,,,,,,,,19.2509,0.0211,19.2543,0.0439,19.2744,0.0292,18.2558,0.0267,18.1643,0.0665,18.2577,0.0248,17.3766,0.0126,17.3712,0.0462,17.3602,0.0178,16.87,0.0136,16.8803,0.0416,16.8636,0.0206,4.34,430152077
173.12,430157041,4,0,100029.19-544943.6,150.121583,-54.828747,43,72,58287.6948,0,0.515,,,,,,,,,,,,,,,,,,,,,,,,,19.2668,0.0271,19.6741,0.1033,19.4054,0.0716,,,,,,,6.74,430157039
173.2,430163855,11,515,100021.06-544728.0,150.087674,-54.791077,36,85,57890.7495,0,0.979,,,,,,,,,,,,,,,,,,,18.1956,,19.0809,,18.7958,,17.6711,0.0145,17.7678,0.0283,17.6622,0.0221,17.4113,0.0181,17.6156,0.0419,17.4295,0.0328,5.39,430163857
173.21,430152066,32,3,100051.43-544455.9,150.214261,-54.748868,36,54,58000.4243,0,0.98,,,,,,,,,,,,,18.0775,0.0105,18.0196,0.0211,18.0779,0.0171,17.5232,0.0192,17.4136,0.0463,17.5363,0.0224,17.0245,0.0105,16.9915,0.0147,17.0127,0.0147,16.6539,0.0141,16.6168,0.0325,16.6453,0.0178,6.43,430152037
173.31,2618886735,5,0,100022.24-544823.8,150.092701,-54.806624,62,36,58689.7635,0,0.203,,,,,,,,,,,,,18.6917,0.1874,18.6667,0.0394,19.0577,0.032,17.8841,0.1827,17.9431,0.0348,18.2878,0.0317,17.2867,0.2946,17.4995,0.0602,17.771,0.0514,,,,,,,1.58,430163867
173.37,430155725,25,3,100058.67-544847.4,150.244417,-54.81313,36,59,58012.5837,0,0.982,,,,,,,,,,,,,,,,,,,17.754,0.0193,17.7957,0.0607,17.7755,0.0473,16.7778,0.0096,16.8891,0.0116,16.8002,0.0137,16.1898,0.0121,16.3252,0.018,16.2133,0.0159,5.85,430155723
173.37,430163395,22,3,100032.55-544447.3,150.135585,-54.746456,39,38,57693.4955,0,0.98,,,,,,,,,,,,,18.1261,0.0735,18.3562,0.1037,18.183,0.0872,17.7265,0.038,17.6463,0.1314,17.6474,0.0545,17.1764,0.0138,17.2195,0.0208,17.1488,0.0178,16.8382,0.0154,16.9057,0.0316,16.8096,0.0212,5.5,430163394
173.56,430163790,21,3,100022.53-544618.4,150.093597,-54.771971,367,195,58099.4239,0,0.979,,,,,,,,,,,,,18.4814,0.1991,18.6419,0.044,18.9195,0.0297,18.1348,0.0269,18.1699,0.0788,18.1726,0.0388,17.5113,0.0145,17.6379,0.0308,17.5099,0.0186,17.1151,0.0154,17.3304,0.0375,17.1199,0.0284,3.64,430163792
173.71,430157039,2,0,100029.79-544947.9,150.124062,-54.82996,86,81,58287.6934,0,0.496,,,,,,,,,,,,,,,,,,,,,,,,,19.0432,0.2589,19.5012,0.1264,19.4623,0.1063,,,,,,,6.54,430157038
173.74,430156858,30,1,100044.76-545015.0,150.18643,-54.837485,36,47,58116.1266,0,0.982,,,,,,,,,,,,,18.1002,0.0144,18.1545,0.028,18.112,0.0172,17.5698,0.0136,17.6031,0.0245,17.5688,0.02,17.1055,0.0106,17.2167,0.0159,17.1259,0.0158,16.7208,0.0135,16.9008,0.021,16.7652,0.0198,6.54,430156853
173.81,430157037,21,0,100031.97-544959.3,150.13314,-54.83308,36,71,57900.6309,0,0.979,,,,,,,,,,,,,18.8775,0.0148,18.9703,0.0433,18.8681,0.0288,18.0415,0.0173,18.0783,0.0401,18.0252,0.0277,17.498,0.015,17.4817,0.0241,17.4658,0.0204,17.2293,0.0209,17.2432,0.0384,17.182,0.0284,9.37,2618879469
173.94,430155742,37,3,100057.80-544900.9,150.240767,-54.816914,36,57,58084.0669,0,0.989,,,,,,,18.525,0.0388,18.636,0.1329,18.5235,0.054,15.8278,0.0091,15.802,0.0308,15.8446,0.0118,14.9088,0.0091,14.892,0.0273,14.9245,0.0158,14.1486,0.0074,14.1757,0.0134,14.1522,0.0107,13.7101,0.0105,13.7558,0.0103,13.7087,0.0137,7.5,430155743
