,RA,DEC,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth,in_field,mask
38,302.7729544,-56.70626017,26677.39848,25750.9342,-0.171379283,0.488684356,0.985090673,0.219609171,52.54636002,1,0.583740038,0,-0.080776722,-0.104537306,-0.016637607,0.02418071,-0.166507021,0.465069056,-0.016652664,0.024151506,0.01386377,0.022974838,,11.15417216,21.69045445,0.106120762,26.202434,0.230198185,21.19140819,0.042391086,26.41084898,0.230159794,20.71085666,0.023703773,25.64170572,0.169410396,20.42445403,0.030063132,24.85994246,0.166250329,19.88738521,0.034290573,24.16224375,0.284257522,19.0128962,0.050541367,1020712,8,IN,0
37,302.7761893,-56.71001787,26652.72228,25699.36327,-0.389226109,0.069879919,0.790411532,0.010647433,6.155085564,1,0.054583857,0,-0.304096792,0.061692304,-0.016415762,0.02490548,-0.302998066,0.059909269,-0.016450554,0.02495507,0.013580253,0.023904653,23.56028052,0.043351907,22.77776936,0.035730305,23.46844824,0.018775235,22.3410703,0.013674565,22.45546597,0.006249929,21.36378741,0.004905433,22.14096412,0.007206915,20.95300025,0.005644735,21.78963729,0.010748305,20.74968062,0.00874994,21.73138703,0.031241174,20.62114193,0.024731346,1020619,8,IN,0
36,302.780563,-56.68352033,26621.81514,26062.49565,0.136183843,-0.119561598,0.388515621,0.021765279,3.487747192,1,0.02190605,0,0.029083053,-0.018540409,-0.020045212,0.019656176,0.03143014,-0.019601684,-0.020063713,0.01962458,0.009689612,0.021733572,24.5528847,0.106144524,24.43165457,0.109055943,23.07990243,0.012833255,22.66970453,0.012526324,22.24941686,0.005983283,21.81783786,0.00580025,21.90543999,0.006348273,21.45878176,0.00618129,21.63871312,0.00936847,21.2228524,0.009122361,21.59565969,0.026682617,21.23723673,0.026032504,1021877,8,IN,0
34,302.7815138,-56.70420763,26613.06425,25779.51539,,,,,5.501752853,1,,0,0.09468441,0.148701667,-0.017780829,0.023864607,,,-0.017801752,0.023813302,0.012947819,0.023173122,23.96346636,0.063890369,22.1197785,0.057221053,24.20247166,0.039267089,21.84845303,0.028150948,23.89629187,0.024078778,21.52984467,0.017499024,23.34407572,0.021481759,20.98290092,0.01691908,22.99498704,0.032759786,20.68467269,0.025087158,23.28873748,0.13206083,21.59294709,0.181687424,1020634,8,IN,0
33,302.7864969,-56.69939445,26576.1123,25845.43259,-0.242322057,0.032032121,0.805566669,4.19e-05,9.630911827,1,0.015756726,0,-0.166279522,0.02945621,-0.020885413,0.020184735,-0.166525498,0.02943192,-0.020920223,0.020073581,0.012586182,0.02365156,18.89611038,0.004354955,17.31028081,0.004331058,17.52412279,0.002135699,15.6671082,0.002125718,16.66243409,0.001218481,14.76451526,0.001214139,16.33517825,0.002086613,14.35859912,0.002084468,15.95174371,0.001214487,14.08429118,0.001210429,15.84681047,0.000777931,13.93456256,0.000743737,1020586,8,IN,0
32,302.7878123,-56.70783542,26565.65048,25729.94037,-0.077286392,-0.274313629,0.587750494,0.004207288,4.383766651,1,0.342032755,0,-0.050415295,-0.139260364,-0.018020003,0.022177506,-0.051466629,-0.139251441,-0.018036639,0.022143733,0.012280594,0.02322195,21.34285915,0.007250468,20.63085712,0.006962504,21.42742329,0.003790005,20.86789721,0.003493248,21.0079618,0.00229153,20.42921159,0.002101924,20.84957112,0.003137931,20.19302399,0.002919271,20.48694295,0.003578614,19.91755712,0.003272541,20.12943214,0.007578242,19.49375267,0.006609448,1020595,8,IN,0
29,302.7906982,-56.68844553,26545.2801,25995.46058,-0.038646389,0.219915733,0.562817454,0.002053782,3.909413338,1,0.034746909,0,-0.027729932,0.124067399,-0.019646958,0.018828202,-0.027756024,0.124097437,-0.019685289,0.018869098,0.008608015,0.02361401,21.82595372,0.009821892,21.41620304,0.009525734,21.00109471,0.003110846,20.48832897,0.00293989,20.12779895,0.00159126,19.57767011,0.001517817,19.74506185,0.002305597,19.10358681,0.002258026,19.47832429,0.001867624,18.8786369,0.001768557,19.38834035,0.004031575,18.7193097,0.003672086,1020593,8,IN,0
28,302.7947196,-56.71685107,26513.14813,25606.78865,0.82052803,0.07470265,0.929695189,0.001475525,10.55582428,1,0.005953846,0,0.716582299,0.068310818,-0.01718522,0.02445956,0.716990829,0.068372712,-0.017223611,0.02451116,0.011258769,0.024969765,22.35387527,0.015220185,20.53651049,0.011503066,21.47297661,0.003748421,19.21570573,0.002920655,20.81832077,0.002023242,18.53001715,0.001589673,20.62789068,0.002766268,18.2242518,0.002373347,20.35127251,0.003099968,18.03295204,0.002239829,20.31560103,0.008686787,18.00009448,0.005685869,1020309,8,IN,0
26,302.7969887,-56.72382494,26495.63986,25511.41204,-0.077928588,-0.376951069,0.733132899,0.01695013,4.562862873,1,0.000100568,0,-0.058890366,-0.255272488,-0.014267989,0.027186439,-0.05761468,-0.255397767,-0.014301198,0.02724128,0.010182593,0.026554222,24.00070718,0.072759937,23.41143706,0.065603515,23.36930756,0.016729537,22.52386973,0.01426292,22.77620278,0.009086795,21.87916666,0.007595119,22.60798111,0.010683879,21.60474521,0.008705556,22.40950148,0.01920693,21.50455085,0.016091161,22.38645843,0.05403101,21.21614997,0.043529679,1020312,8,IN,0
25,302.8056581,-56.68388975,26433.11458,26058.3645,-0.258220583,0.337554127,0.308483809,0.028784601,3.256455183,1,0.000221844,0,-0.078148205,0.095466005,-0.022145695,0.017463818,-0.078607045,0.095035367,-0.022167135,0.017426912,0.00769573,0.021770466,26.38511652,0.567832719,26.1790455,0.521635263,24.2849589,0.036854861,24.0807413,0.035853228,22.26801562,0.006021794,21.99512618,0.005911035,21.10885418,0.003706511,20.80832532,0.003645086,20.64129386,0.003918088,20.35568539,0.003849885,20.4770452,0.010569921,20.19186981,0.01041708,1021909,8,IN,0
