RA,DEC,J,H,Av,R,Weight
274.7149029,-13.82815461,15.60532513,14.517154,4.2642643,21.272592,1
274.7426868,-13.83368173,16.61990621,15.389932,4.2642643,22.287174,1
274.7466236,-13.7661836,15.79160236,14.677722,4.2642643,21.45887,1
274.655934,-13.82283808,12.79499772,12.383436,4.3843844,18.565568,1
274.6634388,-13.79964849,15.3552114,14.311707,4.3843844,21.125782,1
274.6689276,-13.76547735,16.83361229,15.634722,4.3843844,22.604183,1
274.67105,-13.80014088,15.49532381,14.42806,4.3843844,21.265894,1
274.6861352,-13.78084165,13.9346988,13.103993,4.3843844,19.705269,1
274.6925243,-13.77970383,15.23694616,14.212357,4.3843844,21.007517,1
274.7055774,-13.8390795,15.35015965,14.316895,4.3843844,21.12073,1
274.7376009,-13.75820672,14.97765392,13.992696,4.3843844,20.748225,1
274.6244506,-13.83752824,15.37586282,14.334815,4.5045045,21.249737,1
274.6473718,-13.82774338,15.52690145,14.444967,4.5045045,21.400775,1
274.6642253,-13.77148776,15.47094398,14.39717,4.5045045,21.344818,1
274.6687085,-13.79622722,14.8803193,13.910848,4.5045045,20.754193,1
274.6743931,-13.78972993,13.83299888,12.998674,4.5045045,19.706873,1
274.6866198,-13.77402567,14.60533313,13.681637,4.5045045,20.479207,1
274.6903107,-13.7620897,16.57671502,15.339051,4.5045045,22.450589,1
274.6906592,-13.76705034,15.86378147,14.720989,4.5045045,21.737655,1
274.6911641,-13.84311723,15.03809526,14.052834,4.5045045,20.911969,1
274.6929908,-13.79929097,15.77719155,14.655349,4.5045045,21.651065,1
274.7164706,-13.80870914,15.60377313,14.513285,4.5045045,21.477647,1
274.7371767,-13.74804477,12.71112863,12.246049,4.5045045,18.585003,1
274.752214,-13.83918731,16.11818154,14.92401,4.5045045,21.992055,1
274.6315839,-13.77287256,15.953298,14.791728,4.6246246,21.930475,1
274.654686,-13.78067699,16.05897667,14.868195,4.6246246,22.036154,1
274.6553761,-13.84190278,15.07317138,14.0795,4.6246246,21.050349,1
274.6804314,-13.81515016,13.30221363,12.513724,4.6246246,19.279391,1
274.6804314,-13.81515016,13.30221363,12.513724,4.6246246,19.279391,1
