RA,DEC,J,H,Av,R,Weight
274.6969639,-13.7801719,16.82259227,15.996363,1.7417417,20.32049,2
274.639012,-13.77721015,16.48235995,15.596336,1.7417417,19.980258,2
274.7203401,-13.8576006,15.29900625,14.400117,1.7417417,18.796904,2
274.6865775,-13.77597078,16.01711282,15.057919,1.7417417,19.515011,2
274.7431012,-13.7750082,16.33179923,15.427576,1.7417417,19.829697,2
274.692228,-13.77448442,15.70946221,14.753357,1.7417417,19.20736,2
274.6858294,-13.77350113,17.39690539,16.610777,1.7417417,20.894803,2
274.6445022,-13.77337746,16.49923983,15.602966,1.7417417,19.997138,2
274.735648,-13.77309223,16.18358848,15.264003,1.7417417,19.681486,2
274.7125123,-13.77103983,16.48865012,15.59677,1.7417417,19.986548,2
274.6882389,-13.76313237,14.03448123,13.360506,1.7417417,17.532379,2
274.704343,-13.73595727,17.66734081,16.881282,1.7417417,21.165239,2
274.6413338,-13.85024203,15.13506129,14.26949,1.7417417,18.632959,2
274.7371563,-13.83343114,16.23953966,15.331484,1.7417417,19.737438,2
274.6968071,-13.83042578,15.70506907,14.728618,1.7417417,19.202967,2
274.6988281,-13.82766809,16.56312191,15.695976,1.7417417,20.06102,2
274.7032248,-13.8276514,16.80698031,15.964085,1.7417417,20.304878,2
274.7076308,-13.82734909,15.83242348,14.863257,1.7417417,19.330321,2
274.6240245,-13.82532239,16.47498076,15.587968,1.7417417,19.972879,2
274.7077853,-13.8220576,16.09778679,15.159426,1.7417417,19.595685,2
274.6768341,-13.82045917,16.04258061,15.106183,1.7417417,19.540479,2
274.6957808,-13.81287719,15.70001173,14.743,1.7417417,19.19791,2
274.6933807,-13.81184885,18.11997581,17.365714,1.7417417,21.617874,2
274.6585305,-13.81173719,15.93850986,14.98392,1.7417417,19.436408,2
274.6760312,-13.80943236,16.95188992,16.143403,1.7417417,20.449788,2
274.6665419,-13.80915497,15.62508073,14.659366,1.7417417,19.122979,2
274.7270708,-13.8032692,17.81838654,17.064977,1.7417417,21.316284,2
274.7034424,-13.79788139,16.01623658,15.06845,1.7417417,19.514135,2
274.7366014,-13.7966783,16.80460245,15.9505,1.7417417,20.3025,2
274.6480001,-13.79233183,18.15276664,17.508601,1.7417417,21.650665,2
274.6940559,-13.79042481,17.88002153,17.128036,1.7417417,21.377919,2
274.663186,-13.78955101,15.90382067,14.95734,1.7417417,19.401719,2
274.6721359,-13.78612011,15.76976798,14.810679,1.7417417,19.267666,2
274.6566449,-13.78547982,16.47657785,15.571807,1.7417417,19.974476,2
274.6648157,-13.78097547,16.51517549,15.639602,1.8618619,20.116377,2
274.6948058,-13.78077766,16.8482705,15.979875,1.8618619,20.449472,2
274.672783,-13.77729186,17.73114043,16.957646,1.8618619,21.332342,2
274.7421198,-13.77604555,16.51249954,15.60829,1.8618619,20.113701,2
274.7027748,-13.77490104,13.22832061,12.664654,1.8618619,16.829522,2
274.6443673,-13.75326261,14.51868894,13.764814,1.8618619,18.11989,2
274.7203788,-13.75148208,16.38291634,15.481324,1.8618619,19.984118,2
274.7327809,-13.74825872,16.20948094,15.272114,1.8618619,19.810682,2
274.6671624,-13.73254414,13.48521188,12.898253,1.8618619,17.086413,2
274.6627515,-13.85106219,17.68819716,16.908276,1.8618619,21.289398,2
274.7408979,-13.83793297,16.54021678,15.656941,1.8618619,20.141418,2
274.6835299,-13.83559503,17.50986947,16.726053,1.8618619,21.111071,2
274.7024203,-13.83361375,16.1204799,15.1805,1.8618619,19.721681,2
274.6351282,-13.83286711,15.94372714,14.973646,1.8618619,19.544928,2
274.6932901,-13.82994532,17.73682284,16.967777,1.8618619,21.338024,2
274.7235063,-13.82781236,17.74169906,16.968376,1.8618619,21.3429,2
274.7050495,-13.82740964,16.21368402,15.283543,1.8618619,19.814885,2
274.6543878,-13.82632648,16.35725021,15.428539,1.8618619,19.958451,2
274.6261876,-13.82142727,13.58342153,12.976945,1.8618619,17.184623,2
274.6234381,-13.82003574,16.12302897,15.162361,1.8618619,19.72423,2
274.7407645,-13.81829144,16.84234081,15.976936,1.8618619,20.443542,2
274.6584666,-13.81759331,15.94929006,14.981125,1.8618619,19.550491,2
274.6802309,-13.81728019,16.57867145,15.725077,1.8618619,20.179873,2
274.6759309,-13.81440199,16.50883304,15.59892,1.8618619,20.110034,2
274.6933045,-13.81248479,16.84805148,16.018744,1.8618619,20.449253,2
274.6563171,-13.80512338,16.53785008,15.634253,1.8618619,20.139051,2
274.6747976,-13.80490502,16.11769156,15.177567,1.8618619,19.718893,2
274.733883,-13.80359905,16.34339864,15.42294,1.8618619,19.9446,2
274.6599042,-13.79921312,16.17362443,15.232176,1.8618619,19.774826,2
274.6778566,-13.79812379,16.7220058,15.866255,1.8618619,20.323207,2
274.6897355,-13.79511828,16.52540302,15.615982,1.8618619,20.126604,2
274.7420711,-13.79400151,16.38283367,15.493458,1.8618619,19.984035,2
274.6605141,-13.79048134,15.92644355,14.965635,1.8618619,19.527645,2
274.7043785,-13.78918128,16.68792529,15.812589,1.8618619,20.289127,2
274.7405081,-13.78849394,16.70922961,15.817401,1.8618619,20.310431,2
274.719338,-13.78619727,16.52190403,15.645693,1.8618619,20.123105,2
274.6650818,-13.78466631,17.19498658,16.389185,1.8618619,20.796188,2
274.6743821,-13.78314179,16.84005798,15.994471,1.8618619,20.441259,2
274.6391082,-13.78256608,16.74125181,15.886477,1.8618619,20.342453,2
274.6771618,-13.78013785,16.24781403,15.294131,1.981982,19.952319,2
274.6954127,-13.77971624,17.00372158,16.135862,1.981982,20.708226,2
274.6692931,-13.77876689,16.00876379,15.026526,1.981982,19.713268,2
274.6676972,-13.77851013,17.01676072,16.178725,1.981982,20.721265,2
274.7248866,-13.77278161,16.41781534,15.520015,1.981982,20.12232,2
274.6248923,-13.7716084,16.42285448,15.495488,1.981982,20.127359,2
274.6656943,-13.77051831,18.16887823,17.374143,1.981982,21.873383,2
274.6362122,-13.76923944,17.11253969,16.26439,1.981982,20.817044,2
274.6888686,-13.76854582,16.2365868,15.290535,1.981982,19.941091,2
274.7326936,-13.76842209,16.18059344,15.224496,1.981982,19.885098,2
274.6609834,-13.76488364,17.37815774,16.578592,1.981982,21.082662,2
274.6471917,-13.75361774,17.11379849,16.274721,1.981982,20.818303,2
274.752481,-13.7521786,17.87615851,17.091462,1.981982,21.580663,2
274.7034711,-13.74780752,17.63699618,16.833488,1.981982,21.341501,2
274.6634283,-13.85050739,13.79300683,13.153226,1.981982,17.497511,2
274.6692916,-13.84968304,16.74486484,15.839843,1.981982,20.449369,2
274.691858,-13.84392671,18.18169898,17.456874,1.981982,21.886204,2
274.6997537,-13.84313467,16.02702555,15.046845,1.981982,19.73153,2
274.689413,-13.84214532,16.2260678,15.26189,1.981982,19.930572,2
274.7229253,-13.83628487,15.32263491,14.414534,1.981982,19.027139,2
274.687578,-13.8326036,16.53981742,15.623468,1.981982,20.244322,2
274.7164006,-13.83211648,16.88761928,16.024881,1.981982,20.592124,2
274.6391143,-13.82574869,15.70914459,14.719968,1.981982,19.413649,2
274.6785624,-13.82057262,17.38389111,16.584228,1.981982,21.088396,2
274.7430173,-13.8172036,17.38717185,16.566212,1.981982,21.091676,2
274.6851516,-13.81367693,16.56337397,15.635818,1.981982,20.267879,2
274.6435484,-13.80993969,17.10165871,16.275501,1.981982,20.806163,2
274.6510262,-13.80687787,15.85586795,14.86571,1.981982,19.560372,2
274.7184406,-13.8064578,16.28865519,15.33938,1.981982,19.99316,2
274.6939495,-13.80350217,16.03236768,15.046931,1.981982,19.736872,2
274.7462454,-13.80235566,15.70940018,14.718903,1.981982,19.413905,2
274.6701997,-13.80220711,15.83533363,14.837553,1.981982,19.539838,2
274.6396927,-13.79962505,18.16985494,17.37082,1.981982,21.874359,2
274.7032554,-13.79869553,16.89197218,16.004442,1.981982,20.596477,2
274.6810872,-13.79846274,16.25248132,15.308828,1.981982,19.956986,2
274.6817436,-13.79807441,15.77422337,14.777195,1.981982,19.478728,2
274.6662738,-13.78770916,17.28625685,16.460133,1.981982,20.990761,2
274.6730027,-13.78292921,17.01685061,16.145942,1.981982,20.721355,2
274.7185049,-13.78135476,16.77977727,15.885071,2.1021021,20.587585,2
274.7430672,-13.77863514,15.53673366,14.584409,2.1021021,19.344541,2
274.672397,-13.77724136,16.12340176,15.129992,2.1021021,19.93121,2
274.6944457,-13.77704676,16.26727948,15.314553,2.1021021,20.075087,2
274.6789307,-13.77424292,18.21017447,17.409171,2.1021021,22.017982,2
274.7298161,-13.77325136,16.76258779,15.86357,2.1021021,20.570396,2
274.6339115,-13.76979881,16.44151329,15.495733,2.1021021,20.249321,2
274.6776913,-13.76738995,16.19043451,15.22687,2.1021021,19.998242,2
274.7128147,-13.76651463,17.57612462,16.765693,2.1021021,21.383932,2
274.7420735,-13.76030261,17.90270585,17.10476,2.1021021,21.710514,2
274.6838668,-13.75617763,16.33160212,15.389205,2.1021021,20.13941,2
274.7260981,-13.73673065,17.67181211,16.874353,2.1021021,21.47962,2
274.6800609,-13.8529979,16.91835574,16.074079,2.1021021,20.726164,2
274.6745761,-13.85134302,16.78213356,15.88451,2.1021021,20.589941,2
274.6949297,-13.84862784,17.89900436,17.101959,2.1021021,21.706812,2
274.7060812,-13.84723346,16.77129505,15.879782,2.1021021,20.579103,2
274.6552886,-13.84288609,17.14354746,16.298883,2.1021021,20.951355,2
274.7180159,-13.83568325,17.2358629,16.404121,2.1021021,21.043671,2
274.6229944,-13.83076947,17.87498112,17.064126,2.1021021,21.682789,2
274.6257788,-13.82906355,16.64857782,15.768139,2.1021021,20.456386,2
274.7371652,-13.8267186,16.31375847,15.383903,2.1021021,20.121566,2
274.6261329,-13.82196525,16.15527799,15.179159,2.1021021,19.963086,2
274.6651838,-13.82145187,17.42874896,16.592413,2.1021021,21.236557,2
274.7155263,-13.81856848,15.82940531,14.828991,2.1021021,19.637213,2
274.6660439,-13.81822687,16.12961187,15.159255,2.1021021,19.93742,2
274.6200788,-13.81470952,18.2898838,17.666566,2.1021021,22.097692,2
274.6963143,-13.81282377,16.14706072,15.182952,2.1021021,19.954869,2
274.6502815,-13.81122099,16.12311754,15.14768,2.1021021,19.930925,2
274.6707329,-13.81013965,15.55038117,14.605162,2.1021021,19.358189,2
274.6896273,-13.80893164,15.89578081,14.889645,2.1021021,19.703589,2
274.6277819,-13.8088305,17.43087206,16.610258,2.1021021,21.23868,2
274.6239052,-13.80809455,16.91961749,16.020423,2.1021021,20.727425,2
274.6582701,-13.80619252,16.65123137,15.753317,2.1021021,20.459039,2
274.7552369,-13.80514437,16.12931237,15.157945,2.1021021,19.93712,2
274.6844801,-13.80296928,16.30557389,15.353938,2.1021021,20.113382,2
274.6558007,-13.800887,16.41820861,15.458337,2.1021021,20.226016,2
274.6647816,-13.80064383,16.91728086,16.024761,2.1021021,20.725089,2
274.6777898,-13.80049079,16.3351946,15.38038,2.1021021,20.143002,2
274.6947094,-13.79918557,16.56828696,15.636211,2.1021021,20.376095,2
274.6993115,-13.79307407,16.61131455,15.694448,2.1021021,20.419122,2
274.7180515,-13.78853792,18.20386675,17.408702,2.1021021,22.011675,2
274.6425094,-13.78844023,17.91959514,17.131902,2.1021021,21.727403,2
274.6789542,-13.78823809,16.1255647,15.148592,2.1021021,19.933373,2
274.6615758,-13.78567042,15.99202958,14.988856,2.1021021,19.799837,2
274.7064282,-13.78520612,17.52607709,16.712012,2.1021021,21.333885,2
274.6631961,-13.78493425,17.03056634,16.181199,2.1021021,20.838374,2
274.6994883,-13.78471619,17.91044106,17.113993,2.1021021,21.718249,2
274.6717946,-13.78342109,17.57921698,16.777852,2.1021021,21.387025,2
274.6653708,-13.78328473,16.47099134,15.535958,2.1021021,20.278799,2
274.6726831,-13.78264803,16.45913429,15.524347,2.1021021,20.266942,2
274.6802447,-13.78052961,16.97286314,16.106361,2.2222222,20.883974,2
274.6613434,-13.77679179,17.45712743,16.624904,2.2222222,21.368239,2
274.7528163,-13.77474041,16.79483644,15.882238,2.2222222,20.705948,2
274.6625051,-13.77377746,17.99977819,17.197115,2.2222222,21.910889,2
274.6507406,-13.77322536,18.10776338,17.299386,2.2222222,22.018875,2
274.7174097,-13.76917298,15.97462032,14.963566,2.2222222,19.885731,2
274.7419138,-13.76662596,16.70634881,15.780822,2.2222222,20.61746,2
274.6672039,-13.76637924,16.03273502,15.019313,2.2222222,19.943846,2
274.7219568,-13.76447638,18.11232278,17.306847,2.2222222,22.023434,2
274.6500952,-13.76362014,16.96132346,16.062832,2.2222222,20.872435,2
274.7036476,-13.76217211,16.71211226,15.811307,2.2222222,20.623223,2
274.7414759,-13.76022423,17.78730763,16.969482,2.2222222,21.698419,2
274.7080784,-13.85533661,16.62491532,15.691327,2.2222222,20.536026,2
274.6290722,-13.75724268,16.80426334,15.88416,2.2222222,20.715374,2
274.695757,-13.75025847,18.22566776,17.425546,2.2222222,22.136779,2
274.6726039,-13.74737581,16.96139815,16.044697,2.2222222,20.872509,2
274.7220552,-13.73662536,16.68071382,15.749787,2.2222222,20.591825,2
274.6442499,-13.73545717,17.69048541,16.8651,2.2222222,21.601597,2
274.7112421,-13.73478775,17.45618632,16.630208,2.2222222,21.367297,2
274.733874,-13.73206332,16.47587094,15.509125,2.2222222,20.386982,2
274.653494,-13.85187202,17.52340063,16.687705,2.2222222,21.434512,2
274.6535002,-13.85002655,16.81787466,15.920258,2.2222222,20.728986,2
274.6762434,-13.84839087,16.81325337,15.932458,2.2222222,20.724365,2
274.6829083,-13.84524871,18.21200643,17.39964,2.2222222,22.123118,2
274.6622625,-13.84068025,17.70546764,16.883717,2.2222222,21.616579,2
274.7443796,-13.82839089,16.0977378,15.097727,2.2222222,20.008849,2
274.6598419,-13.82364694,16.63384784,15.715976,2.2222222,20.544959,2
274.6624055,-13.8183578,17.8647665,17.041977,2.2222222,21.775878,2
274.6940891,-13.81505803,16.96025211,16.070435,2.2222222,20.871363,2
274.6750775,-13.8140631,15.5149839,14.5547,2.2222222,19.426095,2
274.7511615,-13.80979927,16.69662371,15.78823,2.2222222,20.607735,2
274.628651,-13.80873195,16.3117779,15.342301,2.2222222,20.222889,2
274.6951683,-13.80646637,16.60253437,15.658321,2.2222222,20.513646,2
274.7341427,-13.80452369,16.5144497,15.585083,2.2222222,20.425561,2
274.6869672,-13.80426606,16.23694039,15.247897,2.2222222,20.148052,2
274.7146158,-13.80420957,16.95506276,16.090641,2.2222222,20.866174,2
274.6955621,-13.80192387,15.474867,14.521089,2.2222222,19.385978,2
274.7249545,-13.80021278,16.08320186,15.094859,2.2222222,19.994313,2
274.6518752,-13.79963387,14.31545024,13.573506,2.2222222,18.226561,2
274.7368344,-13.79731089,17.37338035,16.545311,2.2222222,21.284491,2
274.6539784,-13.79530712,16.82995217,15.938095,2.2222222,20.741063,2
274.6675955,-13.79476544,15.77822881,14.77284,2.2222222,19.68934,2
274.6685095,-13.79442537,17.18138552,16.332925,2.2222222,21.092497,2
274.6543144,-13.7919149,16.6134019,15.664903,2.2222222,20.524513,2
274.7502201,-13.78975011,16.95179229,16.037789,2.2222222,20.862903,2
274.6854441,-13.7890433,16.96804379,16.07598,2.2222222,20.879155,2
274.7439183,-13.86052765,16.31811488,15.339653,2.2222222,20.229226,2
274.6628971,-13.78804904,16.61836342,15.666114,2.2222222,20.529475,2
274.6797186,-13.78784708,17.53115232,16.703287,2.2222222,21.442263,2
274.6740674,-13.78704723,16.78972344,15.870342,2.2222222,20.700835,2
274.7334011,-13.78654941,16.1815646,15.186913,2.2222222,20.092676,2
274.6680471,-13.78627401,16.9586517,16.090947,2.2222222,20.869763,2
274.7380273,-13.78410567,18.08603627,17.272379,2.2222222,21.997147,2
274.7070274,-13.8586151,17.26763724,16.410949,2.2222222,21.178748,2
274.6723838,-13.78275576,17.79528187,16.98255,2.2222222,21.706393,2
274.7539715,-13.78261507,18.21298562,17.404436,2.2222222,22.124097,2
274.7198893,-13.7822254,17.74879809,16.90253,2.3423423,21.763213,2
274.6567043,-13.7804275,16.72960203,15.780735,2.3423423,20.744016,2
274.6678988,-13.78024736,16.52957531,15.594074,2.3423423,20.54399,2
274.7422948,-13.77931756,16.34923194,15.367586,2.3423423,20.363646,2
274.7421846,-13.77712192,18.25332186,17.436082,2.3423423,22.267736,2
274.6317694,-13.77471025,16.51162775,15.554379,2.3423423,20.526042,2
274.6253658,-13.77399563,18.26787342,17.463801,2.3423423,22.282288,2
274.6876105,-13.77255411,16.85288772,15.967319,2.3423423,20.867302,2
274.6897687,-13.77000633,16.08337996,15.058192,2.3423423,20.097794,2
274.7478961,-13.76824462,16.98303124,16.086874,2.3423423,20.997446,2
274.6401882,-13.76793608,16.72491963,15.804404,2.3423423,20.739334,2
274.705519,-13.76641358,18.14339027,17.333686,2.3423423,22.157805,2
274.6874622,-13.76514057,16.85346558,15.944206,2.3423423,20.86788,2
274.6983865,-13.76470237,17.81591874,16.977682,2.3423423,21.830333,2
274.7086812,-13.85558321,18.26722281,17.437771,2.3423423,22.281637,2
274.7138501,-13.75847438,16.5215061,15.580858,2.3423423,20.535921,2
274.6373199,-13.75610896,18.3153414,17.548682,2.3423423,22.329756,2
274.6472672,-13.75600829,17.75037159,16.916919,2.3423423,21.764786,2
274.7523449,-13.74924048,17.83059592,16.994086,2.3423423,21.84501,2
274.7134861,-13.74809468,17.10778592,16.238636,2.3423423,21.1222,2
274.7288075,-13.74687071,16.20095514,15.189848,2.3423423,20.21537,2
274.7538121,-13.74447728,16.84891804,15.955935,2.3423423,20.863332,2
274.7437114,-13.73626545,17.3058102,16.428353,2.3423423,21.320225,2
274.7452505,-13.73525261,15.80084488,14.77474,2.3423423,19.815259,2
274.7205136,-13.73292042,18.1518615,17.323965,2.3423423,22.166276,2
274.7144743,-13.73275695,18.13079499,17.313771,2.3423423,22.145209,2
274.7474491,-13.73185442,15.80724458,14.79022,2.3423423,19.821659,2
274.6794137,-13.72740668,16.99068162,16.099997,2.3423423,21.005096,2
274.6292642,-13.85317498,17.73288778,16.911597,2.3423423,21.747302,2
274.6718232,-13.84683835,17.40665909,16.567598,2.3423423,21.421074,2
274.7387637,-13.84499554,17.7391693,16.892332,2.3423423,21.753584,2
274.6220573,-13.84426509,15.86664023,14.843306,2.3423423,19.881055,2
274.6920092,-13.84407859,17.47317391,16.627026,2.3423423,21.487588,2
274.6786212,-13.83493739,18.16652479,17.355486,2.3423423,22.180939,2
274.6958606,-13.83466101,15.95105385,14.930712,2.3423423,19.965468,2
274.6737274,-13.83394524,17.20787166,16.319598,2.3423423,21.222286,2
274.7053,-13.83273188,17.21934581,16.337353,2.3423423,21.23376,2
274.6274483,-13.83250129,15.8777525,14.857369,2.3423423,19.892167,2
274.7292885,-13.83070925,17.82519922,17.003399,2.3423423,21.839614,2
274.711239,-13.82860965,16.70560082,15.774082,2.3423423,20.720015,2
274.6747419,-13.82516688,17.33716048,16.487325,2.3423423,21.351575,2
274.71061,-13.82486039,16.11866867,15.108053,2.3423423,20.133083,2
274.6689023,-13.822608,16.54096109,15.5741,2.3423423,20.555376,2
274.6927132,-13.82115463,16.34635973,15.355396,2.3423423,20.360774,2
274.6590681,-13.81931072,17.10767828,16.208557,2.3423423,21.122093,2
274.6336264,-13.81803846,16.20266107,15.213879,2.3423423,20.217076,2
274.6826524,-13.81755684,16.85416818,15.923922,2.3423423,20.868583,2
274.746627,-13.81710433,16.98549996,16.080952,2.3423423,20.999914,2
274.645902,-13.81453608,17.40093357,16.532002,2.3423423,21.415348,2
274.73818,-13.81421039,17.31162504,16.452602,2.3423423,21.326039,2
274.6895981,-13.81107135,17.83975382,16.996972,2.3423423,21.854168,2
274.6617542,-13.80859767,18.32230925,17.604928,2.3423423,22.336724,2
274.6561904,-13.80852563,16.97117541,16.059132,2.3423423,20.98559,2
274.7247228,-13.80850402,16.66134184,15.720154,2.3423423,20.675756,2
274.7110144,-13.80733169,16.37868885,15.396706,2.3423423,20.393103,2
274.6527486,-13.80733953,16.82401607,15.891522,2.3423423,20.838431,2
274.6927951,-13.80675465,16.51519145,15.561211,2.3423423,20.529606,2
274.6651285,-13.80431573,16.51917991,15.577313,2.3423423,20.533594,2
274.7492232,-13.80379091,17.01040939,16.128515,2.3423423,21.024824,2
274.6683006,-13.8000295,18.04401538,17.205584,2.3423423,22.05843,2
274.6967364,-13.79949554,16.02077475,14.989995,2.3423423,20.035189,2
274.739805,-13.79833397,16.98809287,16.094864,2.3423423,21.002507,2
274.6711535,-13.79803113,16.47850375,15.510474,2.3423423,20.492918,2
274.7170065,-13.79718824,16.87742432,15.983355,2.3423423,20.891839,2
274.7180712,-13.79715891,15.81326767,14.790955,2.3423423,19.827682,2
274.6937526,-13.79622283,18.33346806,17.678547,2.3423423,22.347883,2
274.6353891,-13.794635,15.95710016,14.93073,2.3423423,19.971515,2
274.6593762,-13.79456165,15.80791107,14.785629,2.3423423,19.822326,2
274.6802906,-13.79453093,17.20394997,16.316192,2.3423423,21.218364,2
274.6824776,-13.79423217,17.98140454,17.162747,2.3423423,21.995819,2
274.7367324,-13.79227037,16.7398903,15.80503,2.3423423,20.754305,2
274.6809587,-13.7897759,16.11550731,15.095003,2.3423423,20.129922,2
274.7253063,-13.78913652,17.1286536,16.23474,2.3423423,21.143068,2
274.673471,-13.78867925,16.64542907,15.70451,2.3423423,20.659844,2
274.7338712,-13.86034695,16.72141231,15.79411,2.3423423,20.735827,2
274.6941946,-13.78803906,17.98616243,17.15371,2.3423423,22.000577,2
274.6789037,-13.78464623,16.66389543,15.699394,2.3423423,20.67831,2
274.6561776,-13.78378288,16.48221179,15.521849,2.3423423,20.496626,2
274.678014,-13.78363447,16.00768051,14.985909,2.3423423,20.022095,2
274.7278532,-13.78300729,16.66565776,15.71877,2.3423423,20.680072,2
274.6337088,-13.78144746,16.74482548,15.800818,2.4624625,20.862543,2
274.6753569,-13.7802866,15.92746466,14.891561,2.4624625,20.045182,2
274.6766161,-13.777118,16.9003263,15.972108,2.4624625,21.018044,2
274.6561308,-13.77579971,16.77754842,15.844933,2.4624625,20.895266,2
274.6843584,-13.77573149,16.87061975,15.926746,2.4624625,20.988338,2
274.6593514,-13.77263353,16.75775071,15.830842,2.4624625,20.875468,2
274.6917435,-13.7712857,16.44503799,15.45927,2.4624625,20.562756,2
274.7465671,-13.76554241,16.69276296,15.709439,2.4624625,20.810481,2
274.7476433,-13.76325386,18.2962328,17.481678,2.4624625,22.413951,2
274.6720255,-13.76282976,16.24985942,15.237959,2.4624625,20.367577,2
274.7104564,-13.76175485,17.78342421,16.94871,2.4624625,21.901142,2
274.7469642,-13.76160459,16.09361491,15.074878,2.4624625,20.211333,2
274.6788013,-13.76067381,16.38152962,15.382841,2.4624625,20.499247,2
274.6715441,-13.75881792,16.74646263,15.809345,2.4624625,20.86418,2
274.7303375,-13.75786123,16.67729498,15.71975,2.4624625,20.795013,2
274.7311043,-13.75262459,17.25820923,16.370608,2.4624625,21.375927,2
274.7536036,-13.7495982,15.83630742,14.790675,2.4624625,19.954025,2
274.7283545,-13.74680769,18.31360618,17.508101,2.4624625,22.431324,2
274.7490325,-13.74347671,17.136246,16.216396,2.4624625,21.253964,2
274.7406023,-13.743233,17.24753391,16.364636,2.4624625,21.365252,2
274.7112724,-13.73906079,18.34086987,17.539201,2.4624625,22.458588,2
274.7556645,-13.73619716,17.00761236,16.081262,2.4624625,21.12533,2
274.6614856,-13.72924039,16.7096677,15.754266,2.4624625,20.827385,2
274.6935763,-13.85240816,18.32208029,17.554815,2.4624625,22.439798,2
274.6609076,-13.85209944,16.21719284,15.190693,2.4624625,20.334911,2
274.6583077,-13.85044572,18.33316138,17.517785,2.4624625,22.450879,2
274.6742416,-13.84970096,16.74914993,15.804622,2.4624625,20.866868,2
274.6465696,-13.8480858,17.99744765,17.152631,2.4624625,22.115165,2
274.6641646,-13.84802504,16.09930646,15.058356,2.4624625,20.217024,2
274.655864,-13.84664181,17.59063399,16.722788,2.4624625,21.708352,2
274.6418869,-13.84590574,17.00354442,16.084809,2.4624625,21.121262,2
274.6776002,-13.84561997,16.7688801,15.82127,2.4624625,20.886598,2
274.7334847,-13.83943504,17.8649259,17.01153,2.4624625,21.982644,2
274.7284528,-13.83907225,17.01601726,16.095382,2.4624625,21.133735,2
274.6936504,-13.83906034,18.28441738,17.445354,2.4624625,22.402135,2
274.6963278,-13.83814258,16.15056844,15.140594,2.4624625,20.268286,2
274.7178777,-13.83717206,18.18676456,17.363826,2.4624625,22.304482,2
274.6739992,-13.83476022,16.7022315,15.732342,2.4624625,20.819949,2
274.6247114,-13.83397217,16.55100997,15.590322,2.4624625,20.668728,2
274.635077,-13.83324499,16.56274238,15.616795,2.4624625,20.68046,2
274.6589005,-13.83048169,16.55961775,15.586793,2.4624625,20.677335,2
274.7314251,-13.82775626,17.41490507,16.545974,2.4624625,21.532623,2
274.7489189,-13.82613851,16.69761979,15.759684,2.4624625,20.815338,2
274.6791368,-13.82586289,17.91028946,17.063624,2.4624625,22.028007,2
274.6870527,-13.82292184,16.75731739,15.839207,2.4624625,20.875035,2
274.65153,-13.82251448,17.15351221,16.239716,2.4624625,21.27123,2
274.7163046,-13.82241019,16.53546265,15.533554,2.4624625,20.65318,2
274.6520125,-13.81702988,17.34648194,16.462204,2.4624625,21.4642,2
274.7077136,-13.81700275,16.90579713,15.98518,2.4624625,21.023515,2
274.6397973,-13.81690034,16.5450905,15.571999,2.4624625,20.662808,2
274.7535658,-13.81425337,16.15555018,15.123975,2.4624625,20.273268,2
274.6522025,-13.81393757,14.68144736,13.870326,2.4624625,18.799165,2
274.6383793,-13.81171917,16.55438785,15.600424,2.4624625,20.672106,2
274.6336451,-13.80879678,17.01988307,16.12209,2.4624625,21.137601,2
274.7400622,-13.80851384,15.91602062,14.878108,2.4624625,20.033738,2
274.7280473,-13.80840158,17.24526713,16.379156,2.4624625,21.362985,2
274.7457794,-13.80615398,16.02950568,14.994198,2.4624625,20.147223,2
274.6946901,-13.80595458,17.51779289,16.647872,2.4624625,21.635511,2
274.7075887,-13.80524513,16.14516156,15.129405,2.4624625,20.262879,2
274.7021265,-13.80446598,18.09360382,17.258463,2.4624625,22.211322,2
274.644657,-13.80415708,15.84210926,14.811164,2.4624625,19.959827,2
274.6758761,-13.80242484,16.57684329,15.603477,2.4624625,20.694561,2
274.6817449,-13.8016849,17.51899466,16.657821,2.4624625,21.636712,2
274.6927459,-13.80162991,17.36349483,16.484996,2.4624625,21.481213,2
274.6768393,-13.80121167,16.56868235,15.615352,2.4624625,20.6864,2
274.7018512,-13.80101978,16.91214757,15.997587,2.4624625,21.029865,2
274.6949309,-13.79935382,17.25419815,16.376825,2.4624625,21.371916,2
274.7301686,-13.79883716,16.69082951,15.733329,2.4624625,20.808547,2
274.6923451,-13.79875907,16.52408205,15.540251,2.4624625,20.6418,2
274.7166211,-13.79833075,16.89191423,15.971907,2.4624625,21.009632,2
274.6652933,-13.79742255,17.58705788,16.718977,2.4624625,21.704776,2
274.6894986,-13.79689801,17.51249872,16.642759,2.4624625,21.630216,2
274.6744279,-13.79687967,15.35783974,14.415693,2.4624625,19.475557,2
274.7307804,-13.79383814,16.57542166,15.624663,2.4624625,20.693139,2
274.7297749,-13.79009937,17.01783067,16.12403,2.4624625,21.135548,2
274.7014424,-13.78942243,16.90866936,16.00584,2.4624625,21.026387,2
274.6723216,-13.78891471,17.35907663,16.468792,2.4624625,21.476794,2
274.7086801,-13.78854748,17.25371647,16.350883,2.4624625,21.371434,2
274.6320669,-13.78804355,17.58934873,16.73658,2.4624625,21.707066,2
274.6647673,-13.78684142,16.11991615,15.081769,2.4624625,20.237634,2
274.7328834,-13.78619051,16.70018866,15.755814,2.4624625,20.817906,2
274.6788062,-13.78616713,16.57206751,15.628922,2.4624625,20.689785,2
