ccd_x_ra_in,ccd_y_dec_in,ccd_x_pix_in,ccd_y_pix_in,dmd_x_mir_out,dmd_y_mir_out,dmd_x_mir_in,dmd_y_mir_in,ccd_x_pix_out,ccd_y_pix_out,ccd_x_ra_out,ccd_y_dec_out,delta_dmdx_in_out,delta_dmdy_in_out,delta_ccdx_in_out,delta_ccdy_in_out
0.013115867328909382,0.006723101261967586,47.217122384073775,24.20316454308331,20.01632720909731,-0.037661986765627375,20.0,0.0,47.20197337407441,24.237554605059216,0.013111659270576226,0.006732654056960894,0.01632720909730878,0.037661986765627375,0.015149009999362306,0.03439006197590544
0.01814374525094204,0.006823645579361491,65.31748290339135,24.565124085701367,39.96215777416266,0.05258125662707158,40.0,0.0,65.352285950691,24.51731826237129,0.018153412764080834,0.006810366183992026,0.03784222583733765,0.05258125662707158,0.034803047299647005,0.047805823330076436
0.023216493732809495,0.0068767268074837705,83.57937743811418,24.756216506941573,60.08775163705309,-0.03704853673047559,60.0,0.0,83.4994333905401,24.7890870862227,0.02319428705292781,0.00688585752395075,0.08775163705308842,0.03704853673047559,0.0799440475740738,0.03287057928112702
0.02825136012615199,0.006947351331625912,101.70489645414717,25.01046479385328,80.06700018259308,-0.047091494054413374,80.0,0.0,101.64369779702314,25.052861289263067,0.028234360499173092,0.006959128135906407,0.06700018259307683,0.047091494054413374,0.061198657124037936,0.042396495409786183
0.033285887613810065,0.007016272591000515,119.82919540971623,25.258581327601853,100.04778275656982,-0.055149079036393545,100.0,0.0,119.78536127443823,25.3086410847504,0.03327371146512173,0.007030178079097333,0.04778275656981634,0.055149079036393545,0.04383413527800428,0.050059757148545714
0.03831601502736815,0.007107386731770418,137.93765409852534,25.586592234373505,120.01460132418217,0.03264941722725734,120.0,0.0,137.92470592748816,25.556426686036687,0.038312418313191154,0.007099007412787969,0.014601324182166309,0.03264941722725734,0.0129481710371806,0.03016554833681795
0.043352142686872916,0.007165331988725812,156.06771367274249,25.795195159412923,140.00627356401992,-0.001194675143168844,140.0,0.0,156.06201386156155,25.796218306928363,0.04335055940598932,0.00716561619636899,0.006273564019920741,0.001194675143168844,0.005699811180932102,0.0010231475154398595
0.048390144829925666,0.0072273938606405574,174.2045213877324,26.018617898306008,160.00756584176423,-0.010329548150275869,160.0,0.0,174.19756718270872,26.02801616173529,0.048388213106307976,0.007230004489370914,0.007565841764233028,0.010329548150275869,0.006954205023674831,0.00939826342928285
0.053422954707089354,0.007286817783770726,192.32263694552168,26.232544021574615,179.98985091646696,-0.020875711860094626,180.0,0.0,192.33164799730363,26.25182046488267,0.053425457777028784,0.007292172351356297,0.010149083533036674,0.020875711860094626,0.009011051781953938,0.01927644330805478
0.05848968482608186,0.007329258584069746,210.5628653738947,26.385330902651084,200.10753338118872,-0.09090087862037155,200.0,0.0,210.4645384124692,26.467631431547247,0.058462371781241446,0.0073521198420964575,0.10753338118871625,0.09090087862037155,0.09832696142549935,0.08230052889616246
0.06351453951371089,0.007416639948432364,228.65234224935918,26.69990381435651,220.06183820023702,0.025958548288925964,220.0,0.0,228.5965205354327,26.675449276807015,0.06349903348206463,0.007409847021335282,0.06183820023701969,0.025958548288925964,0.05582171392649116,0.024454537549495114
0.06854390542461453,0.007463504384236482,246.7580595286123,26.868615783251336,240.03321628957653,-0.007610260631014665,240.0,0.0,246.72787647406543,26.875274216497953,0.06853552124279595,0.007465353949027209,0.033216289576529334,0.007610260631014665,0.03018305454688175,0.006658433246617079
0.07357703373566661,0.007517449835828266,264.8773214483998,27.062819408981756,260.0202831495133,-0.004879924464722851,260.0,0.0,264.85888833639217,27.067106466516307,0.0735719134267756,0.007518640685143419,0.02028314951331822,0.004879924464722851,0.018433112007642194,0.004287057534551053
0.07861181354192766,0.0075626535772916744,283.0025287509396,27.225552878250028,280.0137113462474,-0.027813192243127283,280.0,0.0,282.9898382308653,27.25094624334274,0.07860828839746259,0.007569707289817427,0.013711346247418987,0.027813192243127283,0.012690520074272627,0.02539336509271095
0.08364651960618819,0.007604615349642812,301.12747058227745,27.376615258714125,300.00655989410217,-0.05476260924381293,300.0,0.0,301.1210082661341,27.426793763730426,0.08364472451837057,0.007618553823258452,0.006559894102167618,0.05476260924381293,0.006462316143370117,0.0501785050163015
0.08867391686822065,0.007678274505813975,319.22610072559434,27.64178822093031,319.9712204668777,0.051650713759593625,320.0,0.0,319.25268055104965,27.594649244775276,0.08868130015306934,0.00766518034577091,0.028779533122303746,0.051650713759593625,0.026579825455314676,0.04713897615503271
0.09370576724003944,0.007718422171936618,337.340762064142,27.786319818971823,339.95142340919085,0.0350943421193568,340.0,0.0,337.3851371946939,27.754512904091293,0.09371809366519276,0.0077095869178031365,0.048576590809148,0.0350943421193568,0.04437513055194131,0.03180691488053
0.0987711109569175,0.007750890495492707,355.575999444903,27.903205783773743,360.06319699329407,-0.003976367766366451,360.0,0.0,355.51866030615315,27.906384959377185,0.09875518341837587,0.007751773599826996,0.06319699329407058,0.003976367766366451,0.05733913874985319,0.0031791756034422747
0.10380438533886326,0.007789348776385487,373.69578721990774,28.041655594987752,380.04649608482185,-0.009744742567202813,380.0,0.0,373.6535319947211,28.050265629044013,0.10379264777631142,0.007791740452512226,0.046496084821853856,0.009744742567202813,0.04225522518663638,0.008610034056260929
0.10883527348199287,0.007824068257743092,391.80698453517437,28.166645727875135,400.01846348806725,-0.021411753154554347,400.0,0.0,391.7900343695558,28.18615513134298,0.1088305651026544,0.00782948753648416,0.01846348806725473,0.021411753154554347,0.016950165618538904,0.019509403467843356
0.11387105677556911,0.007853915928980486,409.9358043920488,28.27409734432975,420.0076438803265,-0.04363602129447841,420.0,0.0,409.9284495399866,28.314053685470178,0.11386901376110739,0.007865014912630605,0.007643880326497765,0.04363602129447841,0.007354852062178452,0.03995634114042801
0.11890743613093063,0.007885219760457758,428.0667700713503,28.38679113764793,439.9969250205135,-0.051438337827778735,440.0,0.0,428.06905961518675,28.43396151066093,0.11890807211532965,0.007898322641850258,0.003074979486484608,0.051438337827778735,0.0022895438364685106,0.047170373012999534
0.1239420956293955,0.007944102395149503,446.1915442658238,28.598768622538213,459.97791260466886,0.05783175760883341,460.0,0.0,446.2121467042453,28.545878826548364,0.12394781852895703,0.007929410785152323,0.022087395331141124,0.05783175760883341,0.020602438421519764,0.052889795989848665
0.1289755338671515,0.00797198116734205,464.3119219217454,28.69913220243138,479.9498097829689,0.05409172499975545,480.0,0.0,464.35799291611943,28.649805853193218,0.12898833136558874,0.007958279403664783,0.05019021703111548,0.05409172499975545,0.04607099437401985,0.049326349238160816
0.13404551626683156,0.007993802824747077,482.5638585605936,28.777690169089478,500.0631587901518,0.03454219805569059,500.0,0.0,482.50688035956296,28.745742810890444,0.1340296889887675,0.007984928558580679,0.06315879015181736,0.03454219805569059,0.056978201030631226,0.031947358199033715
0.13908086134185976,0.00801370060260903,500.6911008306951,28.84932216939251,520.0354486796249,0.016895671466977902,520.0,0.0,500.6590911431161,28.833689920421286,0.1390719697619767,0.008009358311228135,0.035448679624892065,0.016895671466977902,0.03200968757903411,0.015632248971225948
0.14411914969793982,0.00803298664052091,518.8289389125833,28.918751905875272,540.0155153938924,0.005506094920573412,540.0,0.0,518.8149073750358,28.913647402970998,0.14411525204862105,0.0080315687230475,0.01551539389242862,0.005506094920573412,0.014031537547566586,0.005104502904274
0.1491597433956832,0.008052785020552584,536.9750762244595,28.990026073989302,560.0005649610732,0.00481132288653896,560.0,0.0,536.9746111632618,28.985615479722977,0.14915961421201718,0.008051559855478604,0.0005649610732234578,0.00481132288653896,0.0004650611977012886,0.004410594266325063
0.15420235388796416,0.008067822705016622,555.128473996671,29.04416173805984,579.9889138163995,-0.0058928189442533085,580.0,0.0,555.1384846153662,29.049594372798037,0.1542051346153795,0.008069331770221677,0.011086183600468758,0.0058928189442533085,0.010010618695218909,0.005432634738195219
0.15924304186566343,0.008085066604655607,573.2749507163884,29.106239776760187,599.9649424342042,0.0008148863149133323,600.0,0.0,573.3068098385219,29.10558430420504,0.15925189162181164,0.008084884528945844,0.03505756579579611,0.0008148863149133323,0.03185912213348274,0.0006554725551488616
0.16428335183509607,0.008093428970999773,591.4200666063458,29.136344295599184,619.9339873450442,-0.018659812039370616,620.0,0.0,591.4798689394426,29.15358549652447,0.16429996359428958,0.00809821819347902,0.06601265495578446,0.018659812039370616,0.05980233309674077,0.01724120092528736
0.16935903727853366,0.008102329345114014,609.6925342027212,29.16838564241045,640.0377438945654,-0.02759406100298456,640.0,0.0,609.6579440243405,29.193598172693704,0.16934942889565013,0.008109332825748251,0.037743894565437586,0.02759406100298456,0.034590178380653924,0.02521253028325532
0.1744031492747281,0.008111945103829437,627.8513373890212,29.203002373785974,660.0107430809928,-0.024707460037019402,660.0,0.0,627.8413171989138,29.225622555871634,0.17440036588858715,0.008118228487742121,0.010743080992824616,0.024707460037019402,0.010020190107411509,0.02262018208566019
0.17945251067689189,0.008117363601198935,646.0290384368108,29.222508964316166,679.9983125085488,-0.02963431908353753,680.0,0.0,646.030270568245,29.249658869745677,0.1794528529356236,0.008124905241596021,0.0016874914512072792,0.02963431908353753,0.0012321314342216283,0.027149905429510568
0.18450266862040268,0.008120726035091308,664.2096070334496,29.234613726328707,699.9826053208781,-0.033930232453219356,700.0,0.0,664.2250862367811,29.265707338351973,0.18450696839910585,0.008129363149542214,0.01739467912193504,0.033930232453219356,0.01547920333143793,0.031093612023266104
0.18954810915645498,0.008120128286001515,682.3731929632379,29.23246182960545,719.9414224732355,-0.0450774821783968,720.0,0.0,682.4260463083478,29.27376818591556,0.18956279064120773,0.008131602273865434,0.05857752676445216,0.0450774821783968,0.05285334510995199,0.04130635631010904
0.19463258976718262,0.008122404648997661,700.6773231618574,29.240656736391582,740.0477914906518,-0.036215154595472754,740.0,0.0,700.6334328859944,29.27384163721969,0.1946203980238873,0.008131622677005469,0.04779149065177535,0.036215154595472754,0.04389027586307748,0.033184900828107544
0.19968472601022574,0.008121480200491084,718.8650136368127,29.237328721767902,760.0188407944747,-0.03120744852731594,760.0,0.0,718.847528072006,29.265927917387497,0.19967986890889053,0.008129424421496527,0.018840794474726863,0.03120744852731594,0.01748556480674779,0.028599195619595008
0.20474170065459008,0.008118169408129977,737.0701223565243,29.225409869267917,780.0013480815202,-0.026871574456112768,780.0,0.0,737.0686139679478,29.250027251698235,0.20474128165776329,0.008125007569916177,0.0013480815201774021,0.026871574456112768,0.0015083885764397564,0.024617382430317747
0.20979933099933348,0.008110172101877648,755.2775915976006,29.19661956675953,799.9783695014651,-0.032257934981905656,800.0,0.0,755.2969726743937,29.22613986612011,0.20980471463177602,0.008118372185033364,0.021630498534932485,0.032257934981905656,0.019381076793138163,0.029520299360580537
0.21488788897390507,0.008103929808468186,773.5964003060583,29.17414731048547,820.0693921054747,-0.021825903151544868,820.0,0.0,773.5328862911015,29.194265986785673,0.21487024619197262,0.008109518329662687,0.06939210547466246,0.021825903151544868,0.06351401495680875,0.020118676300203475
0.21994493823303243,0.008094180587377457,791.8017776389167,29.13905011455884,840.0273620522584,-0.016696775252519558,840.0,0.0,791.7766369169658,29.154405840069124,0.21993795469915717,0.008098446066685867,0.027362052258354197,0.016696775252519558,0.02514072195094741,0.015355725510282525
0.22501136132447147,0.008082249827647155,810.0409007680973,29.096099379529758,860.0134463208663,-0.011380173018231687,860.0,0.0,810.0285066496463,29.10655965314783,0.22500791851379062,0.008085155459207731,0.013446320866250971,0.011380173018231687,0.012394118451084069,0.010460273618072335
0.2300751896314108,0.008065378035915232,828.2706826730789,29.03536092929484,879.979990102172,-0.016838872843637276,880.0,0.0,828.2887775860048,29.050727653144442,0.23008021599611245,0.0080696465703179,0.020009897828003886,0.016838872843637276,0.018094912925903373,0.015366723849602693
0.23517244250443803,0.008052065048128706,846.6207930159769,28.987434173263345,900.0690294346681,0.0008274413554856253,900.0,0.0,846.5577318216972,28.986910067767667,0.235154925506027,0.008051919463268796,0.06902943466809575,0.0008274413554856253,0.0630611942797259,0.0005241054956783842
0.24024078762084491,0.008030482993704307,864.8668354350417,28.9097387773355,920.0340467287992,-0.005718712759664513,920.0,0.0,864.8356514513272,28.915107124982335,0.24023212540314642,0.008031974201383981,0.034046728799239645,0.005718712759664513,0.03118398371452713,0.005368347646832916
0.2453154406534355,0.008007749811321806,883.1355863523678,28.8278993207585,940.0138659506198,-0.008034889122232158,940.0,0.0,883.1228185682847,28.835319053190297,0.24531189404674575,0.008009810848108416,0.013865950619788237,0.008034889122232158,0.012767784083052902,0.0074197324317957225
0.2503862877353965,0.007989394276771053,901.3906358474275,28.761819396375788,959.9686222420285,0.015420210328433548,960.0,0.0,901.4195152647574,28.747546081147604,0.25039430979576593,0.007985429466985446,0.03137775797154063,0.015420210328433548,0.028879417329903845,0.014273315228184202
0.2554916250323914,0.007967543358238799,919.7698501166091,28.683156089659676,980.0482752616833,0.03449469267073724,980.0,0.0,919.726023631585,28.651788438082615,0.2554794510087736,0.007958830121689615,0.04827526168332952,0.03449469267073724,0.04382648502405573,0.03136765157706023
0.2605767834495554,0.00794312042177449,938.0764204183995,28.595233518388167,1000.0375029762816,0.051713646320864726,1000.0,0.0,938.0426257584282,28.54804635343826,0.26056739604400786,0.007930012875955073,0.037502976281643896,0.051713646320864726,0.03379465997124953,0.04718716494990716
0.26564773450652185,0.007879924389632276,956.3318442234786,28.367727802676193,1019.9579135656409,-0.07511351343308803,1020.0,0.0,956.3696037335482,28.436320057095003,0.2656582232593189,0.007898977793637501,0.04208643435913473,0.07511351343308803,0.03775951006957712,0.06859225441881023
0.2707615853132378,0.00785726119597058,974.7417071276561,28.28614030549409,1040.0371883888579,-0.03299540690772673,1040.0,0.0,974.7072396437,28.316609779418688,0.27075201101213886,0.007865724938727413,0.037188388857885,0.03299540690772673,0.0344674839561776,0.030469473924597423
0.27585517655329517,0.007822289206205962,993.0786355918626,28.160241142341462,1060.024495297755,-0.03110988642989554,1060.0,0.0,993.0558155743721,28.188915750960636,0.2758488376595478,0.007830254375266844,0.024495297755038337,0.03110988642989554,0.022820017490516875,0.02867460861917337
0.013063804592823714,0.01184039336071347,47.02969653416537,42.62541609856849,20.001729091482538,20.007741377301656,20.0,20.0,47.02819387882413,42.61827909962917,0.013063387188562259,0.011838410861008102,0.001729091482538081,0.007741377301655916,0.0015026553412340604,0.007136998939323291
0.018106732156243626,0.011912277990100244,65.18423576247706,42.88420076436088,40.00718055805323,19.98851103697879,40.0,20.0,65.17762083470357,42.89465710248453,0.01810489467630655,0.011915182528467926,0.007180558053228481,0.011488963021211163,0.006614927773483714,0.010456338123653097
0.023144773561355653,0.011981716451852241,83.32118482088035,43.13417922666807,59.996720961628526,19.96852425258885,60.0,20.0,83.32388619527232,43.163132067194276,0.0231455239431312,0.011989758907553966,0.00327903837147403,0.03147574741115022,0.002701374391975264,0.028952840526208945
0.028215161451075076,0.012036110783929743,101.57458122387027,43.329998822147076,80.11730101046334,19.896319779548726,80.0,20.0,101.46727206412105,43.423704206711726,0.028185353351144735,0.012062140057419924,0.1173010104633363,0.1036802204512739,0.10730915974922084,0.09370538456465027
0.03324226310758352,0.012131962610322868,119.67214718730067,43.67506539716233,100.07063640875604,19.997618359872014,100.0,20.0,119.60806054545995,43.676373734259926,0.033224461262627764,0.012132326037294423,0.07063640875604449,0.002381640127985918,0.0640866418407171,0.0013083370975977004
0.038274185261999404,0.012194599235540598,137.78706694319786,43.90055724794615,120.04447211479383,19.976994504202953,120.0,20.0,137.74653374432552,43.921140863611264,0.03826292604009042,0.012200316906558685,0.04447211479383384,0.02300549579704736,0.04053319887233897,0.020583615665110244
0.043309545655836564,0.012259059332387993,155.91436436101162,44.13261359659678,140.03434342340444,19.971899537585717,140.0,20.0,155.88297376638042,44.1580058089351,0.04330082604621678,0.012266112724704195,0.034343423404436635,0.0281004624142831,0.03139059463120475,0.025392212338324782
0.048345775721599864,0.012315048243243316,174.0447925977595,44.33417367567594,160.02935379985198,19.942111198401825,160.0,20.0,174.0176627176184,44.3869687844789,0.04833823964378289,0.01232971355124414,0.029353799851975282,0.057888801598174666,0.027129880141103513,0.05279510880296101
0.053373765158363076,0.012401691507064657,192.14555457010707,44.64608942543276,179.99453254671892,20.0415429255624,180.0,20.0,192.15088270480308,44.60803000516313,0.05337524519577863,0.012391119445878647,0.005467453281085,0.0415429255623998,0.005328134696014786,0.03805942026963294
0.05840779376654881,0.01244969317677771,210.2680575595757,44.81889543639976,199.98358765749254,19.997686438867472,200.0,20.0,210.2829158349744,44.82118968600691,0.05841192106527067,0.012450330468335253,0.016412342507464928,0.002313561132528008,0.014858275398694332,0.002294249607153631
0.06343860684018686,0.012507753082883303,228.37898462467268,45.02791109837989,219.9613459433831,20.00201908867046,220.0,20.0,228.41404421567856,45.02644804248048,0.06344834561546626,0.012507346678466801,0.03865405661690602,0.002019088670458302,0.035059591005875745,0.0014630558994070952
0.06850560383137534,0.01255206717766647,246.62017379295122,45.187441839599295,240.08301781003235,19.959478308217058,240.0,20.0,246.5445499549182,45.2238052905282,0.0684845972096995,0.012562168136257832,0.0830178100323451,0.04052169178294207,0.07562383803301032,0.03636345092890281
0.07353591286246522,0.012599475063755881,264.7292863048748,45.35811022952117,260.05958998957146,19.939258898746672,260.0,20.0,264.67471516081525,45.413261646082546,0.07352075421133757,0.012614794901689597,0.059589989571463775,0.060741101253327656,0.05457114405953689,0.05515141656137246
0.0785594748213785,0.012675460766019978,282.8141093569626,45.63165875767192,280.0106491349815,20.040074704796567,280.0,20.0,282.80482194210947,45.5948173259711,0.0785568949839193,0.012665227034991972,0.010649134981520092,0.04007470479656661,0.009287414853133669,0.03684143170082166
0.0835956710361342,0.012717466019346535,300.9444157300831,45.782877669647526,300.0103765309129,20.015615508852065,300.0,20.0,300.93515240752464,45.7684725469119,0.08359309789097907,0.012713464596364417,0.010376530912878934,0.015615508852064863,0.009263322558467735,0.014405122735624332
0.08862981116494081,0.012759801446565954,319.06732019378694,45.935285207637435,320.0014803635738,20.00114067319901,320.0,20.0,319.0659886660839,45.93422752612228,0.08862944129613443,0.012759507646145078,0.0014803635738189769,0.0011406731990106778,0.0013315277030301331,0.0010576815151566166
0.09366377878159644,0.012800886337699649,337.1896036137472,46.08319081571874,339.9910674580901,19.990374763962315,340.0,20.0,337.197612827033,46.09208248130991,0.09366600356306473,0.012803356244808307,0.008932541909928204,0.00962523603768517,0.008009213285845362,0.008891665591171716
0.09869471201881622,0.012837321104160365,355.3009632677384,46.214355974977316,359.96732865062637,19.970058214062494,360.0,20.0,355.3303069996135,46.24203763024054,0.0987028630554482,0.012845010452844594,0.032671349373629255,0.029941785937506182,0.029343731875144385,0.027681655263222638
0.10372561918167615,0.012871765017403926,373.4122290540341,46.33835406265413,379.94200552971887,19.950528465077134,380.0,20.0,373.4643532932419,46.38409319125721,0.10374009813701164,0.01288447033090478,0.05799447028113036,0.0494715349228656,0.052124239207785195,0.045739128603074164
0.10879102752191323,0.012937680470465849,391.6476990788876,46.57564969367706,400.053205919149,20.062260789700044,400.0,20.0,391.60003381733014,46.51824938295751,0.1087777871714806,0.012921735939710419,0.05320591914897932,0.06226078970004423,0.04766526155748352,0.05740031071955087
0.11382287491642988,0.012967885336570213,409.7623496991476,46.68438721165277,420.02770528741746,20.04333935356592,420.0,20.0,409.7376306812943,46.64450642433434,0.11381600852258175,0.012956807340092871,0.027705287417461477,0.043339353565919225,0.024719017853271907,0.03988078731843103
0.11885610598924502,0.012995628168738784,427.8819815612821,46.784261407459624,440.00526531922515,20.023320757415828,440.0,20.0,427.87742599449297,46.762864534738874,0.11885484055402583,0.01298968459298302,0.005265319225145504,0.023320757415827842,0.004555566789122167,0.021396872720750082
0.12389339166912852,0.013022378091330708,446.0162100088627,46.880561128790546,459.9962337051661,20.00792156058066,460.0,20.0,446.01970186616995,46.87332393379814,0.12389436162949165,0.013020367759388371,0.00376629483389479,0.007921560580658848,0.00349185730726731,0.00723719499240616
0.1289313090599646,0.013049578940483328,464.1527126158726,46.97848418573998,479.98677422506427,20.002908678217967,480.0,20.0,464.1647404054326,46.97588484150732,0.12893465011262017,0.0130488569004187,0.013225774935733625,0.002908678217966809,0.012027789560022484,0.0025993442326566196
0.13396712226073734,0.01307398169082296,482.28164013865444,47.066334086962655,499.96559068037993,19.995570657837835,500.0,20.0,482.3128237212061,47.07054747822297,0.1339757843670017,0.013075152077284158,0.034409319620067436,0.004429342162165284,0.031183582551648215,0.004213391260314836
0.13900336879927616,0.013094091227630058,500.4121276773942,47.13872841946821,519.9423808182446,19.9799715606748,520.0,20.0,500.4642339221831,47.157312064647414,0.13901784275616197,0.013099253351290948,0.05761918175539904,0.020028439325198377,0.052106244788888034,0.018583645179205632
0.14407262906540305,0.013112038494372626,518.661464635451,47.203338579741455,540.046113680957,19.96395549080601,540.0,20.0,518.6192531167818,47.23617882178615,0.1440609036435505,0.013121160783829485,0.04611368095697799,0.036044509193988716,0.04221151866920536,0.03284024204469205
0.1491094824685443,0.013130828130692865,536.7941368867595,47.27098127049432,560.0171695771639,19.96044717891799,560.0,20.0,536.7781634130992,47.30714797120152,0.14910504539252753,0.013140874436444868,0.01716957716394063,0.039552821082011747,0.01597347366032409,0.036166700707205734
