dmd_x_ra_in,dmd_y_dec_in,dmd_x_mir_in,dmd_y_mir_in,ccd_x_pix_out,ccd_y_pix_out,ccd_x_pix_in,ccd_y_pix_in,dmd_x_mir_out,dmd_y_mir_out,dmd_x_ra_out,dmd_y_dec_out,delta_dmdx_in_out,delta_dmdy_in_out,delta_ccdx_in_out,delta_ccdy_in_out
0.005555555555555556,0.0,20.0,0.0,47.21381629037711,24.22649042560865,47.217122384073775,24.20316454308331,20.003394851939294,-0.025424138329577593,0.005556498569983137,-7.0622606471048874e-06,0.003394851939294341,0.025424138329577593,0.0033060936966649024,0.02332588252533796
0.011111111111111112,0.0,40.0,0.0,65.36263102323605,24.508291815334612,65.31748290339135,24.565124085701367,39.95085624085625,0.06257016669901681,0.011097460066904513,1.7380601860838002e-05,0.04914375914375313,0.06257016669901681,0.04514811984469702,0.056832270366754756
0.016666666666666666,0.0,60.0,0.0,83.50838563411273,24.781867290176308,83.57937743811418,24.756216506941573,60.07796599590556,-0.02905371945057854,0.016688323887751544,-8.070477625160706e-06,0.07796599590555786,0.02905371945057854,0.07099180400145144,0.025650783234734575
0.022222222222222223,0.0,80.0,0.0,101.65135995998207,25.047235234596997,101.70489645414717,25.01046479385328,80.05861577306634,-0.040850709667265415,0.022238504381407315,-1.1347419352018171e-05,0.05861577306633592,0.040850709667265415,0.05353649416510109,0.03677044074371594
0.027777777777777776,0.0,100.0,0.0,119.79183339348272,25.304413251849734,119.82919540971623,25.258581327601853,100.04069233189342,-0.05044834985043644,0.027789081203303728,-1.4013430514010122e-05,0.040692331893424694,0.05044834985043644,0.03736201623351576,0.04583192424788152
0.03333333333333333,0.0,120.0,0.0,137.93008492636025,25.553418168211767,137.93765409852534,25.586592234373505,120.00870663938699,0.035999964110635455,0.03333575184427416,9.99999003073207e-06,0.008706639386986126,0.035999964110635455,0.007569172165091231,0.033174066161738125
0.03888888888888889,0.0,140.0,0.0,156.06639319322576,25.794266037576676,156.06771367274249,25.795195159412923,140.00146623192117,0.0009927762428232057,0.03888929617553366,2.7577117856200157e-07,0.0014662319211709018,0.0009927762428232057,0.001320479516721207,0.0009291218362470488
0.044444444444444446,0.0,160.0,0.0,174.20103651471248,26.026972145265297,174.2045213877324,26.018617898306008,160.00375116813993,-0.009144810097298159,0.04444548643559443,-2.5402250270272665e-06,0.0037511681399280405,0.009144810097298159,0.003484873019914403,0.008354246959289213
0.05,0.0,180.0,0.0,192.33429294057447,26.251551011674845,192.32263694552168,26.232544021574615,179.98693524808715,-0.020545668395702932,0.04999637090224643,-5.707130109917481e-06,0.01306475191285017,0.020545668395702932,0.011655995052791468,0.019006990100230325
0.05555555555555555,0.0,200.0,0.0,210.46644029289163,26.46801639599923,210.5628653738947,26.385330902651084,200.1054305194568,-0.09129491652455203,0.055584841810960225,-2.5359699034597787e-05,0.10543051945680304,0.09129491652455203,0.09642508100307623,0.08268549334814423
0.06111111111111111,0.0,220.0,0.0,228.59775620896474,26.6763812994441,228.65234224935918,26.69990381435651,220.06046842291326,0.024955484948731316,0.061127907895253686,6.932079152425365e-06,0.060468422913260156,0.024955484948731316,0.05458604039444026,0.023522514912411197
0.06666666666666667,0.0,240.0,0.0,246.72851818404922,26.876657968046775,246.7580595286123,26.868615783251336,240.03249364233582,-0.009110829607618836,0.06667569267842662,-2.5307860021163436e-06,0.032493642335822415,0.009110829607618836,0.02954134456308566,0.008042184795439056
0.07222222222222222,0.0,260.0,0.0,264.85900361438627,27.06885789586348,264.8773214483998,27.062819408981756,260.0201366210882,-0.006787379210347304,0.07222781572808006,-1.8853831139853623e-06,0.020136621088227002,0.006787379210347304,0.018317834013544143,0.006038486881724481
0.07777777777777778,0.0,280.0,0.0,282.9894898397312,27.252991827157214,283.0025287509396,27.225552878250028,280.01407164687544,-0.03004569102877133,0.07778168656857651,-8.346025285769814e-06,0.014071646875436272,0.03004569102877133,0.013038911208354875,0.02743894890718579
0.08333333333333333,0.0,300.0,0.0,301.12025418613683,27.42906975881324,301.12747058227745,27.376615258714125,300.00736377165686,-0.05724980877555203,0.08333537882546024,-1.5902724659875564e-05,0.007363771656855533,0.05724980877555203,0.007216396140620418,0.052454500099116785
0.08888888888888889,0.0,320.0,0.0,319.2515740087456,27.597100942596118,319.22610072559434,27.64178822093031,319.9724143029503,0.048966134605670314,0.08888122619526398,1.3601704057130642e-05,0.027585697049687496,0.048966134605670314,0.025473283151256965,0.04468727833419095
0.09444444444444444,0.0,340.0,0.0,337.3837267344481,27.757093886904066,337.340762064142,27.786319818971823,339.95294983183,0.032266741002845115,0.0944313749532861,8.962983611901421e-06,0.04705016817001706,0.032266741002845115,0.04296467030610529,0.029225932067756588
0.1,0.0,360.0,0.0,355.5169899046273,27.90905635839346,355.575999444903,27.903205783773743,360.0650091020638,-0.0069042540409757595,0.10001805808390661,-1.917848344715489e-06,0.0650091020638115,0.0069042540409757595,0.05900954027572425,0.005850574619717719
0.10555555555555556,0.0,380.0,0.0,373.6516412179419,28.052995383325793,373.69578721990774,28.041655594987752,380.0485497845047,-0.012737402060088408,0.10556904160680686,-3.538167238913447e-06,0.04854978450470071,0.012737402060088408,0.04414600196582796,0.011339788338041501
0.1111111111111111,0.0,400.0,0.0,391.78795857323945,28.18891724891772,391.80698453517437,28.166645727875135,400.0207198624021,-0.024440339566009422,0.11111686662844503,-6.7889832127803945e-06,0.020719862402074796,0.024440339566009422,0.019025961934914903,0.02227152104258323
0.11666666666666667,0.0,420.0,0.0,409.9262201124592,28.316827504184843,409.9358043920488,28.27409734432975,420.0100685180778,-0.04667757159409482,0.11666946347724383,-1.2965992109470784e-05,0.010068518077787303,0.04667757159409482,0.009584279589603284,0.04273015985509332
0.12222222222222222,0.0,440.0,0.0,428.06670426365923,28.43673096056492,428.0667700713503,28.38679113764793,439.99948791603003,-0.054475192486385965,0.122222079976675,-1.513199791288499e-05,0.0005120839699657154,0.054475192486385965,6.580769104402862e-05,0.04993982291698984
0.12777777777777777,0.0,460.0,0.0,446.20968978422286,28.54863169256693,446.1915442658238,28.598768622538213,459.98058929793416,0.054812200677705224,0.12777238591609283,1.5225611299362562e-05,0.019410702065840724,0.054812200677705224,0.01814551839908063,0.05013692997128416
0.13333333333333333,0.0,480.0,0.0,464.35545580416147,28.652533038098753,464.3119219217454,28.69913220243138,479.9525743541888,0.05110067466353827,0.13332015954283022,1.4194631850982853e-05,0.04742564581118813,0.05110067466353827,0.04353388241605671,0.04659916433262623
0.1388888888888889,0.0,500.0,0.0,482.50428186953843,28.74843759823746,482.5638585605936,28.777690169089478,500.06599073616997,0.03158753039810247,0.1389072196489361,8.774313999472908e-06,0.0659907361699652,0.03158753039810247,0.05957669105515606,0.029252570852019488
0.14444444444444443,0.0,520.0,0.0,500.6564479861441,28.83634723726465,500.6911008306951,28.84932216939251,520.0383291829124,0.013982793374724491,0.1444550914396979,3.884109270756803e-06,0.03832918291243459,0.013982793374724491,0.03465284455103301,0.012974932127860939
0.15,0.0,540.0,0.0,518.8122346633248,28.916263082107744,518.8289389125833,28.918751905875272,540.0184279885232,0.0026396392928745255,0.1500051188857009,7.332331369095904e-07,0.018427988523171734,0.0026396392928745255,0.016704249258509662,0.0024888237675284586
0.15555555555555556,0.0,560.0,0.0,536.9719229580415,28.9881855219118,536.9750762244595,28.990026073989302,560.0034943631749,0.0019956934720754427,0.15555652621199303,5.543592977987341e-07,0.00349436317492291,0.0019956934720754427,0.0031532664179394487,0.0018405520775033324
0.16111111111111112,0.0,580.0,0.0,555.1357945191482,29.052114206951742,555.128473996671,29.04416173805984,579.9918449355629,-0.008652473121457581,0.16110884581543414,-2.4034647559604393e-06,0.008155064437119108,0.008652473121457581,0.007320522477243685,0.007952468891900821
0.16666666666666666,0.0,600.0,0.0,573.3041316319607,29.108048047474842,573.2749507163884,29.106239776760187,599.9678604161483,-0.0018824840692744061,0.16665773900448563,-5.229122414651128e-07,0.032139583851744646,0.0018824840692744061,0.029180915572283084,0.001808270714654725
0.17222222222222222,0.0,620.0,0.0,591.4772172630397,29.155985212729075,591.4200666063458,29.136344295599184,619.9368758095275,-0.02128600472912295,0.17220468772486874,-5.912779091423041e-06,0.0631241904725357,0.02128600472912295,0.05715065669392061,0.019640917129891022
0.17777777777777778,0.0,640.0,0.0,609.655335105377,29.195923128822468,609.6925342027212,29.16838564241045,640.0405849165267,-0.030136831036649676,0.17778905136570183,-8.37134195462491e-06,0.040584916526654524,0.030136831036649676,0.03719909734411431,0.027537486412018808
0.18333333333333332,0.0,660.0,0.0,627.8387696237452,29.22785847753351,627.8513373890212,29.203002373785974,660.013516853892,-0.02715186548665984,0.18333708801497,-7.542184857405512e-06,0.01351685389204249,0.02715186548665984,0.012567765276003229,0.024856103747534775
0.18888888888888888,0.0,680.0,0.0,646.0278061005288,29.251787193856035,646.0290384368108,29.222508964316166,680.0009951836427,-0.03195995291470738,0.18888916532878963,-8.877764698529828e-06,0.0009951836426580485,0.03195995291470738,0.0012323362819870454,0.02927822953986947
0.19444444444444445,0.0,700.0,0.0,664.222730681865,29.26770446376024,664.2096070334496,29.234613726328707,699.9851688990155,-0.03611141184393549,0.194440324694171,-1.0030947734426525e-05,0.01483110098445195,0.03611141184393549,0.013123648415330535,0.03309073743153235
0.2,0.0,720.0,0.0,682.4238304240307,29.275604722074657,682.3731929632379,29.23246182960545,719.943833676915,-0.04708233390358349,0.1999843982435875,-1.3078426084328746e-05,0.056166323084994474,0.04708233390358349,0.05063746079281373,0.04314289246920566
0.20555555555555555,0.0,740.0,0.0,700.631393340588,29.27548164897219,700.6773231618574,29.240656736391582,740.0500095956206,-0.038003398598095615,0.2055694471098946,-1.0556499610582116e-05,0.05000959562062235,0.038003398598095615,0.0459298212693966,0.03482491258060705
0.2111111111111111,0.0,760.0,0.0,718.8457084495,29.26732816767867,718.8650136368127,29.237328721767902,760.0208198204904,-0.032733450258490525,0.21111689439458067,-9.092625071802924e-06,0.020819820490373786,0.032733450258490525,0.01930518731273878,0.029999445910767975
0.21666666666666667,0.0,780.0,0.0,737.0670658209629,29.251136441004178,737.0701223565243,29.225409869267917,780.0030322327343,-0.028079554077456628,0.2166675089535373,-7.79987613262684e-06,0.0030322327343128563,0.028079554077456628,0.003056535561427154,0.025726571736260695
0.2222222222222222,0.0,800.0,0.0,755.295756625812,29.2268978675232,755.2775915976006,29.19661956675953,799.9796931826581,-0.033082526816087636,0.22221658143962725,-9.189590782246565e-06,0.02030681734186146,0.033082526816087636,0.018165028211456047,0.030278300763669108
0.22777777777777777,0.0,820.0,0.0,773.5320731839352,29.194603078527336,773.5964003060583,29.17414731048547,820.0702768183249,-0.022189369314167436,0.22779729911620136,-6.163713698379843e-06,0.07027681832494181,0.022189369314167436,0.06432712212313163,0.020455768041866662
0.23333333333333334,0.0,840.0,0.0,791.7763090138953,29.1542419332623,791.8017776389167,29.13905011455884,840.0277218751556,-0.01651527674574372,0.2333410338542099,-4.5875768738176995e-06,0.027721875155634734,0.01651527674574372,0.025468625021403568,0.015191818703456761
0.2388888888888889,0.0,860.0,0.0,810.028758882492,29.105803515153482,810.0409007680973,29.096099379529758,860.0131784177768,-0.010554376890626244,0.23889254956049355,-2.93177135850729e-06,0.013178417776771312,0.010554376890626244,0.01214188560538787,0.009704135623724852
0.24444444444444444,0.0,880.0,0.0,828.2897188552619,29.04927612703873,828.2706826730789,29.03536092929484,879.9789776146837,-0.015257565465729785,0.2444386048929677,-4.238212629369385e-06,0.021022385316314285,0.015257565465729785,0.019036182182958328,0.013915197743891383
0.25,0.0,900.0,0.0,846.5594863472144,28.984647286729043,846.6207930159769,28.987434173263345,900.0671345715879,0.003293543296966941,0.25001864849210775,9.148731380463725e-07,0.0671345715878715,0.003293543296966941,0.06130666876254054,0.0027868865343023685
0.25555555555555554,0.0,920.0,0.0,864.83836017457,28.911903721662945,864.8668354350417,28.9097387773355,920.0311221065722,-0.0022322007447600433,0.25556420058515894,-6.200557624333454e-07,0.03112210657218384,0.0022322007447600433,0.028475260471736874,0.0021649443274434077
0.2611111111111111,0.0,940.0,0.0,883.1266406069997,28.83103136356896,883.1355863523678,28.8278993207585,940.009740448011,-0.0033727986568977933,0.2611138167911142,-9.368885158049426e-07,0.009740448011029912,0.0033727986568977933,0.008945745368123426,0.0031320428104599785
0.26666666666666666,0.0,960.0,0.0,901.4246294203367,28.74201534309256,901.3906358474275,28.761819396375788,959.9631081435217,0.021424758123301545,0.266656418928756,5.951321700917096e-06,0.03689185647829163,0.021424758123301545,0.03399357290925309,0.01980405328322732
0.2722222222222222,0.0,980.0,0.0,919.7326299502392,28.644839983787463,919.7698501166091,28.683156089659676,980.0411482881166,0.04203907236337629,0.2722336523022546,1.167752010093786e-05,0.041148288116573895,0.04203907236337629,0.03722016636982062,0.03831610587221235
0.2777777777777778,0.0,1000.0,0.0,938.0509471464486,28.539488796005237,938.0764204183995,28.595233518388167,1000.0285314533863,0.06099679892946834,0.2777857031814962,1.694355525818565e-05,0.02853145338633567,0.06099679892946834,0.025473271950886556,0.05574472238292927
0.2833333333333333,0.0,1020.0,0.0,956.379887627798,28.425944470483586,956.3318442234786,28.367727802676193,1019.946826513438,-0.0638597548425484,0.2833185629203995,-1.7738820789596776e-05,0.05317348656194554,0.0638597548425484,0.048043404319400906,0.05821666780739321
0.28888888888888886,0.0,1040.0,0.0,974.7197597380251,28.30418887161464,974.7417071276561,28.28614030549409,1040.0236915558328,-0.01952779007502525,0.28889546987662024,-5.4243861319514584e-06,0.023691555832783706,0.01952779007502525,0.021947389631009173,0.018048566120551612
0.29444444444444445,0.0,1060.0,0.0,993.0708736025388,28.174203030273056,993.0786355918626,28.160241142341462,1060.0082731805448,-0.015170089259063685,0.29444674255015135,-4.213913683073246e-06,0.008273180544847492,0.015170089259063685,0.007761989323853413,0.013961887931593253
0.005555555555555556,0.005555555555555556,20.0,20.0,47.03840855561875,42.60920812744445,47.02969653416537,42.62541609856849,19.990569948626057,20.017783398954442,0.005552936096840572,0.005560495388598456,0.009430051373943371,0.017783398954442475,0.008712021453384011,0.016207971124046594
0.011111111111111112,0.005555555555555556,40.0,20.0,65.18641427403364,42.88746230646936,65.18423576247706,42.88420076436088,39.99756521298396,19.996486210512103,0.011110434781384432,0.005554579502920028,0.0024347870160426055,0.0035137894878971565,0.0021785115565791102,0.003261542108482729
0.016666666666666666,0.005555555555555556,60.0,20.0,83.33136313161086,43.15759075233217,83.32118482088035,43.13417922666807,59.98853576174188,19.974678431581804,0.01666348215603941,0.005548521786550501,0.011464238258120929,0.025321568418195994,0.010178310730509565,0.023411525664101873
0.022222222222222223,0.005555555555555556,80.0,20.0,101.47353477442694,43.41961161275397,101.57458122387027,43.329998822147076,80.11044059503429,19.900871821806817,0.022252900165287304,0.005528019950501894,0.11044059503429082,0.0991281781931832,0.10104644944333074,0.08961279060689264
0.027777777777777776,0.005555555555555556,100.0,20.0,119.61320840520177,43.67354226428886,119.67214718730067,43.67506539716233,100.06499500026524,20.000774416668083,0.027795831944518123,0.00555577067129669,0.06499500026524174,0.0007744166680829778,0.058938782098891807,0.0015231328734657268
0.03333333333333333,0.005555555555555556,120.0,20.0,137.75066282721667,43.91939931713623,137.78706694319786,43.90055724794615,120.03993880187932,19.978950190729783,0.033344427444966476,0.005549708386313829,0.03993880187931609,0.021049809270216713,0.03640411598118476,0.018842069190078803
0.03888888888888889,0.005555555555555556,140.0,20.0,155.8861764872512,44.15719861877477,155.91436436101162,44.13261359659678,140.0308203190903,19.972823757021466,0.038897450088636196,0.005548006599172629,0.030820319090310022,0.02717624297853405,0.028187873760430193,0.02458502217799463
0.044444444444444446,0.005555555555555556,160.0,20.0,174.02002751936922,44.38695525855922,174.0447925977595,44.33417367567594,160.02674400734543,19.942159809636415,0.04445187333537373,0.005539488836010115,0.026744007345428145,0.05784019036358501,0.02476507839028841,0.05278158288327717
0.05,0.005555555555555556,180.0,20.0,192.15249378751798,44.60868357080361,192.14555457010707,44.64608942543276,179.99275062179072,20.040850108571743,0.04999798628383076,0.005566902807936595,0.007249378209280621,0.04085010857174254,0.006939217410916854,0.03740585462914936
0.05555555555555555,0.005555555555555556,200.0,20.0,210.28385292887035,44.82239713870127,210.2680575595757,44.81889543639976,199.98254031106546,19.996382888652068,0.05555070564196263,0.005554550802403352,0.017459688934536644,0.003617111347931967,0.01579536929463643,0.003501702301512921
0.06111111111111111,0.005555555555555556,220.0,20.0,228.4143823964632,45.02810879723386,228.37898462467268,45.02791109837989,219.96095375073944,20.000213793571483,0.061100264930760956,0.005555614942658745,0.03904624926056499,0.00021379357148276767,0.03539777179051384,0.0001976988539738045
0.06666666666666667,0.005555555555555556,240.0,20.0,246.5443595021351,45.22583063636437,246.62017379295122,45.187441839599295,240.0832062949019,19.957267949300434,0.06668977952636164,0.005543685541472342,0.08320629490191322,0.042732050699566315,0.0758142908161119,0.03838879676507645
0.07222222222222222,0.005555555555555556,260.0,20.0,264.6740614591313,45.41557400360185,264.7292863048748,45.35811022952117,260.06028473580494,19.93673125344908,0.07223896798216804,0.005537980903735855,0.06028473580494165,0.0632687465509214,0.05522484574350983,0.0574637740806736
0.07777777777777778,0.005555555555555556,280.0,20.0,282.80376542492434,45.59734950675883,282.8141093569626,45.63165875767192,280.0117882372771,20.03730121413477,0.07778105228813252,0.0055659170039263255,0.011788237277073677,0.0373012141347715,0.010343932038267667,0.034309250913089784
0.08333333333333333,0.005555555555555556,300.0,20.0,300.93374854368443,45.771167015908304,300.9444157300831,45.782877669647526,300.0118958825625,20.012662283837745,0.08333663774515625,0.005559072856621596,0.011895882562498628,0.012662283837745036,0.010667186398677586,0.011710653739221755
0.08888888888888889,0.005555555555555556,320.0,20.0,319.0642879891697,45.93703566593584,319.06732019378694,45.935285207637435,320.003325027884,19.998061241144363,0.08888981250774555,0.0055550170114289895,0.003325027883988696,0.0019387588556369906,0.0030322046172273076,0.0017504582984031458
0.09444444444444444,0.005555555555555556,340.0,20.0,337.19566100709847,46.09496385779223,337.1896036137472,46.08319081571874,339.9931876579878,19.987213748863873,0.09444255212721883,0.005552003819128853,0.006812342012210593,0.012786251136127191,0.00605739335128419,0.011773042073492945
0.1,0.005555555555555556,360.0,20.0,355.32814495808685,46.24495926067031,355.3009632677384,46.214355974977316,359.96967929162963,19.96685221965538,0.09999157758100823,0.005546347838793161,0.030320708370368266,0.033147780344620514,0.02718169034847051,0.030603285692997417
0.10555555555555556,0.005555555555555556,380.0,20.0,373.46201736015956,46.387028812864145,373.4122290540341,46.33835406265413,379.9445469606942,19.94730649797324,0.10554015193352617,0.005540918471659234,0.05545303930580303,0.052693502026759376,0.04978830612543561,0.04867475021001155
0.1111111111111111,0.005555555555555556,400.0,20.0,391.59755593170956,46.52117872334829,391.6476990788876,46.57564969367706,400.0559066556182,20.059044644880032,0.11112664073767171,0.005571956845800009,0.05590665561817332,0.05904464488003214,0.05014314717806201,0.054470970328765134
0.11666666666666667,0.005555555555555556,420.0,20.0,409.7350386343104,46.647414472591116,409.7623496991476,46.68438721165277,420.03053103714456,20.040146663586263,0.11667514751031793,0.00556670740655174,0.03053103714455574,0.04014666358626329,0.02731106483719259,0.036972739061653215
0.12222222222222222,0.005555555555555556,440.0,20.0,427.87474371565014,46.765740813063104,427.8819815612821,46.784261407459624,440.0081899064274,20.020163150158105,0.12222449719622983,0.005561156430599474,0.008189906427389815,0.02016315015810477,0.007237845631948403,0.018520594396520096
0.12777777777777777,0.005555555555555556,460.0,20.0,446.0169497527091,46.876161770036546,446.0162100088627,46.880561128790546,459.99923488892205,20.004806503951734,0.1277775652469228,0.005556890695542148,0.0007651110779534065,0.004806503951733987,0.0007397438463954131,0.0043993587540001045
0.13333333333333333,0.005555555555555556,480.0,20.0,464.16193569493913,46.97868064159794,464.1527126158726,46.97848418573998,479.98983316947874,19.9998402444026,0.1333305092137441,0.005555511179000721,0.010166830521256998,0.00015975559740155632,0.00922307906654396,0.00019645585796013165
0.1388888888888889,0.005555555555555556,500.0,20.0,482.30998090768867,47.073299998814306,482.28164013865444,47.066334086962655,499.9686913507787,19.992550319375958,0.13888019204188298,0.005553486199826655,0.0313086492212733,0.007449680624041832,0.028340769034230107,0.006965911851651185
0.14444444444444443,0.005555555555555556,520.0,20.0,500.4613652157723,47.16002168551871,500.4121276773942,47.13872841946821,519.9455096630679,19.976999011827292,0.1444293082397411,0.005549166392174248,0.05449033693207639,0.023000988172707793,0.04923753837806544,0.02129326605049897
0.15,0.005555555555555556,540.0,20.0,518.6163689472381,47.23884681792953,518.661464635451,47.203338579741455,540.0492592570863,19.961029729222055,0.15001368312696842,0.0055447304803394595,0.0492592570863053,0.038970270777944904,0.045095688212882123,0.03550823818807203
0.15555555555555556,0.005555555555555556,560.0,20.0,536.775272977354,47.30977578388635,536.7941368867595,47.27098127049432,560.0203216808981,19.95756641089429,0.15556120046691613,0.005543768447470636,0.020321680898064187,0.042433589105709046,0.018863909405467894,0.03879451339203399
0.16111111111111112,0.005555555555555556,580.0,20.0,554.9383587728371,47.37280824212842,554.9447329741308,47.32360334217633,580.0064428312737,19.946250340142573,0.16111290078646492,0.005540625094484048,0.006442831273716365,0.05374965985742719,0.006374201293738224,0.04920489995209465
0.16666666666666666,0.005555555555555556,600.0,20.0,573.1059084363171,47.427943121236716,573.1052774982275,47.376880236123746,599.998706738364,19.944243501636446,0.16666630742732336,0.005540067639343458,0.0012932616359648819,0.055756498363553675,0.0006309380896709627,0.051062885112969525
