,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
26,66.81,1585661254,5,0,201219.61-564906.6,303.081656,-56.818553,36,55,58317.97,0,0.664,,,,,,,,,,,,,19.9857,0.0375,20.0985,0.119,19.9661,0.0405,19.9053,0.045,20.0686,0.0885,19.9264,0.0549,19.6282,0.0709,19.8634,0.1512,19.7781,0.1141,,,,,,,15.0,
27,67.43,481592575,41,0,201221.28-564731.1,303.088595,-56.792029,36,36,58021.7483,19,0.992,16.1128,0.0128,16.1355,0.0163,16.1162,0.0155,15.7763,0.012,15.8001,0.0186,15.7807,0.0135,14.561,0.0073,14.5642,0.0073,14.5578,0.0075,14.2387,0.0081,14.2498,0.0087,14.2401,0.0085,14.0695,0.006,14.0768,0.0089,14.0698,0.0067,14.027,0.0075,14.0448,0.008,14.0265,0.0085,15.0,
28,68.18,481592672,38,0,201233.62-564854.2,303.140061,-56.815053,36,36,57999.4301,0,0.983,,,,,,,18.8113,0.0859,19.3078,0.1627,18.8344,0.0859,17.1488,0.0109,17.1791,0.0148,17.1543,0.0121,16.7099,0.0141,16.73,0.0142,16.7162,0.0123,16.4295,0.0079,16.4371,0.0136,16.4385,0.0086,16.324,0.0097,16.3317,0.0161,16.3159,0.0109,11.07,481592673.0
29,69.46,1585661420,1,0,201234.50-564829.9,303.143727,-56.808345,36,36,58317.5395,0,0.519,,,,,,,,,,,,,,,,,,,20.2251,0.0354,20.4267,0.1378,20.2875,0.0945,,,,,,,,,,,,,15.0,
30,71.24,481592594,24,2,201227.33-564936.1,303.113648,-56.826835,82,36,57987.7279,4,0.503,,,,,,,18.2509,0.2901,18.117,0.1327,18.6798,0.0939,15.7838,0.179,15.5943,0.177,16.5883,0.0208,14.8131,0.1957,13.8468,0.1767,15.965,0.0114,14.2008,0.1481,13.2794,0.0844,15.428,0.0176,13.9147,0.1758,13.2047,0.0908,15.0902,0.0112,15.0,
31,72.06,481592670,27,0,201230.78-564725.3,303.128199,-56.79037,36,36,57789.6777,0,0.983,,,,,,,18.6708,0.1366,18.5769,0.1886,18.7511,0.1256,17.4481,0.016,17.4753,0.0172,17.4356,0.0138,16.9957,0.0129,17.0078,0.022,16.9993,0.0141,16.7266,0.0067,16.7613,0.0156,16.725,0.009,16.6271,0.0143,16.6924,0.0225,16.6249,0.0132,15.0,
32,74.53,481592662,27,0,201226.78-564711.8,303.111512,-56.786606,36,38,58193.4332,0,0.984,18.272,0.0336,18.5479,0.1014,18.2844,0.0447,17.965,0.049,18.2013,0.1306,17.9615,0.0491,16.8093,0.0124,16.8269,0.0135,16.8045,0.0127,16.499,0.014,16.5126,0.0161,16.5012,0.0138,16.3257,0.0069,16.3451,0.0124,16.33,0.0084,16.2755,0.0101,16.2817,0.0195,16.2876,0.0117,8.9,1585661401.0
33,81.42,481592596,32,3,201230.78-564937.4,303.128334,-56.827098,55,55,57867.2378,0,0.853,,,,,,,,,,,,,17.907,0.0837,17.6916,0.0678,17.9639,0.0303,17.3546,0.0563,16.903,0.0625,17.3753,0.0182,16.7459,0.054,16.3517,0.0595,16.8634,0.0098,16.4761,0.0563,16.1829,0.0627,16.5717,0.0119,11.98,1585661294.0
34,82.54,1585661257,11,0,201216.44-564802.1,303.068431,-56.800649,108,63,58453.1157,0,0.699,,,,,,,,,,,,,20.4785,0.1017,20.246,0.1853,20.5006,0.0589,19.5479,0.1072,19.3032,0.064,19.5761,0.0411,18.85,0.0733,18.595,0.1333,18.7458,0.0527,18.3417,0.0859,18.1372,0.1053,18.4017,0.0739,15.0,
35,83.15,1585661288,0,513,201224.50-564948.1,303.102027,-56.830066,36,36,58317.5381,0,0.0,,,,,,,,,,,,,19.6792,,,,20.1718,,,,,,,,,,,,,,,,,,,,9.38,481592593.0
36,83.33,2686746428,0,1048,201227.56-564703.6,303.114871,-56.784359,36,36,58331.4425,0,0.995,,,,,,,,,,,,,17.4372,,18.9052,,18.6339,,,,,,,,,,,,,,,,,,,,4.59,1585661401.0
37,83.33,1585661401,8,1,201227.02-564702.9,303.112562,-56.784203,53,36,58503.6883,0,0.942,,,,,,,,,,,,,,,,,,,19.8845,0.0606,19.6631,0.1005,19.889,0.0674,18.7223,0.0221,18.7972,0.046,18.7355,0.0305,18.3483,0.0374,18.2552,0.1709,18.3235,0.0574,4.59,2686746428.0
38,84.15,481592593,1,1,201225.62-564949.9,303.106687,-56.830599,36,36,57879.73,0,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5948,0.2462,17.2966,0.1636,17.6973,0.0604,9.38,1585661288.0
39,85.54,1585661262,3,0,201220.88-564711.7,303.086956,-56.786633,36,36,58469.5226,0,0.608,,,,,,,,,,,,,,,,,,,,,,,,,19.4278,0.0954,19.4683,0.1353,19.4442,0.0855,18.6754,0.0646,18.8242,0.1561,18.6353,0.0692,15.0,
40,86.13,481592571,5,0,201215.86-564846.1,303.06605,-56.812852,36,40,58230.4081,0,0.839,,,,,,,,,,,,,20.5435,0.0392,20.6938,0.1245,20.5541,0.0789,19.7628,0.0588,19.9246,0.1097,19.8481,0.0514,19.2529,0.026,19.4819,0.1089,19.2875,0.0603,,,,,,,13.56,481592570.0
41,86.27,1585661396,1,0,201222.67-564704.3,303.094465,-56.784554,36,36,58591.7617,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1362,0.0517,18.2827,0.1682,18.1977,0.0842,15.0,
42,88.54,481592585,11,0,201222.04-564948.1,303.091771,-56.830065,36,36,58323.6554,0,0.696,,,,,,,,,,,,,19.8737,0.1363,19.475,0.3975,19.8152,0.0781,19.2559,0.1064,18.927,0.2928,19.2181,0.0477,18.7726,0.0652,18.8089,0.0655,18.823,0.0355,18.4136,0.0985,18.2682,0.1496,18.4359,0.0729,15.0,
43,89.07,2686746308,1,0,201227.64-564954.1,303.115187,-56.831718,36,36,56923.4221,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,18.2154,0.3024,17.6985,0.1762,18.3233,0.1602,,,,,,,9.51,481592595.0
44,89.95,481592570,37,0,201215.15-564833.9,303.063076,-56.809456,36,46,57921.002,3,0.986,,,,,,,,,,,,,18.1508,0.0119,18.2026,0.0288,18.1549,0.0124,17.2263,0.0103,17.2348,0.0212,17.2212,0.0112,15.5678,0.0056,15.589,0.006,15.568,0.0063,14.902,0.0064,14.9206,0.0079,14.9022,0.0073,13.56,481592571.0
45,90.28,1585661294,2,0,201232.21-564940.8,303.13417,-56.828033,36,66,58317.5388,0,0.537,,,,,,,,,,,,,20.5793,0.0559,20.7132,0.192,20.659,0.1088,20.304,0.0556,20.4171,0.1591,20.4353,0.1079,,,,,,,,,,,,,11.98,481592596.0
