,SOURCE_ID,ra_now,dec_now,phot_g_mean_mag
766,5.260177564176226e+18,150.2131336837942,-54.79363257114257,15.785714
863,5.260177568498444e+18,150.21493839701904,-54.783176988756345,15.980848
998,5.260177671577667e+18,150.20192785238555,-54.76323315172799,16.583515
797,5.260177564176253e+18,150.21376572780636,-54.784679105560144,16.885313
782,5.260177839054217e+18,150.17477360201724,-54.76423890212199,17.19482
750,5.260177735975e+18,150.16443663049483,-54.7648513430993,17.225231
840,5.26017746541922e+18,150.21273735421119,-54.79978829075696,17.249323
895,5.260177289298265e+18,150.1356410377877,-54.81103554653297,17.462574
749,5.260177843367149e+18,150.17424516688416,-54.76489329931359,17.955479
1011,5.260177667255521e+18,150.20695478863487,-54.76466786863978,19.47342
889,5.260177293611129e+18,150.1334145777866,-54.80938958465705,19.49966
1018,5.260177774656855e+18,150.1272065774819,-54.766269692797195,19.972723
963,5.260176675135951e+18,150.20692960042243,-54.812237446607114,20.273106
938,5.260177671570758e+18,150.1930194806324,-54.76308681336816,20.359676
1037,5.260177774651498e+18,150.1286367742079,-54.762670909334595,20.60604
1004,5.260177809011241e+18,150.13529698940886,-54.76332368597498,20.680841
985,5.260177671572324e+18,150.20168786715655,-54.764240761554625,20.746399
