,RA,DEC,_r,recno,ID,F555W,e_F555W,F814W,e_F814W,RAJ2000,DEJ2000,MPG,d,in_field,Weight
20676,14.78679167,-72.18803889,0.011957,14000,15025,22.465,0.016,21.383,0.022,00 59 08.830,-72 11 16.94,,2.0701525,IN,2
10499,14.752875,-72.15931667,0.018789,25860,28807,23.405,0.038,22.793,0.032,00 59 00.690,-72 09 33.54,,2.0701532,IN,2
29501,14.833425,-72.18568333,0.021534,23786,26295,23.258,0.031,22.572,0.053,00 59 20.022,-72 11 08.46,,2.0705976,IN,2
7233,14.73785417,-72.17543333,0.009555,23352,25791,23.23,0.022,22.53,0.019,00 58 57.085,-72 10 31.56,,2.0705976,IN,2
13978,14.76508333,-72.16589444,0.011648,26095,29094,23.42,0.013,22.815,0.011,00 59 03.620,-72 09 57.22,,2.0705986,IN,2
23845,14.80060417,-72.15986111,0.020218,25443,28280,23.374,0.016,22.746,0.015,00 59 12.145,-72 09 35.50,,2.0705993,IN,2
29480,14.8332375,-72.1935,0.025501,27746,31138,23.54,0.053,22.995,0.039,00 59 19.977,-72 11 36.60,,2.0705993,IN,2
20852,14.78742083,-72.16009444,0.018361,28011,31452,23.558,0.03,23.022,0.061,00 59 08.981,-72 09 36.34,,2.0706003,IN,2
22557,14.79484583,-72.15403611,0.024829,22669,24985,23.175,0.055,22.447,0.063,00 59 10.763,-72 09 14.53,,2.0710447,IN,2
18737,14.77992083,-72.15731389,0.020496,22685,25006,23.177,0.018,22.45,0.025,00 59 07.181,-72 09 26.33,,2.0710454,IN,2
29532,14.8335875,-72.19747222,0.028237,24754,27453,23.325,0.033,22.672,0.061,00 59 20.061,-72 11 50.90,,2.0710464,IN,2
15407,14.76948333,-72.17125556,0.006254,26322,29366,23.437,0.019,22.84,0.02,00 59 04.676,-72 10 16.52,,2.0710464,IN,2
26430,14.81417917,-72.19156389,0.019863,6884,7338,21.599,0.021,20.083,0.023,00 59 15.403,-72 11 29.63,,2.0710473,IN,2
25210,14.807375,-72.15422778,0.026164,24109,26685,23.283,0.021,22.609,0.016,00 59 13.770,-72 09 15.22,,2.071048,IN,2
24977,14.80612917,-72.158575,0.022184,22764,25100,23.182,0.02,22.457,0.043,00 59 13.471,-72 09 30.87,,2.0714917,IN,2
30842,14.843025,-72.15328889,0.033309,24580,27245,23.316,0.023,22.658,0.027,00 59 22.326,-72 09 11.84,,2.0714924,IN,2
27842,14.82250833,-72.17181667,0.017531,25431,28267,23.372,0.013,22.742,0.018,00 59 17.402,-72 10 18.54,,2.0714924,IN,2
25828,14.8107875,-72.17045,0.014785,26617,29717,23.458,0.012,22.871,0.012,00 59 14.589,-72 10 13.62,,2.0714934,IN,2
30523,14.84068333,-72.18484722,0.023327,24757,27456,23.326,0.019,22.673,0.019,00 59 21.764,-72 11 05.45,,2.0714934,IN,2
4905,14.72390833,-72.19867222,0.025158,24636,27313,23.32,0.025,22.664,0.02,00 58 53.738,-72 11 55.22,,2.0714934,IN,2
4694,14.722425,-72.15495833,0.026567,27218,30470,23.5,0.081,22.934,0.063,00 58 53.382,-72 09 17.85,,2.0714934,IN,2
4324,14.7197375,-72.16328889,0.020576,23491,25952,23.238,0.031,22.541,0.022,00 58 52.737,-72 09 47.84,,2.071494,IN,2
20208,14.78501667,-72.15787222,0.020282,26595,29689,23.453,0.028,22.863,0.063,00 59 08.404,-72 09 28.34,,2.0719385,IN,2
5851,14.73002917,-72.1698,0.014028,15714,16934,22.623,0.017,21.618,0.019,00 58 55.207,-72 10 11.28,,2.0719395,IN,2
17069,14.7745125,-72.15556389,0.022018,25204,27985,23.355,0.016,22.716,0.017,00 59 05.883,-72 09 20.03,,2.0719402,IN,2
22599,14.7950375,-72.17198056,0.009863,25847,28791,23.403,0.013,22.788,0.015,00 59 10.809,-72 10 19.13,,2.0719402,IN,2
30583,14.84112917,-72.16137222,0.027513,22377,24642,23.153,0.02,22.413,0.017,00 59 21.871,-72 09 40.94,,2.0719402,IN,2
27012,14.81745833,-72.17293056,0.015716,26601,29697,23.455,0.014,22.866,0.013,00 59 16.190,-72 10 22.55,,2.0719411,IN,2
6387,14.73312083,-72.15567222,0.024346,27349,30623,23.509,0.045,22.947,0.054,00 58 55.949,-72 09 20.42,,2.0719411,IN,2
3149,14.71153333,-72.19940833,0.027961,24327,26943,23.296,0.019,22.627,0.016,00 58 50.768,-72 11 57.87,,2.0723865,IN,2
27603,14.82099583,-72.19290556,0.022292,11432,12209,22.178,0.037,20.95,0.053,00 59 17.039,-72 11 34.46,,2.0723865,IN,2
7968,14.74154167,-72.15404444,0.024849,25068,27828,23.348,0.029,22.705,0.023,00 58 57.970,-72 09 14.56,,2.0723872,IN,2
23558,14.79927083,-72.153175,0.026105,24830,27545,23.334,0.02,22.684,0.02,00 59 11.825,-72 09 11.43,,2.0723872,IN,2
18954,14.7806625,-72.17419722,0.005015,12117,12958,22.258,0.018,21.07,0.015,00 59 07.359,-72 10 27.11,,2.0723872,IN,2
8149,14.74251667,-72.19799444,0.021963,22989,25365,23.202,0.027,22.486,0.018,00 58 58.204,-72 11 52.78,,2.0723872,IN,2
21164,14.78858333,-72.19998056,0.023318,23949,26491,23.272,0.019,22.591,0.016,00 59 09.260,-72 11 59.93,,2.0723872,IN,2
10856,14.75417083,-72.16458611,0.013622,25505,28357,23.378,0.015,22.75,0.015,00 59 01.001,-72 09 52.51,,2.0723882,IN,2
9145,14.74727083,-72.19870556,0.022163,25438,28274,23.372,0.025,22.741,0.019,00 58 59.345,-72 11 55.34,,2.0723882,IN,2
24459,14.80355,-72.15537778,0.024611,24318,26934,23.298,0.019,22.63,0.02,00 59 12.852,-72 09 19.36,,2.072389,IN,2
5872,14.73012083,-72.17369722,0.0123,25040,27793,23.345,0.031,22.7,0.041,00 58 55.229,-72 10 25.31,,2.0728333,IN,2
5459,14.72740833,-72.15258056,0.027894,25416,28247,23.369,0.047,22.736,0.042,00 58 54.578,-72 09 09.29,,2.0728343,IN,2
11843,14.75792083,-72.18935278,0.012273,24732,27428,23.327,0.018,22.673,0.019,00 59 01.901,-72 11 21.67,,2.0728343,IN,2
4074,14.71789583,-72.17600556,0.01551,25496,28345,23.375,0.022,22.745,0.018,00 58 52.295,-72 10 33.62,,2.0728343,IN,2
724,14.69340833,-72.17826111,0.022944,23474,25932,23.237,0.016,22.538,0.02,00 58 46.418,-72 10 41.74,,2.0728343,IN,2
23133,14.79735417,-72.20203611,0.026092,25508,28361,23.379,0.019,22.751,0.02,00 59 11.365,-72 12 07.33,,2.072835,IN,2
15974,14.77118333,-72.17007778,0.007473,25702,28603,23.393,0.017,22.772,0.027,00 59 05.084,-72 10 12.28,,2.072835,IN,2
16751,14.773525,-72.17515833,0.00283,17351,18782,22.758,0.032,21.819,0.037,00 59 05.646,-72 10 30.57,,2.0732813,IN,2
28157,14.82461667,-72.17178333,0.018153,24463,27108,23.306,0.017,22.641,0.018,00 59 17.908,-72 10 18.42,,2.0732813,IN,2
14629,14.76704167,-72.15511389,0.02239,24460,27105,23.306,0.024,22.641,0.033,00 59 04.090,-72 09 18.41,,2.0732813,IN,2
22635,14.7951875,-72.20228056,0.026106,25038,27789,23.346,0.024,22.701,0.025,00 59 10.845,-72 12 08.21,,2.073283,IN,2
24144,14.8019375,-72.17660833,0.010324,23499,25961,23.238,0.011,22.539,0.017,00 59 12.465,-72 10 35.79,,2.0732837,IN,2
27072,14.81777083,-72.18796944,0.018397,27430,30726,23.517,0.038,22.957,0.021,00 59 16.265,-72 11 16.69,,2.073729,IN,2
22693,14.7954375,-72.19306111,0.017633,26179,29192,23.427,0.015,22.822,0.014,00 59 10.905,-72 11 35.02,,2.073729,IN,2
12481,14.7601125,-72.15674722,0.020905,26986,30174,23.483,0.023,22.906,0.023,00 59 02.427,-72 09 24.29,,2.073729,IN,2
13065,14.76199583,-72.16005556,0.017552,24614,27287,23.316,0.023,22.655,0.026,00 59 02.879,-72 09 36.20,,2.074176,IN,2
22743,14.79562917,-72.18830833,0.013659,26071,29065,23.42,0.013,22.811,0.017,00 59 10.951,-72 11 17.91,,2.074176,IN,2
11348,14.7561125,-72.19968333,0.022496,26218,29238,23.43,0.015,22.826,0.014,00 59 01.467,-72 11 58.86,,2.0741768,IN,2
588,14.6922,-72.17714167,0.023305,23784,26293,23.26,0.013,22.571,0.019,00 58 46.128,-72 10 37.71,,2.0741777,IN,2
29940,14.83667917,-72.17750556,0.020919,26144,29149,23.426,0.023,22.82,0.022,00 59 20.803,-72 10 39.02,,2.0741777,IN,2
4739,14.72279167,-72.18028611,0.014214,25212,27994,23.355,0.019,22.713,0.02,00 58 53.470,-72 10 49.03,,2.0746238,IN,2
13539,14.7635625,-72.2019,0.024444,25529,28393,23.381,0.016,22.752,0.021,00 59 03.255,-72 12 06.84,,2.0746238,IN,2
23487,14.79894167,-72.15469167,0.02466,22120,24337,23.133,0.027,22.38,0.034,00 59 11.746,-72 09 16.89,,2.0746238,IN,2
29343,14.83219167,-72.16126667,0.025414,27412,30704,23.514,0.047,22.951,0.064,00 59 19.726,-72 09 40.56,,2.0750709,IN,2
12892,14.7614125,-72.17878333,0.002477,27114,30333,23.494,0.021,22.921,0.017,00 59 02.739,-72 10 43.62,,2.0750709,IN,2
28612,14.82745417,-72.19655278,0.02627,26141,29146,23.426,0.047,22.819,0.024,00 59 18.589,-72 11 47.59,,2.0750716,IN,2
7602,14.73972083,-72.16070556,0.018942,24819,27534,23.332,0.024,22.678,0.025,00 58 57.533,-72 09 38.54,,2.0750725,IN,2
18238,14.77831667,-72.15633889,0.021381,23723,26226,23.256,0.013,22.564,0.021,00 59 06.796,-72 09 22.82,,2.0750725,IN,2
4889,14.72375833,-72.19325278,0.020836,27070,30276,23.491,0.024,22.916,0.02,00 58 53.702,-72 11 35.71,,2.075517,IN,2
4775,14.7230625,-72.15325278,0.027932,23221,25636,23.217,0.035,22.505,0.047,00 58 53.535,-72 09 11.71,,2.0755177,IN,2
5526,14.72783333,-72.17319722,0.013123,26462,29536,23.445,0.019,22.847,0.02,00 58 54.680,-72 10 23.51,,2.0755177,IN,2
15021,14.76829583,-72.16149167,0.016008,26593,29687,23.455,0.022,22.862,0.018,00 59 04.391,-72 09 41.37,,2.0755186,IN,2
21885,14.79179167,-72.17970278,0.00751,26490,29566,23.447,0.028,22.85,0.026,00 59 10.030,-72 10 46.93,,2.0755186,IN,2
22835,14.79603333,-72.19779722,0.021995,24066,26632,23.277,0.018,22.595,0.014,00 59 11.048,-72 11 52.07,,2.0755196,IN,2
27472,14.82024583,-72.18565556,0.017857,26342,29390,23.438,0.014,22.836,0.018,00 59 16.859,-72 11 08.36,,2.0759647,IN,2
14044,14.76528333,-72.15512222,0.022397,25625,28511,23.386,0.024,22.758,0.032,00 59 03.668,-72 09 18.44,,2.0759656,IN,2
4625,14.72184583,-72.163375,0.020053,17181,18591,22.746,0.038,21.798,0.027,00 58 53.243,-72 09 48.15,,2.0759656,IN,2
14022,14.76520833,-72.15568611,0.021835,34985,40243,23.987,0.025,23.659,0.034,00 59 03.650,-72 09 20.47,,2.0764117,IN,2
1086,14.696475,-72.16621944,0.024724,25266,28060,23.359,0.033,22.717,0.025,00 58 47.154,-72 09 58.39,,2.0764124,IN,2
12793,14.76111667,-72.15798611,0.019639,24232,26837,23.289,0.027,22.612,0.029,00 59 02.668,-72 09 28.75,,2.0764124,IN,2
16107,14.7716125,-72.15613611,0.021387,20419,22326,23.007,0.079,22.189,0.048,00 59 05.187,-72 09 22.09,,2.0764134,IN,2
18913,14.7805375,-72.15638889,0.021439,25655,28544,23.39,0.017,22.763,0.017,00 59 07.329,-72 09 23.00,,2.0768588,IN,2
25037,14.80650417,-72.17979167,0.011905,25168,27943,23.352,0.012,22.706,0.024,00 59 13.561,-72 10 47.25,,2.0768595,IN,2
11656,14.75726667,-72.16371111,0.014199,23880,26404,23.264,0.023,22.574,0.033,00 59 01.744,-72 09 49.36,,2.0768604,IN,2
15141,14.76867083,-72.20016111,0.022661,25540,28407,23.382,0.023,22.751,0.019,00 59 04.481,-72 12 00.58,,2.0768604,IN,2
1551,14.70027083,-72.194,0.026567,25938,28907,23.412,0.018,22.796,0.013,00 58 48.065,-72 11 38.40,,2.0768611,IN,2
21887,14.7918,-72.15868333,0.020142,26581,29672,23.454,0.02,22.859,0.021,00 59 10.032,-72 09 31.26,,2.0768611,IN,2
5062,14.72495,-72.15280278,0.028045,23687,26182,23.252,0.051,22.556,0.045,00 58 53.988,-72 09 10.09,,2.0768611,IN,2
31511,14.848325,-72.1622,0.028879,25404,28234,23.37,0.017,22.733,0.019,00 59 23.598,-72 09 43.92,,2.0768611,IN,2
11230,14.75567083,-72.15631667,0.021535,24498,27152,23.309,0.025,22.641,0.022,00 59 01.361,-72 09 22.74,,2.0773065,IN,2
17113,14.77464167,-72.17650556,0.002172,17985,19489,22.805,0.056,21.885,0.071,00 59 05.914,-72 10 35.42,,2.0773072,IN,2
23217,14.79776667,-72.16426389,0.016013,24306,26919,23.297,0.063,22.623,0.044,00 59 11.464,-72 09 51.35,,2.0773091,IN,2
30224,14.838675,-72.17485556,0.021693,23432,25884,23.234,0.028,22.528,0.03,00 59 21.282,-72 10 29.48,,2.0777535,IN,2
16443,14.7726375,-72.16512222,0.012448,24557,27218,23.312,0.019,22.645,0.014,00 59 05.433,-72 09 54.44,,2.0777543,IN,2
9594,14.7491625,-72.16171111,0.016845,25633,28519,23.388,0.012,22.759,0.014,00 58 59.799,-72 09 42.16,,2.0777543,IN,2
28625,14.82752917,-72.15584722,0.02824,23832,26349,23.26,0.022,22.567,0.025,00 59 18.607,-72 09 21.05,,2.0777552,IN,2
4146,14.71842917,-72.15931944,0.02375,26924,30093,23.479,0.052,22.895,0.045,00 58 52.423,-72 09 33.55,,2.0782013,IN,2
17483,14.77575,-72.15579722,0.021821,25482,28328,23.375,0.017,22.739,0.021,00 59 06.180,-72 09 20.87,,2.0782013,IN,2
28182,14.8248125,-72.18526111,0.018946,28265,31768,23.573,0.045,23.036,0.031,00 59 17.955,-72 11 06.94,,2.078202,IN,2
26298,14.81344167,-72.17653611,0.01384,24685,27372,23.323,0.014,22.661,0.015,00 59 15.226,-72 10 35.53,,2.078202,IN,2
30453,14.84015833,-72.17641111,0.022011,24520,27177,23.311,0.019,22.643,0.022,00 59 21.638,-72 10 35.08,,2.078203,IN,2
4574,14.72150833,-72.16824167,0.017065,25987,28961,23.415,0.024,22.799,0.016,00 58 53.162,-72 10 05.67,,2.078203,IN,2
10297,14.75201667,-72.15475556,0.023287,26229,29255,23.432,0.045,22.824,0.069,00 59 00.484,-72 09 17.12,,2.0786483,IN,2
12355,14.75970417,-72.155775,0.021885,23383,25830,23.232,0.034,22.524,0.027,00 59 02.329,-72 09 20.79,,2.078649,IN,2
28346,14.82580833,-72.15901389,0.025525,23796,26307,23.257,0.016,22.561,0.029,00 59 18.194,-72 09 32.45,,2.0790951,IN,2
29822,14.83579167,-72.19756389,0.028782,20743,22693,23.029,0.042,22.219,0.032,00 59 20.590,-72 11 51.23,,2.0790951,IN,2
9298,14.74794167,-72.19532222,0.018882,25578,28450,23.385,0.019,22.753,0.023,00 58 59.506,-72 11 43.16,,2.079096,IN,2
21453,14.7898875,-72.16831944,0.011306,24534,27193,23.311,0.025,22.642,0.012,00 59 09.573,-72 10 05.95,,2.0790968,IN,2
15632,14.77016667,-72.16734722,0.010168,25006,27751,23.342,0.016,22.688,0.011,00 59 04.840,-72 10 02.45,,2.0795422,IN,2
2499,14.70704583,-72.15518056,0.029163,26264,29293,23.432,0.04,22.823,0.047,00 58 49.691,-72 09 18.65,,2.0795422,IN,2
30794,14.8426375,-72.15532778,0.031772,24584,27250,23.314,0.019,22.646,0.018,00 59 22.233,-72 09 19.18,,2.0795422,IN,2
13281,14.76274583,-72.16589167,0.011734,25475,28317,23.376,0.016,22.739,0.016,00 59 03.059,-72 09 57.21,,2.0795422,IN,2
21857,14.79165833,-72.18909167,0.013613,23403,25852,23.232,0.021,22.523,0.014,00 59 09.998,-72 11 20.73,,2.079543,IN,2
3979,14.71725833,-72.18375278,0.016834,24673,27359,23.322,0.02,22.658,0.02,00 58 52.142,-72 11 01.51,,2.079543,IN,2
18797,14.78009583,-72.17290556,0.005837,15312,16480,22.588,0.04,21.557,0.047,00 59 07.223,-72 10 22.46,,2.079543,IN,2
15846,14.77082083,-72.1676,0.009929,21870,24033,23.114,0.015,22.346,0.039,00 59 04.997,-72 10 03.36,,2.079543,IN,2
16466,14.77269583,-72.15999722,0.017554,24549,27208,23.312,0.018,22.643,0.018,00 59 05.447,-72 09 35.99,,2.0795438,IN,2
7705,14.74032917,-72.16779444,0.01295,26212,29232,23.43,0.018,22.82,0.017,00 58 57.679,-72 10 04.06,,2.0795438,IN,2
28961,14.82968333,-72.2011,0.030151,27087,30297,23.492,0.04,22.913,0.057,00 59 19.124,-72 12 03.96,,2.0795438,IN,2
3726,14.71553333,-72.15873333,0.024771,24276,26887,23.294,0.042,22.616,0.044,00 58 51.728,-72 09 31.44,,2.0795448,IN,2
7755,14.74057917,-72.19353333,0.018143,24566,27229,23.313,0.022,22.644,0.028,00 58 57.739,-72 11 36.72,,2.0799909,IN,2
18050,14.77767917,-72.19208889,0.014866,26016,28998,23.417,0.024,22.8,0.015,00 59 06.643,-72 11 31.52,,2.0799909,IN,2
5644,14.72855833,-72.16332778,0.018686,27340,30613,23.508,0.018,22.936,0.025,00 58 54.854,-72 09 47.98,,2.080436,IN,2
24715,14.8047625,-72.17996111,0.011418,24133,26714,23.282,0.016,22.597,0.011,00 59 13.143,-72 10 47.86,,2.080437,IN,2
21729,14.79109167,-72.15576111,0.022829,28226,31721,23.57,0.028,23.029,0.02,00 59 09.862,-72 09 20.74,,2.080438,IN,2
13159,14.76231667,-72.18607222,0.008768,25559,28429,23.382,0.04,22.747,0.018,00 59 02.956,-72 11 09.86,,2.080438,IN,2
16815,14.77372917,-72.18687778,0.009522,26156,29161,23.426,0.021,22.813,0.015,00 59 05.695,-72 11 12.76,,2.0804386,IN,2
7784,14.74075,-72.20129722,0.025249,25910,28872,23.408,0.025,22.786,0.019,00 58 57.780,-72 12 04.67,,2.0804396,IN,2
1798,14.70215833,-72.16067222,0.02634,24667,27353,23.321,0.048,22.655,0.039,00 58 48.518,-72 09 38.42,,2.080883,IN,2
30567,14.84104167,-72.19706389,0.029622,25642,28529,23.387,0.048,22.754,0.048,00 59 21.850,-72 11 49.43,,2.080884,IN,2
3219,14.7120375,-72.16862222,0.019387,24701,27391,23.323,0.029,22.658,0.023,00 58 50.889,-72 10 07.04,,2.080884,IN,2
12454,14.7600125,-72.18715278,0.009983,26554,29642,23.451,0.045,22.85,0.024,00 59 02.403,-72 11 13.75,,2.0808847,IN,2
22135,14.79300417,-72.17263611,0.008983,27981,31416,23.555,0.015,23.006,0.018,00 59 10.321,-72 10 21.49,,2.0808847,IN,2
29414,14.83273333,-72.16171667,0.025258,22314,24570,23.125,0.015,22.361,0.026,00 59 19.856,-72 09 42.18,,2.0808847,IN,2
6765,14.73532083,-72.16548333,0.015702,25402,28231,23.369,0.018,22.727,0.031,00 58 56.477,-72 09 55.74,,2.0808847,IN,2
4171,14.7186625,-72.19096389,0.020303,24545,27204,23.313,0.021,22.643,0.022,00 58 52.479,-72 11 27.47,,2.0808847,IN,2
26869,14.81665417,-72.17410833,0.015175,26907,30073,23.475,0.011,22.886,0.016,00 59 15.997,-72 10 26.79,,2.0808856,IN,2
7888,14.7412,-72.16461389,0.015332,26079,29077,23.419,0.016,22.802,0.016,00 58 57.888,-72 09 52.61,,2.0808856,IN,2
1246,14.6977,-72.16189167,0.026672,22421,24694,23.155,0.034,22.406,0.032,00 58 47.448,-72 09 42.81,,2.0808856,IN,2
5467,14.72747917,-72.15392778,0.026687,27310,30580,23.509,0.044,22.937,0.061,00 58 54.595,-72 09 14.14,,2.0808856,IN,2
31043,14.84467083,-72.16799444,0.02523,25507,28360,23.377,0.027,22.739,0.019,00 59 22.721,-72 10 04.78,,2.0808856,IN,2
8745,14.74549167,-72.17557778,0.007251,13806,14814,22.446,0.011,21.342,0.018,00 58 58.918,-72 10 32.08,,2.0813317,IN,2
17130,14.7746875,-72.15878611,0.018815,24408,27042,23.3,0.025,22.623,0.015,00 59 05.925,-72 09 31.63,,2.0813317,IN,2
25695,14.80997917,-72.19655833,0.022924,25703,28604,23.392,0.025,22.761,0.015,00 59 14.395,-72 11 47.61,,2.0813327,IN,2
9549,14.74895417,-72.15353611,0.024688,22028,24225,23.128,0.024,22.365,0.036,00 58 59.749,-72 09 12.73,,2.0813327,IN,2
17655,14.77633333,-72.15961667,0.01805,25264,28058,23.359,0.014,22.711,0.016,00 59 06.320,-72 09 34.62,,2.0817778,IN,2
14871,14.76785417,-72.16065833,0.016842,23166,25574,23.213,0.02,22.492,0.016,00 59 04.285,-72 09 38.37,,2.0817778,IN,2
18851,14.78030417,-72.15468056,0.023112,31281,35554,23.769,0.017,23.326,0.058,00 59 07.273,-72 09 16.85,,2.0817778,IN,2
11106,14.7552,-72.16123056,0.016759,25260,28054,23.361,0.018,22.714,0.02,00 59 01.248,-72 09 40.43,,2.0817788,IN,2
10478,14.75277917,-72.17343611,0.00626,24065,26631,23.276,0.014,22.586,0.012,00 59 00.667,-72 10 24.37,,2.0822248,IN,2
30811,14.84279583,-72.18493889,0.02397,24661,27343,23.322,0.023,22.655,0.028,00 59 22.271,-72 11 05.78,,2.0822265,IN,2
8280,14.74317917,-72.20073889,0.024479,24308,26921,23.296,0.023,22.616,0.018,00 58 58.363,-72 12 02.66,,2.0822265,IN,2
21805,14.79145417,-72.17341111,0.008174,27220,30473,23.502,0.021,22.925,0.012,00 59 09.949,-72 10 24.28,,2.0822282,IN,2
21078,14.78824167,-72.194725,0.01827,25194,27974,23.356,0.014,22.706,0.021,00 59 09.178,-72 11 41.01,,2.0822282,IN,2
25740,14.810225,-72.17610278,0.012898,25811,28746,23.401,0.012,22.773,0.014,00 59 14.454,-72 10 33.97,,2.0826719,IN,2
7422,14.7388,-72.15264167,0.026453,25225,28010,23.357,0.038,22.707,0.027,00 58 57.312,-72 09 09.51,,2.0826735,IN,2
10872,14.75424167,-72.19897222,0.021901,23927,26459,23.267,0.015,22.572,0.02,00 59 01.018,-72 11 56.30,,2.0826735,IN,2
7684,14.74022917,-72.18911111,0.014449,24801,27508,23.329,0.023,22.665,0.02,00 58 57.655,-72 11 20.80,,2.0826735,IN,2
18821,14.78017083,-72.18102222,0.005053,14026,15052,22.469,0.043,21.375,0.031,00 59 07.241,-72 10 51.68,,2.0826735,IN,2
23484,14.79893333,-72.15254444,0.026657,26237,29265,23.432,0.02,22.819,0.023,00 59 11.744,-72 09 09.16,,2.0831196,IN,2
18802,14.78011667,-72.19021389,0.013215,25741,28649,23.394,0.023,22.762,0.016,00 59 07.228,-72 11 24.77,,2.0831206,IN,2
30027,14.8373375,-72.16055556,0.027085,24832,27547,23.33,0.024,22.666,0.017,00 59 20.961,-72 09 38.00,,2.0831206,IN,2
5046,14.72478333,-72.200325,0.026428,23110,25511,23.212,0.02,22.489,0.037,00 58 53.948,-72 12 01.17,,2.0831206,IN,2
24045,14.80155417,-72.157675,0.022283,24646,27324,23.32,0.014,22.651,0.012,00 59 12.373,-72 09 27.63,,2.0831213,IN,2
14248,14.76590417,-72.15295278,0.024558,17801,19284,22.792,0.024,21.859,0.04,00 59 03.817,-72 09 10.63,,2.0831213,IN,2
9870,14.7503125,-72.158275,0.020001,25670,28562,23.391,0.027,22.757,0.037,00 59 00.075,-72 09 29.79,,2.083569,IN,2
26123,14.81254583,-72.16299444,0.019841,23250,25668,23.22,0.015,22.5,0.012,00 59 15.011,-72 09 46.78,,2.0840144,IN,2
11542,14.75679583,-72.16538611,0.012618,26678,29791,23.462,0.015,22.863,0.015,00 59 01.631,-72 09 55.39,,2.0840144,IN,2
17957,14.77732083,-72.18196111,0.005241,17037,18432,22.734,0.02,21.771,0.018,00 59 06.557,-72 10 55.06,,2.0840144,IN,2
12697,14.76079583,-72.15589444,0.021729,24927,27656,23.338,0.03,22.677,0.038,00 59 02.591,-72 09 21.22,,2.0840144,IN,2
19570,14.78270833,-72.15495556,0.02297,23509,25973,23.24,0.041,22.53,0.07,00 59 07.850,-72 09 17.84,,2.0840144,IN,2
14902,14.76793333,-72.19985278,0.022353,26235,29262,23.34,0.023,22.68,0.016,00 59 04.304,-72 11 59.47,,2.0840154,IN,2
913,14.69507083,-72.19061667,0.025971,26856,30014,23.474,0.019,22.881,0.017,00 58 46.817,-72 11 26.22,,2.084016,IN,2
26564,14.8149,-72.18064444,0.014594,25303,28107,23.364,0.015,22.716,0.017,00 59 15.576,-72 10 50.32,,2.084016,IN,2
4698,14.72247083,-72.17063333,0.015629,25870,28824,23.406,0.016,22.779,0.018,00 58 53.393,-72 10 14.28,,2.084016,IN,2
1618,14.7007125,-72.20065556,0.031048,26751,29877,23.467,0.017,22.87,0.021,00 58 48.171,-72 12 02.36,,2.0844605,IN,2
6791,14.7355,-72.19375833,0.019111,24189,26786,23.287,0.024,22.6,0.02,00 58 56.520,-72 11 37.53,,2.0844631,IN,2
20780,14.78716667,-72.15615,0.022115,23111,25512,23.211,0.019,22.486,0.025,00 59 08.920,-72 09 22.14,,2.0844631,IN,2
7864,14.74112083,-72.16905556,0.011862,25484,28330,23.377,0.019,22.735,0.025,00 58 57.869,-72 10 08.60,,2.0844631,IN,2
19042,14.78099583,-72.16635833,0.011797,25140,27913,23.352,0.014,22.697,0.018,00 59 07.439,-72 09 58.89,,2.0849082,IN,2
22393,14.7940875,-72.15615278,0.022758,23387,25835,23.232,0.016,22.517,0.023,00 59 10.581,-72 09 22.15,,2.0849102,IN,2
9172,14.7473875,-72.16860833,0.010963,26102,29101,23.422,0.014,22.802,0.023,00 58 59.373,-72 10 06.99,,2.0849109,IN,2
29180,14.83109583,-72.15377778,0.030532,24191,26788,23.289,0.025,22.602,0.022,00 59 19.463,-72 09 13.60,,2.085357,IN,2
4301,14.719525,-72.17893056,0.015006,18120,19650,22.819,0.023,21.897,0.02,00 58 52.686,-72 10 44.15,,2.085358,IN,2
29205,14.83125833,-72.17917778,0.019331,25107,27873,23.349,0.043,22.692,0.035,00 59 19.502,-72 10 45.04,,2.0853586,IN,2
8728,14.74538333,-72.15711944,0.021558,25298,28101,23.363,0.017,22.713,0.022,00 58 58.892,-72 09 25.63,,2.0853586,IN,2
577,14.69212083,-72.160625,0.028799,26245,29274,23.432,0.051,22.816,0.054,00 58 46.109,-72 09 38.25,,2.085803,IN,2
13507,14.76345417,-72.15490278,0.022647,26560,29650,23.454,0.057,22.849,0.053,00 59 03.229,-72 09 17.65,,2.085804,IN,2
437,14.69091667,-72.17713889,0.023698,26217,29237,23.43,0.016,22.813,0.018,00 58 45.820,-72 10 37.70,,2.085805,IN,2
