objid,ra,dec,i,r,g,ra_px,dec_px
1237667253465252167,150.155646686217,24.7416227056739,25.17903,24.47301,24.61618,485.97328466079534,993.5595978046365
1237667253465252875,150.137680711071,24.7998163286214,24.13262,24.35866,25.35675,1035.1296752168616,1002.5800810918226
1237667253465252168,150.157599551686,24.7418417213,24.62686,25.1754,25.55401,483.27454960216687,1009.5773470825732
1237667253465252879,150.141993028242,24.8002787009743,24.52164,25.87291,24.77729,1028.9856687643157,1037.8784949130952
1237667253465252840,150.134423820086,24.8472507846793,22.37168,24.53532,24.46559,1455.8851461412296,1100.0396945255538
1237667253465252884,150.149831677495,24.8431826302247,24.49219,24.69893,24.80227,1384.1339703003557,1211.2610106301202
1237667253465252843,150.167321418511,24.7990708900782,22.47098,24.08231,24.97847,958.7521602991465,1235.021835112387
1237667253465252187,150.187891151296,24.7501594688721,24.87502,25.15658,25.00099,484.2981478566438,1270.8003294083373
1237667253465252190,150.193039779687,24.751681314681,24.92762,24.38713,24.99908,485.41973241223707,1315.4788601951263
1237667253465252747,150.145438824569,24.8969777761222,24.4282,23.00401,24.78506,1862.9651132814975,1316.2343240913174
1237667253465252191,150.194894545347,24.7520222950481,24.30547,25.19596,24.6699,484.0191350211645,1331.0363765125558
1237667253465252193,150.204553156723,24.7548276239891,23.61643,23.5913,24.24922,485.69740197396027,1414.7211709477674
1237667253465252795,150.095418289824,24.6905241906799,22.20572,24.39621,25.45308,183.1940785650221,384.2670666731799
1237667253465252810,150.112051851622,24.7277311105705,22.51671,24.83175,25.57999,467.8883586067018,612.5933605446008
1237667253465252880,150.131236731623,24.8383179417463,25.37988,24.69287,25.06532,1385.610906997201,1051.644292929355
1237667253465252517,150.185268963089,24.7025685549434,24.22172,25.30692,22.9833,75.9954136711267,1126.5920982407883
1237667253465252863,150.032863494732,24.8114473436211,24.36111,25.4499,24.98675,1383.934714279997,204.17303857787851
1237667253465252868,150.087324490713,24.7999641022045,23.98368,24.57663,24.49492,1155.2605742800022,604.8201076917165
1237667253465252687,150.081889207207,24.866416886271,23.70089,22.67114,25.30282,1746.7214155799568,734.6831010916164
1237667253465252157,150.103611261018,24.8135496658788,24.26223,25.25448,24.86744,1235.1057963165772,768.9027968349453
1237667253465252703,150.115886398366,24.8139125996201,24.21646,22.63629,25.89166,1209.2972801638336,866.8886750252653
1237667253465252717,150.164695425798,24.7124828922489,24.54061,22.76504,25.11318,210.85724329735763,989.5100280017061
1237667253465252877,150.124100130006,24.8501529215239,24.66474,24.76054,24.87173,1505.5025443006289,1025.9833382488957
1237667253465252490,150.168274034558,24.7232571362111,23.21847,24.68159,23.2398,296.24909094339296,1045.790826590287
1237667253465252881,150.18298107561,24.7186019987929,24.84184,24.71972,24.95808,221.02889499312357,1150.0833420026238
1237667253465252882,150.173916352839,24.7571898773121,24.06223,25.59909,25.52337,578.4658595409284,1178.4908679352066
1237667253465252179,150.155002727689,24.8221602593034,24.79995,24.18361,25.69552,1188.8687786236046,1197.5571246669704
1237667253465252883,150.175856504376,24.7610889717251,25.28419,24.95152,24.50442,607.8499473209503,1203.9558217019216
1237667253465252186,150.18529695749,24.7495794034995,25.47806,25.03212,25.01912,485.3600318901131,1248.7727897228197
1237667253465252894,150.201890046289,24.7403179397703,24.51423,24.36786,24.23912,365.5974412150572,1356.0265242059527
1237667253465252152,150.083541222709,24.8494150479585,23.69379,25.37937,25.93594,1594.781010122896,703.5192685793625
1237667253465252702,150.133938313152,24.7591658204216,21.06939,22.05849,23.34735,689.960659701112,867.3975461148106
1237667253465252363,150.105531103761,24.7514542352256,22.19473,21.99507,22.87501,689.8632091579808,622.6720567773424
1237667253465252456,150.127965332432,24.8171288096136,23.76181,26.09043,25.26571,1208.8073044252665,970.7380311577799
1237667253465251865,150.080847801563,24.7131358739882,22.49254,24.32017,24.52237,414.5188809835546,327.7808328069327
1237667253465251923,150.194153454842,24.7821911798937,24.17458,23.28627,25.09941,748.5194004305223,1403.4229109890239
1237667253465252564,150.18098112025,24.77520574421,23.52398,24.2808,23.63847,718.7168401899219,1281.1190536677946
1237667253465252006,150.127159430018,24.7335088023856,24.26038,24.56015,24.64112,482.5319936662951,747.1238587523021
1237667253465252752,150.158926140323,24.8688169494727,23.88458,22.72861,24.03643,1585.9434872568736,1349.6939476020839
1237667253465252890,150.17170757683,24.8256981019855,24.19386,25.3968,24.90662,1180.3115563802544,1338.8071185493468
1237667253465251870,150.045845722551,24.8232180453621,22.13466,25.14356,25.11674,1455.726590531225,337.43285672158055
1237667253465251871,150.046981942286,24.8235092963043,22.35442,24.27375,25.01281,1455.5770048742945,347.1716080892116
1237667253465252142,150.103809249989,24.7272369270697,24.22373,25.44591,24.64395,483.05174330780426,546.100939340145
1237667253465252488,150.149225339983,24.763220587975,24.54899,22.81895,25.32729,689.2073408227214,998.8410726522142
1237667253465251977,150.092171786903,24.7241848510511,24.75849,23.72028,24.90182,483.96683490818737,446.10172693682375
1237667253465251988,150.065415665332,24.8285731653358,22.15348,25.06972,24.50648,1456.1113651164883,506.0489226590567
1237667253465251998,150.12012325747,24.6875712668034,24.28853,23.95525,24.06544,99.11629234166969,572.0953649221563
1237667253465251897,150.166110625352,24.72893745278,24.75786,25.29703,23.64851,350.8205878205607,1043.4163571198633
1237667253465252126,150.063376718534,24.7164124213131,24.2894,24.0819,24.47075,484.3501844551622,198.08607508877787
1237667253465251963,150.047416438598,24.7875592849302,25.19408,25.91725,25.24561,1141.5461888535087,257.0257524634155
1237667253465252184,150.156705874446,24.8238879763053,24.21732,24.63133,25.46726,1199.9004421543232,1215.5073244986338
1237667253465252451,150.144432907669,24.7582922596049,22.34191,22.26766,22.88187,657.5933535212407,948.1371478128414
1237667253465251904,150.146692868631,24.8500593660601,13.57784,13.80554,14.55454,1451.418999714526,1204.3076315692426
1237667253465251884,150.149580209134,24.7082696795275,12.65141,14.65185,13.10197,209.82521706354544,858.9650729585853
1237667253465251853,150.050869168614,24.8038777188418,13.20906,13.33552,15.05956,1275.4638776111199,326.7981805001676
1237667253465252686,150.093592011332,24.8283798740286,22.15879,23.85833,24.963,1387.891707226169,728.2565060107863
1237667253465251944,150.019986211989,24.8072351531017,22.17558,23.52653,24.39963,1377.7154981012113,91.414678834048
1237667253465251891,150.149920427607,24.7125089678421,24.01994,23.29512,25.02294,245.94071737040122,872.664681489209
1237667253465252297,150.072327099568,24.7550007696617,22.7377,24.26857,24.60525,799.1828607731445,369.2801020284117
1237667253465252404,150.10759629921,24.7891231591486,21.50175,21.68096,22.79539,1012.9995153269957,736.9167876527903
1237667253465252163,150.141531455054,24.7389770704321,21.48162,22.25816,23.85418,496.2330815677641,875.0246800255475
1237667253465252689,150.134148315526,24.719505612439,22.96498,22.92774,23.98237,344.09224803650454,766.0398192771573
1237667253465252833,150.118356453001,24.855333158041,22.2509,24.9212,25.06693,1564.1591094558094,994.0492564556039
1237667253465252149,150.113621259096,24.7299893130289,25.19224,24.2871,25.0377,483.84654676294565,630.8779013327443
1237667253465252867,150.084851404793,24.7380900871248,25.35896,24.88898,25.18282,622.3420415082726,424.3534808621147
1237667253465252260,150.078263748252,24.6855872181453,21.57605,24.21063,24.28392,180.7535928130036,235.68023124459427
