,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
0,6.08,1585660785,2,1,201126.97-564422.2,302.86233,-56.739535,36,36,58317.5416,0,0.714,,,,,,,,,,,,,,,,,,,20.1917,0.1295,21.8518,1.1832,20.2055,0.0883,19.4444,0.2513,18.9449,0.1433,19.6305,0.1001,,,,,,,15.0,
1,11.7,1585660786,1,0,201128.44-564435.0,302.868442,-56.743097,36,36,58317.5438,0,0.492,,,,,,,,,,,,,,,,,,,,,,,,,19.9224,0.0337,20.1676,0.1987,19.9435,0.1317,,,,,,,15.0,
2,18.66,481592265,37,3,201127.51-564406.9,302.864603,-56.735337,36,37,58115.03,9,0.538,,,,,,,18.3827,0.1629,18.0864,0.1323,18.4556,0.0781,16.3232,0.0875,15.7305,0.0319,16.694,0.0108,15.6263,0.0974,15.1401,0.0302,16.0814,0.0078,15.0627,0.0883,14.5947,0.0313,15.5511,0.0063,14.7898,0.0885,14.3287,0.0336,15.2174,0.008,9.91,481592266.0
3,22.97,481592254,13,1,201125.19-564414.1,302.854776,-56.737312,50,44,58324.8533,0,0.972,,,,,,,,,,,,,19.7876,0.022,19.2555,0.2325,19.8091,0.029,19.0497,0.0236,18.8373,0.0862,19.055,0.0221,18.4485,0.02,18.4767,0.0894,18.4594,0.025,18.194,0.0214,18.5257,0.1007,18.2509,0.0443,11.36,481592253.0
4,25.67,481592266,32,3,201128.49-564401.2,302.868636,-56.7337,36,36,58018.2181,1,0.922,,,,,,,18.3729,0.0583,18.6301,0.1307,18.3898,0.0741,17.5137,0.0217,17.3587,0.0215,17.5879,0.0125,17.5127,0.0331,17.149,0.0387,17.4422,0.0145,17.3971,0.0365,17.0761,0.0394,17.3958,0.0128,17.3029,0.043,17.0749,0.0706,17.3241,0.0269,9.91,481592265.0
5,33.16,481592255,17,0,201123.68-564433.9,302.848596,-56.74288,40,44,58078.9861,3,0.611,,,,,,,,,,,,,18.8454,0.0864,18.6774,0.0665,18.96,0.0159,18.3214,0.0801,18.1935,0.0321,18.4195,0.016,17.8483,0.0784,17.6037,0.0397,17.9504,0.0164,17.5989,0.0615,17.3766,0.0431,17.661,0.028,15.0,
6,33.42,481592253,42,0,201123.76-564413.7,302.849026,-56.737197,36,38,58107.0825,3,0.986,17.8283,0.0452,17.8377,0.1691,17.8124,0.0703,17.4559,0.037,17.5394,0.1011,17.4935,0.048,16.1469,0.0065,16.1521,0.007,16.1448,0.0069,15.8082,0.0071,15.8191,0.0107,15.8103,0.0075,15.6257,0.006,15.6404,0.011,15.6265,0.0069,15.5779,0.0077,15.6025,0.0155,15.5769,0.009,11.36,481592254.0
7,40.54,481592470,17,0,201130.94-564455.3,302.878847,-56.748749,36,36,58245.0552,0,0.98,,,,,,,,,,,,,18.7419,0.0109,18.7448,0.0246,18.7451,0.0139,18.4128,0.0135,18.4282,0.0381,18.4181,0.0148,18.1487,0.0183,18.2486,0.042,18.158,0.0259,18.0303,0.0177,18.1053,0.0811,18.0252,0.0332,15.0,
8,43.53,481592473,11,0,201132.43-564443.9,302.884811,-56.745636,36,36,58346.8405,0,0.949,,,,,,,,,,,,,19.4372,0.0138,19.5011,0.0399,19.4363,0.0217,19.1825,0.0317,19.2192,0.0413,19.1649,0.0355,18.969,0.0201,19.1126,0.0629,18.9828,0.0364,18.8555,0.0255,19.2683,0.2077,18.923,0.1188,15.0,
9,45.59,481592263,39,0,201125.07-564345.0,302.854327,-56.72924,36,38,58195.8272,11,0.984,17.1663,0.0189,17.3032,0.0454,17.1728,0.0225,16.7926,0.0197,16.7631,0.0376,16.7986,0.0207,15.397,0.0072,15.3962,0.0077,15.3974,0.0078,15.0339,0.0079,15.0341,0.0082,15.036,0.0085,14.8217,0.0066,14.8318,0.0069,14.8213,0.0076,14.7445,0.0082,14.761,0.0101,14.7457,0.0093,15.0,
10,48.73,481592467,17,0,201124.70-564508.3,302.852835,-56.752349,108,36,58189.3264,0,0.982,,,,,,,18.9453,0.1698,19.2237,0.1515,19.0274,0.1504,18.4486,0.0098,18.4855,0.017,18.4517,0.012,18.2313,0.0119,18.2354,0.0371,18.2272,0.0134,18.1113,0.0152,18.1958,0.0482,18.1272,0.0207,18.1197,0.0361,18.2729,0.0932,18.1613,0.0416,15.0,
11,51.41,481592469,27,2,201128.58-564516.3,302.869064,-56.754608,43,81,57929.7696,5,0.584,,,,,,,,,,,,,17.3524,0.0746,16.7983,0.0471,17.4939,0.0131,16.5684,0.0885,16.2428,0.0269,16.8346,0.009,16.0591,0.0785,15.7071,0.023,16.3007,0.0084,15.7786,0.064,15.402,0.0305,15.9436,0.0103,10.74,1585661065.0
12,52.0,481592264,44,0,201128.78-564334.5,302.869749,-56.726329,36,37,58018.9183,5,0.985,17.0237,0.0187,17.1431,0.0606,17.0333,0.024,16.6382,0.0177,16.6604,0.0255,16.6433,0.0229,15.5147,0.0073,15.5155,0.0153,15.5159,0.0075,15.221,0.0073,15.2301,0.008,15.2209,0.0081,15.0485,0.006,15.062,0.0061,15.0501,0.0066,14.9863,0.0072,15.0125,0.0088,14.9872,0.0084,15.0,
13,52.7,2686745776,0,1048,201121.68-564404.9,302.840339,-56.734702,36,36,58317.5466,0,0.996,15.2096,,16.6576,,16.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.38,481592252.0
14,57.01,1585661068,5,0,201131.09-564514.7,302.879538,-56.754147,38,36,58463.5732,0,0.845,,,,,,,,,,,,,,,,,,,20.1741,0.0222,20.5101,0.1596,20.1803,0.0852,19.0359,0.0318,19.1779,0.1084,19.0978,0.0452,18.7349,0.0449,18.808,0.1455,18.7685,0.1039,15.0,
15,58.26,1585661065,6,3,201127.66-564524.0,302.865182,-56.7567,36,36,58365.7396,0,0.324,,,,,,,,,,,,,19.6671,0.2589,19.4235,0.1383,19.8948,0.0562,19.0799,0.1491,18.4805,0.1459,19.3193,0.0356,18.8742,0.1744,18.3341,0.1743,18.943,0.0878,,,,,,,10.74,481592469.0
16,59.36,481592267,12,0,201132.51-564341.9,302.885234,-56.728407,58,56,58233.2249,0,0.979,,,,,,,,,,,,,18.7413,0.0132,18.7159,0.038,18.7466,0.017,18.5175,0.0148,18.4935,0.031,18.5243,0.0198,18.3886,0.02,18.3933,0.0409,18.3887,0.0254,18.4116,0.0259,18.6169,0.1052,18.3857,0.0655,15.0,
17,59.96,481592474,1,0,201134.51-564443.9,302.89376,-56.745596,36,36,56923.4221,0,0.603,,,,,,,,,,,,,,,,,,,,,,,,,17.7849,0.4133,17.9061,0.1406,18.2357,0.1406,,,,,,,6.04,481592476.0
18,60.19,481592476,27,0,201134.71-564438.0,302.894654,-56.743991,36,89,57928.0369,2,0.626,,,,,,,,,,,,,17.3221,0.0877,16.8616,0.0286,17.5295,0.0089,16.7572,0.0824,16.3397,0.0296,16.9766,0.0146,16.2696,0.0739,15.8658,0.0114,16.4935,0.0077,16.0328,0.0777,15.5825,0.0261,16.2246,0.0104,6.04,481592474.0
19,62.46,481592468,38,0,201126.07-564526.9,302.858634,-56.757533,36,36,57984.5115,4,0.996,16.4022,0.0139,16.4348,0.0197,16.4011,0.0174,16.0022,0.0139,16.017,0.0197,16.0037,0.015,14.5809,0.0063,14.5849,0.0064,14.5808,0.0066,14.1626,0.008,14.1694,0.0078,14.1633,0.0084,13.8769,0.0067,13.887,0.0081,13.8758,0.0075,13.7566,0.0081,13.7608,0.0109,13.7581,0.009,13.27,1585661065.0
20,63.94,481592252,24,0,201120.87-564353.1,302.836951,-56.731483,36,46,58152.5947,0,0.981,,,,,,,,,,,,,20.0941,0.0292,20.0894,0.0666,20.1443,0.0377,19.1397,0.0205,19.0873,0.0859,19.1121,0.0264,17.7317,0.0125,17.7898,0.0318,17.7442,0.0139,17.171,0.0162,17.1693,0.0459,17.1619,0.0177,13.38,2686745776.0
21,69.14,481592475,11,0,201135.39-564452.2,302.89714,-56.747935,86,39,58348.2002,0,0.929,,,,,,,,,,,,,20.2738,0.042,20.4194,0.1697,20.3289,0.1165,19.6259,0.018,19.7661,0.097,19.6311,0.0344,18.9971,0.031,19.1851,0.0622,19.0181,0.0349,18.8129,0.0394,18.9775,0.207,18.7878,0.1055,10.74,481592474.0
22,73.74,481592251,33,0,201121.97-564328.2,302.841391,-56.724574,36,36,58135.6896,4,0.984,18.6125,0.0408,18.7892,0.1362,18.594,0.1216,18.4762,0.0345,18.5447,0.067,18.5324,0.0511,16.3502,0.009,16.3575,0.0109,16.3473,0.0086,15.6464,0.0079,15.6487,0.0114,15.6455,0.0085,15.1317,0.0066,15.1401,0.0077,15.1341,0.0074,14.8965,0.0081,14.9127,0.0087,14.8957,0.0089,15.0,
23,76.62,2686746073,0,24,201125.03-564539.6,302.854304,-56.761003,36,36,58591.7617,7,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8127,,17.9191,,17.8131,,15.0,
24,79.04,2686745794,1,0,201131.39-564313.4,302.880828,-56.720392,36,36,57879.7286,0,0.476,,,,,,,,,,,,,,,,,,,,,,,,,19.5429,0.0495,19.6572,0.1332,19.6296,0.1385,,,,,,,15.0,
25,81.07,481592250,12,0,201119.11-564344.4,302.829449,-56.729096,60,36,58096.015,0,0.981,,,,,,,,,,,,,18.5874,0.0142,18.6324,0.0272,18.5963,0.0158,18.2769,0.0153,18.3359,0.0275,18.2744,0.0174,18.0428,0.0177,18.0852,0.0361,18.0376,0.0234,18.0275,0.0226,18.1581,0.0721,18.0403,0.0412,15.0,
26,81.18,481592259,27,0,201123.74-564310.9,302.848724,-56.719773,36,65,57992.0866,0,0.983,,,,,,,,,,,,,17.9284,0.0105,17.9452,0.0164,17.9383,0.0119,17.5485,0.0195,17.5874,0.0235,17.5552,0.013,17.3399,0.017,17.3762,0.0411,17.3368,0.017,17.2724,0.0145,17.3873,0.0431,17.286,0.0209,15.0,
27,84.32,481592260,33,0,201125.31-564303.4,302.855317,-56.717685,36,38,58104.5038,5,0.983,,,,,,,18.7008,0.0352,18.9129,0.0774,18.762,0.0608,17.1886,0.0084,17.202,0.0125,17.1894,0.0097,16.7825,0.0086,16.8069,0.0113,16.7857,0.0102,16.5462,0.0084,16.5748,0.0184,16.5503,0.0096,16.4534,0.0135,16.4919,0.0215,16.4614,0.0131,12.53,481592258.0
28,86.73,2686746085,0,1024,201138.08-564430.1,302.908708,-56.741719,36,36,59312.7112,5,0.957,,,,,,,16.0741,,16.622,,16.4613,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,
29,87.24,481591838,17,0,201118.65-564513.1,302.827748,-56.753702,36,36,58103.572,0,0.98,,,,,,,,,,,,,18.657,0.0147,18.5619,0.0212,18.666,0.0133,18.3382,0.014,18.3,0.0654,18.3322,0.014,18.0928,0.0162,18.1402,0.0525,18.1079,0.0284,18.029,0.0466,18.2488,0.1506,18.0664,0.0554,15.0,
30,88.54,1585660470,10,0,201121.93-564541.0,302.84132,-56.761463,117,36,58414.6095,0,0.615,,,,,,,,,,,,,19.3918,0.1146,19.0374,0.0449,19.5574,0.0237,18.9213,0.1539,18.6249,0.0504,19.113,0.0294,18.4775,0.1022,18.3406,0.0606,18.6194,0.0306,18.3774,0.1489,18.6364,0.4532,18.4619,0.0597,15.0,
