,MainID,ra_now,dec_now,Gmag
0,6709878766312642944,279.1064443169117,-44.31138478360924,10.061889
292,6709877911622228224,279.1339604997766,-44.33140983456314,13.495988
17,6709878598817010944,279.1023564067719,-44.3168646385585,13.779171
181,6709878938111557376,279.0918935277737,-44.29110622469112,14.515341
18,6709878701896224768,279.1052197022535,-44.31777324996353,15.0252
119,6709877980341711488,279.13370328435144,-44.31031323035264,15.062545
36,6709878667536493056,279.095780627672,-44.30553045760281,15.182038
42,6709878701896221568,279.12289230097616,-44.31143759276998,15.243147
270,6709878804975438976,279.13509049983566,-44.291467929273594,15.38485
308,6709878942414408064,279.08402602184754,-44.28705361482051,15.555976
198,6709878736255960192,279.1358378912325,-44.29817565485012,15.948393
204,6709878976774142208,279.10181387479776,-44.28720175992302,16.06833
7,6709878770615702400,279.1142027026203,-44.306326794774314,16.509842
174,6709877941679064704,279.10882423218044,-44.3323897224381,16.624031
128,6709878873694925056,279.0820236329685,-44.31193259897909,16.710182
240,6709877911622230016,279.1416532827376,-44.31860471644004,16.787682
291,6709877907319335680,279.13880942897055,-44.32769052287327,16.813816
134,6709878598817013120,279.0877413317725,-44.32348962319076,17.022327
105,6709878736248755584,279.13241878122506,-44.309839541645395,17.043463
83,6709878972471291776,279.1055967866298,-44.29503251329409,17.070948
61,6709878869392047616,279.091982273919,-44.30399627901746,17.110527
160,6709878766312863744,279.1210245561578,-44.290727619754115,17.164879
11,6709878697600804992,279.11581825060557,-44.306878061829124,17.264551
56,6709878663233604352,279.09146177000645,-44.314455600202585,17.405396
133,6709878869392066944,279.089458089989,-44.296450026189966,17.506842
118,6709878976774138240,279.1101022207043,-44.29211828728744,17.515444
382,6709878560154354304,279.0765170426225,-44.33324995030429,17.527975
186,6709878633176752896,279.0825867621821,-44.323781557164985,17.600988
96,6709878731953100032,279.12874064385284,-44.30304984347217,17.616196
208,6709877941679063424,279.11287321746926,-44.33384567774345,17.620214
107,6709878598817010176,279.0951425907828,-44.32541969060929,17.634518
63,6709878770615704064,279.11813120621565,-44.29889202417153,17.65506
217,6709878800672605824,279.1256343841012,-44.28962772363568,17.702526
255,6709878972471304704,279.12005808299534,-44.28533254205525,17.711296
248,6709877907319340288,279.13868950480355,-44.324159885385065,17.727163
30,6709878667536492800,279.099433785694,-44.30310722642739,17.783035
68,6709878667536492288,279.0893725783061,-44.314810138789746,17.837069
97,6709877976038833536,279.1307646031622,-44.31341221758136,17.866156
234,6709878835032305920,279.07383483854227,-44.305322300169045,17.91756
99,6709878736255960064,279.12986327522185,-44.304525960801676,17.971436
65,6709878736255959040,279.12699220311856,-44.308742285580486,18.07637
16,6709878667536491008,279.0973332751271,-44.310501052701824,18.093975
46,6709878766312846848,279.109498846605,-44.299230652500015,18.137844
278,6709877907319336448,279.130842781554,-44.33222245677659,18.148636
72,6709878972471281024,279.101614077218,-44.29675255319639,18.168558
176,6709878938111549824,279.0885951982687,-44.29291762179359,18.177258
52,6709878598817012608,279.095993375724,-44.31899363706589,18.183868
115,6709877842902763008,279.1033405726117,-44.32794543891576,18.195036
187,6709878972471301248,279.107028102258,-44.28746424524419,18.20004
244,6709877907319336320,279.13361274654864,-44.32844434954044,18.205317
390,6709878560162405888,279.07504661405756,-44.33284750627199,18.2326
55,6709878697593324928,279.1064875046819,-44.32275651493523,18.247923
312,6709877911615015040,279.140209629085,-44.32815254663084,18.390753
90,6709878972471292032,279.1087740020211,-44.29426237121758,18.424377
262,6709878938111568768,279.08303548223313,-44.29066646809079,18.443033
277,6709878938111568640,279.08386943391326,-44.28916914134571,18.457682
29,6709878766312846720,279.11119590374835,-44.301071211599975,18.469227
209,6709877838599847168,279.1030568053598,-44.333868205010674,18.49504
101,6709878972471291904,279.1109631269871,-44.29362435037628,18.506807
39,6709878697595911296,279.12255579194215,-44.309135624198824,18.51062
184,6709877976038831488,279.1393564222074,-44.31436851623018,18.524063
98,6709877976038833664,279.1301782531941,-44.31516987454688,18.53535
103,6709877941679073408,279.1086930426368,-44.32745781460863,18.612083
14,6709878598817010688,279.10323132003595,-44.31675206027173,18.666138
27,6709878697593335424,279.11747796205503,-44.31644866342566,18.684732
203,6709878633176756096,279.0772588336309,-44.31809961887165,18.696526
225,6709877911615021568,279.1327774557772,-44.32721605309742,18.703482
120,6709877976038821888,279.12917229811944,-44.3207007282227,18.719522
294,6709878903751807744,279.07561176448843,-44.294434790117634,18.74004
161,6709877941679070592,279.12414048584844,-44.328604662142986,18.75672
154,6709877976038826624,279.1355768301712,-44.318489885918495,18.777735
73,6709878701889031040,279.1248986816778,-44.302263545599615,18.782553
257,6709877911615020032,279.1338482243334,-44.329219201990206,18.80154
159,6709878594514097536,279.09503079040957,-44.32966005954155,18.822508
216,6709878938111541504,279.0799685228303,-44.297089904966214,18.83151
123,6709878869392041216,279.08244496429273,-44.30789281326372,18.84593
57,6709878663233604608,279.0903250914701,-44.311848337968264,18.855452
70,6709877941679089408,279.1256947939217,-44.31688962217705,18.871792
71,6709878736255961856,279.1253631322037,-44.30304920873813,18.888721
242,6709877911615020800,279.13378461701785,-44.328130108424546,18.916868
113,6709878736248764288,279.1306649060096,-44.30226724960797,18.918333
110,6709878873687752064,279.0832463304245,-44.308581096930105,18.929085
40,6709878667529315200,279.09599761679056,-44.30443083474328,18.950518
164,6709878972471299200,279.1134343681942,-44.288910376069495,18.95171
8,6709878701889029760,279.116095857742,-44.31192156938778,18.95781
213,6709877872959587200,279.11666780263215,-44.33349636365817,18.982254
