,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
0,4.34,204683564,26,0,183625.70-441839.3,279.106888,-44.311069,62,45,58014.0207,12,0.999,11.6171,0.0164,11.6116,0.0152,11.6191,0.0187,11.3255,0.014,11.3265,0.0137,11.3267,0.0154,10.3345,0.0109,10.3271,0.0108,10.3348,0.0136,10.0548,0.0122,10.0573,0.012,10.0523,0.0142,9.9062,0.0145,9.898,0.0142,9.9112,0.0168,9.8821,0.0156,9.8708,0.0152,9.8865,0.0174,15.0,
1,20.39,204683541,6,1,183627.25-441851.6,279.113564,-44.314366,67,36,58100.6429,0,0.712,,,,,,,,,,,,,19.6849,0.0852,19.9817,0.2488,19.7149,0.058,19.4549,0.0579,19.3459,0.2707,19.4478,0.0822,19.3599,0.0677,19.5621,0.1579,19.4402,0.1511,,,,,,,11.23,204683565.0
2,21.28,204683571,43,3,183627.43-441822.6,279.114326,-44.306344,107,51,58070.3139,9,0.983,18.2176,0.0516,18.2816,0.0936,18.2295,0.0598,17.8315,0.0504,17.8478,0.0581,17.8209,0.0393,16.7055,0.0312,16.3848,0.0342,16.8152,0.0223,16.4625,0.0189,16.1478,0.0577,16.5222,0.0115,16.3358,0.0174,16.1259,0.0731,16.3561,0.0114,16.3122,0.0168,16.1337,0.0885,16.3057,0.0169,4.14,204683570.0
3,21.38,204683565,13,1,183627.88-441842.5,279.116121,-44.311841,83,36,58262.5787,0,0.708,,,,,,,,,,,,,19.1425,0.0357,18.9302,0.0622,19.1238,0.028,18.7502,0.0268,18.6944,0.0835,18.6847,0.0339,18.3861,0.046,18.3424,0.0955,18.3066,0.0566,18.3217,0.0371,18.4063,0.1587,18.2618,0.0532,6.22,204683566.0
4,21.82,204683538,4,1,183624.32-441849.8,279.101316,-44.313856,36,56,58219.2582,0,0.864,,,,,,,,,,,,,,,,,,,18.9385,0.1253,18.6199,0.1502,18.9908,0.072,18.7148,0.0853,18.5082,0.2791,18.7399,0.0532,18.6802,0.0633,18.1825,0.192,18.6642,0.1171,11.11,204683537.0
5,23.14,204683570,11,3,183627.79-441824.5,279.115759,-44.306866,36,36,57786.9394,1,0.983,,,,,,,,,,,,,17.63,0.0327,17.7707,0.1513,17.6231,0.0911,17.2217,0.019,17.2685,0.0277,17.2146,0.0259,16.9458,0.0143,16.9913,0.0364,16.9277,0.0207,16.8564,0.0194,16.8832,0.0611,16.845,0.0339,4.14,204683571.0
6,27.29,204683566,8,0,183628.45-441842.0,279.118526,-44.311692,36,80,58299.5395,0,0.941,,,,,,,,,,,,,,,,,,,19.8218,0.0616,19.9154,0.202,19.9433,0.0744,18.6527,0.0228,18.7875,0.0992,18.7141,0.049,18.2084,0.0316,18.4481,0.0962,18.2411,0.0705,6.16,204683542.0
7,27.67,204683569,0,1024,183628.35-441825.8,279.117968,-44.307174,36,36,57975.4305,6,0.979,,,,,,,,,,,,,,,,,,,,,,,,,18.869,,19.6473,,19.4787,,,,,,,,5.8,204683570.0
8,27.77,204682887,20,0,183623.36-441837.5,279.09735,-44.310485,47,60,58133.7668,0,0.977,,,,,,,,,,,,,18.5251,0.0333,18.5914,0.1206,18.5217,0.0294,18.1097,0.0211,18.2668,0.1064,18.1367,0.0281,17.8567,0.0142,17.937,0.0589,17.8634,0.0285,17.7338,0.0356,17.9093,0.0494,17.7469,0.0334,11.7,204682886.0
9,27.98,204683535,36,3,183625.25-441903.7,279.105177,-44.317732,36,36,57954.5506,9,0.988,17.8805,0.0327,18.015,0.1038,17.8935,0.0476,17.4768,0.0302,17.5573,0.1035,17.4941,0.042,15.5296,0.0134,15.5373,0.0247,15.5351,0.0152,14.9977,0.0095,15.0038,0.0096,15.0029,0.0109,14.6755,0.0065,14.6937,0.0068,14.6801,0.0088,14.529,0.0079,14.5423,0.0122,14.5323,0.0098,6.17,204683536.0
