,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
10,56.08,481592231,23,0,201108.79-564157.5,302.78651,-56.699384,36,71,57833.0851,3,0.649,,,,,,,18.3262,0.1251,18.0312,0.1133,18.4754,0.0493,16.1402,0.1338,15.5064,0.111,16.5479,0.0119,15.4552,0.1174,14.9382,0.0631,15.9626,0.0091,14.93,0.1367,14.4797,0.0701,15.4513,0.0106,14.6318,0.1397,14.2152,0.0377,15.1268,0.012,5.16,2686745751.0
11,57.35,481592245,31,0,201120.58-564129.5,302.835648,-56.691605,36,47,58107.2272,1,0.983,,,,,,,18.8302,0.0401,18.9469,0.1096,18.9061,0.0857,17.6589,0.0098,17.6843,0.0182,17.6596,0.0108,17.2895,0.0133,17.3615,0.0146,17.3,0.0116,17.0607,0.0088,17.115,0.0218,17.0643,0.0116,17.0085,0.0137,17.0487,0.0385,17.0101,0.0211,15.0,
12,59.82,1585660774,1,1,201122.71-564209.7,302.844599,-56.702801,36,36,58318.6137,0,0.691,,,,,,,,,,,,,20.1647,0.1253,19.887,0.1474,20.2516,0.0618,,,,,,,,,,,,,,,,,,,15.0,
13,61.45,481592244,8,0,201119.01-564114.3,302.829091,-56.687392,38,39,58327.6855,0,0.882,,,,,,,,,,,,,20.3634,0.0414,20.4442,0.1109,20.392,0.0686,19.514,0.0226,19.5628,0.0734,19.5138,0.0403,18.665,0.0253,18.9177,0.0881,18.7114,0.0403,18.361,0.0362,18.4955,0.0946,18.4232,0.0678,12.11,481592240.0
14,63.88,481592257,6,0,201122.51-564235.9,302.843521,-56.710053,36,54,58325.553,0,0.945,,,,,,,,,,,,,19.4527,0.0308,19.5337,0.0536,19.466,0.033,19.2594,0.024,19.395,0.0963,19.3175,0.0345,19.0308,0.0218,19.0991,0.1217,19.066,0.0591,,,,,,,14.19,481592256.0
15,64.02,481592249,10,0,201119.35-564303.8,302.830476,-56.717839,48,36,57995.5181,0,0.931,,,,,,,,,,,,,,,,,,,20.1414,0.0515,20.263,0.1381,20.1859,0.0912,18.2462,0.0188,18.2418,0.0965,18.2573,0.0259,17.5332,0.019,17.5448,0.0453,17.5419,0.027,15.0,
16,64.44,481592239,29,0,201116.06-564104.3,302.816875,-56.68457,36,55,57981.3304,3,0.985,,,,,,,,,,,,,17.2166,0.0089,17.2381,0.0135,17.219,0.0097,16.3075,0.0085,16.3302,0.0177,16.3083,0.0094,15.4428,0.0075,15.4584,0.0086,15.4418,0.0087,15.1155,0.0086,15.1419,0.0111,15.1148,0.0097,15.0,
17,64.87,1585660754,2,0,201110.73-564300.4,302.794668,-56.716841,36,189,58325.0274,1,0.655,,,,,,,,,,,,,20.236,0.2554,19.7899,0.0988,20.5241,0.077,19.6642,0.2466,18.9494,0.0821,19.9632,0.0756,,,,,,,,,,,,,9.11,481592229.0
18,64.87,481592226,2,0,201109.41-564127.1,302.789077,-56.690914,84,60,57879.7293,0,0.837,,,,,,,,,,,,,,,,,,,,,,,,,18.8846,0.0258,19.1532,0.1465,18.8601,0.0703,18.0404,0.081,17.955,0.1164,17.9865,0.0748,9.43,481592227.0
19,65.27,481592235,4,0,201111.59-564111.7,302.798161,-56.68661,40,60,58109.3248,0,0.828,,,,,,,,,,,,,,,,,,,19.878,0.052,20.0848,0.1338,19.8639,0.0692,18.7438,0.0466,18.8627,0.0864,18.7509,0.0485,18.066,0.1017,18.0133,0.1237,18.0554,0.0793,15.0,
20,66.52,1585660777,1,0,201116.27-564314.6,302.817727,-56.720799,36,36,58331.4411,0,0.467,,,,,,,,,,,,,,,,,,,20.1989,0.0609,20.3777,0.1672,20.2079,0.0931,,,,,,,,,,,,,15.0,
21,67.09,481592247,24,0,201123.00-564142.7,302.845689,-56.695269,36,64,57977.7043,0,0.982,,,,,,,,,,,,,18.4324,0.0137,18.4114,0.0219,18.439,0.0146,17.8542,0.0206,17.8833,0.047,17.857,0.0179,17.4044,0.0134,17.432,0.0424,17.4043,0.019,17.2027,0.0134,17.3089,0.0475,17.2246,0.0201,15.0,
22,68.72,481592227,3,0,201109.83-564118.1,302.790655,-56.688443,119,81,58176.5944,0,0.625,,,,,,,,,,,,,20.4976,0.0438,20.4943,0.1311,20.4931,0.0746,19.795,0.0547,19.8022,0.1468,19.7779,0.0647,19.3152,0.1603,18.9783,0.1314,19.323,0.105,,,,,,,9.43,481592226.0
23,70.95,481592256,14,0,201122.46-564250.2,302.843398,-56.713995,55,45,58004.3641,0,0.965,,,,,,,,,,,,,19.8689,0.0537,19.7595,0.1817,19.8402,0.0383,18.9682,0.0153,19.0022,0.0642,18.9692,0.0265,18.0932,0.0253,18.1808,0.0539,18.0876,0.0232,17.702,0.0192,17.845,0.0609,17.724,0.0311,14.19,481592257.0
24,71.54,481592229,9,0,201110.93-564309.3,302.795371,-56.719342,83,36,57917.7563,0,0.916,,,,,,,,,,,,,20.5117,0.0804,20.6733,0.0834,20.6659,0.0705,19.5877,0.0221,19.5471,0.1846,19.6386,0.0468,18.5242,0.047,18.6069,0.0659,18.5251,0.0599,18.0332,0.0281,18.1131,0.0781,18.0287,0.0534,9.11,1585660754.0
25,77.76,481592238,15,0,201114.83-564050.8,302.811637,-56.680866,36,54,57889.7788,0,0.978,,,,,,,,,,,,,19.1023,0.0311,19.1393,0.051,19.0944,0.0301,18.3052,0.0142,18.3572,0.0313,18.3113,0.0177,17.733,0.0135,17.8184,0.0339,17.7439,0.0212,17.5215,0.0269,17.641,0.0493,17.5376,0.0313,15.0,
26,79.02,481592246,8,0,201121.83-564109.4,302.840833,-56.685978,36,36,58327.6855,0,0.74,,,,,,,,,,,,,20.361,0.127,20.0886,0.1022,20.437,0.0713,19.4329,0.0738,19.3413,0.1089,19.4506,0.0383,18.688,0.0678,18.4224,0.1775,18.7669,0.0391,18.3537,0.1399,18.148,0.0883,18.4281,0.0682,15.0,
27,80.95,481592248,10,0,201125.17-564155.3,302.854751,-56.698759,36,54,57960.7189,0,0.965,,,,,,,,,,,,,19.4154,0.0184,19.4914,0.0512,19.4243,0.0259,18.7258,0.0336,18.7948,0.0738,18.7439,0.0228,18.1068,0.016,18.1595,0.0462,18.1038,0.0284,17.846,0.0319,18.0099,0.0844,17.8603,0.0466,15.0,
28,83.66,481592225,22,0,201106.29-564132.7,302.776075,-56.692485,36,37,57895.2662,0,0.983,,,,,,,,,,,,,17.8553,0.017,17.8768,0.0194,17.8617,0.014,17.074,0.0108,17.0908,0.0247,17.0739,0.0113,16.4584,0.0102,16.494,0.0132,16.4538,0.0113,16.1916,0.0106,16.2604,0.0178,16.1987,0.0136,13.99,481592223.0
29,84.36,481591822,3,0,201106.32-564245.8,302.776091,-56.71282,59,43,58475.5615,0,0.528,,,,,,,,,,,,,,,,,,,,,,,,,19.0995,0.0482,19.2862,0.1093,19.1456,0.0722,18.4129,0.061,18.4588,0.1723,18.3843,0.0843,15.0,
30,87.18,481592258,9,0,201124.65-564252.1,302.852504,-56.714566,63,36,58020.4991,0,0.926,,,,,,,,,,,,,,,,,,,20.0925,0.0445,20.2841,0.1422,20.1255,0.0868,18.4174,0.0161,18.5576,0.095,18.439,0.0299,17.7689,0.0176,17.9184,0.0579,17.7835,0.0325,12.53,481592260.0
31,89.79,481592224,29,0,201104.70-564155.3,302.769406,-56.698738,36,43,58035.3453,0,0.983,,,,,,,18.7358,0.0287,18.778,0.0775,18.7512,0.0599,17.613,0.0108,17.6038,0.0164,17.617,0.0108,17.3252,0.012,17.3376,0.0187,17.3214,0.0117,17.1423,0.0154,17.1776,0.0368,17.1401,0.0142,17.0866,0.0162,17.1223,0.0363,17.0688,0.0205,15.0,
32,89.85,2686745770,0,536,201112.19-564334.4,302.800821,-56.726246,36,36,56923.4221,7,0.571,,,,,,,,,,,,,,,,,,,,,,,,,18.5803,,19.2569,,19.0935,,,,,,,,15.0,
33,92.3,481592259,27,0,201123.74-564310.9,302.848724,-56.719773,36,65,57992.0866,0,0.983,,,,,,,,,,,,,17.9284,0.0105,17.9452,0.0164,17.9383,0.0119,17.5485,0.0195,17.5874,0.0235,17.5552,0.013,17.3399,0.017,17.3762,0.0411,17.3368,0.017,17.2724,0.0145,17.3873,0.0431,17.286,0.0209,15.0,
34,93.33,481592272,16,0,201125.63-564127.1,302.856695,-56.690957,45,39,57941.3292,0,0.957,,,,,,,,,,,,,20.1835,0.0482,20.3011,0.0969,20.1954,0.0472,19.1577,0.02,19.1811,0.0641,19.1608,0.0352,18.0313,0.0165,18.0387,0.0431,18.0255,0.023,17.6638,0.0449,17.6393,0.0696,17.6498,0.0286,15.0,
35,94.07,481592261,30,0,201126.86-564216.7,302.861757,-56.704718,36,50,58062.2547,0,0.983,,,,,,,18.5541,0.0398,18.8321,0.1195,18.6063,0.081,17.7333,0.0176,17.7551,0.0137,17.7389,0.0126,17.4904,0.0116,17.5209,0.0149,17.4924,0.0122,17.3422,0.0102,17.3505,0.0244,17.3434,0.0127,17.2858,0.0152,17.3408,0.0307,17.2992,0.0192,15.0,
36,96.02,481592251,33,0,201121.97-564328.2,302.841391,-56.724574,36,36,58135.6896,4,0.984,18.6125,0.0408,18.7892,0.1362,18.594,0.1216,18.4762,0.0345,18.5447,0.067,18.5324,0.0511,16.3502,0.009,16.3575,0.0109,16.3473,0.0086,15.6464,0.0079,15.6487,0.0114,15.6455,0.0085,15.1317,0.0066,15.1401,0.0077,15.1341,0.0074,14.8965,0.0081,14.9127,0.0087,14.8957,0.0089,15.0,
37,96.16,481592223,20,0,201104.59-564133.6,302.769009,-56.692721,36,44,57799.2019,0,0.983,,,,,,,,,,,,,18.2146,0.0192,18.1875,0.0223,18.2146,0.0132,17.8567,0.0126,17.8875,0.021,17.8702,0.0142,17.6808,0.0392,17.7507,0.0628,17.6489,0.024,17.4887,0.0276,17.543,0.0529,17.5247,0.0296,13.99,481592225.0
38,96.93,481591835,21,0,201110.04-564334.4,302.791646,-56.726286,36,48,57919.3457,2,0.983,,,,,,,18.74,0.0351,18.91,0.1532,18.791,0.0734,18.0863,0.0124,18.0713,0.0248,18.0895,0.0126,17.8444,0.0117,17.8723,0.0201,17.8483,0.0142,17.6512,0.0153,17.7202,0.0417,17.6546,0.0244,17.6186,0.0325,17.7773,0.0598,17.6239,0.0473,11.29,1585660183.0
39,97.86,481592260,33,0,201125.31-564303.4,302.855317,-56.717685,36,38,58104.5038,5,0.983,,,,,,,18.7008,0.0352,18.9129,0.0774,18.762,0.0608,17.1886,0.0084,17.202,0.0125,17.1894,0.0097,16.7825,0.0086,16.8069,0.0113,16.7857,0.0102,16.5462,0.0084,16.5748,0.0184,16.5503,0.0096,16.4534,0.0135,16.4919,0.0215,16.4614,0.0131,12.53,481592258.0
40,100.35,481592270,31,0,201124.80-564104.1,302.853254,-56.684514,36,74,58032.4367,5,0.533,,,,,,,,,,,,,17.1063,0.062,16.6973,0.0275,17.2372,0.0127,16.4459,0.0601,16.1112,0.0254,16.6205,0.0099,15.8931,0.0666,15.572,0.0284,16.0896,0.0085,15.5743,0.0609,15.2258,0.0167,15.7457,0.01,15.0,
41,100.45,481591816,11,0,201103.30-564212.7,302.763562,-56.703606,36,44,57944.2535,0,0.978,,,,,,,,,,,,,18.8956,0.0148,18.9649,0.0304,18.9011,0.0185,18.4606,0.0162,18.5002,0.034,18.4675,0.0192,18.1837,0.0199,18.3928,0.0708,18.2285,0.0299,18.0302,0.0716,18.0833,0.145,17.994,0.1034,12.28,481591815.0
42,100.58,481592250,12,0,201119.11-564344.4,302.829449,-56.729096,60,36,58096.015,0,0.981,,,,,,,,,,,,,18.5874,0.0142,18.6324,0.0272,18.5963,0.0158,18.2769,0.0153,18.3359,0.0275,18.2744,0.0174,18.0428,0.0177,18.0852,0.0361,18.0376,0.0234,18.0275,0.0226,18.1581,0.0721,18.0403,0.0412,15.0,
43,100.71,481592234,15,0,201110.51-564036.5,302.793657,-56.676852,36,53,57790.9259,0,0.981,,,,,,,,,,,,,18.5756,0.0156,18.5064,0.0229,18.5832,0.017,17.9145,0.0133,17.8625,0.0202,17.9202,0.0147,17.4782,0.0199,17.4961,0.0645,17.4894,0.028,17.2474,0.0243,17.2941,0.0461,17.2687,0.0307,15.0,
44,102.28,481592237,5,16,201116.72-564026.9,302.819545,-56.674148,61,52,58235.9682,0,0.893,,,,,,,,,,,,,19.9345,0.0332,20.1439,0.1792,19.9828,0.0397,19.4323,0.0279,19.5869,0.0711,19.4357,0.0377,19.0271,0.0264,19.3713,0.1781,19.0388,0.0822,18.8152,,18.8988,,18.8859,,15.0,
45,103.75,1585660183,4,0,201108.64-564335.7,302.785973,-56.726669,90,41,58325.0281,0,0.647,,,,,,,,,,,,,20.1914,0.0618,20.0538,0.2023,20.0982,0.1281,19.8634,0.0398,20.0895,0.1045,19.9789,0.0595,,,,,,,,,,,,,11.29,481591835.0
46,104.61,481591823,6,0,201104.99-564307.4,302.770565,-56.718759,36,36,58325.553,0,0.924,,,,,,,,,,,,,19.5638,0.0183,19.5629,0.1054,19.561,0.0285,19.2696,0.0331,19.3667,0.0762,19.2939,0.0337,19.0136,0.0678,19.0293,0.0754,19.0225,0.0568,,,,,,,15.0,
47,106.15,481592271,8,0,201124.19-564049.8,302.850466,-56.680603,77,36,58384.1495,0,0.971,,,,,,,,,,,,,18.9871,0.0149,18.9528,0.0318,18.9861,0.0195,18.7955,0.0146,18.7978,0.0441,18.797,0.0236,18.6113,0.0239,18.7487,0.1163,18.6632,0.04,18.4957,0.0784,18.635,0.1327,18.5461,0.0958,15.0,
48,106.18,481591815,6,0,201102.75-564224.2,302.761197,-56.706761,62,36,58399.2257,0,0.599,,,,,,,,,,,,,20.5805,0.0522,20.6178,0.133,20.6427,0.0844,19.8775,0.04,20.0148,0.0885,19.9011,0.0554,19.0037,0.0409,19.2112,0.249,19.0463,0.0578,18.6004,0.0812,19.0153,0.1888,18.7293,0.113,12.28,481591816.0
49,112.06,481592268,8,0,201121.10-564026.3,302.837711,-56.674059,36,36,58384.1495,0,0.544,,,,,,,,,,,,,19.6702,0.1501,19.4629,0.0715,19.8854,0.041,19.1237,0.1766,18.8442,0.0972,19.3683,0.0359,18.6497,0.1205,18.3564,0.0551,18.8441,0.0418,18.4741,0.2028,18.5017,0.1013,18.614,0.1017,15.0,
50,113.78,481592252,24,0,201120.87-564353.1,302.836951,-56.731483,36,46,58152.5947,0,0.981,,,,,,,,,,,,,20.0941,0.0292,20.0894,0.0666,20.1443,0.0377,19.1397,0.0205,19.0873,0.0859,19.1121,0.0264,17.7317,0.0125,17.7898,0.0318,17.7442,0.0139,17.171,0.0162,17.1693,0.0459,17.1619,0.0177,13.38,2686745776.0
51,116.94,481592289,30,0,201129.58-564222.3,302.873099,-56.706257,36,41,58042.3796,3,0.983,,,,,,,,,,,,,17.7642,0.0127,17.7213,0.0216,17.7731,0.0113,17.4413,0.0121,17.4256,0.0201,17.4483,0.014,17.2312,0.0078,17.2246,0.0263,17.2317,0.0112,17.147,0.0115,17.1573,0.0335,17.1426,0.0171,15.0,
52,117.41,2686745796,0,1024,201119.06-564015.1,302.829444,-56.670875,36,36,58317.548,3,0.924,,,,,,,17.1076,,18.5081,,18.157,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,
53,118.5,481591834,23,0,201108.14-564350.5,302.78384,-56.73076,36,40,57828.0361,1,0.983,,,,,,,,,,,,,17.8832,0.0103,17.8929,0.0161,17.8829,0.0116,17.4673,0.0109,17.5026,0.0149,17.4706,0.0123,17.2108,0.012,17.2341,0.0453,17.2187,0.0205,17.0815,0.0196,17.1802,0.0331,17.105,0.0214,15.0,
