,RA,DEC,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth,in_field,mask
55,302.6471635,-56.53343046,27639.24596,28110.88334,0.271599621,-0.383306563,0.819369316,0.109907813,14.10581779,1,0.056056086,0,-0.115790834,-0.032516438,-0.030867313,0.010942693,0.204679742,-0.267381668,-0.030787984,0.011015345,0.003493307,0.007521706,25.49707059,0.260626065,21.98020075,0.13302215,25.55624614,0.149460575,21.56132809,0.059889022,24.88145201,0.06439378,20.76532342,0.034825947,25.14067084,0.148915483,20.82419136,0.053998028,25.02480345,0.249144481,20.36462787,0.060941982,25.95597966,2.612186095,19.35615058,0.106024542,1035975,9,IN,0
53,302.6489012,-56.54185226,27625.31989,27995.69448,-0.011294007,-0.240320355,0.772997618,0.00888444,6.618063927,1,0.521616977,0,-0.012250988,-0.158630475,-0.029344345,0.011545552,-0.012242312,-0.157987371,-0.029263005,0.011619643,0.005127668,0.009337497,23.84142616,0.056660212,22.44380075,0.044878499,23.07931573,0.015500081,21.73248101,0.012480815,22.20783875,0.00603658,20.9439858,0.004892778,21.77300498,0.007908279,20.38925484,0.006418129,21.71086536,0.012580726,20.34034819,0.010458306,21.98122268,0.060823312,20.35112598,0.047416112,1030464,9,IN,0
52,302.6499125,-56.54573881,27617.31534,27942.54719,0.503973126,0.412128001,0.772156239,0.166657642,13.13204479,1,0.019203062,0,0.024871977,-0.050611832,-0.029811362,0.011138019,0.353532553,0.318423271,-0.029750044,0.011203229,0.004854397,0.009050713,28.80553577,5.21778946,23.02720564,0.166043222,25.37791323,0.121289931,22.47847284,0.073343249,25.19128934,0.08517415,21.74192738,0.05022808,25.41500427,0.202246315,21.98798923,0.089627654,24.47453924,0.14824458,21.24597736,0.071958063,22.9831559,0.150541222,19.12333399,0.070066079,1030730,9,IN,0
49,302.6561399,-56.51095566,27573.61595,28418.99958,0.027684478,0.259593576,0.502263367,0.01379187,4.015017986,1,0.061514058,0,-0.003942342,0.134850851,-0.028599315,0.012047422,-0.003804949,0.134614378,-0.028520219,0.012119086,0.004487379,0.001529947,22.8197226,0.023494317,22.54193059,0.023375864,22.48295527,0.009347005,22.10777401,0.008863952,21.86339517,0.004636542,21.4332934,0.00433483,21.69899864,0.007206295,21.22777455,0.00671678,21.5856203,0.010226878,21.17079826,0.009729984,21.91315008,0.055326278,21.36291136,0.05703827,1036930,9,IN,0
46,302.6597152,-56.53111435,27544.71773,28143.24388,0.336415261,0.687458336,0.942503512,0.018106671,14.14778614,1,0.594012069,0,0.297361478,0.620184975,-0.033411923,0.0082381,0.29424566,0.619836271,-0.033344921,0.008295674,0.001477739,0.001538338,24.46041898,0.106845107,22.35909548,0.084054762,24.75013732,0.077471012,22.68690128,0.078970035,23.39922661,0.017809857,21.2788467,0.011163952,22.94855788,0.021949947,20.66475455,0.014810741,22.54395853,0.026981664,20.30189207,0.019244265,22.26101294,0.10063567,20.77495917,0.085499982,1036011,9,IN,0
44,302.6605676,-56.54600506,27536.88723,27939.45779,-0.498861313,0.406327546,0.951892853,0.012405177,20.68066597,1,0.765661127,0,-0.020090952,-0.061803229,-0.031862568,0.008189247,-0.446271688,0.331308633,-0.031794757,0.008243295,0.002236869,0.006681455,25.61995105,0.276200053,23.44692303,0.174940344,24.23419096,0.045916251,22.52904136,0.056532523,22.7783604,0.01037459,20.5621303,0.008643075,21.5059059,0.00647781,19.48870713,0.006710971,20.93890655,0.006170627,18.93511271,0.006273323,20.57166378,0.018024285,18.43128791,0.015525274,1030466,9,IN,0
43,302.6686308,-56.51919822,27477.46265,28307.74611,0.012005161,-0.221708715,0.765370309,0.008037876,6.041301727,1,0.000118363,0,-0.006078866,-0.121049146,-0.031814745,0.009017134,0.000259151,-0.128281236,-0.031812679,0.009022419,0.002476833,-0.001200728,23.89305457,0.064908341,23.91978414,0.072130304,22.98219944,0.013805808,22.88460144,0.013946963,21.97407849,0.005297276,21.84012796,0.005242647,20.70932438,0.003725764,20.57221035,0.00370702,20.0921945,0.003279884,19.97221408,0.003278581,19.85942615,0.010243241,19.74439944,0.010274883,1036625,9,IN,0
42,302.6772293,-56.51876546,27413.62243,28313.16829,-0.177510887,0.163448319,0.713653266,0.013215121,3.951631308,1,-1.06e-05,0,-0.124256249,0.105427646,-0.030759406,0.009038034,-0.123464994,0.111283116,-0.030757507,0.009045015,0.002903256,-0.000679716,23.62025951,0.050222192,23.11446548,0.046167715,22.85886281,0.0124756,22.11228709,0.01087838,22.30865496,0.007201986,21.41070581,0.006159401,22.05789296,0.010092626,21.15087972,0.008511235,21.78029314,0.013891824,20.92249504,0.011495342,21.83229719,0.057764307,20.96066668,0.047332484,1036548,9,IN,0
41,302.6793046,-56.55027649,27395.11399,27881.93484,0.895060778,-0.231965795,0.582975268,0.01701233,4.529811382,1,4.32e-05,0,0.445765386,-0.113373937,-0.030688437,0.007777519,0.445817769,-0.113778897,-0.030616514,0.007835397,0.001477062,0.008154525,23.56849595,0.045618977,23.26968923,0.045308692,22.8977907,0.014026839,22.35327758,0.013122022,22.30802441,0.007254745,21.68220514,0.006663641,22.16727597,0.011337577,21.53496092,0.010279364,22.0539651,0.01692398,21.44011138,0.015712515,22.22496912,0.086182357,21.72707868,0.077816251,1030462,9,IN,0
40,302.6830667,-56.5289696,27368.63075,28173.77768,0.288503706,0.230654195,0.72060436,0.000623504,6.389966011,1,0.17488631,0,0.146882158,0.146744519,-0.033825825,0.006568983,0.146513745,0.147206411,-0.033759639,0.006621082,0.002153237,0.006160113,20.97545019,0.006200296,19.88553851,0.005805394,19.77864582,0.00244293,18.47769049,0.002331939,19.13597232,0.001371221,17.81567172,0.001310415,18.76844962,0.002207798,17.35697378,0.002160196,18.49942382,0.001480162,17.18226593,0.001393941,18.2568749,0.003408118,16.89971955,0.002845343,1034869,9,IN,0
