,RA,DEC,J,H,Av,R,Weight,in_field
433,274.6810872,-13.79846274,16.25248132,15.308828,1.981982,19.956986,3,IN
434,274.6817436,-13.79807441,15.77422337,14.777195,1.981982,19.478728,3,IN
435,274.6662738,-13.78770916,17.28625685,16.460133,1.981982,20.990761,3,IN
436,274.6730027,-13.78292921,17.01685061,16.145942,1.981982,20.721355,3,IN
437,274.672397,-13.77724136,16.12340176,15.129992,2.1021021,19.93121,3,IN
438,274.6944457,-13.77704676,16.26727948,15.314553,2.1021021,20.075087,3,IN
439,274.6789307,-13.77424292,18.21017447,17.409171,2.1021021,22.017982,3,IN
440,274.6776913,-13.76738995,16.19043451,15.22687,2.1021021,19.998242,3,IN
441,274.6838668,-13.75617763,16.33160212,15.389205,2.1021021,20.13941,3,IN
443,274.6993115,-13.79307407,16.61131455,15.694448,2.1021021,20.419122,3,IN
424,274.6650818,-13.78466631,17.19498658,16.389185,1.8618619,20.796188,3,IN
464,274.6628971,-13.78804904,16.61836342,15.666114,2.2222222,20.529475,3,IN
466,274.6740674,-13.78704723,16.78972344,15.870342,2.2222222,20.700835,3,IN
488,274.6766161,-13.777118,16.9003263,15.972108,2.4624625,21.018044,3,IN
489,274.6561308,-13.77579971,16.77754842,15.844933,2.4624625,20.895266,3,IN
490,274.6843584,-13.77573149,16.87061975,15.926746,2.4624625,20.988338,3,IN
491,274.6593514,-13.77263353,16.75775071,15.830842,2.4624625,20.875468,3,IN
492,274.6917435,-13.7712857,16.44503799,15.45927,2.4624625,20.562756,3,IN
493,274.6720255,-13.76282976,16.24985942,15.237959,2.4624625,20.367577,3,IN
494,274.6788013,-13.76067381,16.38152962,15.382841,2.4624625,20.499247,3,IN
495,274.6715441,-13.75881792,16.74646263,15.809345,2.4624625,20.86418,3,IN
496,274.6949309,-13.79935382,17.25419815,16.376825,2.4624625,21.371916,3,IN
497,274.6923451,-13.79875907,16.52408205,15.540251,2.4624625,20.6418,3,IN
498,274.6652933,-13.79742255,17.58705788,16.718977,2.4624625,21.704776,3,IN
499,274.6894986,-13.79689801,17.51249872,16.642759,2.4624625,21.630216,3,IN
500,274.6744279,-13.79687967,15.35783974,14.415693,2.4624625,19.475557,3,IN
501,274.6723216,-13.78891471,17.35907663,16.468792,2.4624625,21.476794,3,IN
502,274.6647673,-13.78684142,16.11991615,15.081769,2.4624625,20.237634,3,IN
503,274.6788062,-13.78616713,16.57206751,15.628922,2.4624625,20.689785,3,IN
504,274.6812667,-13.7820058,16.72040843,15.768939,2.5825826,20.941429,3,IN
487,274.6753569,-13.7802866,15.92746466,14.891561,2.4624625,20.045182,3,IN
465,274.6797186,-13.78784708,17.53115232,16.703287,2.2222222,21.442263,3,IN
486,274.678014,-13.78363447,16.00768051,14.985909,2.3423423,20.022095,3,IN
484,274.6789037,-13.78464623,16.66389543,15.699394,2.3423423,20.67831,3,IN
467,274.6680471,-13.78627401,16.9586517,16.090947,2.2222222,20.869763,3,IN
468,274.6723838,-13.78275576,17.79528187,16.98255,2.2222222,21.706393,3,IN
469,274.6567043,-13.7804275,16.72960203,15.780735,2.3423423,20.744016,3,IN
470,274.6678988,-13.78024736,16.52957531,15.594074,2.3423423,20.54399,3,IN
471,274.6876105,-13.77255411,16.85288772,15.967319,2.3423423,20.867302,3,IN
472,274.6897687,-13.77000633,16.08337996,15.058192,2.3423423,20.097794,3,IN
473,274.6874622,-13.76514057,16.85346558,15.944206,2.3423423,20.86788,3,IN
474,274.6983865,-13.76470237,17.81591874,16.977682,2.3423423,21.830333,3,IN
475,274.6967364,-13.79949554,16.02077475,14.989995,2.3423423,20.035189,3,IN
476,274.6711535,-13.79803113,16.47850375,15.510474,2.3423423,20.492918,3,IN
477,274.6937526,-13.79622283,18.33346806,17.678547,2.3423423,22.347883,3,IN
478,274.6593762,-13.79456165,15.80791107,14.785629,2.3423423,19.822326,3,IN
479,274.6802906,-13.79453093,17.20394997,16.316192,2.3423423,21.218364,3,IN
480,274.6824776,-13.79423217,17.98140454,17.162747,2.3423423,21.995819,3,IN
481,274.6809587,-13.7897759,16.11550731,15.095003,2.3423423,20.129922,3,IN
482,274.673471,-13.78867925,16.64542907,15.70451,2.3423423,20.659844,3,IN
483,274.6941946,-13.78803906,17.98616243,17.15371,2.3423423,22.000577,3,IN
485,274.6561776,-13.78378288,16.48221179,15.521849,2.3423423,20.496626,3,IN
423,274.6605141,-13.79048134,15.92644355,14.965635,1.8618619,19.527645,3,IN
422,274.6897355,-13.79511828,16.52540302,15.615982,1.8618619,20.126604,3,IN
421,274.6778566,-13.79812379,16.7220058,15.866255,1.8618619,20.323207,3,IN
361,274.6872297,-13.78479307,16.0255623,15.273193,0.54054054,18.490427,3,IN
362,274.6966125,-13.79883492,16.05155005,15.291066,0.66066066,18.619718,3,IN
363,274.6587267,-13.77617227,16.55298101,15.792744,0.78078078,19.224452,3,IN
364,274.650079,-13.76886556,15.7277326,14.876166,0.78078078,18.399204,3,IN
365,274.6583207,-13.76003253,13.67541535,13.130164,0.78078078,16.346887,3,IN
366,274.667367,-13.76654082,16.43689177,15.687243,0.9009009,19.211667,3,IN
367,274.6890186,-13.76367085,14.89354795,14.115784,0.9009009,17.668323,3,IN
368,274.6713822,-13.75795206,15.66420919,14.805152,0.9009009,18.438984,3,IN
369,274.6879424,-13.78886683,16.07399298,15.246487,0.9009009,18.848768,3,IN
370,274.6608983,-13.77495132,14.6104998,13.882073,1.021021,17.488578,3,IN
371,274.6867599,-13.79879519,16.12624328,15.2734,1.021021,19.004321,3,IN
372,274.6966974,-13.79870584,16.15516331,15.327831,1.021021,19.033241,3,IN
373,274.6891988,-13.79774557,16.4681236,15.694941,1.021021,19.346202,3,IN
374,274.6943523,-13.79587941,15.57776327,14.682059,1.021021,18.455841,3,IN
375,274.6672712,-13.78400242,15.88718617,15.015253,1.021021,18.765264,3,IN
376,274.682624,-13.78331512,14.03853285,13.416187,1.021021,16.916611,3,IN
377,274.6775477,-13.7672852,16.19170994,15.38822,1.1411411,19.173091,3,IN
360,274.6771119,-13.78498183,14.47620985,13.795619,0.54054054,16.941075,3,IN
378,274.681788,-13.78087548,15.71182405,14.791686,1.2612613,18.796509,3,IN
359,274.65492,-13.79754725,17.62208028,16.996711,0.54054054,20.086945,3,IN
357,274.6937841,-13.79986706,16.17476322,15.461108,0.42042042,18.536325,3,IN
340,274.6979592,-13.78243443,14.67350658,14.004962,-0.54054054,16.208642,3,IN
341,274.6578899,-13.75692264,15.05615552,14.330429,-0.54054054,16.591291,3,IN
342,274.6659601,-13.79560953,12.93108108,12.556648,-0.42042042,14.56952,3,IN
343,274.6758717,-13.79371422,14.82232383,14.136712,-0.42042042,16.460762,3,IN
344,274.6495764,-13.76030207,15.37669305,14.641607,-0.3003003,17.118435,3,IN
345,274.6703569,-13.76490843,14.75917769,14.056703,-0.18018018,16.604223,3,IN
346,274.6931534,-13.76330399,13.72131496,13.218446,-0.06006006,15.669663,3,IN
347,274.6980922,-13.75627827,15.5306617,14.772795,-0.06006006,17.47901,3,IN
348,274.6952153,-13.79722244,17.62829032,17.207389,-0.06006006,19.576639,3,IN
349,274.6522849,-13.78298963,15.31177829,14.539599,-0.06006006,17.260127,3,IN
350,274.6856721,-13.79931611,15.24509642,14.444984,0.06006006,17.296748,3,IN
351,274.6882441,-13.77761042,17.48347397,16.878219,0.18018018,19.638429,3,IN
352,274.687747,-13.76797573,14.67875949,13.9721,0.18018018,16.833714,3,IN
353,274.666207,-13.79297363,15.87656382,15.136094,0.18018018,18.031519,3,IN
354,274.6602647,-13.78216927,13.84280364,13.290674,0.3003003,16.101062,3,IN
355,274.6612177,-13.76988034,17.44656766,16.840612,0.3003003,19.704826,3,IN
356,274.6597448,-13.78732589,15.60592352,14.822386,0.3003003,17.864182,3,IN
358,274.6645535,-13.78449892,13.92792265,13.362982,0.42042042,16.289484,3,IN
379,274.6622192,-13.77065873,16.3694086,15.537746,1.2612613,19.454093,3,IN
380,274.6563988,-13.76543672,16.02105157,15.153206,1.2612613,19.105736,3,IN
381,274.6789646,-13.78838861,16.40150611,15.57559,1.2612613,19.486191,3,IN
404,274.6534931,-13.793169,16.65510827,15.814124,1.6216216,20.049703,3,IN
405,274.6722385,-13.79085904,18.11109869,17.480522,1.6216216,21.505693,3,IN
406,274.6556041,-13.78281918,14.18655533,13.504547,1.6216216,17.58115,3,IN
407,274.6731377,-13.78103904,18.0985409,17.351498,1.7417417,21.596439,3,IN
408,274.6969639,-13.7801719,16.82259227,15.996363,1.7417417,20.32049,3,IN
409,274.6865775,-13.77597078,16.01711282,15.057919,1.7417417,19.515011,3,IN
410,274.692228,-13.77448442,15.70946221,14.753357,1.7417417,19.20736,3,IN
411,274.6858294,-13.77350113,17.39690539,16.610777,1.7417417,20.894803,3,IN
412,274.6882389,-13.76313237,14.03448123,13.360506,1.7417417,17.532379,3,IN
413,274.6940559,-13.79042481,17.88002153,17.128036,1.7417417,21.377919,3,IN
414,274.663186,-13.78955101,15.90382067,14.95734,1.7417417,19.401719,3,IN
415,274.6721359,-13.78612011,15.76976798,14.810679,1.7417417,19.267666,3,IN
416,274.6566449,-13.78547982,16.47657785,15.571807,1.7417417,19.974476,3,IN
417,274.6648157,-13.78097547,16.51517549,15.639602,1.8618619,20.116377,3,IN
418,274.6948058,-13.78077766,16.8482705,15.979875,1.8618619,20.449472,3,IN
419,274.672783,-13.77729186,17.73114043,16.957646,1.8618619,21.332342,3,IN
420,274.6599042,-13.79921312,16.17362443,15.232176,1.8618619,19.774826,3,IN
403,274.6537432,-13.79687776,17.79145082,17.041071,1.6216216,21.186045,3,IN
402,274.6689692,-13.78402924,18.03773433,17.301493,1.5015015,21.329026,3,IN
401,274.6786913,-13.7900001,17.36205783,16.620599,1.5015015,20.653349,3,IN
400,274.6929796,-13.7904355,16.28486503,15.411003,1.5015015,19.576156,3,IN
382,274.6720001,-13.78296304,16.01086519,15.134528,1.2612613,19.09555,3,IN
383,274.6797237,-13.78162827,17.54849458,16.831197,1.3813814,20.736483,3,IN
384,274.6863343,-13.78151097,17.0280573,16.268088,1.3813814,20.216045,3,IN
385,274.6746722,-13.7754032,14.77779035,14.001557,1.3813814,17.965778,3,IN
386,274.6775827,-13.75103642,15.03318569,14.200149,1.3813814,18.221174,3,IN
387,274.6773581,-13.79822135,17.99191297,17.263307,1.3813814,21.179901,3,IN
388,274.6731924,-13.79204881,16.00368828,15.114137,1.3813814,19.191676,3,IN
389,274.6649725,-13.78901889,15.99456979,15.106858,1.3813814,19.182558,3,IN
505,274.6819671,-13.77765367,17.07413071,16.144224,2.5825826,21.295152,3,IN
390,274.6640552,-13.78879128,17.39235482,16.666035,1.3813814,20.580343,3,IN
392,274.6993956,-13.78752954,16.21214271,15.34547,1.3813814,19.400131,3,IN
393,274.6638457,-13.78144547,15.64149434,14.692358,1.5015015,18.932786,3,IN
394,274.6649742,-13.78088484,18.09889477,17.531127,1.5015015,21.390186,3,IN
395,274.6546371,-13.76966851,16.02527868,15.11673,1.5015015,19.31657,3,IN
396,274.6790298,-13.76483262,16.2993339,15.426328,1.5015015,19.590625,3,IN
397,274.6666976,-13.7957087,16.75708875,15.947598,1.5015015,20.04838,3,IN
398,274.6734645,-13.79337967,15.88034058,14.944727,1.5015015,19.171632,3,IN
399,274.655734,-13.79252075,16.48288809,15.63222,1.5015015,19.774179,3,IN
391,274.698236,-13.78868218,15.65772885,14.736444,1.3813814,18.845717,3,IN
339,274.6617072,-13.79091228,14.74344141,14.076293,-0.66066066,16.175273,3,IN
506,274.6713705,-13.77679848,16.13525012,15.085009,2.5825826,20.356271,3,IN
508,274.6923283,-13.77520241,15.48655295,14.512901,2.5825826,19.707574,3,IN
615,274.6639481,-13.7748036,17.40602987,16.444279,3.0630631,22.040264,3,IN
616,274.6816964,-13.77390481,16.84803709,15.807344,3.0630631,21.482271,3,IN
617,274.6747981,-13.77173219,17.05996804,16.05794,3.0630631,21.694202,3,IN
618,274.6596599,-13.77023354,17.33879633,16.398066,3.0630631,21.973031,3,IN
619,274.6534007,-13.76976996,16.09777418,14.995909,3.0630631,20.732008,3,IN
620,274.6561633,-13.7679847,16.55862541,15.506792,3.0630631,21.19286,3,IN
621,274.6507941,-13.76712119,16.60753726,15.551647,3.0630631,21.241772,3,IN
622,274.6613811,-13.76706887,17.0638085,16.090978,3.0630631,21.698043,3,IN
623,274.6742373,-13.76555929,16.86263864,15.845353,3.0630631,21.496873,3,IN
624,274.6749355,-13.75984466,17.95440199,17.035696,3.0630631,22.588636,3,IN
625,274.6585178,-13.75505992,16.61882521,15.572765,3.0630631,21.253059,3,IN
626,274.6532085,-13.79533605,18.48858458,17.617577,3.0630631,23.122819,3,IN
627,274.672716,-13.7912635,16.69291123,15.656421,3.0630631,21.327146,3,IN
628,274.6609689,-13.7912784,16.54473258,15.468599,3.0630631,21.178967,3,IN
629,274.6676128,-13.79115625,16.07360537,14.960217,3.0630631,20.70784,3,IN
630,274.6685052,-13.78993592,17.6166047,16.679738,3.0630631,22.250839,3,IN
631,274.6874837,-13.7897952,16.46215273,15.381944,3.0630631,21.096387,3,IN
614,274.6721276,-13.77871418,17.05082932,16.079273,3.0630631,21.685064,3,IN
632,274.6954575,-13.78922704,15.6819858,14.650531,3.0630631,20.31622,3,IN
613,274.6872644,-13.78060844,18.36724282,17.461053,3.0630631,23.001477,3,IN
611,274.6542803,-13.78188701,18.34255813,17.45082,3.0630631,22.976792,3,IN
594,274.6538925,-13.7743267,17.39117992,16.463379,2.9429429,21.922111,3,IN
595,274.6935412,-13.77421994,17.0443724,16.07176,2.9429429,21.575303,3,IN
596,274.6907681,-13.77211962,16.8451458,15.826085,2.9429429,21.376077,3,IN
597,274.666839,-13.77085137,16.64615334,15.610031,2.9429429,21.177084,3,IN
598,274.6567337,-13.76751379,16.27797444,15.204,2.9429429,20.808905,3,IN
599,274.692615,-13.76686032,16.6598632,15.618258,2.9429429,21.190794,3,IN
600,274.6873669,-13.76574849,17.50384285,16.582891,2.9429429,22.034774,3,IN
601,274.6650936,-13.75880869,16.8903967,15.906358,2.9429429,21.421328,3,IN
602,274.6751656,-13.79588871,15.72194418,14.699258,2.9429429,20.252875,3,IN
603,274.6723763,-13.79520436,16.48716483,15.428191,2.9429429,21.018096,3,IN
604,274.6989713,-13.79442286,16.37358309,15.317489,2.9429429,20.904514,3,IN
605,274.6775168,-13.79436089,17.48430739,16.539696,2.9429429,22.015238,3,IN
606,274.6599491,-13.792344,17.56302943,16.646717,2.9429429,22.09396,3,IN
607,274.6654034,-13.79191445,18.05835163,17.156939,2.9429429,22.589283,3,IN
608,274.6942396,-13.79079256,15.59637925,14.588729,2.9429429,20.12731,3,IN
609,274.6594975,-13.78755552,16.36699852,15.304062,2.9429429,20.897929,3,IN
610,274.6697596,-13.7859569,16.18720246,15.109072,2.9429429,20.718133,3,IN
612,274.6547534,-13.7809961,16.86057287,15.828979,3.0630631,21.494807,3,IN
593,274.6871538,-13.77525578,15.59790296,14.584772,2.9429429,20.128834,3,IN
633,274.66054,-13.78864116,16.21543025,15.115709,3.0630631,20.849665,3,IN
635,274.668176,-13.78608802,18.55351754,17.87797,3.0630631,23.187752,3,IN
657,274.677393,-13.75579285,17.35436587,16.361366,3.1831832,22.091903,3,IN
658,274.6953053,-13.75453365,18.57135893,17.832054,3.1831832,23.308897,3,IN
659,274.6767893,-13.7506754,17.36822265,16.386495,3.1831832,22.10576,3,IN
660,274.6700393,-13.79935253,16.1977302,15.081959,3.1831832,20.935268,3,IN
661,274.6978092,-13.79903002,17.36790675,16.401976,3.1831832,22.105444,3,IN
662,274.6555052,-13.7988733,16.8899454,15.861023,3.1831832,21.627483,3,IN
663,274.6593992,-13.79811295,15.70438013,14.657378,3.1831832,20.441918,3,IN
664,274.6502663,-13.79726677,15.84078139,14.776827,3.1831832,20.578319,3,IN
665,274.6642279,-13.79505546,17.23757759,16.241879,3.1831832,21.975115,3,IN
666,274.6695026,-13.79348891,16.55893467,15.477903,3.1831832,21.296472,3,IN
667,274.6667877,-13.79227293,16.91095911,15.875051,3.1831832,21.648497,3,IN
668,274.6521816,-13.7920587,16.35908895,15.251287,3.1831832,21.096627,3,IN
669,274.6922356,-13.79141721,17.34759178,16.378324,3.1831832,22.085129,3,IN
670,274.682083,-13.78865336,16.30259047,15.208342,3.1831832,21.040128,3,IN
671,274.674898,-13.78773037,17.07908239,16.075094,3.1831832,21.81662,3,IN
672,274.6975599,-13.78190692,16.21059468,15.079133,3.3033033,21.051436,3,IN
673,274.6932747,-13.77991067,18.57409031,17.741075,3.3033033,23.414931,3,IN
656,274.6639628,-13.76247417,17.08806784,16.088386,3.1831832,21.825605,3,IN
634,274.6743911,-13.78836484,16.41157217,15.323834,3.0630631,21.045806,3,IN
655,274.6801767,-13.76620691,16.95740671,15.94466,3.1831832,21.694944,3,IN
653,274.6883442,-13.76900323,18.22856758,17.321736,3.1831832,22.966105,3,IN
636,274.6622891,-13.78387342,16.56585901,15.502885,3.0630631,21.200093,3,IN
637,274.6822098,-13.78268374,16.56786988,15.506058,3.0630631,21.202104,3,IN
638,274.6776249,-13.78257427,18.14610263,17.242968,3.0630631,22.780337,3,IN
639,274.6985662,-13.78214459,17.11238532,16.133343,3.1831832,21.849923,3,IN
640,274.6507187,-13.78004104,17.0888512,16.063619,3.1831832,21.826389,3,IN
641,274.6553846,-13.77968458,16.44942222,15.363955,3.1831832,21.18696,3,IN
642,274.6545928,-13.77862293,17.73840662,16.813605,3.1831832,22.475944,3,IN
643,274.6729822,-13.77710899,18.56132485,17.798126,3.1831832,23.298862,3,IN
644,274.671464,-13.77607227,17.235369,16.252903,3.1831832,21.972907,3,IN
645,274.6950858,-13.77592485,16.90503724,15.877989,3.1831832,21.642575,3,IN
646,274.6672505,-13.77477296,16.98720971,15.977685,3.1831832,21.724747,3,IN
647,274.6883749,-13.77424056,16.96523892,15.962962,3.1831832,21.702777,3,IN
648,274.6832574,-13.77417747,18.53182086,17.680975,3.1831832,23.269358,3,IN
649,274.6678654,-13.77301188,16.74627217,15.672809,3.1831832,21.48381,3,IN
650,274.6763117,-13.77285815,16.05966289,14.94379,3.1831832,20.7972,3,IN
651,274.6913836,-13.77130444,17.71486715,16.765102,3.1831832,22.452405,3,IN
652,274.6765256,-13.77089333,17.72083683,16.803002,3.1831832,22.458374,3,IN
654,274.6789794,-13.7678065,18.07117296,17.138752,3.1831832,22.808711,3,IN
592,274.6660572,-13.77685677,16.19984682,15.114589,2.9429429,20.730778,3,IN
591,274.6677418,-13.77800742,16.43022987,15.378746,2.9429429,20.961161,3,IN
590,274.6818434,-13.77838605,16.8323915,15.827564,2.9429429,21.363322,3,IN
530,274.6576795,-13.76479125,18.40195971,17.622209,2.7027027,22.726284,3,IN
531,274.6884182,-13.76099645,16.62822859,15.625591,2.7027027,20.952553,3,IN
532,274.6938489,-13.75686551,18.39550902,17.563127,2.7027027,22.719833,3,IN
533,274.6831771,-13.79914828,16.64237374,15.638019,2.7027027,20.966698,3,IN
534,274.6765718,-13.7985045,17.42565741,16.535947,2.7027027,21.749982,3,IN
535,274.6823608,-13.79700953,17.59031813,16.718285,2.7027027,21.914642,3,IN
536,274.6521855,-13.79607865,17.98260934,17.122423,2.7027027,22.306934,3,IN
537,274.6737305,-13.79479337,16.94111198,15.966905,2.7027027,21.265436,3,IN
538,274.693108,-13.79459106,17.85253162,16.969098,2.7027027,22.176856,3,IN
539,274.673941,-13.79431001,16.48839693,15.463118,2.7027027,20.812721,3,IN
540,274.6775196,-13.79297608,16.6396504,15.659782,2.7027027,20.963975,3,IN
541,274.6616844,-13.79284188,16.38105905,15.339859,2.7027027,20.705383,3,IN
542,274.6616193,-13.78948135,17.76912027,16.897835,2.7027027,22.093445,3,IN
543,274.6520986,-13.78631649,16.82757533,15.845169,2.7027027,21.1519,3,IN
544,274.6717095,-13.78365636,16.51179883,15.49046,2.7027027,20.836123,4,IN
545,274.653813,-13.78284592,17.70762268,16.827037,2.7027027,22.031947,4,IN
546,274.688028,-13.78255671,16.95315799,15.971484,2.7027027,21.277482,4,IN
529,274.6574234,-13.76978871,17.30880234,16.413841,2.7027027,21.633127,4,IN
547,274.662259,-13.78241177,16.21164167,15.149682,2.8228228,20.639269,4,IN
528,274.6863211,-13.77215391,17.21634424,16.271523,2.7027027,21.540669,4,IN
526,274.6931997,-13.77364512,17.93700857,17.072127,2.7027027,22.261333,4,IN
509,274.6688702,-13.76925079,16.00231443,14.957472,2.5825826,20.223335,4,IN
510,274.6791923,-13.76659031,17.06164522,16.121009,2.5825826,21.282666,4,IN
511,274.6713779,-13.76115549,17.05378938,16.123144,2.5825826,21.27481,4,IN
512,274.6808689,-13.79970054,16.39505483,15.375725,2.5825826,20.616076,4,IN
513,274.6619112,-13.79748525,15.57400616,14.587937,2.5825826,19.795027,4,IN
514,274.7006606,-13.79413045,16.18570616,15.141142,2.5825826,20.406727,4,IN
515,274.6585784,-13.79121887,16.18001254,15.148378,2.5825826,20.401034,4,IN
516,274.6723287,-13.7910153,16.93785687,16.003396,2.5825826,21.158878,4,IN
517,274.6785056,-13.78777674,16.24547722,15.204509,2.5825826,20.466498,4,IN
518,274.6798137,-13.7874961,16.34078419,15.325671,2.5825826,20.561805,4,IN
519,274.6931079,-13.78630532,16.94419873,16.012361,2.5825826,21.16522,4,IN
520,274.6811166,-13.78342921,16.27174713,15.237195,2.5825826,20.492768,4,IN
521,274.6709285,-13.7833972,17.06011322,16.14952,2.5825826,21.281134,4,IN
522,274.690266,-13.78103116,16.4342574,15.391674,2.7027027,20.758582,4,IN
523,274.6766063,-13.78086872,16.37571018,15.32673,2.7027027,20.700035,4,IN
524,274.6713828,-13.77901858,16.59036254,15.565421,2.7027027,20.914687,4,IN
525,274.6945499,-13.77887335,17.57729762,16.687669,2.7027027,21.901622,4,IN
527,274.6937383,-13.7733552,15.99631253,14.931771,2.7027027,20.320637,4,IN
548,274.6612782,-13.78210194,16.64191159,15.617478,2.8228228,21.069539,4,IN
549,274.6675168,-13.78199661,17.34970223,16.418309,2.8228228,21.77733,4,IN
550,274.6720466,-13.77971587,16.5212754,15.49697,2.8228228,20.948903,4,IN
573,274.6582342,-13.79857022,16.21234789,15.153643,2.8228228,20.639976,4,IN
574,274.6839338,-13.79849271,15.94729387,14.87583,2.8228228,20.374922,4,IN
575,274.6990276,-13.79767803,17.53303543,16.63479,2.8228228,21.960663,4,IN
576,274.6852372,-13.79741462,16.99132726,16.055752,2.8228228,21.418955,4,IN
577,274.6703012,-13.79736725,16.85976826,15.890517,2.8228228,21.287396,4,IN
578,274.6842202,-13.79713488,15.74355317,14.708099,2.8228228,20.171181,4,IN
579,274.6751396,-13.79526177,16.33023735,15.258586,2.8228228,20.757865,4,IN
580,274.6537424,-13.79420803,16.6328098,15.61876,2.8228228,21.060437,4,IN
581,274.6801997,-13.79339222,15.46555239,14.477703,2.8228228,19.89318,4,IN
582,274.6714307,-13.79300047,16.41822976,15.361043,2.8228228,20.845857,4,IN
583,274.6871492,-13.79284442,16.97047139,16.000557,2.8228228,21.398099,4,IN
584,274.6719831,-13.79194241,17.78252222,16.895684,2.8228228,22.21015,4,IN
585,274.6689998,-13.79071131,16.0835792,15.013894,2.8228228,20.511207,4,IN
586,274.6722868,-13.78810266,16.02819083,14.960189,2.8228228,20.455818,4,IN
587,274.6625972,-13.78464823,18.12833408,17.246892,2.8228228,22.555962,4,IN
588,274.6633822,-13.78121418,16.66778365,15.648044,2.9429429,21.198715,4,IN
589,274.6915071,-13.78065959,16.43194644,15.382512,2.9429429,20.962877,4,IN
572,274.6994665,-13.79864717,17.51448689,16.608003,2.8228228,21.942115,4,IN
571,274.6701529,-13.75371423,16.84750723,15.862722,2.8228228,21.275135,4,IN
570,274.6703381,-13.75622408,16.15949339,15.077211,2.8228228,20.587121,4,IN
569,274.6774053,-13.75724205,16.46402421,15.416786,2.8228228,20.891652,4,IN
551,274.6843204,-13.77958925,18.38827711,17.510394,2.8228228,22.815905,4,IN
552,274.6723361,-13.77944981,17.63527082,16.735507,2.8228228,22.062898,4,IN
553,274.6770739,-13.77781735,18.17025565,17.292277,2.8228228,22.597883,4,IN
554,274.6943831,-13.77746747,18.08426026,17.206055,2.8228228,22.511888,4,IN
555,274.6777381,-13.77723326,16.68131657,15.677989,2.8228228,21.108944,4,IN
556,274.6498746,-13.7748154,15.12531023,14.210038,2.8228228,19.552938,4,IN
557,274.6914213,-13.77349223,16.99815444,16.035704,2.8228228,21.425782,4,IN
558,274.6694926,-13.77246884,18.23553469,17.346286,2.8228228,22.663162,4,IN
507,274.6745143,-13.77643743,16.7881019,15.844748,2.5825826,21.009123,4,IN
559,274.6769583,-13.77140723,16.2640295,15.19746,2.8228228,20.691657,4,IN
561,274.6846204,-13.76798072,16.00618643,14.932831,2.8228228,20.433814,4,IN
562,274.6829606,-13.76765467,17.25485665,16.324563,2.8228228,21.682484,4,IN
563,274.6812173,-13.76583298,16.15705384,15.098543,2.8228228,20.584682,4,IN
564,274.6682001,-13.7635998,16.14593401,15.063393,2.8228228,20.573562,4,IN
565,274.6866558,-13.76101324,16.80220603,15.809095,2.8228228,21.229834,4,IN
566,274.6663468,-13.76064665,18.30786676,17.439197,2.8228228,22.735494,4,IN
567,274.6682135,-13.75922826,15.95303172,14.873488,2.8228228,20.380659,4,IN
568,274.6644485,-13.75880903,15.96147547,14.881069,2.8228228,20.389103,4,IN
560,274.676429,-13.76922433,17.23873165,16.289998,2.8228228,21.666359,4,IN
338,274.6939053,-13.77628695,12.8569789,12.513052,-0.66066066,14.288811,4,IN
337,274.6529928,-13.76536805,15.18781624,14.500315,-0.78078078,16.516345,4,IN
336,274.6892026,-13.78258101,15.07493644,14.413708,-1.1411411,16.093555,4,IN
107,274.6684204,-13.7530069,16.35821694,15.15032,4.024024,21.818878,4,IN
108,274.6686903,-13.7682518,15.72209186,14.623456,4.024024,21.182753,4,IN
109,274.68543,-13.77434828,15.94877141,14.800473,4.024024,21.409432,4,IN
110,274.6920491,-13.77692683,15.40791186,14.378029,4.024024,20.868573,4,IN
111,274.6995161,-13.7932363,15.34400293,14.322688,4.024024,20.804664,4,IN
112,274.6571007,-13.78037465,16.31280437,15.091174,4.1441441,21.876768,4,IN
113,274.6510119,-13.75068421,16.72908557,15.50827,4.2642643,22.396353,4,IN
114,274.6680028,-13.79859229,15.30112416,14.278904,4.2642643,20.968391,4,IN
115,274.6692628,-13.76613366,16.15200114,14.972353,4.2642643,21.819268,4,IN
116,274.6755414,-13.77500043,15.61149247,14.527037,4.2642643,21.27876,4,IN
117,274.6755414,-13.77500043,15.61149247,14.527037,4.2642643,21.27876,4,IN
118,274.6891125,-13.79520843,15.18878604,14.184049,4.2642643,20.856053,4,IN
119,274.6634388,-13.79964849,15.3552114,14.311707,4.3843844,21.125782,4,IN
120,274.6689276,-13.76547735,16.83361229,15.634722,4.3843844,22.604183,4,IN
121,274.6861352,-13.78084165,13.9346988,13.103993,4.3843844,19.705269,4,IN
122,274.6925243,-13.77970383,15.23694616,14.212357,4.3843844,21.007517,4,IN
123,274.6642253,-13.77148776,15.47094398,14.39717,4.5045045,21.344818,4,IN
106,274.6652086,-13.78447184,15.72692772,14.625413,4.024024,21.187588,4,IN
124,274.6687085,-13.79622722,14.8803193,13.910848,4.5045045,20.754193,4,IN
105,274.658078,-13.75633683,16.30061727,15.106579,4.024024,21.761278,4,IN
103,274.6715926,-13.79333542,15.74900451,14.652987,3.9039039,21.106362,4,IN
86,274.6625663,-13.7860345,15.82070339,14.759806,3.3033033,20.661544,4,IN
87,274.6898176,-13.77297911,16.1407726,15.007688,3.3033033,20.981613,4,IN
88,274.6602297,-13.75785553,16.32397609,15.173854,3.4234234,21.26812,4,IN
