,RA,DEC,J,H,Av,R,Weight,in_field
1529,274.6828734,-13.76690607,18.47734909,16.728982,9.6696697,28.793265,2,IN
1530,274.6570991,-13.76606421,18.43197608,16.684218,9.6696697,28.747892,2,IN
1531,274.6625553,-13.76415376,18.58362463,16.843146,9.6696697,28.899541,2,IN
1532,274.6812081,-13.76233855,18.35971889,16.585655,9.6696697,28.675635,2,IN
1533,274.6620028,-13.76172473,18.9256462,17.235417,9.6696697,29.241562,2,IN
1534,274.694411,-13.76004239,19.30890541,17.658013,9.6696697,29.624821,2,IN
1535,274.6784129,-13.79109844,14.10789287,13.065608,9.6696697,24.423809,2,IN
1536,274.6947041,-13.78938301,18.77141147,17.06348,9.6696697,29.087328,2,IN
1537,274.6883889,-13.78801062,16.08033284,14.615814,9.6696697,26.396249,2,IN
1538,274.6927935,-13.78681264,19.20749061,17.55983,9.6696697,29.523407,2,IN
1539,274.6860715,-13.78168466,14.31809683,13.318141,9.7897898,24.737316,2,IN
1540,274.6886798,-13.78099344,19.2290558,17.545622,9.7897898,29.648275,2,IN
1541,274.6790781,-13.77696216,14.53556422,13.529448,9.7897898,24.954784,2,IN
1543,274.6541762,-13.77463023,19.72016706,18.105851,9.7897898,30.139386,2,IN
1564,274.6779598,-13.78908249,18.517923,16.760071,9.7897898,28.937142,2,IN
1565,274.6634887,-13.78817128,16.88574815,15.294843,9.7897898,27.304968,2,IN
1566,274.6923851,-13.78775342,18.9694704,17.251017,9.7897898,29.38869,2,IN
1589,274.6868927,-13.76486346,19.28267983,17.617845,9.9099099,29.805202,2,IN
1590,274.6737786,-13.76400954,18.90468129,17.195937,9.9099099,29.427204,2,IN
1591,274.6692434,-13.76397938,19.27695523,17.612385,9.9099099,29.799478,2,IN
1592,274.6684803,-13.76218237,19.83201374,18.211975,9.9099099,30.354536,2,IN
1593,274.668862,-13.75973209,18.67205383,16.911737,9.9099099,29.194576,2,IN
1594,274.6939264,-13.75879902,17.21468416,15.54904,9.9099099,27.737207,2,IN
1595,274.6825491,-13.75735991,18.89465499,17.162213,9.9099099,29.417178,2,IN
1596,274.6963722,-13.75157144,18.83148896,17.088374,9.9099099,29.354012,2,IN
1597,274.664119,-13.79678983,18.88179388,17.174354,9.9099099,29.404317,2,IN
1598,274.666882,-13.79606981,14.47749548,13.498924,9.9099099,25.000018,2,IN
1599,274.6848427,-13.78912955,14.15445632,13.034746,9.9099099,24.676979,2,IN
1600,274.6970613,-13.7880266,19.37036997,17.717252,9.9099099,29.892893,2,IN
1601,274.6955122,-13.78662158,18.89768758,17.196092,9.9099099,29.42021,2,IN
1602,274.6937159,-13.7862,19.03397753,17.334105,9.9099099,29.5565,2,IN
1603,274.6541049,-13.78601145,18.28510706,16.481143,9.9099099,28.80763,2,IN
1604,274.6722747,-13.78297082,17.71666887,15.966665,9.9099099,28.239192,2,IN
1605,274.6696284,-13.78285218,14.8130573,13.820834,9.9099099,25.33558,2,IN
1588,274.6747024,-13.76597489,16.42054971,14.893571,9.9099099,26.943072,2,IN
1587,274.6843504,-13.7666563,18.88234333,17.14792,9.9099099,29.404866,2,IN
1586,274.6714338,-13.76705615,18.87896565,17.147329,9.9099099,29.401488,2,IN
1585,274.6581658,-13.76793702,18.82503484,17.104949,9.9099099,29.347558,2,IN
1567,274.6674994,-13.78497591,17.71652506,15.975931,9.7897898,28.135744,2,IN
1568,274.650906,-13.7825794,19.44249085,17.794958,9.7897898,29.86171,2,IN
1569,274.6552512,-13.7822362,19.63407779,17.988489,9.9099099,30.1566,2,IN
1570,274.6525549,-13.78191002,16.576684,15.020341,9.9099099,27.099207,2,IN
1571,274.6557678,-13.78122142,19.16394658,17.48997,9.9099099,29.686469,2,IN
1572,274.6894719,-13.78100225,19.36784198,17.710747,9.9099099,29.890365,2,IN
1573,274.658695,-13.7806554,20.30233789,18.703507,9.9099099,30.824861,2,IN
1574,274.6911586,-13.77990557,18.44020528,16.651184,9.9099099,28.962728,2,IN
1607,274.6862948,-13.77688049,18.93149897,17.220327,10.03003,29.557325,2,IN
1575,274.6923092,-13.77836108,18.48214447,16.708327,9.9099099,29.004667,2,IN
1577,274.6518842,-13.77720763,19.16557994,17.48037,9.9099099,29.688103,2,IN
1578,274.6545384,-13.77552437,19.16326323,17.470411,9.9099099,29.685786,2,IN
1579,274.6696686,-13.77509698,17.76653892,16.010541,9.9099099,28.289062,2,IN
1580,274.6493223,-13.77430657,19.49380505,17.829335,9.9099099,30.016328,2,IN
1581,274.6515578,-13.77354153,19.25859573,17.585561,9.9099099,29.781118,2,IN
1582,274.6836787,-13.77231238,19.14726215,17.487938,9.9099099,29.669785,2,IN
1583,274.653253,-13.77022533,19.9865967,18.350884,9.9099099,30.509119,2,IN
1584,274.6903199,-13.76867235,18.28198826,16.488894,9.9099099,28.804511,2,IN
1576,274.6525526,-13.77792312,18.36347112,16.570145,9.9099099,28.885994,2,IN
2030,274.6616584,-13.77310583,15.05364682,13.839349,11.831832,27.229022,2,IN
2031,274.6720781,-13.77137293,17.70680931,15.853734,11.831832,29.882185,2,IN
2032,274.6557848,-13.77069633,19.36840379,17.432495,11.831832,31.543779,2,IN
2478,274.692558,-13.75614063,19.21529507,16.767484,17.957958,36.659139,2,IN
2479,274.6837057,-13.79379219,18.58334317,16.237702,17.957958,36.027187,2,IN
2480,274.673878,-13.78559058,16.43731187,14.48896,17.957958,33.881156,2,IN
2481,274.66713,-13.78445105,16.79371606,14.654698,17.957958,34.23756,2,IN
2482,274.6902422,-13.76729497,18.20868714,15.908681,18.078078,35.755835,2,IN
2483,274.6938457,-13.75502169,20.1019597,17.491805,18.078078,37.649107,2,IN
2484,274.6801396,-13.78702765,19.57335885,17.044507,18.078078,37.120506,2,IN
2485,274.6921989,-13.7619161,19.38348416,16.879647,18.198198,37.033935,2,IN
2486,274.6812433,-13.79100952,17.93549627,15.661648,18.198198,35.585947,2,IN
2487,274.6947074,-13.77802433,18.75985469,16.366185,18.318318,36.513609,2,IN
2488,274.6975733,-13.7573541,16.7347672,14.587862,18.318318,34.488521,2,IN
2489,274.6700309,-13.76480048,17.23884242,15.338696,18.438438,35.0959,2,IN
2490,274.6898322,-13.76384465,18.13103228,15.815973,18.438438,35.98809,2,IN
2491,274.6936903,-13.7557367,18.53630196,16.164773,18.558559,36.496663,2,IN
2492,274.6550528,-13.79935328,15.13970786,13.304688,18.558559,33.100068,2,IN
2493,274.6552706,-13.79002348,19.27334322,16.783862,18.558559,37.233704,2,IN
2494,274.6533005,-13.78632664,16.6180234,14.647888,18.558559,34.578384,2,IN
2477,274.6869603,-13.77124615,18.71961488,16.351905,17.957958,36.163459,2,IN
2495,274.6649114,-13.75097717,20.07823449,17.421944,18.678679,38.141898,2,IN
2476,274.6517088,-13.79287764,16.53363393,14.4425,17.837838,33.874175,2,IN
2474,274.6949968,-13.77826654,19.04959627,16.629806,17.837838,36.390137,2,IN
2457,274.6540532,-13.77070608,17.64158136,15.45745,17.357357,34.568909,2,IN
2458,274.6557248,-13.76615813,16.39392787,14.35801,17.357357,33.321255,2,IN
2459,274.6721545,-13.78554621,16.95566361,15.188909,17.357357,33.882991,2,IN
2460,274.6828052,-13.7741663,16.49229211,14.43594,17.477477,33.522923,2,IN
2461,274.6911425,-13.75355706,17.85102721,15.62593,17.477477,34.881658,2,IN
2462,274.6710975,-13.78098094,16.8326273,15.028516,17.597598,33.966561,2,IN
2463,274.6506213,-13.77811926,17.02520703,15.231729,17.597598,34.159141,2,IN
2464,274.6795186,-13.77282357,19.96243976,17.389667,17.597598,37.096374,2,IN
2465,274.6508072,-13.75832458,18.98953204,16.59765,17.597598,36.123466,2,IN
2466,274.660814,-13.79247811,19.52084586,17.031477,17.597598,36.65478,2,IN
2467,274.6999594,-13.7871422,16.33923288,14.433277,17.597598,33.473167,2,IN
2468,274.6513862,-13.77752065,17.06757105,15.264324,17.717718,34.304809,2,IN
2469,274.6953329,-13.75680354,16.3825162,14.466227,17.717718,33.619754,2,IN
2470,274.6651883,-13.79597469,16.95287064,15.14343,17.717718,34.190108,2,IN
2471,274.6976217,-13.79378442,19.16140406,16.736413,17.717718,36.398642,2,IN
2472,274.6827484,-13.7876593,19.31455119,16.855511,17.717718,36.551789,2,IN
2473,274.6978533,-13.78506678,16.72570592,14.611488,17.717718,33.962943,2,IN
2475,274.6878093,-13.77101659,15.64930019,13.854752,17.837838,32.989841,2,IN
2456,274.6766045,-13.77593852,17.66212679,15.470492,17.357357,34.589454,2,IN
2496,274.6730634,-13.78365795,15.69922962,13.840502,18.678679,33.762894,2,IN
2498,274.6572399,-13.76702571,16.69793438,14.60451,18.798799,34.864902,2,IN
2520,274.6933471,-13.77113426,16.79310227,14.712274,19.159159,35.269979,2,IN
2521,274.6611997,-13.7612352,16.78527864,14.685979,19.159159,35.262156,2,IN
2522,274.6560704,-13.75014066,18.93788879,16.466763,19.159159,37.414766,2,IN
2523,274.6617293,-13.78355253,16.03002531,14.120934,19.159159,34.506902,2,IN
2524,274.6641482,-13.78328346,17.13579164,15.150969,19.159159,35.612669,2,IN
2525,274.6521052,-13.77798523,15.89822609,13.983766,19.279279,34.478407,2,IN
2526,274.6929874,-13.75883311,18.35619526,15.949624,19.279279,36.936376,2,IN
2527,274.660226,-13.79197519,18.65830194,16.216594,19.279279,37.238482,2,IN
2528,274.6580927,-13.77923085,16.4679616,14.512459,19.399399,35.151445,2,IN
2529,274.6620579,-13.77345153,17.19587192,15.227723,19.399399,35.879356,2,IN
2530,274.6706306,-13.77204537,15.62551979,13.692944,19.399399,34.309004,2,IN
2531,274.6501595,-13.78001058,15.21106656,13.288375,19.51952,33.997854,2,IN
2532,274.6710121,-13.76415206,17.02397936,15.040626,19.51952,35.810766,2,IN
2533,274.651854,-13.75942324,16.98180848,14.747793,19.51952,35.768596,2,IN
2534,274.6615484,-13.79791094,16.94838969,14.898808,19.51952,35.735177,2,IN
2535,274.6668318,-13.78245724,17.61092616,15.618534,19.63964,36.501017,2,IN
2536,274.6544028,-13.77907896,15.20793991,13.241082,19.63964,34.09803,2,IN
2519,274.6772747,-13.77115793,16.79500385,14.725196,19.159159,35.271881,2,IN
2497,274.6559821,-13.76843635,16.74510549,14.602773,18.798799,34.912073,2,IN
2518,274.6501389,-13.771507,17.20960398,15.223595,19.159159,35.686481,2,IN
2516,274.6782297,-13.7531415,16.21586064,14.307616,19.039039,34.589434,2,IN
2499,274.6872704,-13.76515059,15.57590283,13.710265,18.798799,33.74287,2,IN
2500,274.6898573,-13.784556,18.95356005,16.486465,18.798799,37.120527,2,IN
2501,274.6590396,-13.7791098,17.36969301,15.446275,18.918919,35.639964,2,IN
2502,274.691972,-13.77743962,15.50576238,13.630195,18.918919,33.776033,2,IN
2503,274.68086,-13.77389275,18.10651242,15.751393,18.918919,36.376783,2,IN
2504,274.6576858,-13.77224538,15.97415466,14.065946,18.918919,34.244425,2,IN
2505,274.6720856,-13.77197198,17.33667851,15.379135,18.918919,35.606949,2,IN
2506,274.677803,-13.76086677,15.03821883,13.179559,18.918919,33.308489,2,IN
2507,274.6914388,-13.75760809,18.9869601,16.513315,18.918919,37.257231,2,IN
2508,274.6778401,-13.75744881,17.37449853,15.420616,18.918919,35.644769,2,IN
2509,274.675818,-13.75578298,16.74908,14.738789,18.918919,35.019351,2,IN
2510,274.6787507,-13.79649149,19.0776557,16.599031,18.918919,37.347926,2,IN
2511,274.662176,-13.77165392,15.26828299,13.37093,19.039039,33.641857,2,IN
2512,274.6653106,-13.77067876,15.26685668,13.373158,19.039039,33.640431,2,IN
2513,274.6703704,-13.76336304,15.051111,13.180121,19.039039,33.424685,2,IN
2514,274.6768006,-13.75828067,15.51523067,13.625513,19.039039,33.888805,2,IN
2515,274.6747431,-13.75650857,15.81450352,13.903875,19.039039,34.188077,2,IN
2517,274.6697108,-13.77753599,17.11448514,14.859497,19.159159,35.591362,2,IN
2455,274.6713299,-13.77723149,16.71928846,14.958289,17.357357,33.646616,2,IN
2454,274.6704142,-13.79986855,18.900867,16.543097,17.237237,35.724891,2,IN
2453,274.6922979,-13.76439676,18.80497647,16.466684,17.237237,35.629001,2,IN
2393,274.6809565,-13.77353417,17.79775302,15.730695,15.435435,33.072228,2,IN
2394,274.6899317,-13.76795484,19.29814045,16.958832,15.435435,34.572615,2,IN
2395,274.6739101,-13.76293653,17.73332731,15.670185,15.435435,33.007802,2,IN
2396,274.6525018,-13.76239505,19.95351119,17.59644,15.435435,35.227986,2,IN
2397,274.6721099,-13.75348093,19.04566746,16.7496,15.435435,34.320142,2,IN
2398,274.6870903,-13.79233934,19.6357372,17.243675,15.435435,34.910212,2,IN
2399,274.6670476,-13.78748768,16.49409052,14.560067,15.435435,31.768565,2,IN
2400,274.6936751,-13.76333282,17.90822737,15.815466,15.555556,33.286005,2,IN
2401,274.7004535,-13.75097767,20.04630104,17.671974,15.555556,35.424079,2,IN
2402,274.6598207,-13.79657493,17.48979823,15.451466,15.555556,32.867576,2,IN
2403,274.664302,-13.78063372,17.32906263,15.296497,15.675676,32.810144,2,IN
2404,274.6513403,-13.76132867,19.13436426,16.814839,15.675676,34.615446,2,IN
2405,274.6886199,-13.75314838,18.06284195,15.936471,15.675676,33.543923,2,IN
2406,274.7000771,-13.78978336,17.93289825,15.827617,15.675676,33.41398,2,IN
2407,274.6666954,-13.77732557,18.53404954,16.323985,15.795796,34.118434,2,IN
2408,274.6689266,-13.77391154,18.67942801,16.435322,15.795796,34.263813,2,IN
2409,274.686708,-13.75016184,18.89594563,16.610176,15.795796,34.48033,2,IN
2392,274.6770139,-13.78284973,17.68664314,15.631792,15.315315,32.857815,2,IN
2410,274.6919863,-13.78969402,17.46877852,15.41897,15.795796,33.053163,2,IN
2391,274.6991832,-13.78098517,17.06625773,15.102814,15.315315,32.237429,2,IN
2389,274.6732035,-13.79808844,18.91374258,16.646267,15.195195,33.981611,2,IN
2372,274.6941576,-13.75766448,18.76226486,16.549259,14.954955,33.623526,2,IN
2373,274.672258,-13.79122838,17.2305446,15.269909,14.954955,32.091806,2,IN
2374,274.6700919,-13.79117017,15.59233704,14.00436,14.954955,30.453599,2,IN
2375,274.6817274,-13.78858106,19.47889048,17.139956,14.954955,34.340152,2,IN
2376,274.6995885,-13.78307006,18.85335802,16.605839,14.954955,33.714619,2,IN
2377,274.6816346,-13.76475028,17.53597531,15.527999,15.075075,32.50054,2,IN
2378,274.6976672,-13.76439367,17.16998771,15.194582,15.075075,32.134552,2,IN
2379,274.6904954,-13.7534085,20.04016555,17.718039,15.075075,35.00473,2,IN
2380,274.6740899,-13.75045264,19.75097608,17.408385,15.075075,34.715541,2,IN
2381,274.697072,-13.79978303,19.18666307,16.888895,15.075075,34.151228,2,IN
2382,274.6577212,-13.7936487,19.02954658,16.758428,15.075075,33.994111,2,IN
2383,274.6525426,-13.79029711,18.38569564,16.234556,15.075075,33.35026,2,IN
2384,274.6872347,-13.78508288,18.2881238,16.156671,15.075075,33.252689,2,IN
2385,274.67544,-13.78497909,17.85321332,15.801966,15.075075,32.817778,2,IN
2386,274.6929938,-13.7806308,17.03337821,15.071871,15.195195,32.101246,2,IN
2387,274.6702042,-13.77553693,19.54311639,17.172531,15.195195,34.610984,2,IN
2388,274.6982858,-13.79889238,19.48515517,17.103647,15.195195,34.553023,2,IN
2390,274.6977849,-13.78185,17.95812807,15.868914,15.315315,33.129299,2,IN
2411,274.7001358,-13.78691226,17.80701696,15.708993,15.795796,33.391402,2,IN
2412,274.6922948,-13.77231179,19.1129772,16.773909,15.915916,34.800665,2,IN
2413,274.6690863,-13.77026955,19.88764622,17.453367,15.915916,35.575334,2,IN
2436,274.6754938,-13.76639352,15.05718438,13.4589,16.396396,31.158086,2,IN
2437,274.6666642,-13.76453543,16.32293291,14.345719,16.396396,32.423834,2,IN
2438,274.6990783,-13.75865468,17.36960961,15.281202,16.396396,33.470511,2,IN
2439,274.6548063,-13.7764885,16.96964106,14.912614,16.516517,33.173846,2,IN
2440,274.6610348,-13.77278363,18.3939586,16.16745,16.516517,34.598163,2,IN
2441,274.6877527,-13.76635762,18.02874297,15.857134,16.516517,34.232947,2,IN
2442,274.67518,-13.76620098,16.76762639,14.72576,16.516517,32.971831,2,IN
2443,274.6515205,-13.76345608,18.81939274,16.514703,16.516517,35.023597,2,IN
2444,274.7000185,-13.76607729,18.34052712,16.115094,16.636637,34.648035,2,IN
2445,274.6690994,-13.77863433,17.47822333,15.348509,16.756757,33.889034,2,IN
2446,274.6986159,-13.77855503,20.37318232,17.858914,16.756757,36.783993,2,IN
2447,274.6700624,-13.76309525,16.64340162,14.921933,16.756757,33.054213,2,IN
2448,274.6976234,-13.79877874,18.42292589,16.165806,16.876877,34.93704,2,IN
2449,274.6584834,-13.78193216,16.97919613,14.865747,17.117117,33.699917,2,IN
2450,274.6780507,-13.7759839,18.92662609,16.571346,17.117117,35.647347,2,IN
2451,274.6646364,-13.7655686,19.45268938,16.993364,17.117117,36.17341,2,IN
2452,274.6694574,-13.77622438,18.37507158,16.098002,17.237237,35.199096,2,IN
2435,274.6838067,-13.76722534,20.201588,17.71893,16.396396,36.302489,2,IN
2434,274.6821408,-13.77535999,18.23102903,16.040395,16.396396,34.33193,2,IN
2433,274.6602575,-13.77680101,16.24628099,14.287039,16.396396,32.347182,2,IN
2432,274.6733748,-13.79285353,18.17923786,15.994788,16.276276,34.176836,2,IN
2414,274.7002457,-13.76032146,18.87284832,16.58141,15.915916,34.560536,2,IN
2415,274.6828729,-13.7977046,20.19262828,17.786268,15.915916,35.880316,2,IN
2416,274.6803455,-13.79736011,19.27873511,16.912577,15.915916,34.966423,2,IN
2417,274.6992113,-13.77760458,19.16184288,16.807109,16.036036,34.952834,2,IN
2418,274.6972894,-13.76195244,18.89791157,16.598386,16.036036,34.688903,2,IN
2419,274.6906269,-13.76151263,18.56076208,16.336318,16.036036,34.351753,2,IN
2420,274.6708483,-13.79896056,19.15832678,16.804671,16.036036,34.949318,2,IN
2421,274.6841326,-13.79295606,19.295389,16.921212,16.036036,35.08638,2,IN
2537,274.6787798,-13.76537275,16.95310111,14.894034,19.63964,35.843191,2,IN
2422,274.6895786,-13.79210176,19.46021925,17.056551,16.036036,35.25121,2,IN
2424,274.6621979,-13.7809662,17.34506695,15.280899,16.156156,33.239361,2,IN
2425,274.6886419,-13.77839543,15.99660869,14.12549,16.156156,31.890903,2,IN
2426,274.6604266,-13.77107056,17.85373881,15.730475,16.156156,33.748033,2,IN
2427,274.686249,-13.7657158,18.14018356,15.975722,16.156156,34.034478,2,IN
2428,274.6948207,-13.76524601,18.34078199,16.138073,16.156156,34.235077,2,IN
2429,274.6850799,-13.76308948,14.44675892,12.880783,16.156156,30.341053,2,IN
2430,274.6965957,-13.76178179,17.9136097,15.776796,16.156156,33.807904,2,IN
2431,274.668584,-13.76530435,16.86013586,14.827609,16.276276,32.857734,2,IN
2423,274.6544409,-13.78246855,17.57521475,15.477871,16.156156,33.469509,2,IN
2538,274.6732358,-13.76354255,17.05567661,15.071226,19.63964,35.945767,2,IN
2539,274.68558,-13.75791976,16.18192735,14.216565,19.63964,35.072018,2,IN
2540,274.6834934,-13.75487384,16.30908364,14.332351,19.63964,35.199174,2,IN
2647,274.6802238,-13.77754212,15.59426567,13.31965,22.522523,36.963635,2,IN
2648,274.656969,-13.77304931,15.25835524,12.970224,22.522523,36.627725,2,IN
2649,274.6525467,-13.76056745,18.08593818,15.79319,22.522523,39.455308,2,IN
2650,274.6522278,-13.7823095,16.45636563,14.187551,22.642643,37.929039,2,IN
2651,274.6999632,-13.78112975,17.88973913,15.530937,22.642643,39.362412,2,IN
2652,274.6954761,-13.77536806,17.02394251,14.737888,22.642643,38.496616,2,IN
2653,274.6647329,-13.7613213,18.32202236,15.975371,22.642643,39.794695,2,IN
2654,274.6997133,-13.75934612,17.55095309,15.249922,22.642643,39.023626,2,IN
2655,274.6732231,-13.75320696,16.84990777,14.563821,22.642643,38.322581,2,IN
2656,274.6744103,-13.78718002,15.90444858,13.615192,22.762763,37.480425,2,IN
2657,274.6977879,-13.7975826,18.54316729,16.205695,22.882883,40.222447,2,IN
2658,274.7005048,-13.77724053,18.46525248,16.083843,23.003003,40.247835,2,IN
2659,274.6698557,-13.76962627,15.50639139,13.242952,23.003003,37.288974,2,IN
2660,274.6850609,-13.79256018,15.11146249,12.802307,23.003003,36.894045,2,IN
2661,274.6983781,-13.78659218,15.13486282,12.829393,23.123123,37.020749,2,IN
2662,274.6802867,-13.77559681,15.80035534,13.463816,23.243243,37.789545,2,IN
2663,274.6718949,-13.79514912,16.7336784,14.410513,23.243243,38.722868,2,IN
2646,274.6932487,-13.77835951,16.62482107,14.382776,22.522523,37.994191,2,IN
2664,274.6912252,-13.78296025,17.98096416,15.522958,23.243243,39.970154,2,IN
2645,274.6927347,-13.7563366,19.14273713,16.430001,22.402402,40.408804,2,IN
2643,274.6590715,-13.76290595,18.31728784,16.00225,22.402402,39.583354,2,IN
2626,274.6961294,-13.76413327,16.652818,14.447741,21.921922,37.505671,2,IN
2627,274.6579861,-13.78370872,15.86915377,13.70081,21.921922,36.722007,2,IN
2628,274.692263,-13.78042207,14.84699207,12.665607,22.042042,35.803149,2,IN
2629,274.6696136,-13.77622427,18.23588013,15.961854,22.042042,39.192037,2,IN
2630,274.6525655,-13.76843234,16.25726952,14.063563,22.042042,37.213426,2,IN
2631,274.6965543,-13.76722131,15.70004208,13.445697,22.042042,36.656199,2,IN
2632,274.6744719,-13.76419639,15.70479184,13.480691,22.042042,36.660948,2,IN
2633,274.6764867,-13.75370571,16.84018257,14.605609,22.042042,37.796339,2,IN
2634,274.6584166,-13.79496966,16.13422958,13.948111,22.042042,37.090386,2,IN
2635,274.6691864,-13.75830573,16.2972608,14.076216,22.162162,37.356721,2,IN
2636,274.6843918,-13.7517627,15.18471182,12.965742,22.162162,36.244172,2,IN
2637,274.6880836,-13.78157538,15.83895774,13.592388,22.282282,37.001721,2,IN
2638,274.658193,-13.76111783,16.44626676,14.20536,22.282282,37.60903,2,IN
2639,274.660103,-13.79407563,16.73641068,14.505005,22.282282,37.899174,2,IN
2640,274.6963464,-13.79197361,15.99118868,13.73831,22.282282,37.153952,2,IN
2641,274.6648219,-13.78003764,15.59120062,13.368017,22.402402,36.857267,2,IN
2642,274.697244,-13.77360974,16.20580179,13.947847,22.402402,37.471868,2,IN
2644,274.6787882,-13.76184209,15.87040536,13.637977,22.402402,37.136472,2,IN
2665,274.6982277,-13.75295032,17.05582086,14.701212,23.363363,39.148314,2,IN
2666,274.656637,-13.79003795,16.29338406,13.967747,23.363363,38.385877,2,IN
2667,274.6931547,-13.78218141,18.15660472,15.76042,23.483483,40.352401,2,IN
2690,274.686021,-13.7834781,18.14461867,15.547697,25.525526,42.096571,2,IN
2691,274.6827075,-13.79185114,18.88094784,16.254164,25.645646,42.936203,2,IN
2692,274.6698794,-13.76810928,18.90024832,16.258154,25.765766,43.058807,2,IN
2693,274.6828627,-13.79951094,17.73966405,15.125612,25.765766,41.898223,2,IN
2694,274.6921149,-13.79539516,16.56930888,13.928484,25.885886,40.831171,2,IN
2695,274.6991792,-13.79828143,17.25324756,14.637709,26.006006,41.618413,2,IN
2696,274.6837547,-13.79532627,16.03585153,13.376197,26.246246,40.607624,2,IN
2697,274.678293,-13.79528775,16.71529074,14.012559,26.486486,41.493669,2,IN
2698,274.6987348,-13.75086664,17.78759809,15.0484,27.327327,43.2891,2,IN
2699,274.6927477,-13.75836231,17.93849546,15.158687,27.447447,43.543301,2,IN
2700,274.6850424,-13.79531728,18.28422978,15.462926,27.687688,44.095642,2,IN
2701,274.6800503,-13.78903056,17.80237069,14.927219,28.648649,44.440209,2,IN
2702,274.6901534,-13.75265224,17.8328323,14.934181,28.768769,44.573974,2,IN
2703,274.6988029,-13.77603342,16.18861842,13.269235,29.249249,43.342973,2,IN
2704,274.6872376,-13.78401427,18.53792323,15.49376,29.96997,46.312098,2,IN
2705,274.6721606,-13.77470937,17.53856849,14.528456,30.09009,45.416046,2,IN
2706,274.6956908,-13.79384204,19.19809652,16.050364,30.930931,47.798698,2,IN
2689,274.6840518,-13.7959355,18.75984713,16.117006,25.405405,42.608496,2,IN
2688,274.7002175,-13.79901029,17.76143301,15.210101,25.165165,41.403475,2,IN
2687,274.6580506,-13.76329986,19.07852534,16.473103,25.165165,42.720568,2,IN
2686,274.695216,-13.76779348,19.15470948,16.583768,25.045045,42.693449,2,IN
2668,274.6815837,-13.77625127,17.09580144,14.74106,23.483483,39.291598,2,IN
2669,274.6912219,-13.76107162,15.87622869,13.517065,23.483483,38.072025,2,IN
2670,274.6983943,-13.79770832,18.23084331,15.795659,23.483483,40.426639,2,IN
2671,274.7002191,-13.77252669,16.69918254,14.334022,23.603604,38.998282,2,IN
2672,274.6697046,-13.75225213,16.56234068,14.189934,23.603604,38.86144,2,IN
2673,274.7006059,-13.7854512,16.70511873,14.345093,23.603604,39.004218,2,IN
2674,274.6978836,-13.76775233,16.85463315,14.472307,23.723724,39.257036,2,IN
2675,274.7003067,-13.78405968,16.42250056,14.042374,23.843844,38.928207,2,IN
2625,274.698074,-13.76529905,17.82140234,15.551525,21.921922,38.674256,2,IN
2676,274.672288,-13.75240595,15.26082068,12.873337,23.963964,37.86983,2,IN
2678,274.693105,-13.76612911,17.76221896,15.307351,24.204204,40.577835,2,IN
2679,274.6894078,-13.79063288,17.28001306,14.866403,24.204204,40.095629,2,IN
2680,274.6715332,-13.76902699,17.51035639,15.04692,24.324324,40.429276,2,IN
2681,274.6577102,-13.76044471,17.49898184,15.020077,24.324324,40.417901,2,IN
2682,274.6635612,-13.76449617,17.75483629,15.284759,24.444444,40.777059,2,IN
2683,274.649857,-13.75863937,17.57287383,15.09324,24.564565,40.6984,2,IN
2684,274.6866141,-13.79182852,18.77580077,16.255771,24.564565,41.901327,2,IN
2685,274.6936932,-13.76264166,17.59248528,15.080311,24.684685,40.821314,2,IN
2677,274.6978147,-13.79100174,16.95032694,14.519725,24.084084,39.66264,2,IN
2371,274.6878952,-13.77153594,18.59018142,16.401838,14.954955,33.451443,2,IN
2624,274.6626166,-13.76850522,16.47459008,14.300271,21.921922,37.327443,2,IN
2622,274.6570809,-13.79315546,16.61026325,14.437284,21.801802,37.359813,2,IN
2562,274.6539391,-13.78660644,15.2927522,13.242006,20.36036,34.802662,2,IN
2563,274.6531492,-13.78361032,16.37879841,14.344593,20.36036,35.888709,2,IN
2564,274.6855084,-13.78021707,15.82960038,13.764656,20.48048,35.442814,2,IN
2565,274.6821802,-13.77716122,15.68326582,13.63633,20.48048,35.296479,2,IN
2566,274.6896952,-13.77110094,17.26042926,15.126558,20.48048,36.873643,2,IN
2567,274.6498133,-13.76601471,17.41683764,15.29701,20.48048,37.030051,2,IN
2568,274.6560624,-13.78894915,16.06774743,14.027393,20.48048,35.680961,2,IN
2569,274.6535008,-13.78299048,17.17900714,14.924697,20.48048,36.792221,2,IN
2570,274.6868387,-13.76916553,16.24788799,14.201421,20.600601,35.964405,2,IN
2571,274.6643852,-13.76495317,16.23963008,14.170978,20.600601,35.956147,2,IN
2572,274.6944523,-13.77155288,17.82167064,15.677648,20.720721,37.641491,2,IN
2573,274.6910715,-13.7650279,16.49629884,14.420167,20.720721,36.316119,2,IN
2574,274.6966758,-13.7590181,16.13416784,14.048327,20.720721,35.953988,2,IN
2575,274.6756644,-13.75838982,14.73854597,12.629968,20.720721,34.558366,2,IN
2576,274.6807717,-13.75541602,17.36494492,15.261981,20.720721,37.184765,2,IN
2577,274.6709729,-13.75354091,17.72243742,15.591787,20.720721,37.542258,2,IN
2578,274.6731141,-13.79530187,15.73063033,13.642896,20.720721,35.55045,2,IN
2561,274.6858362,-13.75357713,14.74680486,12.731421,20.36036,34.256715,2,IN
