,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
35,97.84,1585661166,6,0,201209.15-564715.6,303.038092,-56.787699,36,36,58515.2241,0,0.822,,,,,,,,,,,,,,,,,,,19.9851,0.0532,20.1777,0.1394,19.9833,0.0725,19.1175,0.0257,19.2627,0.0749,19.132,0.0468,18.5751,0.0601,18.639,0.1173,18.5712,0.0655,8.58,1585661255.0
36,97.9,1585661145,2,0,201153.16-564619.8,302.971459,-56.772215,265,187,58317.5416,0,0.452,,,,,,,,,,,,,,,,,,,20.2279,0.1548,20.1396,0.147,20.2219,0.089,19.9143,0.1776,19.8594,0.136,19.8844,0.1247,,,,,,,15.0,
37,98.61,481592503,32,0,201156.13-564434.3,302.983711,-56.74294,36,64,58257.6525,0,0.611,,,,,,,,,,,,,16.9788,0.0751,16.5973,0.0269,17.2365,0.0082,16.3563,0.0816,16.0184,0.0159,16.6279,0.0086,15.7935,0.0733,15.4639,0.0127,16.0856,0.007,15.5496,0.0697,15.1626,0.0185,15.7588,0.009,13.83,481592506.0
38,99.17,1585661133,5,1,201154.91-564444.3,302.978735,-56.74568,43,57,58320.5352,0,0.544,,,,,,,,,,,,,20.2188,0.1343,19.882,0.092,20.3072,0.0501,19.6011,0.1386,19.4068,0.1264,19.7101,0.0423,19.1552,0.2558,19.0187,0.0945,19.2274,0.0705,,,,,,,13.92,481592503.0
39,99.59,1585661313,1,0,201210.63-564421.0,303.044313,-56.739224,36,36,58317.5452,0,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.722,0.0566,18.7738,0.1508,18.7406,0.1014,6.57,481592622.0
40,99.88,2686746163,0,16,201157.28-564707.5,302.988671,-56.785441,36,36,56927.4075,6,0.473,,,,,,,17.1885,,18.4996,,18.3468,,,,,,,,,,,,,,,,,,,,,,,,,,8.31,1585661150.0
41,101.66,481592612,9,0,201206.28-564405.3,303.025947,-56.734938,83,74,58405.4349,0,0.698,,,,,,,,,,,,,,,,,,,20.07,0.1147,19.9367,0.1737,20.038,0.0992,19.0005,0.0488,18.8725,0.0486,19.0359,0.0411,18.7312,0.0354,18.649,0.153,18.7344,0.0751,15.0,
42,101.76,481592622,45,0,201211.42-564422.6,303.047543,-56.73966,36,39,58155.2605,3,0.984,17.8309,0.0289,17.5535,0.1231,17.8331,0.0331,17.543,0.0323,17.496,0.0562,17.5566,0.0262,16.2592,0.013,16.2079,0.0093,16.2737,0.007,15.9052,0.0124,15.8632,0.0083,15.9259,0.0076,15.6881,0.0126,15.6218,0.0135,15.7074,0.0064,15.6311,0.0106,15.5789,0.0163,15.6401,0.0085,6.57,1585661313.0
43,102.67,1585661255,1,0,201210.17-564716.8,303.042395,-56.788045,36,36,58591.7617,0,0.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.922,0.0663,18.1838,0.1238,18.075,0.0765,8.58,1585661166.0
44,103.18,1585661326,1,0,201213.48-564435.4,303.056142,-56.743219,36,36,58317.5438,0,0.439,,,,,,,,,,,,,,,,,,,,,,,,,20.2653,0.0478,20.6494,0.2576,20.4332,0.205,,,,,,,15.0,
