,MainID,ra_now,dec_now,Gmag
9,6471706272652398336,303.0037885206218,-56.750942566136764,12.161659
31,6471703180275933184,303.0468576758212,-56.78452512107399,13.996832
4,6471706272652398080,303.0017697170566,-56.75539231962571,14.619179
26,6471706341371863936,303.0574500318557,-56.75271616289887,15.164747
36,6471706410091344768,303.04759039105153,-56.73973995052589,15.929493
41,6471703214635669120,303.0635300210546,-56.77901664826706,16.319761
28,6471706513170566784,303.0094323722305,-56.73906836062878,16.525244
20,6471706478810831488,302.9886263868456,-56.75174770022575,16.617495
1,6471706199636839680,303.0243728583148,-56.77074072715798,17.584599
21,6471703283355148928,303.04833693774526,-56.77354419758432,17.73194
18,6471703248995415808,303.0216686679496,-56.781481760908235,17.773092
8,6471706238292652672,303.04019026728884,-56.755951740804264,18.037222
7,6471703248995416704,303.0189784825912,-56.77645933693601,18.090258
22,6471706302716077184,303.0310829095284,-56.74403806537795,18.313808
6,6471703248993724288,303.0193036580033,-56.77629741753398,18.608006
13,6471705825975798272,302.99858717727346,-56.77306651453894,18.785294
40,6471706410089651840,303.0473454800935,-56.73864353025111,18.788343
32,6471706478811618176,302.9915007743466,-56.7400713544329,18.950682
5,6471706272653187072,302.99672345447726,-56.760922354734454,19.251583
15,6471703283355947136,303.0427054436389,-56.77209290472893,19.643986
34,6471706478810833024,302.9837222191325,-56.74295374253554,19.708282
33,6471703180275934336,303.03802857298984,-56.78772817637167,19.73386
0,6471706268356321792,303.0071272753937,-56.76435025530235,19.753714
24,6471703382138298368,303.0581189145775,-56.76273901253297,19.776121
19,6471703248995412352,303.03837127378245,-56.77851114219743,19.935368
35,6471706410089652352,303.0441932442891,-56.73921533741502,20.102695
16,6471705825976587776,303.00952048343606,-56.77854784923835,20.114628
17,6471706307012472320,303.0183007719651,-56.7449477994224,20.19282
25,6471706478809895296,302.98985043148946,-56.74478221675078,20.251083
23,6471703279059078272,303.0545901293857,-56.76816558011285,20.304766
10,6471705890399729792,302.9950126354597,-56.769897608368495,20.427319
11,6471706272651871616,303.001801432742,-56.75131929977578,20.439857
42,6471705791615120384,302.98763195663577,-56.78768151561073,20.540104
14,6471705894694587264,302.98965446151817,-56.766316815513754,20.878849
12,6471703248994476416,303.0261845586132,-56.776800354726,20.894869
27,6471705894694339968,302.9781240870943,-56.77245997290482,20.945568
38,6471706341371181952,303.05621308153894,-56.74321156174404,21.009188
3,6471706272652083456,303.0084390176562,-56.755409156262694,21.075962
2,6471706238292405120,303.0325250829311,-56.759120849839,21.186174
