,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
104,68.47,445133043,8,3,114551.88-645107.3,176.466096,-64.85204,36,53,58127.9065,0,0.982,,,,,,,,,,,,,,,,,,,17.8654,0.0177,17.9591,0.0282,17.8735,0.0317,17.2518,0.0354,17.5375,0.0788,17.3125,0.0576,16.8887,0.035,17.1094,0.056,16.944,0.0412,5.36,1540335617.0
105,68.78,2636826331,1,0,114550.22-645120.0,176.459281,-64.855566,36,36,58581.4546,0,0.509,,,,,,,,,,,,,,,,,,,19.7498,0.0339,20.5293,0.2456,19.8169,0.0958,,,,,,,,,,,,,5.18,445133060.0
106,68.88,2636826352,0,1025,114544.17-645137.8,176.434073,-64.860519,36,36,57474.6812,0,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8104,,18.3354,,17.9293,,5.47,1540335638.0
107,69.21,445133468,23,2,114532.07-645033.3,176.383663,-64.842548,67,62,58189.0092,0,0.984,18.5753,0.0676,18.676,0.1208,18.6023,0.0868,18.1286,0.0306,18.2452,0.0729,18.1267,0.0364,16.5788,0.0167,16.5739,0.0166,16.5754,0.0204,15.9411,0.0126,15.9444,0.0111,15.9448,0.0179,15.4502,0.0162,15.4224,0.0152,15.4348,0.0157,15.1661,0.02,15.1707,0.0208,15.1514,0.0228,7.78,444891654.0
108,70.41,445133473,14,3,114533.49-645105.8,176.389424,-64.851622,51,36,58106.9812,0,0.978,,,,,,,,,,,,,18.8244,0.0714,18.6429,0.1096,18.8503,0.0743,17.9943,0.0197,18.0008,0.0323,17.988,0.0319,17.2722,0.0314,16.9982,0.0337,17.2648,0.0333,16.8395,0.0367,16.6498,0.0757,16.8288,0.0333,5.59,2636826928.0
109,70.47,2636547813,3,0,114537.01-644929.8,176.404228,-64.824971,55,85,57983.2416,0,0.498,,,,,,,,,,,,,,,,,,,,,,,,,18.5941,0.0518,18.7243,0.1579,18.5685,0.1253,17.8647,0.0367,17.9242,0.216,17.8642,0.0778,4.86,2636547810.0
110,70.53,1540074600,2,0,114534.30-644945.6,176.392835,-64.82928,109,36,58580.5354,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,18.9916,0.0288,19.3575,0.1748,18.9719,0.0891,18.1178,0.0482,18.4528,0.1485,18.135,0.0987,9.49,1540074619.0
111,70.59,2636826333,2,0,114549.45-645126.4,176.456081,-64.857338,36,86,58028.0686,0,0.515,,,,,,,,,,,,,,,,,,,19.5904,0.1825,20.0079,0.1384,19.7845,0.0937,18.6023,0.0431,19.0864,0.2494,18.7379,0.1452,,,,,,,8.04,2636826331.0
112,70.72,1540074106,2,1,114552.94-644958.9,176.470517,-64.833058,36,124,58580.5326,0,0.549,,,,,,,,,,,,,,,,,,,20.0068,0.0615,19.8305,0.1552,19.9873,0.0978,19.1103,0.1165,19.2955,0.1859,19.0373,0.0927,,,,,,,7.13,444891250.0
113,70.75,445133060,9,0,114551.02-645118.1,176.462417,-64.855022,36,42,58213.1305,0,0.959,,,,,,,,,,,,,,,,,,,18.4406,0.0302,18.3007,0.0555,18.3982,0.0367,17.8263,0.0234,18.0277,0.0764,17.8051,0.0366,17.5328,0.0376,17.6765,0.0897,17.5346,0.0533,5.18,2636826331.0
