,MainID,ra_now,dec_now,Gmag
130,5332606522595645952,176.47319597293182,-64.84396360479948,11.423104
547,5332606586985483648,176.3871739101059,-64.82242804276333,11.610631
192,5332606415187820288,176.44669876504722,-64.85419410761477,12.6041155
390,5332606625675071232,176.41082042699648,-64.82121771985405,13.447305
478,5332606316437209472,176.48026953571005,-64.8524205178798,13.968275
638,5332603533298197248,176.3705432984651,-64.85519624562357,13.996593
221,5332606591315128192,176.40749809296872,-64.82827782195572,14.064962
499,5332600578360698752,176.40327803580857,-64.863750671549,15.314378
332,5332606385156667264,176.41820322178654,-64.86101961820177,15.774314
135,5332606591315122432,176.40606477873587,-64.83396301268003,15.794583
253,5332606419516409600,176.4328431332495,-64.85841256108249,15.798986
287,5332606934912521984,176.45370917584268,-64.82637815546803,15.87555
560,5332606213357983360,176.4710893333641,-64.8609545049936,15.919998
308,5332606488236105344,176.38363053956738,-64.84260266081539,15.955325
168,5332606591315116032,176.3985651754943,-64.83668823772616,16.049313
510,5332609408813651200,176.36995471085822,-64.84208994817219,16.113535
497,5332606316437201280,176.47287186742324,-64.85766608802547,16.113697
33,5332606522595639808,176.44104554054036,-64.84479350359801,16.18027
643,5332606316437202816,176.48269230796137,-64.85833876945273,16.235294
752,5332600578360628864,176.38324237561696,-64.86529903357949,16.26775
275,5332606316437211392,176.467636534241,-64.84852634167135,16.296747
339,5332606385131502720,176.4367197463634,-64.8614867268021,16.382065
93,5332606488235896576,176.40496811498505,-64.84104202231333,16.464535
388,5332606385156668544,176.43786582719576,-64.86267253896366,16.507671
17,5332606522595646336,176.42681015327176,-64.83737466692405,16.53408
18,5332606522595646208,176.43804537657772,-64.83966177421924,16.555735
8,5332606522595638400,176.43281547048082,-64.84374805150708,16.55873
646,5332606763113838976,176.47643415738713,-64.82143351955096,16.594353
528,5332600578360632576,176.3919498981855,-64.86165755576273,16.751411
52,5332606488235895296,176.41203930464116,-64.84404344571374,16.826134
512,5332606419516407552,176.45258577360093,-64.8644972675003,16.84264
355,5332606316412159488,176.46922216300817,-64.85318972955956,16.926268
490,5332600578360633344,176.39108033385747,-64.86025675746657,16.936216
251,5332606552626842880,176.43156443656483,-64.82464924182969,16.93724
296,5332606483907340160,176.38649776335728,-64.83566047289627,16.939116
250,5332606350771972352,176.46747136370806,-64.84538654129759,16.948988
229,5332606453876146688,176.40905098549538,-64.85542321819375,16.967108
487,5332606380828047360,176.4141873760693,-64.86531518632204,16.990164
399,5332606209027551488,176.4553374484405,-64.8602721018747,17.081055
257,5332606380828065920,176.42660621269113,-64.8585981145751,17.099005
726,5332606591315131392,176.3791513705409,-64.82003854362098,17.12477
244,5332606556955397504,176.42817502714217,-64.82486796351797,17.140278
337,5332606316437212160,176.4727682771526,-64.84905325078668,17.143072
476,5332606213362962176,176.46907547497045,-64.85882955726267,17.144527
328,5332606385156668416,176.4294489604294,-64.86137538708275,17.147545
37,5332606522595645312,176.41890448223575,-64.83659376277808,17.191532
43,5332606419516416128,176.42130327704862,-64.8475306000868,17.232317
211,5332606415188904576,176.42502486705385,-64.8571952272969,17.235472
27,5332606518267064192,176.4420043737475,-64.84136452066463,17.241522
12,5332606522595639424,176.43514178334766,-64.84342337887453,17.250784
543,5332606930582095104,176.45451726309324,-64.81794311224395,17.270367
666,5332603528969781504,176.3729379648158,-64.8582754927192,17.320957
147,5332606415190309632,176.44366194070525,-64.85267703033674,17.334652
561,5332600578335620096,176.40793801839857,-64.86646615647227,17.371515
217,5332606625674868224,176.41107570636947,-64.82747845238438,17.378645
356,5332606316437207424,176.47104346649272,-64.85198798703108,17.384762
348,5332606316437204864,176.4682407689208,-64.85347493014132,17.395538
409,5332606724423649536,176.4792936172064,-64.83609287778629,17.408974
140,5332606518265211520,176.4565820700342,-64.84562258288813,17.45051
62,5332606591315113984,176.4098761043945,-64.84047856988576,17.451977
864,5332600578360627840,176.37640611970448,-64.86608219646335,17.459097
389,5332606724423653248,176.47449303110224,-64.83202055979432,17.466354
276,5332606934912522112,176.44707713182234,-64.82530529409972,17.479485
153,5332606346466523008,176.4593701390446,-64.84116050053994,17.49822
807,5332606758783400192,176.48714755854684,-64.8213809218775,17.498848
609,5332606316437202304,176.48015090735743,-64.85818651850835,17.561918
446,5332606385156667136,176.43579351759337,-64.86467152606853,17.564775
122,5332606415187820800,176.41743846389528,-64.85192369683627,17.602894
463,5332606930586385920,176.4521723613813,-64.8198243166504,17.63603
453,5332606346466516480,176.48155726443377,-64.8488382048016,17.665125
663,5332606763113840512,176.47255032354215,-64.8192766788171,17.700266
104,5332606552624953344,176.4538217624355,-64.84087962097747,17.704073
91,5332606591315116288,176.40641752330507,-64.83817298739878,17.729942
323,5332606419516408960,176.43923016342623,-64.8606972282836,17.737503
209,5332606586986563072,176.39988399342707,-64.83209624123805,17.747631
96,5332606488210850816,176.4048275209329,-64.84124841813377,17.750671
298,5332606312111096576,176.46605415553884,-64.85202406415658,17.7612
178,5332606312106780032,176.45930821994727,-64.84715336489401,17.781017
59,5332606488210831232,176.4118440301255,-64.84485162926393,17.786106
631,5332603533275374720,176.37130636318918,-64.85534373937583,17.827127
87,5332606586987637504,176.4128900250118,-64.83426269608024,17.846937
516,5332609443173395840,176.37129218949778,-64.83520221033598,17.856829
612,5332603533275374592,176.37306689601152,-64.85551308542455,17.865353
428,5332606312111097728,176.47826122627734,-64.85034352233042,17.882421
71,5332606483909782656,176.41014629890418,-64.84462922755971,17.887968
580,5332606724423655936,176.4848160047133,-64.82895798172977,17.896484
317,5332606453876146560,176.38940058075394,-64.85163526008583,17.922108
447,5332606625675070976,176.40700689699918,-64.81997116392901,17.928905
459,5332606209031881088,176.4603044209053,-64.86114167662214,17.935228
728,5332606213357983232,176.47921822231854,-64.86274926180899,17.947857
40,5332606518267079168,176.4238860876225,-64.83530471778398,17.950346
412,5332606385156666112,176.42241639147773,-64.86358962223531,17.958061
392,5332606449548638848,176.3995122488169,-64.8593188357696,17.962856
158,5332606552627907840,176.43651499029207,-64.82873504308421,17.987038
137,5332606556955395072,176.443444364442,-64.83073120521314,17.98924
85,5332606415190306304,176.41697580153104,-64.84999997407834,18.029718
