,RA,DEC,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth,in_field,mask
30,303.2092224,-56.8289409,23401.27998,24078.26716,0.034524109,-0.028622188,0.747362554,0.001714891,6.190973282,1,7.3e-10,0,0.016532036,-0.006182787,-0.017279757,0.034365679,0.016613439,-0.006249475,-0.017318547,0.034437381,0.006656523,0.046740882,22.3341422,0.017313763,21.16995776,0.015371708,21.19927416,0.00333678,19.85701564,0.002991956,20.46885341,0.001713586,19.08619074,0.001556628,20.23969196,0.002395682,18.72850772,0.002283498,19.9416608,0.002114441,18.55117796,0.001878028,19.9327618,0.004855829,18.54979796,0.004079879,783467,4,IN,0
29,303.212908,-56.8172127,23373.48145,24238.77228,-0.412096292,-0.803198218,0.626665413,0.008224516,3.559195995,1,0.00013487,0,-0.263127403,-0.486315807,-0.017196947,0.033449019,-0.263444275,-0.486186802,-0.017236887,0.033514235,0.004402914,0.039880076,23.05582295,0.032697838,22.68878903,0.031126771,22.2878669,0.006261213,21.73790153,0.005576574,21.7662495,0.003775947,21.21484727,0.003377285,21.58693817,0.004198336,20.95181909,0.003789091,21.44793343,0.006680507,20.89975033,0.006029721,21.45558054,0.019928122,20.87994667,0.017926597,784775,4,IN,0
87,303.2164712,-56.80026623,23346.49169,24470.70575,-0.01525957,0.011392136,0.558751047,0.011066209,16.65250015,1,0.0,0,-0.016255241,0.02134903,-0.016904002,0.030390244,-0.016262023,0.021473078,-0.016944621,0.030454444,0.004328535,0.042059647,24.06676942,0.083788932,23.74063561,0.081965653,22.70322298,0.008750629,22.16563059,0.008184438,22.0211969,0.004425282,21.48686522,0.004095689,21.78160492,0.00496588,21.10792998,0.00455954,21.55547313,0.007331787,21.0108653,0.006754727,21.5828828,0.02259248,21.00903636,0.020603155,779750,10,IN,0
28,303.2178107,-56.81340463,23336.68457,24290.85177,-0.057444803,0.084581353,0.754319012,0.012586404,22.23336029,1,0.000759485,0,-0.046123399,0.069083586,-0.01596902,0.034825926,-0.043662842,0.068771824,-0.016008306,0.034897171,0.004984557,0.039043728,24.65111359,0.145192693,24.20875626,0.163479095,23.31756176,0.01540417,22.37220386,0.012907723,22.60076943,0.007268946,21.60362091,0.005947309,22.45332045,0.008269916,21.31075905,0.006610702,22.28186403,0.014263815,21.25762949,0.011578152,22.32116891,0.042916362,21.27094282,0.034874076,785411,4,IN,0
24,303.2213285,-56.83341311,23310.69489,24016.9368,-0.376029313,0.147169337,0.85987854,0.010606013,11.28091717,1,0.660391338,0,-0.298242233,0.113651428,-0.016322494,0.034066495,-0.293689668,0.110582687,-0.016360415,0.03413577,0.008124458,0.047226805,25.00590787,0.200806813,23.60724199,0.244785735,23.89390359,0.028985667,21.77308246,0.021860856,22.76833466,0.009257863,20.62206504,0.006977294,22.38367778,0.008130623,20.12437519,0.005861199,22.0716578,0.011824477,19.89621447,0.008472326,22.76738346,0.063424552,21.14986465,0.08227628,783511,4,IN,0
23,303.2233891,-56.83566835,23295.30628,23986.04565,-0.617669225,-0.205787495,0.677478194,0.005236931,6.110280037,1,0.51719381,0,-0.370194144,-0.108786154,-0.015729879,0.03153198,-0.369591534,-0.109118246,-0.015767973,0.031598613,0.007138041,0.048048737,25.08439303,0.217182683,24.56760683,0.241320413,22.69096992,0.01100087,21.7028098,0.009766957,21.43790592,0.003226029,20.51159282,0.002858822,20.94205621,0.003106108,19.91435707,0.00281227,20.66205656,0.003537696,19.70844414,0.003079881,20.71017318,0.010148766,19.65577285,0.008672845,774340,4,IN,0
21,303.224842,-56.82539357,23284.23127,24126.67395,0.030796632,0.027571851,0.652819812,0.012347834,4.299817085,1,0.054464529,0,0.015862508,0.031909492,-0.016074796,0.033335548,0.016283056,0.031826276,-0.016113503,0.033408768,0.007537158,0.046616172,24.0939211,0.088747641,23.67929493,0.088806864,23.31997403,0.016090667,22.62460012,0.014154019,22.26798533,0.005865097,21.55606046,0.00518621,21.98403218,0.005936513,21.09023838,0.005302533,21.69412993,0.008769563,21.00050177,0.008022615,21.6298082,0.023420959,20.91816791,0.021487235,783503,4,IN,0
19,303.2258258,-56.83658391,23277.07858,23973.48792,0.328524947,0.83844316,0.702567816,0.106610812,11.52769279,1,0.86250947,0,0.191135357,0.52294083,-0.015779666,0.031541427,0.193822891,0.522967577,-0.015817685,0.031608149,0.006167195,0.044793199,27.82109626,2.70706984,25.28052893,1.529270848,25.5306797,0.13514544,22.43595838,0.056088767,24.82360292,0.060001814,21.98391103,0.041153263,23.96855253,0.033557955,21.11177419,0.029024595,23.87574228,0.060595231,21.12114894,0.052068471,24.89131446,0.471221616,22.48066372,0.518581191,774458,4,IN,0
18,303.2270572,-56.80762083,23267.29223,24369.92748,0.162884042,0.297988504,0.743153989,0.001397519,5.164651394,1,1.63e-05,0,0.105553194,0.214462393,-0.017983681,0.028771614,0.105542108,0.21449928,-0.018026549,0.028834719,0.003755754,0.040506667,21.65951496,0.01014404,21.00453951,0.009312232,20.66478828,0.002664459,19.76914381,0.002488602,20.18206285,0.001541204,19.24918441,0.001428588,20.07377425,0.002324424,18.99804504,0.002230171,19.84927438,0.001991565,18.88638448,0.001761068,19.83272305,0.004687701,18.85271928,0.003848196,783461,4,IN,0
16,303.2298468,-56.80924043,23246.42015,24347.7279,-0.047223512,0.067391403,0.706163824,0.009425105,5.230207443,1,0.021569094,0,-0.035174165,0.05330717,-0.018097372,0.028787678,-0.035149254,0.053593602,-0.018140359,0.028850883,0.00438433,0.039277788,23.72834543,0.06204997,22.59744542,0.055003473,22.8717712,0.010566331,21.97765523,0.00906212,22.21525296,0.005293911,21.14671217,0.004574935,22.04189857,0.005901636,20.90307853,0.005000986,21.78997249,0.008837213,20.75423269,0.007560397,21.78218485,0.026764309,20.69892774,0.022945781,783506,4,IN,0
