source_id,ra_Gaia,dec_Gaia,g,bp_rp,phot_variable_flag,Star_Id,RA_HST,Dec_HST,RA_toGaia,Dec_toGaia,F125W,eF125W,F139M,eF139M,F160W,eF160W,J,eJ,H,eH,Ks,eKs,inMUSE,membership,Weight
,,,,,,22339,251.765725,-45.85733774,251.7656972,-45.8573429,16.9503,0.038,16.2026,0.038,15.8247,0.038,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27542,251.774687,-45.84493789,251.774672,-45.8449382,16.9523,0.049,16.1056,0.064,15.5297,0.057,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27543,251.7720561,-45.85281133,251.7720338,-45.8528142,16.9543,0.064,16.2146,0.079,15.8047,0.086,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,43448,251.7750272,-45.84058008,251.7750158,-45.8405792,16.9593,0.065,16.0476,0.052,15.6387,0.045,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19545,251.7567155,-45.85173932,251.7566898,-45.8517448,16.9593,0.04,16.3686,0.053,15.9847,0.058,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22869,251.7724876,-45.85766861,251.7724614,-45.8576726,16.9623,0.06,16.1106,0.066,15.6987,0.064,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27553,251.7718749,-45.85167148,251.7718534,-45.851674,16.9673,0.051,16.2076,0.058,15.8497,0.062,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,18918,251.7613239,-45.86294875,251.7612901,-45.8629562,16.9713,0.044,16.4156,0.042,16.2197,0.058,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27556,251.7758593,-45.84546531,251.7758442,-45.8454656,16.9733,0.067,15.8996,0.054,15.3047,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19332,251.7749956,-45.8575004,251.7749703,-45.8575038,16.9753,0.028,16.4096,0.037,16.1337,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22447,251.7525483,-45.85317956,251.7525201,-45.8531862,16.9833,0.06,16.3366,0.056,15.8507,0.057,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,12833,251.754991,-45.84497398,251.7549703,-45.8449781,16.9853,0.099,16.4386,0.11,16.2997,0.103,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,5055,251.7486224,-45.85111429,251.7485949,-45.8511211,16.9863,0.076,16.3666,0.11,16.1947,0.154,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,44990,251.7553387,-45.83897006,251.7553231,-45.8389726,16.9933,0.086,16.3786,0.077,16.0277,0.084,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,44991,251.7621888,-45.84408196,251.7621709,-45.8440844,17.0013,0.037,16.3636,0.065,16.1357,0.062,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27569,251.7693657,-45.8519678,251.7693433,-45.8519709,17.0043,0.053,16.2686,0.072,16.0317,0.063,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27570,251.7792231,-45.84597218,251.7792084,-45.8459719,17.0053,0.04,16.1916,0.042,16.0497,0.043,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27573,251.7810607,-45.84295361,251.7810491,-45.8429522,17.0093,0.025,16.2926,0.046,15.9297,0.046,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,43452,251.7789597,-45.83738889,251.778952,-45.8373865,17.0103,0.038,16.4196,0.047,16.0127,0.036,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19393,251.7578557,-45.85602026,251.7578267,-45.8560266,17.0133,0.038,16.3986,0.04,16.0557,0.047,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27578,251.7708211,-45.85140119,251.7707996,-45.8514039,17.0183,0.047,16.2196,0.062,15.8657,0.064,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27584,251.7732712,-45.85334469,251.7732488,-45.8533474,17.0253,0.034,15.8616,0.039,14.8387,0.034,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27586,251.780431,-45.8475279,251.7804155,-45.8475278,17.0263,0.046,16.4026,0.053,16.0517,0.06,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27592,251.7686129,-45.85046348,251.7685915,-45.8504664,17.0333,0.109,16.3316,0.123,15.9507,0.113,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,43453,251.7771885,-45.83773511,251.7771801,-45.8377332,17.0363,0.045,16.1486,0.044,15.7637,0.046,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,26819,251.75835,-45.85349431,251.7583233,-45.8534999,17.0363,0.219,16.3606,0.232,15.9527,0.145,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45001,251.7592693,-45.8458625,251.7592491,-45.845866,17.0423,0.265,16.1146,0.235,15.5967,0.219,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,16095,251.7678073,-45.85616591,251.767781,-45.8561704,17.0463,0.055,16.2366,0.083,16.5927,0.199,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19351,251.7646015,-45.85694653,251.7645737,-45.8569518,17.0483,0.028,16.2316,0.038,15.7507,0.033,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27602,251.7706857,-45.85169489,251.770664,-45.8516977,17.0493,0.175,16.1406,0.18,15.3987,0.16,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19390,251.7738385,-45.8561968,251.7738139,-45.8562001,17.0493,0.034,16.3216,0.049,15.8917,0.055,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27605,251.7653501,-45.84981936,251.7653284,-45.8498227,17.0563,0.114,16.4616,0.147,15.7487,0.141,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,4662,251.7489353,-45.85115595,251.7489079,-45.8511627,17.0573,0.059,16.4016,0.067,16.0467,0.073,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,4689,251.7663965,-45.84735872,251.7663771,-45.8473612,17.0593,0.379,16.7816,0.494,16.4377,0.529,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27609,251.7665235,-45.84984788,251.766502,-45.849851,17.0623,0.06,16.5866,0.095,16.2227,0.086,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27617,251.7792309,-45.84305053,251.7792187,-45.8430495,17.0713,0.034,16.4266,0.05,16.1237,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27620,251.7680786,-45.85233183,251.7680555,-45.8523353,17.0723,0.181,16.1676,0.225,15.2717,0.173,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,403,251.7522064,-45.85212942,251.7521791,-45.8521358,17.0723,0.049,16.3066,0.052,16.0517,0.064,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22917,251.779316,-45.85054589,251.7792976,-45.8505468,17.0723,0.221,16.2806,0.242,15.6807,0.173,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27618,251.7647262,-45.84822566,251.7647056,-45.8482287,17.0723,0.137,16.7466,0.303,16.5937,0.326,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19544,251.7550555,-45.85189896,251.7550292,-45.8519048,17.0743,0.065,16.5046,0.067,16.1077,0.071,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22343,251.7627373,-45.85695562,251.7627089,-45.8569612,17.0853,0.12,16.2056,0.1,15.5227,0.102,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,6081,251.7530181,-45.84687936,251.7529953,-45.8468843,17.0933,0.023,16.3566,0.033,15.9297,0.034,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27629,251.7721361,-45.85305507,251.7721136,-45.8530579,17.0963,0.062,16.4336,0.075,16.0477,0.082,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27633,251.779447,-45.84441691,251.7794337,-45.8444162,17.1053,0.079,16.2376,0.071,16.0067,0.061,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19574,251.7589957,-45.84769685,251.758974,-45.8477009,17.1063,0.11,16.5656,0.112,16.2617,0.14,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,43455,251.7625182,-45.8463655,251.7624985,-45.8463685,17.1063,0.18,16.7506,0.196,16.5737,0.31,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27637,251.7664807,-45.8478787,251.7664609,-45.8478813,17.1143,0.113,16.2366,0.134,16.7097,0.267,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45031,251.7619897,-45.83813136,251.7619767,-45.8381324,17.1223,0.029,16.2366,0.048,15.6097,0.033,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19481,251.7678705,-45.85415331,251.7678459,-45.8541573,17.1253,0.041,16.4396,0.054,16.2247,0.032,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22510,251.7648672,-45.84363154,251.7648505,-45.8436334,17.1343,0.184,16.8036,0.29,16.5947,0.349,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27645,251.768434,-45.85232927,251.7684111,-45.8523327,17.1423,0.137,16.2636,0.144,15.6747,0.081,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19425,251.7644092,-45.8551418,251.7643828,-45.8551467,17.1523,0.047,16.5226,0.049,16.2067,0.044,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27652,251.7761412,-45.84483972,251.7761267,-45.8448398,17.1573,0.064,16.6876,0.124,16.0987,0.108,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27656,251.7692783,-45.85075695,251.7692569,-45.8507598,17.1653,0.113,16.6086,0.153,16.2377,0.142,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22478,251.7598443,-45.85106594,251.75982,-45.8510706,17.1723,0.074,16.5546,0.058,16.0597,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,43459,251.7686462,-45.84183043,251.768632,-45.8418311,17.1853,0.087,16.8316,0.152,16.5927,0.149,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27660,251.7709878,-45.851207,251.7709665,-45.8512096,17.1863,0.104,16.5996,0.098,16.3247,0.095,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27662,251.7720395,-45.85319013,251.7720169,-45.8531931,17.1913,0.051,16.4616,0.064,16.0197,0.071,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27663,251.7725086,-45.83906626,251.7724978,-45.8390655,17.1923,0.112,16.2736,0.12,15.9087,0.139,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,9825,251.7548306,-45.84949267,251.7548062,-45.8494979,17.1923,0.042,16.5466,0.059,16.1797,0.041,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19042,251.7754327,-45.86161488,251.775404,-45.8616193,17.1963,0.036,16.5636,0.051,16.1877,0.045,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27672,251.7707922,-45.84758191,251.7707739,-45.8475836,17.2033,0.048,16.4506,0.062,16.0277,0.053,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,1236,251.7693533,-45.84199847,251.7693392,-45.8419991,17.2103,0.149,16.1106,0.152,14.9587,0.125,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27677,251.7718897,-45.85024505,251.7718695,-45.8502473,17.2103,0.063,16.4646,0.078,16.0757,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45078,251.7550681,-45.842205,251.7550498,-45.8422084,17.2253,0.08,16.3576,0.06,16.1447,0.042,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,1620,251.7614506,-45.84025209,251.7614357,-45.8402538,17.2293,0.145,16.4816,0.168,16.1127,0.125,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22324,251.7727057,-45.85764441,251.7726796,-45.8576483,17.2313,0.07,16.5126,0.079,16.1927,0.08,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,15271,251.7726733,-45.84725716,251.7726557,-45.8472585,17.2333,0.131,15.7356,0.141,16.4037,0.157,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27688,251.7687342,-45.85017145,251.7687131,-45.8501742,17.2363,0.05,16.6306,0.064,16.3047,0.061,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27690,251.7686336,-45.84841465,251.768614,-45.848417,17.2383,0.059,16.4316,0.055,16.2007,0.046,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22415,251.7655212,-45.85425468,251.7654959,-45.8542591,17.2503,0.04,16.4686,0.04,15.9367,0.056,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,15989,251.7556743,-45.86175568,251.75564,-45.8617639,17.2543,0.14,17.3176,0.169,17.7847,0.112,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,6237,251.7498541,-45.84600775,251.7498311,-45.8460131,17.2573,0.059,16.6916,0.047,16.2757,0.058,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,3147,251.7537568,-45.85027195,251.7537315,-45.8502776,17.2593,0.068,16.6236,0.049,16.2837,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27706,251.7798863,-45.85103617,251.7798676,-45.8510371,17.2713,0.052,16.6056,0.051,16.1267,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22379,251.7721967,-45.85579571,251.772172,-45.8557993,17.2753,0.033,16.4236,0.041,15.8697,0.041,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27714,251.7658455,-45.84852326,251.7658249,-45.8485262,17.2823,0.145,16.7016,0.146,16.6347,0.246,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22462,251.7622849,-45.85215762,251.7622604,-45.8521621,17.2853,0.034,16.5606,0.036,16.1697,0.038,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19382,251.7727417,-45.85629055,251.7727167,-45.8562941,17.2873,0.041,16.6706,0.037,16.2727,0.058,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,7060,251.7675188,-45.84050547,251.7675054,-45.840506,17.2933,0.131,16.5846,0.093,16.2507,0.075,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45110,251.7629132,-45.84245236,251.7628969,-45.8424543,17.2953,0.04,16.5416,0.052,16.0907,0.055,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45113,251.76304,-45.83972399,251.763026,-45.8397252,17.2993,0.065,16.5636,0.082,16.3307,0.053,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45114,251.7672626,-45.83783107,251.7672513,-45.837831,17.3003,0.054,16.7426,0.065,16.3157,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27724,251.7706176,-45.85358066,251.7705943,-45.8535839,17.3033,0.095,16.6496,0.104,16.2097,0.121,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19149,251.7698502,-45.86058406,251.7698208,-45.8605893,17.3133,0.039,16.8096,0.046,16.4767,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45127,251.7632859,-45.83858567,251.7632729,-45.8385866,17.3183,0.092,16.6686,0.106,16.2607,0.099,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,16935,251.7588181,-45.85385669,251.7587912,-45.8538623,17.3303,0.059,16.5216,0.108,16.3387,0.081,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27741,251.7796571,-45.84532696,251.7796431,-45.8453265,17.3323,0.044,16.5786,0.06,16.0167,0.059,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,18845,251.7591052,-45.86357129,251.7590703,-45.8635793,17.3393,0.045,16.3206,0.06,15.6757,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27745,251.7749882,-45.84843999,251.7749703,-45.8484412,17.3443,0.061,16.4316,0.053,16.0347,0.04,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,11846,251.745902,-45.83800801,251.7458845,-45.8380121,17.3453,0.038,16.7116,0.039,16.2467,0.039,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27747,251.7821236,-45.83893776,251.7821156,-45.8389352,17.3453,0.035,16.5836,0.035,16.2077,0.033,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45140,251.7559565,-45.84113335,251.7559394,-45.8411363,17.3503,0.093,16.6896,0.058,15.1297,0.074,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19001,251.7667756,-45.86205098,251.7667441,-45.8620571,17.3523,0.046,16.7146,0.061,16.2527,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,9248,251.7460949,-45.85282167,251.7460653,-45.8528294,17.3633,0.057,16.4766,0.047,15.8097,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,16114,251.7678488,-45.85518348,251.7678234,-45.8551877,17.3683,0.063,16.4906,0.09,16.1317,0.102,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19547,251.7617187,-45.85161439,251.7616945,-45.8516189,17.3773,0.09,16.6146,0.104,16.2547,0.076,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27775,251.7719161,-45.84647621,251.771899,-45.8464775,17.3933,0.046,16.5526,0.052,16.1807,0.067,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,26703,251.7619546,-45.8569226,251.761926,-45.8569284,17.3973,0.057,16.7126,0.079,16.3327,0.048,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19524,251.7541911,-45.8523793,251.7541642,-45.8523854,17.4003,0.039,16.5816,0.048,16.0297,0.053,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27783,251.7683465,-45.85139276,251.7683243,-45.8513959,17.4093,0.154,16.3086,0.141,15.8387,0.148,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45164,251.761818,-45.84285868,251.761801,-45.8428609,17.4273,0.062,16.6806,0.056,16.3197,0.058,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,16328,251.7632278,-45.86008031,251.763197,-45.8600866,17.4333,0.09,16.6876,0.111,16.3607,0.074,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19354,251.764939,-45.85695961,251.7649113,-45.8569648,17.4363,0.037,16.7036,0.048,16.3257,0.049,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45172,251.7619641,-45.84420293,251.7619461,-45.8442055,17.4373,0.072,16.8916,0.105,16.5087,0.077,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,19477,251.7684956,-45.85425769,251.7684711,-45.8542616,17.4403,0.076,16.7596,0.076,16.2967,0.069,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45176,251.766842,-45.83746648,251.766831,-45.8374664,17.4443,0.076,16.7526,0.09,16.1357,0.051,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,22908,251.7553071,-45.85262963,251.7552803,-45.8526356,17.4483,0.057,16.9776,0.044,16.7427,0.055,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,15274,251.767115,-45.84345245,251.767099,-45.8434539,17.4543,0.142,16.9226,0.261,16.3567,0.235,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,27795,251.7754853,-45.851659,251.7754649,-45.8516609,17.4573,0.099,16.6396,0.1,16.1577,0.103,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,16936,251.7600954,-45.8472721,251.7600743,-45.8472758,17.4583,0.18,16.8216,0.21,16.7347,0.219,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
,,,,,,45187,251.7624485,-45.84321521,251.7624314,-45.8432174,17.4613,0.087,16.5246,0.092,16.0417,0.093,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,1,0,4
5.94E+18,251.7945291,-45.88082775,11.981368,2.373024,NOT_AVAILABLE,6127,251.7945651,-45.880828,251.7945259,-45.8808336,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,9.0439996,0.013,7.8070001,0.030999,7.2350001,0.046999,0,0,5
5.94E+18,251.7348038,-45.82806624,12.83842,2.5853682,NOT_AVAILABLE,4404,251.7348255,-45.8280328,251.7348132,-45.8280364,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,9.8769998,0.027,8.8009996,0.032999,8.2559995,0.037999,0,0,5
5.94E+18,251.7523295,-45.82661007,13.463597,0.9454384,NOT_AVAILABLE,5384,251.7522945,-45.8266402,251.7522883,-45.8266402,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.303999,0.037999,11.906,0.009999,11.76,0.017,0,0,5
5.94E+18,251.7672583,-45.84203102,13.658828,4.921747,VARIABLE,47,251.767278,-45.842022,251.7672633,-45.842023,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,7.0409998,0.017,6.96,,6.0310001,,1,0,5
5.94E+18,251.7446403,-45.82488915,13.994431,2.180379,NOT_AVAILABLE,4421,251.7446547,-45.8248709,251.7446478,-45.8248719,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.385999,0.016,10.463,0.016,10.152999,0.018999,0,0,5
5.94E+18,251.7239772,-45.86117319,14.009469,1.4405699,NOT_AVAILABLE,950,251.7240226,-45.8611544,251.7239799,-45.8611684,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.237,0.009999,11.744,0.008999,11.494,0.009999,0,0,5
5.94E+18,251.7791598,-45.8672046,14.185158,1.103034,NOT_AVAILABLE,5777,251.7791703,-45.8671901,251.7791381,-45.8671952,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.927,0.016,12.435,0.017999,12.282999,0.010999,0,0,5
5.94E+18,251.8126617,-45.88324154,14.244179,1.2630806,NOT_AVAILABLE,6042,251.812665,-45.8832478,251.8126289,-45.8832506,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.699,0.032999,12.151,0.023,11.982,0.028,0,0,5
5.94E+18,251.8046325,-45.83319195,14.284367,1.3288755,NOT_AVAILABLE,1952,251.8046388,-45.8332094,251.8046418,-45.8332011,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.732999,0.012,12.128999,0.009999,11.958999,0.014999,0,0,5
5.94E+18,251.7439374,-45.83126383,14.43367,2.3536634,NOT_AVAILABLE,3897,251.7439491,-45.8312534,251.7439367,-45.8312561,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.616999,0.010999,10.645,0.008999,10.303999,0.012,0,0,5
5.94E+18,251.7701413,-45.82675118,14.50087,2.3043127,NOT_AVAILABLE,2174,251.7701373,-45.8267501,251.770136,-45.8267467,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.746999,0.008999,10.815999,0.006,10.498999,0.008999,0,0,5
5.94E+18,251.8079361,-45.87602468,14.608003,2.3148727,NOT_AVAILABLE,2713,251.8079367,-45.8760498,251.8079052,-45.8760517,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.897999,0.012,10.84,0.008,10.539999,0.013,0,0,5
5.94E+18,251.7972866,-45.85633189,14.652324,2.818201,NOT_AVAILABLE,1117,251.7972745,-45.8563451,251.7972563,-45.856344,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.397,0.008999,10.218,0.006,9.8389997,0.009999,0,0,5
5.94E+18,251.7536466,-45.85411419,14.756791,1.8633957,NOT_AVAILABLE,5903,251.7536677,-45.8541192,251.7536391,-45.8541258,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,12.564,0.013,11.932999,0.008999,11.609999,0.014,1,0,5
5.94E+18,251.8188104,-45.8425687,14.814805,2.49339,NOT_AVAILABLE,3595,251.8188298,-45.8425837,251.8188291,-45.8425751,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,11.956999,0.012,10.814,0.006,10.5,0.014999,0,0,5
5.94E+18,251.7420674,-45.88266622,14.883191,1.267828,NOT_AVAILABLE,2563,251.7421426,-45.8826104,251.7420872,-45.8826264,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.326,0.014,12.765999,0.008999,12.494,0.017,0,0,5
5.94E+18,251.7612802,-45.84919468,14.992711,4.7238665,VARIABLE,5067,251.7612806,-45.8492155,251.7612582,-45.8492195,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.168999,0.024,9.0939998,0.017999,8.4840002,0.029999,1,0,5
5.94E+18,251.7752341,-45.86898542,15.066966,4.76441,VARIABLE,4661,251.7752551,-45.8689705,251.7752203,-45.8689768,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.342,0.041999,9.111,0.039999,7.7639999,0.057999,0,0,5
5.94E+18,251.801124,-45.83017772,15.136084,1.4937382,NOT_AVAILABLE,2065,251.801144,-45.8301405,251.8011486,-45.8301321,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.402,0.013,12.760999,0.012,12.607,0.018999,0,0,5
5.94E+18,251.738686,-45.84369818,15.17575,1.289382,NOT_AVAILABLE,1562,251.7386948,-45.8436955,251.7386706,-45.8437024,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.611,0.010999,13.086999,0.004999,12.873999,0.010999,0,0,5
5.94E+18,251.7121691,-45.81831217,15.223315,4.212947,NOT_AVAILABLE,769,251.712199,-45.818291,251.7121884,-45.8182965,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,10.743,0.020999,9.434,0.025,8.9289999,0.024,0,0,5
