source_id,ra_Gaia,dec_Gaia,g,bp_rp,phot_variable_flag,Star_Id,RA_HST,Dec_HST,RA_toGaia,Dec_toGaia,F125W,eF125W,F139M,eF139M,F160W,eF160W,J,eJ,H,eH,Ks,eKs,inMUSE,membership,Weight
5.94E+18,251.7303926,-45.86622008,19.523867,2.2922401,NOT_AVAILABLE,7096,251.7304599,-45.86621165,251.7304147,-45.8662257,16.7413,0.045,16.2496,0.063,16.0257,0.067,16.694999,0.023,15.81,0.025,15.416999,0.035999,0,0,5
5.94E+18,251.7778189,-45.85523632,19.528185,2.8148327,NOT_AVAILABLE,27417,251.7778255,-45.85523656,251.7778028,-45.8552389,16.7053,0.042,16.2826,0.057,16.0487,0.052,16.812,0.028999,15.958999,0.037,15.461,0.089,1,0,5
5.94E+18,251.7379364,-45.86501388,19.530355,,NOT_AVAILABLE,18657,251.7379611,-45.86499717,251.7379191,-45.8650095,14.8483,0.03,14.3496,0.041,14.0517,0.035,14.89,0.014999,13.822999,0.007,13.272999,0.014999,0,0,5
5.94E+18,251.7946076,-45.83021668,19.531149,,NOT_AVAILABLE,26893,251.794633,-45.83021562,251.7946357,-45.8302085,14.7693,0.045,14.1486,0.043,13.8057,0.043,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7277067,-45.83471231,19.533525,3.2638054,NOT_AVAILABLE,4384,251.7277198,-45.834694,251.7277,-45.8347007,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.765999,0.024,12.029999,0.017,11.239999,0.021999,0,0,5
5.94E+18,251.7327642,-45.872616,19.538038,2.3955173,NOT_AVAILABLE,531,251.7328158,-45.8725975,251.7327661,-45.8726127,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.395,0.017,14.329999,0.010999,13.892999,0.019999,0,0,5
5.94E+18,251.7668464,-45.80654036,19.539202,2.016611,NOT_AVAILABLE,44918,251.7668106,-45.80654212,251.766825,-45.8065343,16.7913,0.027,16.3546,0.036,16.0457,0.043,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7440918,-45.82488112,19.542576,,NOT_AVAILABLE,12968,251.7441643,-45.82487294,251.7441572,-45.824874,16.0073,0.046,15.5886,0.072,15.4097,0.076,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7578568,-45.86067674,19.54434,,NOT_AVAILABLE,19141,251.7578882,-45.86066231,251.7578554,-45.8606698,14.6123,0.046,14.1646,0.042,13.7657,0.041,14.753,0.016,13.619,0.019999,13.045,0.028,1,0,5
5.94E+18,251.7539727,-45.8723353,19.552347,3.398264,NOT_AVAILABLE,17434,251.7539997,-45.87232027,251.7539561,-45.8723314,15.2243,0.039,14.6926,0.039,14.4387,0.038,15.14,0.017,14.196,0.010999,13.663,0.016,0,0,5
5.94E+18,251.7281242,-45.87317679,19.553415,3.4642525,NOT_AVAILABLE,521,251.7281774,-45.8731567,251.7281259,-45.873173,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.288999,0.009999,14.373,0.007,13.847999,0.017,0,0,5
5.94E+18,251.7315616,-45.85529333,19.553852,,NOT_AVAILABLE,11707,251.7316243,-45.85528761,251.7315886,-45.8552987,14.8883,0.038,14.4006,0.047,14.1297,0.046,14.934,0.010999,13.880999,0.013,13.380999,0.014,0,0,5
5.94E+18,251.7243307,-45.86942333,19.555597,,NOT_AVAILABLE,4657,251.7243744,-45.8694194,251.7243249,-45.8694354,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.696,0.018999,14.819,0.021999,14.381999,0.029999,0,0,5
5.94E+18,251.747831,-45.82359098,19.559101,2.358635,NOT_AVAILABLE,44833,251.7477908,-45.82358799,251.7477859,-45.8235881,16.5803,0.025,16.0906,0.038,15.8977,0.039,16.603,0.019999,15.871,0.017999,15.527,0.027,0,0,5
5.94E+18,251.813065,-45.8353633,19.56126,2.7506676,NOT_AVAILABLE,27202,251.8130903,-45.83537041,251.8130939,-45.835361,16.2443,0.053,15.8386,0.055,15.5997,0.052,16.427999,0.023,15.479,0.016,15.159999,0.028,0,0,5
5.94E+18,251.7495973,-45.87249495,19.57996,2.48814,NOT_AVAILABLE,17419,251.749637,-45.87248162,251.7495921,-45.8724936,16.3793,0.029,15.9546,0.036,15.7557,0.037,16.437,0.021999,15.598999,0.019999,15.182999,0.025,0,0,5
5.94E+18,251.7298249,-45.88458266,19.583189,2.9501266,NOT_AVAILABLE,2514,251.7298939,-45.8845406,251.7298334,-45.8845594,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.324999,0.014,14.444999,0.008999,13.975999,0.021999,0,0,5
5.94E+18,251.7567867,-45.84630377,19.584671,3.6218815,NOT_AVAILABLE,6170,251.7568576,-45.84630074,251.7568364,-45.8463048,14.9093,0.033,14.4236,0.039,14.1757,0.047,15.020999,0.025,13.833,0.021999,13.029,0.048,1,0,5
5.94E+18,251.7851015,-45.86832479,19.585358,3.8189716,NOT_AVAILABLE,18065,251.7851353,-45.86831187,251.7851038,-45.8683161,14.9313,0.052,14.2566,0.048,13.9007,0.058,14.84,0.043,13.717,0.021999,13.21,0.024,0,0,5
5.94E+18,251.7311124,-45.85257468,19.591608,2.2316513,NOT_AVAILABLE,14985,251.7311849,-45.85257228,251.7311513,-45.8525828,16.9133,0.037,16.5146,0.044,16.2697,0.047,17.024,0.025,16.25,0.027,15.902,0.041,0,0,5
5.94E+18,251.7376493,-45.82165203,19.591982,2.7495575,NOT_AVAILABLE,44850,251.7376038,-45.82164561,251.7375976,-45.8216471,16.6353,0.03,16.1996,0.042,16.1387,0.063,16.628,0.041,15.727999,0.05,15.418999,0.059999,0,0,5
5.94E+18,251.7608662,-45.82869976,19.59526,3.0348778,NOT_AVAILABLE,44804,251.7608598,-45.82868907,251.7608543,-45.8286879,16.5283,0.037,16.1276,0.05,16.1217,0.072,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7872531,-45.85070036,19.595774,3.9460678,NOT_AVAILABLE,26907,251.7872667,-45.85070168,251.7872504,-45.8507011,14.8463,0.052,14.3076,0.046,14.0077,0.048,14.937,0.014,13.812,0.016,13.291,0.023,0,0,5
5.94E+18,251.768954,-45.86134995,19.59632,2.4504547,NOT_AVAILABLE,19075,251.7689815,-45.86133278,251.7689512,-45.8613383,16.7603,0.037,16.0996,0.052,15.7897,0.065,16.448999,0.030999,15.390999,0.035999,15.074,0.07,1,0,5
5.94E+18,251.7869838,-45.86007798,19.601713,2.729498,NOT_AVAILABLE,27347,251.7869959,-45.86008386,251.7869718,-45.8600857,16.5533,0.039,16.0806,0.061,15.8727,0.062,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7559901,-45.83208641,19.605543,3.8362045,NOT_AVAILABLE,44565,251.7559481,-45.83208691,251.7559384,-45.8320876,15.7483,0.034,15.2596,0.05,15.0627,0.047,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7448899,-45.86750264,19.609879,1.508894,NOT_AVAILABLE,18230,251.7449234,-45.86748243,251.7448813,-45.8674941,15.4403,0.032,14.8966,0.049,14.4967,0.032,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7708823,-45.88273718,19.60991,4.349249,NOT_AVAILABLE,163,251.7709244,-45.8827269,251.770877,-45.8827375,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.954999,0.013,12.369999,0.006,11.649,0.014999,0,0,5
5.94E+18,251.7317154,-45.87484587,19.611664,3.2302303,NOT_AVAILABLE,5856,251.7317657,-45.8748261,251.7317138,-45.8748421,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.539999,0.014,14.574,0.017,14.154999,0.018999,0,0,5
5.94E+18,251.7317625,-45.87123707,19.612455,3.4456825,NOT_AVAILABLE,2828,251.7318053,-45.87122,251.7317564,-45.8712351,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.312,0.008999,14.244,0.007,13.744999,0.014999,0,0,5
5.94E+18,251.754235,-45.8472721,19.619343,,NOT_AVAILABLE,6016,251.7543067,-45.84726919,251.754284,-45.847274,14.7673,0.037,14.2576,0.034,13.9417,0.042,14.935999,0.014,13.798999,0.010999,13.213,0.014999,1,0,5
5.94E+18,251.763336,-45.86116604,19.61969,,NOT_AVAILABLE,19089,251.7633665,-45.86115234,251.7633349,-45.8611589,15.8063,0.041,15.3266,0.043,15.0657,0.045,15.946999,0.017999,14.994,0.023,14.489,0.023,1,0,5
5.94E+18,251.7439481,-45.84389911,19.620167,2.5653572,NOT_AVAILABLE,5300,251.7440184,-45.8438977,251.7439956,-45.8439036,16.6453,0.045,16.2726,0.057,16.0577,0.066,16.684999,0.024,15.812999,0.027,15.394,0.032,0,0,5
5.94E+18,251.7588619,-45.85563044,19.621187,3.1598682,NOT_AVAILABLE,19416,251.7588962,-45.85561568,251.7588679,-45.8556217,14.8843,0.032,14.4056,0.05,14.1537,0.042,15.022999,0.017,13.904999,0.016,13.342,0.017,1,0,5
5.94E+18,251.816813,-45.86445396,19.622147,2.5772133,NOT_AVAILABLE,847,251.8168767,-45.8644538,251.8168573,-45.8644511,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.909,0.028,16.003999,0.025,15.704,0.041,0,0,5
5.94E+18,251.7258442,-45.8432363,19.625296,1.9956169,NOT_AVAILABLE,6684,251.7259073,-45.84323096,251.7258799,-45.8432401,16.8643,0.025,16.4046,0.041,16.1027,0.042,16.840999,0.032999,15.857999,0.032,15.498999,0.05,0,0,5
5.94E+18,251.7700071,-45.82940788,19.626667,,NOT_AVAILABLE,44782,251.7699744,-45.82941,251.7699708,-45.8294073,16.4653,0.037,16.0456,0.038,15.8377,0.039,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.761115,-45.85945142,19.6318,2.5727577,NOT_AVAILABLE,19242,251.7611364,-45.85943982,251.7611055,-45.8594464,16.9583,0.039,16.5516,0.044,16.3717,0.042,16.923999,0.059999,16.072,0.052999,16.079,0.115,1,0,5
5.94E+18,251.759345,-45.82129083,19.63232,2.4153595,NOT_AVAILABLE,44828,251.7593094,-45.82128218,251.7593096,-45.8212795,16.5723,0.05,16.0596,0.046,15.8437,0.047,16.544,0.027,15.64,0.027,15.310999,0.043999,0,0,5
5.94E+18,251.7725471,-45.88139242,19.63476,2.4439964,NOT_AVAILABLE,22072,251.7725764,-45.88139176,251.7725306,-45.8814017,16.8463,0.031,16.4016,0.04,16.1467,0.042,16.889999,0.046999,15.918999,0.029999,15.557,0.050999,0,0,5
5.94E+18,251.7498414,-45.88327353,19.640047,2.2428055,NOT_AVAILABLE,4509,251.7498554,-45.8832342,251.7498017,-45.8832489,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.486,0.07,15.56,0.057,15.123999,0.085,0,0,5
5.94E+18,251.8086937,-45.86849639,19.642477,2.6476688,NOT_AVAILABLE,695,251.8087503,-45.8685136,251.8087253,-45.8685134,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.236999,0.030999,15.175,0.021999,14.807999,0.037999,0,0,5
5.94E+18,251.7689557,-45.88777016,19.643814,2.6357136,NOT_AVAILABLE,16874,251.7689876,-45.88775908,251.7689355,-45.8877713,16.6053,0.029,16.1346,0.043,15.9097,0.054,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.751432,-45.86098905,19.6484,3.916216,NOT_AVAILABLE,19113,251.7514641,-45.86097185,251.7514292,-45.8609806,14.8783,0.032,14.4116,0.047,14.1347,0.045,14.918999,0.014,13.803999,0.013,13.25,0.019999,0,0,5
5.94E+18,251.737687,-45.86221477,19.648575,3.8297138,NOT_AVAILABLE,13158,251.7377389,-45.86221451,251.7376991,-45.8622262,14.9213,0.041,14.3576,0.098,13.7847,0.062,14.652,0.012,13.444,0.006,12.864999,0.010999,0,0,5
5.94E+18,251.7352813,-45.84149517,19.650206,2.1041908,NOT_AVAILABLE,6946,251.735345,-45.84149258,251.7353217,-45.8414995,17.0023,0.027,16.5316,0.038,16.2527,0.043,17.108999,0.026,16.173999,0.021999,15.838,0.035,0,0,5
5.94E+18,251.7896742,-45.84968253,19.651583,3.603281,NOT_AVAILABLE,26918,251.78969,-45.84968496,251.7896752,-45.8496837,14.9233,0.06,14.4776,0.051,14.2317,0.041,14.914999,0.041999,13.744,0.037,13.206999,0.061,0,0,5
5.94E+18,251.7107148,-45.84269552,19.65193,3.193674,NOT_AVAILABLE,12856,251.7107801,-45.84268372,251.7107489,-45.8426956,15.1303,0.033,14.7026,0.046,14.4307,0.039,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7974164,-45.86645893,19.652412,2.3782558,NOT_AVAILABLE,27520,251.7974261,-45.86646946,251.7973996,-45.8664709,16.9093,0.036,16.3636,0.05,16.0957,0.054,16.864999,0.028999,15.866,0.027,15.532999,0.041999,0,0,5
5.94E+18,251.7283842,-45.84416733,19.653456,3.359888,NOT_AVAILABLE,6522,251.7284504,-45.84415604,251.728423,-45.844165,15.4213,0.039,14.8836,0.041,14.6107,0.044,15.284999,0.017,14.203,0.018999,13.6,0.026,0,0,5
5.94E+18,251.8226009,-45.868325,19.656452,2.408371,NOT_AVAILABLE,704,251.8226282,-45.8683299,251.8226072,-45.868327,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,17.180999,0.052,15.847,0.024,15.503999,0.023,0,0,5
5.94E+18,251.735951,-45.84875488,19.65656,4.038494,NOT_AVAILABLE,5781,251.7360184,-45.84874805,251.7359893,-45.8487567,14.9513,0.031,14.4656,0.045,14.1437,0.038,14.934,0.009999,13.828,0.010999,13.307,0.026,0,0,5
5.94E+18,251.7241501,-45.82439823,19.659338,2.2121449,NOT_AVAILABLE,2252,251.7241411,-45.8243878,251.7241288,-45.8243926,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,17.075,0.048999,16.330999,0.043,16.087999,0.052999,0,0,5
5.94E+18,251.7980868,-45.86027451,19.659542,3.3236542,NOT_AVAILABLE,26986,251.7980977,-45.86028386,251.7980766,-45.8602836,15.3843,0.024,14.8216,0.037,14.5227,0.048,15.47,0.013,14.348999,0.009999,13.871,0.014,0,0,5
5.94E+18,251.7434573,-45.85414181,19.660599,2.8116474,NOT_AVAILABLE,12896,251.7435201,-45.8541375,251.7434887,-45.8541461,16.7643,0.034,16.2856,0.045,16.0267,0.043,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7777654,-45.87174795,19.66236,4.097742,NOT_AVAILABLE,17503,251.7777988,-45.87173964,251.7777624,-45.8717461,14.9693,0.044,14.4556,0.067,14.1237,0.057,14.928,0.012,13.805,0.008999,13.288,0.017999,0,0,5
5.94E+18,251.7729761,-45.84762089,19.668896,,NOT_AVAILABLE,26926,251.772991,-45.84762162,251.7729732,-45.847623,14.9823,0.045,14.3806,0.044,14.0677,0.047,14.63,0.039999,13.739,0.041999,13.442,0.046,1,0,5
5.94E+18,251.7834098,-45.8414806,19.670725,,NOT_AVAILABLE,1644,251.7833998,-45.8415052,251.78339,-45.841503,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.906999,0.014999,12.079,0.013,11.383999,0.019999,0,0,5
5.94E+18,251.7800272,-45.83661886,19.674652,,NOT_AVAILABLE,43323,251.7800445,-45.83661767,251.7800379,-45.8366149,14.9673,0.036,14.4686,0.04,14.1547,0.04,15.041,0.030999,14.076999,0.045,13.51,0.043999,1,0,5
5.94E+18,251.7524676,-45.87195486,19.675589,,NOT_AVAILABLE,17478,251.7524968,-45.87194068,251.7524531,-45.871952,15.3363,0.034,14.7786,0.044,14.5097,0.034,15.399999,0.012,14.383,0.016,13.821999,0.021999,0,0,5
5.94E+18,251.8292505,-45.84442973,19.683172,2.4198666,NOT_AVAILABLE,27410,251.8292803,-45.84443317,251.829281,-45.844423,16.6913,0.041,16.2846,0.045,16.0037,0.037,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7580398,-45.84055484,19.68351,3.726902,NOT_AVAILABLE,44461,251.757995,-45.84055862,251.7579789,-45.840561,15.0083,0.042,14.4286,0.061,14.1007,0.053,14.961999,0.017,13.833999,0.013,13.291,0.017999,1,0,5
5.94E+18,251.7749591,-45.80657667,19.684402,2.5655422,NOT_AVAILABLE,44744,251.7749209,-45.80658172,251.7749376,-45.8065723,16.3613,0.032,15.9336,0.039,15.7167,0.04,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7790723,-45.85663826,19.68465,4.0617447,NOT_AVAILABLE,26867,251.7790862,-45.85663974,251.7790627,-45.8566422,14.4953,0.049,13.8996,0.063,13.5777,0.07,14.472,0.012,13.18,0.008999,12.593,0.017999,1,0,5
5.94E+18,251.74412,-45.85369801,19.690588,,NOT_AVAILABLE,13485,251.7441852,-45.85369226,251.7441543,-45.8537006,15.2033,0.029,14.5696,0.052,14.2547,0.055,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7486996,-45.87861175,19.690945,2.2460918,NOT_AVAILABLE,25482,251.7487228,-45.87860182,251.7486726,-45.8786156,16.6193,0.023,16.2156,0.033,16.0307,0.041,16.594999,0.019999,15.746,0.025,15.362999,0.035,0,0,5
5.94E+18,251.7711076,-45.85344886,19.6931,,NOT_AVAILABLE,4975,251.771129,-45.8534495,251.7711059,-45.8534527,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,13.678,0.014999,12.100999,0.012,11.394,0.025,1,0,5
5.94E+18,251.8010742,-45.82093325,19.696661,3.763052,NOT_AVAILABLE,43314,251.8011038,-45.82093273,251.801116,-45.820922,14.4673,0.044,13.9876,0.053,13.6687,0.043,14.708,0.017,13.463,0.008999,12.906999,0.023,0,0,5
5.94E+18,251.751135,-45.85542391,19.700254,2.8814983,NOT_AVAILABLE,22390,251.7511683,-45.85541021,251.751138,-45.8554176,15.0293,0.038,14.5476,0.061,14.2867,0.056,14.980999,0.020999,13.871,0.008999,13.314999,0.014999,0,0,5
5.94E+18,251.8054868,-45.82776925,19.70244,2.2870655,NOT_AVAILABLE,27403,251.8055158,-45.82777215,251.8055236,-45.8277623,16.6863,0.027,16.2076,0.037,15.9527,0.036,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7823773,-45.82517887,19.704174,2.509138,NOT_AVAILABLE,44866,251.7823414,-45.82517928,251.7823448,-45.8251732,16.6773,0.027,16.1806,0.038,15.8957,0.039,16.726999,0.025,15.631999,0.029999,15.319,0.024,0,0,5
5.94E+18,251.756518,-45.85402086,19.70483,,NOT_AVAILABLE,19490,251.7565493,-45.85400498,251.7565216,-45.854011,14.8273,0.049,14.1666,0.047,13.8317,0.051,14.838,0.018999,13.619999,0.014999,13.062,0.032999,1,0,5
5.94E+18,251.7570673,-45.88542244,19.705618,,NOT_AVAILABLE,19793,251.757094,-45.88541125,251.7570405,-45.8854251,16.9703,0.05,16.6276,0.047,16.4147,0.032,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.8037377,-45.88632454,19.706045,3.65201,NOT_AVAILABLE,14,251.8037757,-45.8863194,251.8037346,-45.8863247,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,14.123999,0.028999,12.536,0.010999,11.829999,0.024,0,0,5
5.94E+18,251.780066,-45.83437312,19.706114,2.6305466,NOT_AVAILABLE,26831,251.7800853,-45.83437287,251.7800805,-45.8343695,13.9933,0.041,13.3656,0.057,12.7827,0.06,14.152999,0.014999,12.52,0.009999,11.852,0.017,0,0,5
5.94E+18,251.7244906,-45.81828349,19.70616,2.2078838,NOT_AVAILABLE,2451,251.7244822,-45.8182576,251.7244751,-45.8182608,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,17.174999,0.028,16.424999,0.046,16.128999,0.057999,0,0,5
5.94E+18,251.7353276,-45.82478731,19.706202,2.7508202,NOT_AVAILABLE,44605,251.7352819,-45.8247818,251.7352725,-45.8247845,15.9193,0.049,15.4076,0.054,15.1417,0.059,16.190999,0.027,15.218999,0.025,14.798999,0.028999,0,0,5
5.94E+18,251.7739644,-45.88007161,19.706251,3.0961094,NOT_AVAILABLE,23739,251.7739901,-45.88006291,251.7739458,-45.8800722,15.7643,0.042,15.3216,0.059,15.0247,0.057,15.907999,0.017,14.888999,0.013,14.397999,0.023,0,0,5
5.94E+18,251.7104606,-45.85312351,19.711369,2.1454048,NOT_AVAILABLE,14263,251.7104978,-45.8531201,251.7104579,-45.8531347,16.8753,0.04,16.4776,0.043,16.2867,0.039,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7760946,-45.84425265,19.712822,4.695711,NOT_AVAILABLE,26942,251.7761072,-45.84425241,251.7760931,-45.8442523,15.0923,0.045,14.5706,0.065,14.2967,0.045,14.873999,0.028999,13.657999,0.079999,13.265999,0.043,1,0,5
5.94E+18,251.7768852,-45.84246947,19.71303,4.4576035,NOT_AVAILABLE,26891,251.7768992,-45.84247006,251.7768868,-45.8424694,14.7513,0.033,14.4306,0.087,14.1087,0.078,14.772,0.017999,13.501,0.046,13.057,0.041999,1,0,5
5.94E+18,251.7757958,-45.84204583,19.714266,3.88134,NOT_AVAILABLE,26911,251.7758155,-45.84204335,251.7758031,-45.8420427,14.8843,0.049,14.1836,0.042,13.8187,0.033,14.760999,0.020999,13.621999,0.023,12.991999,0.035999,1,0,5
5.94E+18,251.7694304,-45.83388304,19.715714,,NOT_AVAILABLE,44434,251.7693916,-45.83388712,251.7693842,-45.8338857,14.7083,0.037,14.2536,0.038,13.9867,0.038,14.77,0.014999,13.649,0.013,13.069999,0.025,0,0,5
5.94E+18,251.7274181,-45.86710712,19.719604,,NOT_AVAILABLE,4286,251.7274785,-45.8670866,251.7274318,-45.8671015,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.125,0.017999,14.057999,0.013,13.51,0.025,0,0,5
5.94E+18,251.7858529,-45.88414633,19.720364,3.570465,NOT_AVAILABLE,100,251.7858862,-45.8841384,251.7858418,-45.8841465,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.01,0.020999,15.168,0.014,14.708999,0.019999,0,0,5
5.94E+18,251.7094213,-45.84197632,19.723518,2.5224571,NOT_AVAILABLE,6871,251.709489,-45.84195825,251.7094581,-45.8419702,16.6963,0.047,16.3066,0.056,16.0207,0.058,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7265685,-45.8318722,19.724455,2.4445763,NOT_AVAILABLE,7912,251.7266391,-45.83186264,251.7266213,-45.8318688,16.8883,0.021,16.3896,0.037,16.2127,0.035,16.927,0.039999,16.131999,0.046999,15.715999,0.046999,0,0,5
5.94E+18,251.8189529,-45.84943223,19.725813,3.6478481,NOT_AVAILABLE,27021,251.8189753,-45.84943933,251.8189689,-45.8494324,15.5423,0.041,15.1006,0.051,14.8337,0.049,15.708999,0.025,15.114999,0.074,14.798,0.079999,0,0,5
5.94E+18,251.7363138,-45.83115436,19.726381,2.5647907,NOT_AVAILABLE,7954,251.7363896,-45.83114519,251.7363752,-45.8311493,16.6303,0.03,16.1986,0.036,16.0127,0.038,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7256412,-45.88455769,19.727274,,NOT_AVAILABLE,71,251.7257115,-45.8845121,251.7256499,-45.8845317,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,15.967,0.023,15.326999,0.027,14.786,0.029999,0,0,5
5.94E+18,251.7075698,-45.84632549,19.72948,2.1541138,NOT_AVAILABLE,6164,251.7076301,-45.84631312,251.7075951,-45.8463265,17.2173,0.111,16.7516,0.118,16.3537,0.198,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7243719,-45.82924354,19.730295,2.3939972,NOT_AVAILABLE,3951,251.7243627,-45.8292185,251.7243465,-45.8292244,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.502,0.052,15.656,0.052999,15.347,0.065999,0,0,5
5.94E+18,251.7639866,-45.86050964,19.730497,,NOT_AVAILABLE,19155,251.7640231,-45.8604959,251.7639922,-45.8605022,15.1403,0.048,14.4906,0.039,14.1897,0.031,14.581,0.104999,13.913999,0.014,13.001999,0.127,1,0,5
5.94E+18,251.774045,-45.83795131,19.731428,,NOT_AVAILABLE,43329,251.7740645,-45.83795062,251.774055,-45.8379493,15.1123,0.041,14.6206,0.052,14.4447,0.074,15.090999,0.014999,14.029999,0.009999,13.52,0.014999,1,0,5
5.94E+18,251.8052885,-45.82393331,19.734514,2.7289238,NOT_AVAILABLE,27217,251.8053152,-45.82394007,251.8053261,-45.8239293,16.2723,0.036,15.8026,0.05,15.6547,0.047,16.461999,0.020999,15.505999,0.020999,15.147999,0.026,0,0,5
5.94E+18,251.7332802,-45.84922553,19.735254,3.9017315,NOT_AVAILABLE,4880,251.7333462,-45.8492197,251.733316,-45.849229,14.9933,0.039,14.5146,0.051,14.1827,0.047,15.029999,0.016,13.901,0.008,13.343999,0.010999,0,0,5
5.94E+18,251.7815988,-45.85898267,19.736498,2.9601994,NOT_AVAILABLE,26868,251.7816138,-45.85898497,251.781589,-45.8589875,14.5073,0.049,13.8406,0.052,13.5247,0.045,14.204,0.017999,12.888999,0.010999,12.241999,0.023,1,0,5
5.94E+18,251.7440466,-45.8600941,19.738739,,NOT_AVAILABLE,19191,251.7440798,-45.86007657,251.7440436,-45.8600865,15.0223,0.039,14.5136,0.044,14.1397,0.043,15.109999,0.016,13.989,0.021999,13.416,0.017999,0,0,5
5.94E+18,251.7669159,-45.81624826,19.74077,2.1903706,NOT_AVAILABLE,44948,251.7668807,-45.81624947,251.7668872,-45.8162441,16.8743,0.033,16.3436,0.043,16.1817,0.036,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7072104,-45.85192444,19.74083,2.216299,NOT_AVAILABLE,681,251.7072724,-45.85191148,251.7072326,-45.8519264,16.9793,0.063,16.6416,0.047,16.3947,0.055,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.7467805,-45.856952,19.741615,3.3138237,NOT_AVAILABLE,19355,251.7468139,-45.85693636,251.7467811,-45.856945,14.8503,0.042,14.3856,0.046,14.0457,0.043,15.038,0.012,13.906,0.009999,13.348999,0.013,0,0,5
5.94E+18,251.784609,-45.86832993,19.74264,,NOT_AVAILABLE,18061,251.784642,-45.86831907,251.7846104,-45.8683234,14.8903,0.045,14.4236,0.041,14.1607,0.035,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,0,0,5
5.94E+18,251.8016318,-45.84382654,19.74278,2.4745064,NOT_AVAILABLE,27507,251.8016468,-45.84383012,251.8016402,-45.8438251,16.8893,0.027,16.4196,0.045,16.3107,0.032,16.902999,0.020999,15.939999,0.020999,15.586,0.039,0,0,5
5.94E+18,251.7379653,-45.87512153,19.74398,2.17733,NOT_AVAILABLE,4595,251.7379918,-45.8751128,251.7379414,-45.8751277,99.9999,9.9999,99.9999,9.9999,99.9999,9.9999,16.632999,0.039,15.8,0.043999,15.366,0.065999,0,0,5
5.94E+18,251.8053815,-45.83202992,19.746817,1.9677582,NOT_AVAILABLE,27603,251.805413,-45.83203838,251.8054173,-45.8320296,17.0503,0.05,16.4506,0.048,16.2127,0.043,16.961999,0.028999,15.987,0.026,15.720999,0.041,0,0,5
