,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
0,4.85,119271788,35,0,153859.39-283539.4,234.747302,-28.59441,227,204,57657.5433,13,0.998,12.9,0.0137,12.9045,0.0134,12.9014,0.0141,12.5809,0.0107,12.5865,0.0106,12.5812,0.0111,11.8851,0.01,11.8846,0.0098,11.8877,0.0112,11.661,0.0114,11.6655,0.0112,11.6646,0.0132,11.5203,0.0104,11.5276,0.0108,11.5204,0.0115,11.4823,0.0079,11.4883,0.0078,11.481,0.0088,15.0,
1,10.9,119271804,3,1,153900.46-283535.2,234.751942,-28.59314,36,36,57266.9649,0,0.625,,,,,,,,,,,,,,,,,,,20.2569,0.1608,20.4186,0.3181,20.4635,0.1813,19.7509,0.0795,19.6029,0.2258,19.6862,0.1393,,,,,,,15.0,
2,25.04,119271790,44,0,153900.91-283555.6,234.753811,-28.598789,36,36,57622.1734,15,0.995,15.5143,0.0143,15.5275,0.0146,15.5179,0.0147,15.1531,0.0104,15.1681,0.0118,15.1535,0.0112,13.3932,0.008,13.3956,0.0073,13.397,0.0082,12.9319,0.0122,12.9382,0.0116,12.9273,0.0139,12.6394,0.0066,12.637,0.0065,12.6417,0.0077,12.5111,0.0072,12.509,0.0063,12.5132,0.0073,15.0,
3,26.17,119271787,17,0,153857.70-283531.6,234.740426,-28.592125,51,46,57377.6943,0,0.974,,,,,,,,,,,,,19.0805,0.0152,19.0779,0.1002,19.0865,0.0223,18.6837,0.0141,18.7514,0.047,18.6926,0.0274,18.4329,0.0172,18.5671,0.0383,18.4599,0.0242,18.4065,0.0349,18.56,0.0596,18.4293,0.0432,15.0,
4,27.61,119271786,41,0,153858.39-283559.0,234.743306,-28.599749,36,46,57576.6768,3,0.983,18.9478,0.0606,19.0314,0.1473,19.0312,0.0852,18.6346,0.0231,18.712,0.0646,18.6151,0.0377,17.1191,0.0091,17.1471,0.0162,17.1235,0.0097,16.6609,0.0086,16.6901,0.0117,16.6609,0.0086,16.3479,0.0066,16.3883,0.0091,16.3469,0.0082,16.2076,0.0079,16.2755,0.0173,16.2133,0.0094,15.0,
5,28.41,119271805,19,0,153859.69-283508.5,234.748691,-28.585713,52,69,57315.6522,0,0.98,,,,,,,,,,,,,18.7445,0.0185,18.7959,0.0322,18.7585,0.0353,18.3805,0.0111,18.4492,0.0223,18.3911,0.0154,18.1537,0.012,18.2423,0.0512,18.1769,0.0181,18.0965,0.0275,18.2018,0.0504,18.1029,0.0272,15.0,
6,30.38,119271789,23,0,153859.66-283607.3,234.748597,-28.602043,38,38,57536.9912,0,0.981,,,,,,,,,,,,,18.4207,0.0157,18.5661,0.0315,18.4312,0.0151,17.8165,0.0118,17.9351,0.0194,17.8314,0.0118,17.4018,0.0104,17.5721,0.0336,17.415,0.0116,17.2514,0.0179,17.4055,0.0494,17.2631,0.0176,15.0,
7,37.22,119271803,8,0,153858.61-283502.2,234.744229,-28.583979,36,36,57246.1309,0,0.842,,,,,,,,,,,,,20.2253,0.0454,20.3891,0.1661,20.2535,0.1001,19.7685,0.0228,20.0231,0.0983,19.8114,0.0576,19.4086,0.035,19.6745,0.1041,19.4082,0.06,19.2018,0.0342,19.4978,0.2124,19.3518,0.1536,11.32,119271802.0
8,40.8,119271809,50,0,153902.65-283547.0,234.761048,-28.596382,36,44,57594.2491,13,1.0,17.2817,0.0183,17.3134,0.0409,17.2901,0.0199,16.9685,0.0131,16.9943,0.0172,16.9706,0.0147,14.4182,0.0069,14.4291,0.0066,14.413,0.0071,13.4977,0.007,13.5145,0.0062,13.4957,0.007,12.5703,0.0058,12.577,0.0056,12.5684,0.0069,12.2092,0.0065,12.2208,0.0063,12.2076,0.0073,15.0,
9,41.86,119271781,41,0,153858.78-283617.2,234.744924,-28.60479,36,36,57576.6768,2,0.984,19.0452,0.0647,18.9799,0.1228,18.9833,0.0902,18.741,0.0259,18.6994,0.0609,18.7342,0.0412,17.2245,0.0096,17.2584,0.0154,17.2209,0.0099,16.77,0.0078,16.8056,0.0091,16.7727,0.0088,16.5006,0.0077,16.5475,0.0154,16.4989,0.0084,16.3866,0.008,16.4565,0.0124,16.388,0.0099,15.0,
