,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,RA,ra_error,DEC,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,Gmag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist,in_field,Weight
35,1636148068921376768,Gaia DR3 6210089781612194304,6210089781612194304,257976868,2016.0,234.74330263038303,0.0635647,-28.599763591445537,0.055388693,0.35745732075281517,0.07108253,5.0287647,1.0298377,0.848036666053251,0.09557959,-0.5842940107115158,0.08341973,-0.35107124,-0.12723227,0.004226165,-0.17842022,-0.19571258,-0.19065645,0.35892,-0.13854374,0.048851606,-0.50162154,211,9,211,0,1.0106167,236.54395,0.15291212,0.94924206,31,False,1.4821216,,,,,,,,25,14,0.15385379,30,12,0,0.015662523,175.89578,0,0,1.0485561,,,,,,,,,False,243,4102.747216753351,2.771531,1480.318,16.65468,28,1876.6257266276375,13.519652,138.80725,17.155098,28,3141.1214304429473,10.869311,288.98993,16.005184,1.2230213,0,1,0,2,0,1.1499138,0.5004177,0.6494961,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9228304758894,21.313787724352245,239.14096314637135,-8.859135193396321,False,False,0,True,False,False,False,False,True,True,False,1.02124716e-13,5.101209e-13,0.9999899,5027.2163,4980.802,5107.205,4.6682,4.6383,4.6903,-0.8041,-0.9083,-0.6614,998.8369,958.7816,1072.2784,0.2911,0.2553,0.3513,0.2326,0.2037,0.2812,0.1248,0.1092,0.1507,PHOENIX,0.007690656746356368,IN,1
32,1636148068921376768,Gaia DR3 6210089987770625536,6210089987770625536,1243271680,2016.0,234.74105309409552,0.06406329,-28.570130045925072,0.05442064,0.17039247853513736,0.07160691,2.3795536,4.5986886,-3.933430760790837,0.08550065,-2.3824483109113803,0.07645057,-0.30164757,-0.21354428,-0.033635877,-0.23301475,-0.19973095,-0.296443,0.4615458,-0.086592495,-0.036323242,-0.50031495,217,0,216,1,-0.8036404,202.71805,0.0,0.0,31,False,1.4971147,,,,,,,,25,14,0.14009258,30,12,0,0.017059755,161.23677,1,0,0.95957696,0.27937862,0.38984102,0.24214265,0.56894755,-134.9422,28.20432,-16.683964,-35.163048,False,250,3861.740214187462,2.6176262,1475.2833,16.72041,27,1839.4308432702812,15.624743,117.72551,17.176834,27,2884.417226532876,12.943749,222.84248,16.09775,1.2232434,0,0,0,0,0,1.0790844,0.4564247,0.6226597,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9414880431638,21.33787056840619,239.1320495579691,-8.83077191844978,False,False,0,True,False,False,False,False,True,True,False,1.021567e-13,5.102795e-13,0.99998677,5085.014,5042.0776,5132.879,4.3797,4.355,4.4028,-0.7502,-0.8286,-0.6768,1738.6492,1670.1434,1817.2072,0.2301,0.1934,0.2668,0.1855,0.1557,0.2154,0.1001,0.0841,0.1161,MARCS,0.024374448826013223,IN,1
37,1636148068921376768,Gaia DR3 6210089575453763840,6210089575453763840,1354130325,2016.0,234.7449144221719,0.06537408,-28.60480456482139,0.055649225,0.5859594234302592,0.07175398,8.166229,2.2335482,0.42991079221460643,0.09936877,-2.1917834231412594,0.07929696,-0.3242943,-0.15508983,0.11631183,-0.209545,-0.17364986,-0.23040357,0.46964467,-0.027496634,-0.020831937,-0.40964374,219,0,219,0,-0.28194726,216.55356,0.0,0.0,31,False,1.4959,,,,,,,,25,13,0.15202421,30,11,0,0.018412434,165.52397,0,0,0.98485243,0.20127976,0.3977469,0.1741863,0.5573981,-135.96825,27.415348,-20.207449,-35.779633,False,252,3622.592567071416,2.6711104,1356.2123,16.789818,29,1691.5218228283406,15.979577,105.85523,17.267849,26,2719.884712120259,18.027931,150.87059,16.16152,1.2177485,0,14,0,14,0,1.106329,0.47803116,0.6282978,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9205492694867,21.30900260502325,239.14354171300212,-8.86370932509991,False,False,0,True,False,False,False,False,True,True,False,1.0215718e-13,5.102845e-13,0.9999867,4960.306,4886.6514,5145.9194,4.6692,4.6169,4.7039,-0.6657,-0.8279,-0.4341,1126.9043,1044.6635,1296.3774,0.0852,0.0218,0.226,0.0681,0.0173,0.1817,0.0363,0.0092,0.0967,PHOENIX,0.011647947448187111,IN,1
54,1636148068921376768,Gaia DR3 6210089502436496256,6210089502436496256,1167154665,2016.0,234.75299560497942,0.075844996,-28.617190576381997,0.06306493,0.2102757219097577,0.08345439,2.5196483,27.096403,-26.564898316402495,0.11361556,-5.340525197072444,0.08902375,-0.22466445,-0.09221512,-0.078238524,-0.17852232,-0.14622256,-0.22277273,0.4768507,-0.11932966,0.002607427,-0.34674925,191,0,191,0,1.5478305,225.46738,0.18241073,1.0650893,31,False,1.563486,,,,,,,,22,14,0.16938081,26,10,0,0.018380012,129.99724,0,0,1.0794764,0.17978738,0.34217256,0.15563525,0.55646247,-134.18117,21.291525,-19.416578,-33.411526,False,215,3401.761514359266,2.915473,1166.7958,16.858107,24,1882.2699651674766,11.904983,158.10774,17.151838,22,2232.1991267264452,10.818666,206.32849,16.376062,1.2095113,0,8,0,8,0,0.7757759,0.2937317,0.48204422,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.91793462985953,21.294938123062362,239.15343826674308,-8.874107884608913,False,False,0,True,False,False,False,False,True,True,False,1.02331934e-13,7.262646e-12,0.999973,5826.28,5799.8276,5885.069,4.6171,4.6,4.6395,-2.2356,-2.4123,-2.0593,1766.8097,1722.6365,1811.7513,0.0176,0.0027,0.0551,0.0149,0.0023,0.0467,0.0082,0.0012,0.0257,PHOENIX,0.023911840176484955,IN,1
80,1636148068921376768,Gaia DR3 6210089953410903808,6210089953410903808,1583411801,2016.0,234.7676334690037,0.073928125,-28.57323238769924,0.060735192,0.4662046469682434,0.08424165,5.5341344,3.8918567,1.1257308044345675,0.10172367,-3.7254904002394356,0.0861243,-0.26299858,-0.100430734,-0.051467843,-0.13853939,-0.24377477,-0.18902686,0.3782788,-0.06685915,-0.08281104,-0.43728533,229,0,229,0,1.5303453,267.90643,0.20089264,1.1613965,31,False,1.5130119,,,,,,,,27,14,0.15872175,31,15,0,0.017757433,16.976753,0,0,1.0716432,0.20402305,0.38091597,0.22437145,0.57193786,-124.874855,25.978502,-20.039925,-35.233624,False,251,3079.854379130548,2.42817,1268.385,16.966042,26,1510.618469201323,15.7090645,96.16222,17.390656,27,2189.0212264271263,11.641069,188.04297,16.39727,1.2012385,0,2,0,1,0,0.9933853,0.42461395,0.56877136,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9586601363697,21.320588496295766,239.1557559863597,-8.828366640725028,False,False,0,True,False,False,False,False,True,True,False,1.02167366e-13,5.1049914e-13,0.99998575,5035.7456,5026.3965,5049.1245,4.6121,4.576,4.6566,-1.4213,-1.4996,-1.3243,1349.0973,1261.7744,1427.3776,0.0053,0.0012,0.0147,0.0043,0.001,0.0119,0.0023,0.0005,0.0065,MARCS,0.026380122879873413,IN,1
40,1636148068921376768,Gaia DR3 6210089983472921216,6210089983472921216,1618798089,2016.0,234.7463959636662,0.07238623,-28.570862651956272,0.065171316,0.3010063056605914,0.079720624,3.7757645,14.429014,-9.895510103385757,0.09974332,-10.501205637066912,0.09104694,-0.38388819,-0.19372076,0.00031774276,-0.2245548,-0.16941845,-0.26563698,0.43489742,-0.1096508,-0.039052185,-0.52553684,227,0,226,1,-0.52293766,218.00644,0.0,0.0,31,False,1.5287745,,,,,,,,26,14,0.16591913,31,14,0,0.014536195,150.61292,1,0,0.97373444,0.29292518,0.4311009,0.18437904,0.6229611,-139.43605,34.961872,-14.895278,-36.33911,False,256,2973.870025095589,2.3212004,1281.1776,17.004063,28,1481.7502053267092,12.2936735,120.52949,17.411604,27,2063.8677522979874,10.961178,188.28886,16.461191,1.1922572,0,3,0,1,0,0.95041275,0.40754128,0.5428715,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9448658167963,21.334313173890408,239.13684040929158,-8.830394154493165,False,False,0,True,False,False,False,False,True,True,False,1.0215136e-13,5.1098145e-13,0.99998736,5239.272,5219.4663,5295.2617,4.706,4.667,4.7338,-1.2319,-1.3741,-1.0151,1353.503,1308.4271,1446.1545,0.0192,0.0042,0.062,0.0157,0.0034,0.0509,0.0085,0.0018,0.0276,MARCS,0.02281587372892981,IN,1
94,1636148068921376768,Gaia DR3 6210089541094041472,6210089541094041472,480862824,2016.0,234.77405557033748,0.07646686,-28.610520926485286,0.060988527,0.6691957889494066,0.0864143,7.74404,2.0718687,-0.7142005427747264,0.11832703,1.9448797746823867,0.08720781,-0.18730476,-0.0550645,-0.11590582,-0.107949205,-0.24686305,-0.12358113,0.39330676,-0.08655729,-0.061920512,-0.27020568,205,0,205,0,-0.6421502,194.94,0.0,0.0,31,False,1.469512,,,,,,,,24,14,0.1702078,28,12,0,0.008163213,61.00389,0,0,0.96641666,0.18912058,0.35174477,0.22276522,0.5426035,-124.38716,19.378511,-22.052805,-33.89431,False,229,2883.7745741685853,2.3016043,1252.941,17.037464,26,1316.301861453089,12.664564,103.93582,17.540154,24,2257.357340791924,11.489796,196.46628,16.363895,1.2392297,0,0,0,0,0,1.1762581,0.50268936,0.6735687,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.937781226719,21.288279858068137,239.17007013014612,-8.86332637693722,False,False,0,True,False,False,False,False,True,True,False,1.0237531e-13,5.1254677e-13,0.99996513,4672.145,4656.18,4702.352,4.7467,4.7287,4.7659,-0.8624,-0.9495,-0.792,965.8237,935.1586,1001.0684,0.0237,0.0053,0.0543,0.0186,0.0042,0.0426,0.0099,0.0022,0.0228,PHOENIX,0.028072320691733516,IN,1
6,1636148068921376768,Gaia DR3 6210089850331671808,6210089850331671808,588525819,2016.0,234.72293229730843,0.07280611,-28.580869185396995,0.062310725,0.26659977346580954,0.08325852,3.2020721,5.3617353,-4.455436681386557,0.100558795,-2.98283239907192,0.08945528,-0.2796515,-0.121254675,-0.059489917,-0.17774247,-0.24901178,-0.23137549,0.4084855,-0.08887751,-0.07694092,-0.4706476,235,0,235,0,-0.8847238,219.57843,0.0,0.0,31,False,1.5086542,,,,,,,,27,14,0.1618972,32,15,0,0.011988919,156.17319,0,0,0.9576056,0.20228463,0.37395576,0.22254132,0.5845139,-122.17411,26.429604,-18.174664,-34.755653,False,269,2745.929655216445,2.6349738,1042.1089,17.090643,29,1344.3582833158941,13.082252,102.76199,17.517254,26,1999.2753629340716,16.893644,118.344826,16.495714,1.2176691,0,0,0,0,0,1.0215397,0.42661095,0.59492874,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.92097574049933,21.33974805474087,239.1189121365313,-8.8449158019951,False,False,0,True,False,False,False,False,True,True,False,1.02159566e-13,6.1095036e-13,0.99998707,5120.121,5086.131,5157.5405,4.6092,4.5931,4.632,-0.2885,-0.3454,-0.2293,1610.4459,1552.0085,1657.1746,0.0453,0.0169,0.0738,0.0366,0.0136,0.0598,0.0195,0.0072,0.0319,MARCS,0.025841558875124092,IN,1
49,1636148068921376768,Gaia DR3 6210089506734302336,6210089506734302336,1451648937,2016.0,234.75154212291616,0.082726955,-28.61594082510833,0.069335945,0.45195945222061684,0.091572925,4.935514,6.713941,-5.429305221198744,0.12587479,-3.949639085108365,0.09813058,-0.23248711,-0.0786708,-0.058361977,-0.18196616,-0.16333458,-0.22077216,0.49304718,-0.13565071,-0.0044615963,-0.35184962,191,0,190,1,-1.546281,162.83855,0.0,0.0,31,False,1.4847833,,,,,,,,22,14,0.18775493,26,10,0,0.01667009,120.21816,0,0,0.9189472,0.19358274,0.3450333,0.15793788,0.549529,-135.93205,21.26425,-19.799961,-33.605747,False,210,2689.416111534815,2.171748,1238.3647,17.113222,24,1229.4050083675904,12.112898,101.49553,17.614305,24,1999.8815408900448,11.179413,178.88968,16.495384,1.2007389,0,0,0,0,0,1.1189213,0.5010834,0.6178379,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9177354719086,21.29671448078557,239.1518883303654,-8.873188787933891,False,False,0,True,False,False,False,False,True,True,False,1.0232151e-13,5.754209e-13,0.99997103,4859.7886,4830.8853,4889.4473,4.4935,4.4707,4.5145,-0.3231,-0.401,-0.2638,1708.335,1637.9382,1778.1213,0.0095,0.0025,0.0249,0.0075,0.0019,0.0197,0.004,0.001,0.0104,PHOENIX,0.022494990460801986,IN,1
93,1636148068921376768,Gaia DR3 6210089747252473728,6210089747252473728,1659558530,2016.0,234.77377964228864,0.090772495,-28.572490542766495,0.07396229,0.28406130796395107,0.10306887,2.756034,2.3158662,1.3199207327103624,0.12791802,-1.902904568311664,0.105253704,-0.25149366,-0.08678387,-0.00038052775,-0.12784733,-0.24117838,-0.17041571,0.3772229,-0.039162315,-0.08970885,-0.40044528,225,0,224,1,3.4536343,310.56467,0.33610377,2.511991,31,False,1.5399767,,,,,,,,26,14,0.19548184,30,13,0,0.008009016,32.912666,0,0,1.1678765,0.18345971,0.37506175,0.20729628,0.56825846,-125.33983,24.149595,-20.942154,-35.222042,False,248,2434.352943114393,2.1614273,1126.271,17.221409,28,1254.0151593747921,10.840143,115.682526,17.592785,29,1656.4726208713957,10.790602,153.51068,16.699934,1.1955899,0,0,0,0,0,0.8928509,0.37137604,0.52147484,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9636292342032,21.317715080411602,239.16089468145282,-8.826391700527324,False,False,0,True,False,False,False,False,True,True,False,4.010837e-11,6.250275e-13,0.9999812,5451.964,5440.8916,5464.342,4.6943,4.6777,4.7137,-1.6947,-1.7748,-1.6119,1653.4314,1630.371,1674.6302,0.006,0.0016,0.0156,0.005,0.0013,0.0129,0.0027,0.0007,0.0071,PHOENIX,0.03060673521404208,IN,1
29,1636148068921376768,Gaia DR3 6210089880393704448,6210089880393704448,10107373,2016.0,234.7384091535196,0.0825088,-28.575533583171357,0.07206807,0.45489611898916116,0.09260024,4.9124722,4.5167823,-1.022489573195863,0.11364684,-4.399526698306854,0.103204,-0.32521152,-0.17178282,0.000534198,-0.24024184,-0.20869061,-0.28745317,0.46089566,-0.11425269,-0.02916354,-0.5119311,232,0,232,0,-1.0368193,213.68085,0.0,0.0,31,False,1.472962,,,,,,,,27,14,0.18806593,32,13,0,0.011510459,147.458,0,0,0.9502924,0.2485067,0.41126925,0.21488196,0.5905018,-131.43138,31.626312,-15.52753,-35.547886,False,255,2376.9603266138206,2.1921682,1084.2965,17.247313,27,1042.1165994718021,10.3626995,100.5642,17.79375,29,1849.4796234294,7.5799217,243.9972,16.58027,1.21651,0,0,0,0,0,1.21348,0.5464382,0.6670418,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9358679154139,21.335190046598143,239.13103488233523,-8.836567115490267,False,False,0,True,False,False,False,False,True,True,False,1.0219174e-13,5.1200206e-13,0.99998325,4620.5645,4598.4956,4679.6123,4.7907,4.7555,4.8079,-1.1386,-1.228,-1.0128,948.6127,919.2633,1011.0912,0.037,0.0068,0.1075,0.0289,0.0053,0.0844,0.0155,0.0028,0.0452,PHOENIX,0.02013921756652021,IN,2
68,1636148068921376768,Gaia DR3 6210089536796236160,6210089536796236160,1473529877,2016.0,234.75936294185652,0.20608695,-28.607716999177335,0.17990868,0.8014240581020984,0.23746647,3.3748937,2.283154,-1.6677146007781802,0.28932592,1.5593334215376051,0.23641796,-0.2803142,-0.14532664,0.00086098316,-0.19419827,-0.24384311,-0.19220063,0.50473166,-0.111139864,-0.099355094,-0.33670944,172,0,171,1,17.398252,756.5581,1.2650298,25.996807,31,False,1.4738501,,,,,,,,20,13,0.43569505,25,10,0,0.082227364,88.86073,1,0,2.0910687,0.24592817,0.36757404,0.24737799,0.5220346,-120.71692,21.920588,-18.836418,-33.51088,False,189,2053.65915539671,7.0907135,289.6266,17.406046,21,1013.1598653415003,9.402909,107.74962,17.824347,20,1731.1000414315347,12.737613,135.90459,16.65209,1.3362782,0,9,0,8,0,1.1722565,0.41830063,0.75395584,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.929040961682,21.298668405334013,239.15671336082693,-8.863594907236912,False,False,0,False,False,False,False,False,True,True,False,6.320571e-11,3.35499e-11,0.9999925,4753.436,4718.436,4917.111,4.826,4.7419,4.8506,-1.4652,-1.5865,-1.0604,982.5963,944.5816,1176.8094,0.0622,0.019,0.241,0.0491,0.0149,0.1914,0.0264,0.008,0.1027,PHOENIX,0.0170156375501389,IN,2
15,1636148068921376768,Gaia DR3 6210089197496641280,6210089197496641280,70722889,2016.0,234.72911483060994,0.11335801,-28.615948847988687,0.11569103,0.38289124112755396,0.11943295,3.2059095,4.750114,0.27274558738865307,0.2099694,-4.742277249257531,0.19175504,-0.5229459,0.070915,0.34783313,-0.4476995,-0.37039688,-0.5238424,0.6700287,0.09687155,-0.18435064,-0.7007856,195,0,195,0,1.3772185,226.41643,0.059504814,0.052058253,31,False,1.5055783,,,,,,,,22,12,0.374486,28,10,0,0.01906168,165.20279,0,0,1.0696806,0.1824932,0.4332233,0.24708313,0.60213447,-103.039215,32.856262,-18.852749,-35.831146,False,228,1806.5243560254135,2.0304842,889.70123,17.545258,27,891.4536407492714,14.473178,61.5935,17.963295,26,1301.5451243829002,9.2852,140.17416,16.961748,1.2139326,0,0,0,0,0,1.0015469,0.4180374,0.58350945,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9014528402826,21.309263505239144,239.13250946556442,-8.877772284757974,False,False,0,True,False,False,False,False,True,True,False,1.02124574e-13,5.4228177e-13,0.99999017,5098.1763,5069.3467,5282.5444,4.7499,4.7036,4.7754,-1.1865,-1.3556,-0.8329,1548.7207,1485.212,1783.2574,0.023,0.004,0.1702,0.0186,0.0033,0.1387,0.01,0.0017,0.0744,PHOENIX,0.02811326727337936,IN,2
43,1636148068921376768,Gaia DR3 6210089605515791488,6210089605515791488,383680984,2016.0,234.74860221463226,0.114496276,-28.602060988998325,0.099654146,0.4003897784776109,0.12618186,3.173117,6.963804,-6.890195979846284,0.17835318,-1.0098339634353435,0.14451487,-0.32706547,-0.108031966,0.1508981,-0.23244001,-0.22233726,-0.2537728,0.49184936,-0.045683708,-0.03768468,-0.43235505,217,0,217,0,-0.021242335,220.26057,0.11813275,0.15591915,31,False,1.4438144,,,,,,,,25,13,0.27652422,28,10,0,0.014096428,171.45695,0,0,0.9973972,0.19440341,0.392626,0.16916202,0.5645935,-135.222,27.403786,-19.663324,-35.596992,False,227,1451.3270983941263,1.9827734,731.9682,17.782953,27,558.3689094078921,16.089563,34.703796,18.47124,25,1189.4208883706424,12.686448,93.75523,17.059557,1.2042701,0,0,0,0,0,1.4116821,0.6882858,0.7233963,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.92510422059536,21.30905058229749,239.14608363131632,-8.86028850743211,False,False,0,False,False,False,False,False,True,True,False,5.1290073e-11,1.0789888e-12,0.9999932,4372.0977,4346.2334,4439.437,4.6408,4.608,4.6698,-0.449,-0.5706,-0.2589,1307.8224,1232.663,1398.8903,0.0153,0.004,0.0401,0.0116,0.003,0.0305,0.0061,0.0016,0.0161,PHOENIX,0.00846059747740143,IN,2
28,1636148068921376768,Gaia DR3 6210089781612193920,6210089781612193920,1483313744,2016.0,234.73825426587666,0.11951946,-28.604496544177373,0.10466834,0.04057669817081411,0.13508551,0.30037788,8.443817,-7.062259149541566,0.17354146,-4.628450209582436,0.15188746,-0.25139737,-0.0812937,0.007547074,-0.159963,-0.24019153,-0.18225935,0.32781228,-0.09689581,-0.07323402,-0.40908659,209,0,209,0,0.6901917,226.64906,0.0,0.0,31,False,1.5355959,,,,,,,,24,14,0.2713137,29,12,0,0.029384438,0.340273,0,0,1.0327114,0.18151096,0.33510667,0.16341187,0.6723478,-122.84655,29.372307,-13.978233,-34.348946,False,234,1301.1558265640056,1.8254999,712.76685,17.901543,28,663.8028107842215,10.735756,61.831028,18.283445,28,903.2673598667692,11.387435,79.3214,17.358355,1.2043678,0,0,0,0,0,0.9250908,0.3819027,0.5431881,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.9159258448285,21.31296902309013,239.13771336566015,-8.864768628318233,False,False,0,False,False,False,False,False,True,True,False,6.111306e-11,6.2311484e-13,0.9999762,5270.1064,5255.972,5285.9736,4.7224,4.688,4.7542,-1.8411,-2.0178,-1.6911,1978.9014,1899.2697,2082.151,0.0069,0.0019,0.0164,0.0056,0.0015,0.0135,0.0031,0.0008,0.0074,MARCS,0.01415314591864197,IN,2
31,1636148068921376768,Gaia DR3 6210089811674225792,6210089811674225792,1170451549,2016.0,234.74071074772283,0.12074881,-28.58315459493607,0.11426512,0.18668880132588725,0.13755643,1.3571798,9.605457,-9.572996281365775,0.16946614,-0.78902251420701,0.15798753,-0.39916167,-0.08854675,0.059093054,-0.2968648,-0.3002052,-0.3102343,0.5212601,-0.10019883,-0.09627525,-0.53029996,226,0,225,1,-0.09959178,226.2879,0.0,0.0,31,False,1.5473619,,,,,,,,26,13,0.2874887,31,14,0,0.022965956,174.63937,0,0,0.99374354,0.26356032,0.4523676,0.24729773,0.5825559,-124.2354,34.16672,-17.222218,-35.77905,False,252,1299.229536489238,1.6025368,810.73303,17.903152,26,688.3652293255204,9.720551,70.81546,18.243996,26,865.0524332615443,8.758587,98.76621,17.405289,1.1956453,0,1,0,0,0,0.838707,0.3408432,0.49786377,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.93232063324734,21.328031362190284,239.1348167102685,-8.843509769394739,False,False,0,False,False,False,False,False,True,True,False,1.1411756e-10,5.874374e-13,0.99994224,5485.441,5471.3477,5498.662,4.7301,4.7122,4.7412,-1.2126,-1.3552,-1.065,2324.808,2274.988,2391.9954,0.0032,0.0007,0.0089,0.0027,0.0006,0.0074,0.0014,0.0003,0.0041,MARCS,0.012506222703577263,IN,2
79,1636148068921376768,Gaia DR3 6210089536796235264,6210089536796235264,1291368238,2016.0,234.76761735445564,0.1393656,-28.61398304419724,0.11646086,1.8647512709149083,0.1544944,12.0700245,19.925941,19.901038914515325,0.21821104,-0.9958942858895496,0.16983671,-0.25603592,-0.039077256,-0.041411355,-0.17609164,-0.21548237,-0.2110045,0.5054072,-0.1515599,-0.0054795807,-0.3446223,197,0,197,0,-2.0089176,173.22563,0.0,0.0,95,False,,1.2857167,0.0336162,-0.16570145,-0.0054555633,-0.079626605,0.06287265,-0.15258393,23,14,0.32450822,27,11,0,0.0015161425,160.7853,0,0,0.89731246,0.22208278,0.3634202,0.18908826,0.5363349,-137.58858,22.658049,-20.979485,-34.510094,False,223,1209.8954901392808,2.0943744,577.68823,17.980497,22,262.64950832958584,18.826569,13.951003,19.2901,24,1454.335728584674,11.21963,129.6242,16.841234,1.4191186,0,0,0,1,0,2.448866,1.3096027,1.1392632,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.93073970530094,21.289220140417225,239.165319926571,-8.868006410892361,False,False,0,False,False,False,False,False,True,True,False,1.06588065e-13,5.3863777e-13,0.9996796,3557.7358,3550.92,3569.0564,4.3052,4.2617,4.3408,-0.3722,-0.4379,-0.2995,783.9973,764.036,812.5613,0.8542,0.8142,0.8898,0.5663,0.5397,0.5901,0.3491,0.3336,0.363,MARCS,0.026380133263405218,IN,2
72,1636148068921376768,Gaia DR3 6210089536796236416,6210089536796236416,1051497983,2016.0,234.76169439357932,0.16077471,-28.60678126421824,0.12623414,0.07804394015569628,0.17485645,0.44633147,7.2397637,-6.575710171706883,0.23449288,-3.0288969015888094,0.18106794,-0.16328152,0.08177748,-0.046935122,-0.16396268,-0.19600575,-0.23763134,0.5307064,-0.12750262,-0.012281005,-0.33490488,181,0,181,0,0.7982241,199.16966,0.0,0.0,31,False,1.4233505,,,,,,,,21,14,0.34774202,26,10,0,0.013992367,121.56822,0,0,1.0409257,0.14484887,0.35123706,0.13694692,0.52904004,-141.46246,17.39439,-26.471436,-33.758507,False,180,1124.7029481382365,1.7641577,637.5297,18.059772,23,452.862238626936,10.870836,41.658455,18.698627,23,934.3272315507904,8.919943,104.74588,17.321648,1.2333829,0,1,0,0,0,1.3769798,0.638855,0.73812485,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.93137344302033,21.298083228125577,239.1585082779741,-8.86220931091107,False,False,0,False,False,False,False,False,True,True,False,1.02183974e-13,7.390206e-13,0.99998724,4477.942,4448.813,4493.0664,4.5491,4.5201,4.5789,0.0099,-0.0874,0.107,1876.3856,1804.8817,1951.9384,0.012,0.0031,0.0282,0.0091,0.0023,0.0213,0.0048,0.0012,0.0113,PHOENIX,0.017523534351025213,IN,2
