,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
10,26.85,5384096,2,0,213512.84-010230.9,323.803546,-1.041884,481,273,57225.6439,0,0.482,,,,,,,,,,,,,,,,,,,,,,,,,19.875,0.0716,19.9323,0.1572,19.8791,0.0815,,,,,,,10.28,5384095.0
11,34.67,5384081,10,0,213510.55-010231.7,323.793923,-1.042158,68,36,57157.0281,0,0.542,,,,,,,,,,,,,20.5173,0.0965,19.9268,0.2015,20.5762,0.0437,19.9099,0.1011,19.4278,0.1799,20.0196,0.0276,19.4571,0.1397,19.357,0.209,19.5243,0.0792,,,,,,,15.0,
12,39.11,5384082,57,0,213512.60-010334.5,323.802496,-1.059582,43,61,57554.2413,5,0.573,,,,,,,,,,,,,18.7696,0.0561,18.4896,0.0228,19.0229,0.0165,18.1448,0.0474,17.869,0.0173,18.3915,0.0075,17.712,0.0512,17.4276,0.0215,17.8829,0.0089,17.5618,0.0491,17.3093,0.0346,17.6142,0.0138,15.0,
13,39.56,5384078,1,3,213511.32-010333.2,323.797155,-1.059187,36,36,57250.5641,0,0.052,,,,,,,,,,,,,,,,,,,20.3651,0.2372,19.7993,0.1398,20.5142,0.092,,,,,,,,,,,,,5.49,5384077.0
14,39.96,5384080,1,0,213509.54-010257.3,323.789764,-1.049245,36,36,57250.5403,0,0.596,,,,,,,,,,,,,,,,,,,,,,,,,19.7473,0.0396,20.0277,0.16,19.8418,0.1208,,,,,,,14.16,5384076.0
15,42.22,5384133,1,1,213513.43-010217.9,323.805935,-1.038269,36,36,57250.5641,0,0.569,,,,,,,,,,,,,,,,,,,20.4187,0.1485,20.164,0.1273,20.4567,0.0873,,,,,,,,,,,,,8.69,5384132.0
16,43.86,5384088,12,0,213514.92-010311.6,323.812235,-1.053208,79,124,57262.1955,0,0.635,,,,,,,,,,,,,,,,,,,20.2915,0.0423,20.2124,0.0546,20.2774,0.0341,19.5322,0.0363,19.5271,0.0593,19.5032,0.0336,,,,,,,9.49,5384089.0
17,44.47,5384090,41,2,213515.15-010301.4,323.813114,-1.0504,72,76,57597.8769,1,0.647,,,,,,,,,,,,,20.3034,0.0683,20.1615,0.0864,20.4098,0.0313,19.349,0.0426,19.0077,0.0453,19.4765,0.0192,18.7316,0.0441,18.4362,0.0597,18.7687,0.0162,18.4554,0.0584,18.1545,0.0999,18.4799,0.0298,4.59,5384089.0
18,45.0,5384077,31,2,213511.15-010337.9,323.796445,-1.060536,36,151,57458.4117,2,0.681,,,,,,,,,,,,,20.9961,0.0691,20.6731,0.302,20.9299,0.082,19.6753,0.0287,19.4553,0.0436,19.758,0.0176,18.9965,0.056,18.6678,0.0927,19.0523,0.0306,18.7095,0.084,18.6466,0.1048,18.7298,0.0568,5.49,5384078.0
19,45.08,5384086,3,0,213514.47-010325.5,323.810287,-1.057082,145,149,57111.2957,0,0.494,,,,,,,,,,,,,,,,,,,20.7913,0.0198,20.9703,0.1094,20.7928,0.0683,,,,,,,,,,,,,11.34,5384087.0
