,RA,DEC,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth,in_field,mask
39,303.1934556,-56.85171792,23519.65518,23766.61452,0.497700214,-0.434018493,0.689685583,0.005107628,4.421701908,1,0.005522047,0,0.314918636,-0.269591105,-0.015426372,0.03285725,0.317163378,-0.269254357,-0.015467691,0.03292796,0.003689114,0.041730469,21.99185896,0.013114574,21.48966885,0.012314677,21.499622,0.003674834,20.79163095,0.003338117,21.37601936,0.002915464,20.64055224,0.002561864,21.25044039,0.003548006,20.40516445,0.00317398,21.21909596,0.005630962,20.46579157,0.004887933,21.25315263,0.016456873,20.48478988,0.014329658,778751,4,IN,1
75,303.2092224,-56.8289409,23401.27998,24078.26716,0.034524109,-0.028622188,0.747362554,0.001714891,6.190973282,1,7.3e-10,0,0.016532036,-0.006182787,-0.017279757,0.034365679,0.016613439,-0.006249475,-0.017318547,0.034437381,0.006656523,0.046740882,22.3341422,0.017313763,21.16995776,0.015371708,21.19927416,0.00333678,19.85701564,0.002991956,20.46885341,0.001713586,19.08619074,0.001556628,20.23969196,0.002395682,18.72850772,0.002283498,19.9416608,0.002114441,18.55117796,0.001878028,19.9327618,0.004855829,18.54979796,0.004079879,783467,10,IN,1
74,303.212908,-56.8172127,23373.48145,24238.77228,-0.412096292,-0.803198218,0.626665413,0.008224516,3.559195995,1,0.00013487,0,-0.263127403,-0.486315807,-0.017196947,0.033449019,-0.263444275,-0.486186802,-0.017236887,0.033514235,0.004402914,0.039880076,23.05582295,0.032697838,22.68878903,0.031126771,22.2878669,0.006261213,21.73790153,0.005576574,21.7662495,0.003775947,21.21484727,0.003377285,21.58693817,0.004198336,20.95181909,0.003789091,21.44793343,0.006680507,20.89975033,0.006029721,21.45558054,0.019928122,20.87994667,0.017926597,784775,10,IN,1
73,303.2178107,-56.81340463,23336.68457,24290.85177,-0.057444803,0.084581353,0.754319012,0.012586404,22.23336029,1,0.000759485,0,-0.046123399,0.069083586,-0.01596902,0.034825926,-0.043662842,0.068771824,-0.016008306,0.034897171,0.004984557,0.039043728,24.65111359,0.145192693,24.20875626,0.163479095,23.31756176,0.01540417,22.37220386,0.012907723,22.60076943,0.007268946,21.60362091,0.005947309,22.45332045,0.008269916,21.31075905,0.006610702,22.28186403,0.014263815,21.25762949,0.011578152,22.32116891,0.042916362,21.27094282,0.034874076,785411,10,IN,1
30,303.2213232,-56.8219554,23310.55695,24173.76099,-0.250676483,0.132624447,0.728284836,0.011598485,4.008445263,1,0.01894318,0,-0.168541308,0.098582474,-0.016462671,0.035933145,-0.16818589,0.098519497,-0.016481051,0.035924517,0.006212769,0.042159811,24.19593991,0.095873624,23.67475194,0.095559708,22.99075999,0.012173884,21.91547746,0.0105097,22.43757959,0.006589794,21.4908252,0.005555691,22.27052851,0.007252909,21.15049393,0.006049652,22.07495241,0.012000905,21.17924893,0.010266283,22.13597704,0.03683059,21.23696195,0.032213394,784374,4,IN,1
68,303.2233891,-56.83566835,23295.30628,23986.04565,-0.617669225,-0.205787495,0.677478194,0.005236931,6.110280037,1,0.51719381,0,-0.370194144,-0.108786154,-0.015729879,0.03153198,-0.369591534,-0.109118246,-0.015767973,0.031598613,0.007138041,0.048048737,25.08439303,0.217182683,24.56760683,0.241320413,22.69096992,0.01100087,21.7028098,0.009766957,21.43790592,0.003226029,20.51159282,0.002858822,20.94205621,0.003106108,19.91435707,0.00281227,20.66205656,0.003537696,19.70844414,0.003079881,20.71017318,0.010148766,19.65577285,0.008672845,774340,10,IN,1
25,303.2251248,-56.83128809,23282.13757,24046.12182,0.241881415,-0.550059915,0.738463819,0.003154392,5.115661621,1,0.302368072,0,0.158227207,-0.370732337,-0.01631433,0.030840558,0.158235714,-0.370702237,-0.01635267,0.030908016,0.007958774,0.046757571,22.08356342,0.014191423,20.86592179,0.012166205,21.77705343,0.00497309,20.91152438,0.004236102,20.9846313,0.00231185,20.1000444,0.002006652,20.68190302,0.002719508,19.65580496,0.002502022,20.47330406,0.003067508,19.52733522,0.002668165,20.47096894,0.008153148,19.42073306,0.00691865,783473,4,IN,1
63,303.2270572,-56.80762083,23267.29223,24369.92748,0.162884042,0.297988504,0.743153989,0.001397519,5.164651394,1,1.63e-05,0,0.105553194,0.214462393,-0.017983681,0.028771614,0.105542108,0.21449928,-0.018026549,0.028834719,0.003755754,0.040506667,21.65951496,0.01014404,21.00453951,0.009312232,20.66478828,0.002664459,19.76914381,0.002488602,20.18206285,0.001541204,19.24918441,0.001428588,20.07377425,0.002324424,18.99804504,0.002230171,19.84927438,0.001991565,18.88638448,0.001761068,19.83272305,0.004687701,18.85271928,0.003848196,783461,10,IN,1
22,303.2295622,-56.82744603,23248.91797,24098.52889,0.748763621,-0.08884421,0.635017812,0.000426263,4.893452644,1,0.000159262,0,0.40907483,-0.034182449,-0.016211048,0.033393478,0.409089744,-0.034156919,-0.016249817,0.033466775,0.007476158,0.046531296,20.77040287,0.006025157,20.28216872,0.005866937,19.39263843,0.002240954,18.66204317,0.002206395,18.61286915,0.001265408,17.85116893,0.001248715,18.34168077,0.002107393,17.48019777,0.002099085,18.05244991,0.001278331,17.27118769,0.001257849,17.98476318,0.001193336,17.17394727,0.001089138,783442,4,IN,1
18,303.2353574,-56.80778365,23205.09724,24367.60634,-0.278996378,0.090444006,0.849123776,0.001877854,8.511517525,1,0.007080123,0,-0.207403127,0.065943491,-0.018103335,0.029026172,-0.207402244,0.065663688,-0.018146358,0.029089786,0.003599038,0.040484561,22.59435141,0.022104895,21.66868875,0.020782852,21.51910266,0.003770354,19.70865556,0.003167945,20.86438034,0.002019095,19.01774558,0.00169389,20.70309208,0.002708335,18.70090232,0.002419015,20.41974061,0.002820078,18.52775522,0.002241811,20.33368379,0.007292878,18.37731988,0.005485814,783476,4,IN,1
