,RA,DEC,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth,in_field,mask
52,303.0323608,-56.82387138,24725.96144,24147.49293,0.717505157,0.51671809,0.726759434,0.009198263,3.546777487,1,0.003302156,0,0.503621242,0.369613607,-0.015140494,0.030670714,0.508487105,0.374788672,-0.015176432,0.030733678,0.008626324,0.040476528,22.76994154,0.034549086,22.22845015,0.030628435,22.68147856,0.00898413,21.96770457,0.00760007,22.01274602,0.004846449,21.3005614,0.004162002,21.84890344,0.005473355,21.05425308,0.00470885,21.77948217,0.009412859,21.10283818,0.008415762,21.62930531,0.023472074,20.8807067,0.019887769,1013000,5,IN,0
51,303.0425096,-56.85470868,24649.4072,23725.48769,0.522028923,0.310011446,0.726073623,0.009456527,3.9753232,1,0.015709809,0,0.331282298,0.206329909,-0.018293033,0.022244981,0.331247419,0.206735685,-0.018334027,0.022289878,0.007626872,0.04073396,23.8774746,0.086076504,22.84396865,0.074100942,22.83365407,0.010814239,21.91727761,0.009285075,22.15290389,0.005414519,21.17991594,0.004651089,21.92751019,0.005360206,20.78702317,0.004582604,21.68428424,0.008463311,20.742791,0.007141951,21.64853639,0.024198109,20.6021587,0.020285563,1006606,5,IN,0
50,303.0452506,-56.84932659,24628.9834,23799.18445,0.815149665,-0.230633408,0.981343806,0.007470936,59.11580658,1,0.84341892,0,0.027162067,0.058335762,-0.015878706,0.024855573,0.785065591,-0.219448715,-0.015917864,0.024906749,0.00639377,0.040463375,24.33985106,0.131407784,21.84146759,0.1303146,23.26435631,0.015407288,20.26943916,0.009013966,22.72510098,0.00954426,19.90521525,0.004880172,22.6241066,0.009785949,19.67610562,0.004713818,22.27378176,0.013755928,19.51458001,0.006408574,22.16393151,0.036306546,19.33740647,0.015763301,1006702,5,IN,0
47,303.0467668,-56.8722641,24617.25447,23485.22488,-0.792350531,-0.500170052,0.933919191,0.001374507,6.980216026,1,0.03110088,0,-0.728259912,-0.455475703,-0.019519261,0.02280357,-0.727982998,-0.455975771,-0.01948813,0.022653311,0.008239886,0.039910253,21.98719582,0.015548009,20.67956148,0.010873804,21.17906016,0.003393735,19.58576907,0.002653199,20.5761766,0.001839763,18.98568064,0.001477589,20.32694435,0.002432002,18.62587167,0.002213405,20.02800105,0.002182527,18.47545683,0.001683287,19.95853303,0.005148468,18.39277132,0.003401005,1005753,5,IN,0
46,303.0480318,-56.85019399,24608.15096,23787.33655,0.189547226,0.22540012,0.766047835,0.000165102,8.375944138,1,0.004028608,0,0.108841652,0.153158401,-0.015907456,0.024895269,0.109855272,0.153149381,-0.015946593,0.024946028,0.006828463,0.040847267,20.10413454,0.005083476,18.70924012,0.004878769,18.78323569,0.002164447,17.16051636,0.002143412,17.94281882,0.001237636,16.29753069,0.0012248,17.64321482,0.002092907,15.88877672,0.002087834,17.30801669,0.001230693,15.64522077,0.001219128,17.22949593,0.000900224,15.54064744,0.000825345,1006698,5,IN,0
45,303.0502206,-56.83384303,24592.02661,24011.17107,0.118245177,0.131848425,0.766765714,0.007975863,4.079296112,1,0.000310011,0,0.07318669,0.100289306,-0.017645041,0.025772988,0.073062882,0.100081444,-0.017664362,0.025745993,0.010255092,0.047112367,23.69195098,0.076902479,22.95138619,0.066285659,22.76236404,0.010031681,21.77396307,0.008411441,22.06207676,0.005015463,20.98944924,0.004150387,21.83683938,0.00518127,20.62145821,0.004320751,21.61262242,0.007842541,20.60959084,0.006622959,21.62802621,0.023083232,20.24023407,0.019630173,1011898,5,IN,0
43,303.051343,-56.85173287,24583.34227,23766.30089,0.284143388,0.023960005,0.695517957,0.001092697,6.982424736,1,0.260893725,0,0.151651274,0.025528559,-0.017697769,0.022617337,0.152743205,0.025796551,-0.017736943,0.022662127,0.006754698,0.040880371,21.64884596,0.011585948,20.5401792,0.010422075,20.60193814,0.002648144,19.32095891,0.002511527,19.81864943,0.001481534,18.50566968,0.001401784,19.54138702,0.002204599,18.11662799,0.00216332,19.25296352,0.001578955,17.9004685,0.001471808,19.20340735,0.002816192,17.83134745,0.002392841,1006701,5,IN,0
42,303.054395,-56.84042157,24560.66857,23921.15787,-0.399859935,0.112038605,0.66608727,0.000139607,6.127859116,1,0.0,0,-0.229674749,0.073853005,-0.017562916,0.023513325,-0.230018362,0.0738502,-0.017602518,0.02355922,0.007497621,0.045122932,19.87508431,0.004834493,18.91274921,0.004742888,18.40619061,0.002152142,17.26328743,0.002139788,17.48760336,0.00122722,16.31989084,0.001221018,17.11449659,0.002088961,15.85745004,0.002086502,16.74347381,0.001218544,15.57129338,0.001213791,16.64693749,0.000816153,15.4471738,0.00078228,1007907,5,IN,0
41,303.067044,-56.84327588,24465.9285,23882.18256,0.233650401,0.419923484,0.309967786,0.022725055,13.04879665,1,0.002481269,0,0.047186228,0.126228761,-0.018089974,0.021632402,0.048233069,0.125948414,-0.018133381,0.021678587,0.006230871,0.040154296,24.10759529,0.107696819,23.99052044,0.108535666,23.51562275,0.020556713,23.30951229,0.020118408,21.95428346,0.00479923,21.66197131,0.004701708,21.08120597,0.003243308,20.74767717,0.003185159,20.81776471,0.003973062,20.51539798,0.003894209,20.75280707,0.010076295,20.4413232,0.009848591,1007580,5,IN,0
40,303.0682087,-56.86979433,24456.88463,23519.20021,0.433322579,0.288815737,0.895645976,0.023851076,10.66140747,1,0.270090798,0,0.363808855,0.253577028,-0.020903525,0.02200633,0.361887127,0.254084468,-0.020927224,0.021974105,0.008123602,0.038956422,24.86170935,0.217321905,22.79989583,0.162124622,24.3827419,0.047744308,22.54476699,0.036638245,23.61413057,0.019907126,21.92115786,0.012692481,23.51065154,0.021144945,21.65064062,0.012858781,23.41560529,0.04037777,21.95829652,0.03218154,23.16134724,0.098031763,20.7715851,0.068001565,1004514,5,IN,0
38,303.0696524,-56.84297609,24446.40456,23886.30358,-0.104481697,0.336538881,0.878258526,0.0104091,2.189178228,1,0.173950197,0,-0.093125995,0.281785894,-0.018083513,0.021684359,-0.094150215,0.28435722,-0.018126741,0.021730604,0.006259083,0.040387611,24.06511442,0.103378892,23.11865202,0.094071076,23.24928442,0.016278647,21.76569437,0.011320829,22.57699086,0.008025962,21.05044254,0.005500888,22.43223067,0.008329478,20.71669421,0.005519332,22.15572559,0.012745458,20.63030402,0.00885021,22.40617754,0.046646024,21.06410425,0.038768819,1007581,5,IN,0
37,303.0746973,-56.85383987,24408.51677,23737.62939,-0.026361562,0.004396224,0.198934838,0.039882593,3.041828871,1,0.000430631,0,-0.020916051,0.018672575,-0.018666622,0.021886308,-0.02035014,0.018584523,-0.01871117,0.021934021,0.006749085,0.040290078,23.02354859,0.038753048,22.92590646,0.039232692,22.70593593,0.009755519,22.58270919,0.009709778,22.01057267,0.004980128,21.87792357,0.004929063,21.7084105,0.004747983,21.54074283,0.004681638,21.62335689,0.008053168,21.48055306,0.007956679,21.62346622,0.023779371,21.47170114,0.023629883,1006455,5,IN,0
36,303.0779517,-56.8457892,24384.36722,23847.8224,0.616899788,-0.276109844,0.522761226,0.014625395,3.794378281,1,0.262687802,0,0.278519604,-0.113801348,-0.018688464,0.021869184,0.279009879,-0.113846228,-0.018733039,0.021917254,0.006277464,0.040305798,22.71700441,0.029734709,22.40019679,0.02983987,22.37882447,0.007531462,21.82693702,0.007102432,22.08633758,0.005341369,21.52241339,0.004966709,22.03729283,0.006075662,21.29394015,0.00556192,21.94480269,0.010556447,21.22261703,0.009620513,21.9244714,0.029694524,21.1210721,0.026497922,1007254,5,IN,0
34,303.0789366,-56.84488352,24376.87824,23860.2502,0.381022155,0.335572869,0.50833571,0.000310061,4.521082878,1,1.09e-05,0,0.146832692,0.152824022,-0.018154923,0.021826769,0.146903709,0.152998433,-0.018198289,0.021873549,0.005525785,0.041306475,20.28347212,0.005362526,19.78011724,0.005288573,18.80662613,0.002173946,18.18589811,0.002161948,17.93316413,0.001237761,17.29714378,0.001231387,17.58580375,0.002093255,16.87323963,0.002090532,17.27085455,0.001230704,16.6141875,0.001225024,17.17473032,0.000893962,16.50587414,0.000859894,1007253,5,IN,0
33,303.0813549,-56.86940852,24358.53865,23524.5599,0.122068055,0.118933477,0.52568996,0.000839533,5.241408825,1,0.008179217,0,0.032128418,0.059245003,-0.020826217,0.022368346,0.03244324,0.059289049,-0.020865826,0.022256024,0.007374192,0.03991573,21.40684789,0.010177905,20.77424945,0.00973146,20.06865693,0.002443262,19.2864553,0.002382456,19.13665186,0.001315347,18.33951297,0.001292269,18.75804524,0.002123651,17.89176955,0.00211399,18.46649371,0.001320667,17.6636161,0.001298831,18.42158444,0.001617397,17.64439663,0.00152482,1004475,5,IN,0
32,303.0838338,-56.85832639,24340.09403,23676.26714,0.030544844,-0.017585067,0.663503706,0.00096107,6.4048419,1,0.000611914,0,0.007066481,0.0033353,-0.020570265,0.022758789,0.007471164,0.003159344,-0.020608865,0.022651277,0.007865918,0.040640739,22.26439004,0.019918332,21.24991174,0.018443116,20.94646647,0.003062736,19.72783501,0.002860125,19.6041262,0.001405834,18.35844881,0.001349175,19.15196308,0.002151256,17.81770372,0.002129199,18.78461537,0.001415139,17.54119263,0.001361284,18.68855121,0.001909724,17.4276037,0.001699491,1006452,5,IN,0
31,303.0858358,-56.83416689,24325.32281,24006.97724,-0.199004382,0.663370192,0.849987805,0.00810446,12.18926907,1,0.001182386,0,-0.156311633,0.502133232,-0.017824054,0.025395418,-0.156480536,0.506716192,-0.017864874,0.025449103,0.01005621,0.047243992,23.66961005,0.077964338,22.75739622,0.06705654,23.21996147,0.015295107,21.96165886,0.011799524,22.32754031,0.006343456,20.77187382,0.004832501,22.2397971,0.007428033,20.45944677,0.005641884,21.99402983,0.011104625,20.25667693,0.008584257,22.18631553,0.038699935,20.96875211,0.032347837,1011873,5,IN,0
27,303.0896957,-56.8673463,24296.15502,23552.82799,-0.15526101,-0.79936552,0.534902334,0.007305618,3.322474003,1,0.0,0,-0.083979017,-0.368956027,-0.018881704,0.027019431,-0.084019184,-0.369224757,-0.018920077,0.0269171,0.008002734,0.040422873,22.78598791,0.032084523,22.45291246,0.031223634,21.7668875,0.0049411,21.26800857,0.004686139,21.37765573,0.003075273,20.84109256,0.002877951,21.24595889,0.00351526,20.64261404,0.003309542,21.14391901,0.005072019,20.62420501,0.004709951,21.17927174,0.0162142,20.66828183,0.014936275,984361,5,IN,0
2,303.0917782,-56.83006398,24280.85525,24063.16517,0.151166841,0.081641093,0.369190723,0.004041778,3.83833313,1,0.492544117,0,0.031805134,0.045087949,-0.017835244,0.028519941,0.031880822,0.045110896,-0.017875429,0.028577859,0.009205133,0.045685194,21.5461289,0.012060894,21.26223953,0.011947124,20.89306711,0.003128408,20.52002322,0.003049493,20.32437903,0.00178307,19.9591553,0.001736322,20.17862452,0.002510146,19.74902639,0.002471343,19.83180676,0.002159221,19.46186365,0.002104142,19.48817005,0.003567016,19.12084642,0.003400367,1011420,1,IN,0
24,303.0944512,-56.84337007,24260.74345,23881.0392,-0.514715433,0.155617654,0.991613984,0.029144034,27.60174561,1,0.986462837,0,-0.052426773,0.094091589,-0.017668083,0.024646494,-0.49211219,0.155405223,-0.017710129,0.024697553,0.005950953,0.040740706,,754.3502048,23.85449224,0.690357117,25.79498389,0.162717442,23.24370928,0.169068134,24.11796546,0.032103963,20.87141173,0.020209197,23.03990676,0.014700239,19.66160725,inf,22.53153108,0.017646821,19.33235856,0.022988494,22.04087176,0.033218481,19.45513176,0.077183888,1007201,5,IN,0
22,303.0958883,-56.84002792,24250.00691,23926.79265,-0.69869411,0.173309162,0.902355015,6.26e-05,11.43549347,1,0.059540362,0,-0.572073612,0.144865614,-0.017476122,0.025615551,-0.573817253,0.145186335,-0.017519254,0.025671199,0.006864667,0.04558727,19.32640227,0.004519922,17.26082907,0.004411307,18.04998401,0.00214014,15.72737289,0.002125534,17.21978565,0.001222914,14.89526435,0.001215015,16.94784579,0.002088225,14.48890494,0.002084526,16.57649075,0.001215893,14.22880333,0.001209116,16.47841413,0.000792731,14.08886525,0.000743564,1007187,5,IN,0
20,303.0979292,-56.83816829,24234.73847,23952.25484,-0.24696812,0.005450484,0.716104925,0.000246857,7.389678478,1,0.140891577,0,-0.151361934,0.010812584,-0.017343041,0.028206615,-0.151941165,0.010620884,-0.017382495,0.028263673,0.007713988,0.045385196,20.39816001,0.005605185,19.18253123,0.0052945,19.07932802,0.00219503,17.66451278,0.002164904,18.24549342,0.001247959,16.82129787,0.001232945,17.94362407,0.002099853,16.42052173,0.002092645,17.58077223,0.001244044,16.14625832,0.001229267,17.4823265,0.000993918,16.01040606,0.000899501,1007188,5,IN,0
