,RA,DEC,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth,in_field,mask
73,302.7081931,-56.75489445,27159.45494,25082.20993,0.154318139,-0.785723805,0.928775251,0.017954284,13.40725327,1,0.695006315,0,0.127274179,-0.693214557,-0.014545652,0.036411873,0.12797153,-0.693541884,-0.014534911,0.036433887,0.013168413,0.032914869,26.34395019,0.662167112,25.01324057,0.590729421,25.71008678,0.140728981,24.5108697,0.170904579,23.31209531,0.015002834,21.7949594,0.010999674,22.74147483,0.011996941,21.04394931,0.010107415,22.33251467,0.017023578,20.75680637,0.015062206,22.2889129,0.044974172,20.92760309,0.049647927,1015208,3,IN,0
69,302.7102155,-56.76535387,27143.85807,24939.38609,0.627086878,0.271184027,0.981668591,0.00158363,19.9037838,1,0.648186544,0,0.596107123,0.248186494,-0.014251789,0.034330623,0.600353599,0.252926797,-0.014279934,0.034411073,0.01454223,0.030421077,22.25730966,0.015329661,19.40392204,0.00760776,21.51415498,0.004038319,18.37858113,0.002593845,21.06159617,0.002469022,17.76715762,0.001682992,20.77726616,0.003009682,17.36959579,0.002467645,20.46488172,0.003362104,17.17596158,0.002358568,20.4319995,0.008640225,17.08510168,0.005546832,1015191,3,IN,0
67,302.7117937,-56.74570597,27133.5948,25208.38642,-0.099173263,-0.017585089,0.777059078,0.018411843,7.222710609,1,0.00754019,0,-0.07276175,0.004066247,-0.013808069,0.037723826,-0.074456558,0.003933344,-0.013798041,0.037745275,0.014719667,0.03006682,24.49502223,0.122787289,23.54307531,0.101949482,23.58764403,0.019911157,22.26524759,0.016536158,22.98240482,0.011594819,21.65968866,0.009442554,22.83279746,0.012560446,21.36639454,0.009887573,22.58774205,0.020752616,21.33020469,0.016612426,22.58375129,0.058861793,20.9016358,0.044750757,1017762,3,IN,0
65,302.7140391,-56.7563949,27115.91708,25062.19202,-0.228572696,0.222808421,0.543786108,0.223198488,9.37667942,1,-0.000311764,0,0.057553663,0.217470212,-0.016127408,0.036727192,-0.122327857,0.126287282,-0.014984297,0.037690606,0.013202823,0.031994631,26.17552533,0.58335719,22.78069941,0.219349501,26.01745843,0.194185007,22.17294296,0.062718078,25.07169753,0.07672443,21.40376865,0.043109933,24.70644452,0.072494737,20.94433328,0.054502423,24.96653989,0.196715926,21.69207886,0.129413654,24.97518076,0.523973213,21.11196262,0.183825091,1008780,3,IN,0
64,302.7152147,-56.78950937,27104.35238,24608.97171,-0.135750011,0.94808799,0.54095304,0.016189929,3.376314402,1,0.38968698,0,-0.083700869,0.547161206,-0.017646672,0.028651695,-0.083667643,0.547056496,-0.017688626,0.028715825,0.013555506,0.02779471,23.25787253,0.03375944,22.79859421,0.031393633,22.89893974,0.011723463,22.45405329,0.010352732,22.3662897,0.005948229,21.94937144,0.00546484,21.85549693,0.005519155,21.38620195,0.005082328,21.94212402,0.011381351,21.56439994,0.010914893,22.53368056,0.056186338,22.03793867,0.053535409,1012653,3,IN,0
63,302.7170136,-56.78257211,27091.43814,24704.01081,-0.892246366,-0.148623556,0.649245381,0.005951231,4.714623451,1,0.000221631,0,-0.561652639,-0.081624705,-0.016941441,0.027666924,-0.56178838,-0.081665561,-0.016982624,0.027731622,0.013595746,0.0278976,23.2114671,0.033286771,22.82610604,0.031286877,22.41107008,0.007310338,21.87600374,0.006629104,21.56475175,0.003094855,20.9796077,0.002769252,21.27903566,0.00367425,20.61807121,0.003338511,20.99266614,0.004857108,20.4019501,0.00433423,20.93868509,0.012802615,20.29035871,0.011079152,1014748,3,IN,0
62,302.71925,-56.75078779,27077.27538,25139.17831,-0.331003964,0.217219502,0.602406681,0.011483217,4.862752914,1,0.170691673,0,-0.199283993,0.142575829,-0.012100038,0.033184426,-0.199243993,0.141281039,-0.012133563,0.033141878,0.013509541,0.029107524,24.3022129,0.104701074,23.52130612,0.094812446,23.45893537,0.018821655,22.87714664,0.016843178,21.96339684,0.004908891,21.3682222,0.004395725,21.34977643,0.00408471,20.62903354,0.00361855,20.81444282,0.004561919,20.1594853,0.003954687,20.66284406,0.010105993,19.93911624,0.008455934,1015201,3,IN,0
61,302.7214371,-56.74385995,27061.42622,25234.10527,0.926510215,0.161668018,0.959006906,0.154263273,21.05865479,1,0.198483628,0,-0.172472758,0.377721764,-0.011902384,0.034710938,0.889506459,0.154718384,-0.011494745,0.03473112,0.013713836,0.026866219,28.98051156,7.938302972,22.24417239,0.196270942,25.98138471,0.176586781,21.79098603,0.061003844,25.24304711,0.091015902,20.92860256,0.040596732,25.17332471,0.108517387,20.40620647,0.048062995,25.12518502,0.214412252,20.85634916,0.07224224,24.56817551,0.376189184,19.89491061,0.088028006,1017850,3,IN,0
58,302.7229173,-56.76140844,27048.88867,24993.96583,-0.485071182,-0.768409669,0.950868428,0.030839756,17.61425209,1,0.933775342,0,-0.024184652,-0.036815634,-0.012917496,0.030361529,-0.436578304,-0.703342319,-0.012905955,0.030379847,0.012528752,0.028811434,23.67831046,0.055386864,21.787119,0.056750197,24.04038953,0.031021473,22.2770582,0.044868996,24.05680388,0.028847534,21.80187482,0.021826883,23.52986484,0.024434294,21.14638307,0.020829829,22.93929428,0.029002537,20.63446403,0.022546966,22.8380532,0.076759633,20.04015484,0.03766286,1015239,3,IN,0
56,302.7239638,-56.75831787,27041.2879,25036.31632,0.225786522,-0.022735838,0.682617009,0.107887082,10.77906132,1,0.038853014,0,-0.02081584,0.07115887,-0.013807985,0.031917542,0.118764915,0.016651984,-0.013874817,0.032046553,0.012643188,0.028880815,27.78273484,2.405158129,23.40324701,0.202102182,25.48720141,0.118809188,22.55894361,0.065347997,24.6789275,0.050565622,21.52368188,0.034394424,24.57027288,0.064647331,21.30952922,0.04026082,24.46711876,0.123634456,21.56398764,0.070238103,26.89376005,3.169755941,21.01385062,0.094501651,1016898,3,IN,0
54,302.7255528,-56.7462741,27032.99504,25206.95428,-0.209438443,0.30326587,0.99506551,0.056287035,95.33972168,1,0.714951294,0,-0.115012512,0.160799486,-0.011378528,0.036529048,-0.208296269,0.299246013,-0.011409579,0.036492661,0.013022394,0.028355791,24.8006143,0.163033525,22.10354487,0.119114556,24.81190293,0.062008175,21.88660327,0.043979936,24.93401942,0.069420762,21.89771559,0.03903467,25.19212669,0.107154252,22.04180115,0.074310869,25.52436061,0.303572664,22.4871041,0.156561263,24.24567203,0.278998981,21.23197338,0.146829072,1017680,3,IN,0
51,302.7273663,-56.77668045,27014.28034,24785.11801,-0.191515639,0.410565555,0.827233434,0.040321879,14.49397182,1,0.247543695,0,-0.133390412,-0.08234733,-0.015183898,0.029622206,-0.101339102,0.26000917,-0.015159257,0.029640933,0.012142917,0.026020915,25.97194531,0.428712204,23.49044261,0.459010493,25.62134819,0.12772802,22.55948133,0.103088829,24.02729139,0.025848874,20.75998,0.018317713,23.32217225,0.019622468,20.3288154,0.019431607,22.85074085,0.025382868,19.93931549,0.025275349,22.81108107,0.07176666,19.72512015,0.061611447,1015528,3,IN,0
49,302.7294024,-56.77092523,26999.47043,24863.98544,0.141198471,-0.099006645,0.731311142,0.061051663,12.21832275,1,0.010630075,0,-0.043454522,0.036585109,-0.012757228,0.031285513,0.079819188,-0.039478231,-0.012722222,0.031299062,0.012112988,0.025334343,25.11640743,0.191839657,22.74142695,0.226840845,24.83870906,0.062513997,21.90202613,0.056574001,24.3380638,0.035222899,21.09919985,0.024603926,23.86233771,0.031471524,20.76408469,0.028215607,23.71761755,0.056853145,20.69747373,0.050628273,23.54927572,0.144375467,20.61740876,0.121299755,1015823,3,IN,0
48,302.7313932,-56.74287127,26986.77054,25248.078,-0.026947271,-0.119240828,0.652587891,0.003214689,5.333162308,1,0.03862499,0,-0.021915117,-0.051654266,-0.010392806,0.037248668,-0.022252981,-0.051427878,-0.010422191,0.037216991,0.013483166,0.026251109,22.10185466,0.014483088,21.15931,0.01317066,21.55253087,0.003976211,20.555965,0.003579454,20.80540385,0.002113052,19.83813528,0.001931814,20.50426084,0.002647647,19.42522073,0.002524464,20.27724767,0.002888997,19.27734857,0.002651089,20.26127967,0.007404588,19.16351717,0.006669176,1017987,3,IN,0
45,302.7346118,-56.78837751,26958.75831,24625.42666,0.287651062,0.155095488,0.64637512,0.146748856,11.43315887,1,0.0,0,-0.069046318,-0.15938612,-0.01560096,0.028296302,0.163261652,0.097939208,-0.015604054,0.02830671,0.011575452,0.027770132,,2.842189001,inf,,27.44975537,0.666146972,24.15668021,0.335561689,24.94119873,0.060558093,21.86996044,0.03654496,24.85116666,0.07460585,21.6616316,0.049189385,24.43918069,0.10433035,21.40488082,0.064292865,23.13500371,0.097477104,19.68088797,0.038187195,1008465,3,IN,0
42,302.7356517,-56.7865972,26951.36073,24649.73757,0.100488827,-0.444140285,0.479220092,0.009486116,5.197050095,1,8.57e-06,0,0.028700292,-0.149312467,-0.015602865,0.02829911,0.028743744,-0.149349242,-0.015597614,0.028309053,0.011477535,0.028064904,25.05399036,0.177351713,24.81038757,0.174495601,23.45938051,0.016892308,23.06189261,0.016115737,21.71619515,0.003564583,21.14563712,0.003384662,20.95260069,0.003044159,20.3077949,0.002947384,20.51550393,0.003219043,19.91565854,0.003096055,20.39840586,0.008133717,19.80018195,0.007714774,1014632,3,IN,0
40,302.7373433,-56.75349898,26941.27287,25102.86228,-0.609874487,0.814896464,0.426426411,0.013201722,3.556560516,1,0.384332806,0,-0.246855274,0.341417227,-0.012868696,0.035572808,-0.246948466,0.34137094,-0.012905095,0.035535444,0.011019873,0.030478166,24.76274055,0.156441729,24.39780053,0.144629398,23.19583897,0.01384656,22.74648005,0.012680393,21.70274525,0.004142581,21.32368251,0.003967818,20.8402798,0.003099372,20.42556338,0.003002331,20.19093805,0.00278202,19.8099323,0.002663028,19.91018212,0.005378695,19.47991542,0.005024244,1015196,3,IN,0
39,302.7384778,-56.74902009,26933.10875,25164.21848,0.310814381,0.607693195,0.834712327,0.010354538,9.919151306,1,0.0,0,0.233864845,0.473462263,-0.012711423,0.034145188,0.233540535,0.471128404,-0.012747561,0.034105714,0.011314844,0.029336334,23.56689137,0.052156192,22.6830311,0.044356295,22.81117228,0.009415364,21.55650711,0.007499114,22.47091633,0.007526769,21.0588166,0.005767208,22.41977222,0.008713942,20.83330681,0.006498695,22.28666643,0.015482454,20.81773606,0.011535173,22.31411279,0.047335314,20.95100786,0.033322931,1008836,3,IN,0
38,302.7407814,-56.78221821,26913.23966,24709.89734,0.185987383,0.247263104,0.530917168,0.209138513,9.229042053,1,-5.99e-05,0,-0.015352056,-0.028181495,-0.015346671,0.031193207,0.08700981,0.143401355,-0.015358518,0.031210689,0.010941718,0.026626845,25.18817077,0.200185536,22.81301245,0.245952117,25.63313552,0.121877918,22.96782764,0.147491321,25.03568685,0.064084957,21.94227335,0.043386097,25.04166761,0.091755547,21.98527276,0.06907843,25.84222428,0.379847211,23.314805,0.549603062,24.34183074,0.289913555,28.62581311,225.3056421,1008523,3,IN,0
36,302.7456548,-56.75093196,26879.09629,25138.35306,-0.092049882,0.482107103,0.740132809,0.119786449,12.05510426,1,0.0,0,-0.111423783,0.002408614,-0.01383202,0.036484513,-0.074540883,0.371901959,-0.013819803,0.036505792,0.010633958,0.029275122,25.82640702,0.412841025,22.6026763,0.587645916,25.78850744,0.140876534,21.94921794,0.045070133,25.06357513,0.075649873,21.26174304,0.025788242,24.94114559,0.086390261,20.84547356,0.024732824,24.98411612,0.187305299,20.78229327,0.044654758,24.24317217,0.26904977,20.43080391,0.095711767,1008817,3,IN,0
