700,705,1095,1100
740,745,1095,1100
780,785,1095,1100
820,825,1095,1100
860,865,1095,1100
900,905,1095,1100
940,945,1095,1100
980,985,1095,1100
1020,1025,1095,1100
1060,1065,1095,1100
20,25,1135,1140
60,65,1135,1140
100,105,1135,1140
140,145,1135,1140
180,185,1135,1140
220,225,1135,1140
260,265,1135,1140
300,305,1135,1140
340,345,1135,1140
380,385,1135,1140
420,425,1135,1140
460,465,1135,1140
500,505,1135,1140
540,545,1135,1140
580,585,1135,1140
620,625,1135,1140
660,665,1135,1140
700,705,1135,1140
740,745,1135,1140
780,785,1135,1140
820,825,1135,1140
860,865,1135,1140
900,905,1135,1140
940,945,1135,1140
980,985,1135,1140
1020,1025,1135,1140
1060,1065,1135,1140
20,25,1175,1180
60,65,1175,1180
100,105,1175,1180
140,145,1175,1180
180,185,1175,1180
220,225,1175,1180
260,265,1175,1180
300,305,1175,1180
340,345,1175,1180
380,385,1175,1180
420,425,1175,1180
460,465,1175,1180
500,505,1175,1180
540,545,1175,1180
580,585,1175,1180
620,625,1175,1180
660,665,1175,1180
700,705,1175,1180
740,745,1175,1180
780,785,1175,1180
820,825,1175,1180
860,865,1175,1180
900,905,1175,1180
940,945,1175,1180
980,985,1175,1180
1020,1025,1175,1180
1060,1065,1175,1180
20,25,1215,1220
60,65,1215,1220
100,105,1215,1220
140,145,1215,1220
180,185,1215,1220
220,225,1215,1220
260,265,1215,1220
300,305,1215,1220
340,345,1215,1220
380,385,1215,1220
420,425,1215,1220
460,465,1215,1220
500,505,1215,1220
540,545,1215,1220
580,585,1215,1220
620,625,1215,1220
660,665,1215,1220
700,705,1215,1220
740,745,1215,1220
780,785,1215,1220
820,825,1215,1220
860,865,1215,1220
900,905,1215,1220
940,945,1215,1220
980,985,1215,1220
1020,1025,1215,1220
1060,1065,1215,1220
20,25,1255,1260
60,65,1255,1260
100,105,1255,1260
140,145,1255,1260
180,185,1255,1260
220,225,1255,1260
260,265,1255,1260
300,305,1255,1260
340,345,1255,1260
380,385,1255,1260
420,425,1255,1260
460,465,1255,1260
500,505,1255,1260
540,545,1255,1260
580,585,1255,1260
620,625,1255,1260
660,665,1255,1260
700,705,1255,1260
740,745,1255,1260
780,785,1255,1260
820,825,1255,1260
860,865,1255,1260
900,905,1255,1260
940,945,1255,1260
980,985,1255,1260
1020,1025,1255,1260
1060,1065,1255,1260
20,25,1295,1300
60,65,1295,1300
100,105,1295,1300
140,145,1295,1300
180,185,1295,1300
220,225,1295,1300
260,265,1295,1300
300,305,1295,1300
340,345,1295,1300
380,385,1295,1300
420,425,1295,1300
460,465,1295,1300
500,505,1295,1300
540,545,1295,1300
580,585,1295,1300
620,625,1295,1300
660,665,1295,1300
700,705,1295,1300
740,745,1295,1300
780,785,1295,1300
820,825,1295,1300
860,865,1295,1300
900,905,1295,1300
940,945,1295,1300
980,985,1295,1300
1020,1025,1295,1300
1060,1065,1295,1300
20,25,1335,1340
60,65,1335,1340
100,105,1335,1340
140,145,1335,1340
180,185,1335,1340
220,225,1335,1340
260,265,1335,1340
300,305,1335,1340
340,345,1335,1340
380,385,1335,1340
420,425,1335,1340
460,465,1335,1340
500,505,1335,1340
540,545,1335,1340
580,585,1335,1340
620,625,1335,1340
660,665,1335,1340
700,705,1335,1340
740,745,1335,1340
780,785,1335,1340
820,825,1335,1340
860,865,1335,1340
900,905,1335,1340
940,945,1335,1340
980,985,1335,1340
1020,1025,1335,1340
1060,1065,1335,1340
20,25,1375,1380
60,65,1375,1380
100,105,1375,1380
140,145,1375,1380
180,185,1375,1380
220,225,1375,1380
260,265,1375,1380
300,305,1375,1380
340,345,1375,1380
380,385,1375,1380
420,425,1375,1380
460,465,1375,1380
500,505,1375,1380
540,545,1375,1380
580,585,1375,1380
620,625,1375,1380
660,665,1375,1380
700,705,1375,1380
740,745,1375,1380
780,785,1375,1380
820,825,1375,1380
860,865,1375,1380
900,905,1375,1380
940,945,1375,1380
980,985,1375,1380
1020,1025,1375,1380
1060,1065,1375,1380
20,25,1415,1420
60,65,1415,1420
100,105,1415,1420
140,145,1415,1420
180,185,1415,1420
220,225,1415,1420
260,265,1415,1420
300,305,1415,1420
340,345,1415,1420
380,385,1415,1420
420,425,1415,1420
460,465,1415,1420
500,505,1415,1420
540,545,1415,1420
580,585,1415,1420
620,625,1415,1420
660,665,1415,1420
700,705,1415,1420
740,745,1415,1420
780,785,1415,1420
820,825,1415,1420
860,865,1415,1420
900,905,1415,1420
940,945,1415,1420
980,985,1415,1420
1020,1025,1415,1420
1060,1065,1415,1420
20,25,1455,1460
60,65,1455,1460
100,105,1455,1460
140,145,1455,1460
180,185,1455,1460
220,225,1455,1460
260,265,1455,1460
300,305,1455,1460
340,345,1455,1460
380,385,1455,1460
420,425,1455,1460
460,465,1455,1460
500,505,1455,1460
540,545,1455,1460
580,585,1455,1460
620,625,1455,1460
660,665,1455,1460
700,705,1455,1460
740,745,1455,1460
780,785,1455,1460
820,825,1455,1460
860,865,1455,1460
900,905,1455,1460
940,945,1455,1460
980,985,1455,1460
1020,1025,1455,1460
1060,1065,1455,1460
20,25,1495,1500
60,65,1495,1500
100,105,1495,1500
140,145,1495,1500
180,185,1495,1500
220,225,1495,1500
260,265,1495,1500
300,305,1495,1500
340,345,1495,1500
380,385,1495,1500
420,425,1495,1500
460,465,1495,1500
500,505,1495,1500
540,545,1495,1500
580,585,1495,1500
620,625,1495,1500
660,665,1495,1500
700,705,1495,1500
740,745,1495,1500
780,785,1495,1500
820,825,1495,1500
860,865,1495,1500
900,905,1495,1500
940,945,1495,1500
980,985,1495,1500
1020,1025,1495,1500
1060,1065,1495,1500
20,25,1535,1540
60,65,1535,1540
100,105,1535,1540
140,145,1535,1540
180,185,1535,1540
220,225,1535,1540
260,265,1535,1540
300,305,1535,1540
340,345,1535,1540
380,385,1535,1540
420,425,1535,1540
460,465,1535,1540
500,505,1535,1540
540,545,1535,1540
580,585,1535,1540
620,625,1535,1540
660,665,1535,1540
700,705,1535,1540
740,745,1535,1540
780,785,1535,1540
820,825,1535,1540
860,865,1535,1540
900,905,1535,1540
