ra,dec,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn
302.90555381306,-56.75681247088998,25678.796692411823,25063.180985240884,0.85433030128479,-0.010313591919839382,0.765532910823822,0.010002652183175087,4.7591023445129395,1.0,0.0,0.0,0.6252425603274013,0.00154055614374977,-0.021178185328167686,0.03892550709367507,0.6255032420158386,0.0015464749885723,-0.02122399210929872,0.0390032045543194,0.003324653079923797,0.03341977752098788,24.1874738949331,0.10919616147564555,23.31669374387006,0.10134806862790813,23.476459019289543,0.01759728690665907,22.655000332555687,0.014495171779806389,22.158391181770195,0.005917101324257247,21.303901358588238,0.004838205873427617,21.663469753784913,0.005271177113859499,20.767321218754038,0.004484039802361826,21.190486980074866,0.006030011266373392,20.385668648528448,0.0052219400623189005,21.050650999370777,0.014871604631064243,20.243909422664757,0.013195049609844136,1008775
302.8916555498198,-56.73358487472494,25784.190835314213,25380.773586151838,-0.06435459852218628,-0.11296218633651733,0.7981632351875305,0.13256610929965973,15.011726379394531,1.0,-0.017573301331490487,0.0,0.07574140059999283,0.14306517990589826,-0.017119851726436545,0.032689163895701506,-0.03862391039729124,-0.0593905635178089,-0.017145395278930706,0.032600466161966324,0.008074943166997538,0.029177148635992727,26.689749441647603,0.9223494332480977,23.03407859278259,0.6714892857212855,27.003227850192022,0.44497283056855846,22.730756481803077,0.11571261270845211,25.086690370470855,0.07588894628932176,21.24515253179253,0.043379875544224455,23.80445069246781,0.03247218723034702,20.22087869887342,0.037910124072134635,23.302209905487434,0.04301072743761825,19.935654137784585,0.057787224710931714,23.169428749073877,0.11800047489219029,20.193388248365064,0.22516491484911458,1008990
302.82378178767755,-56.76226021100755,26292.063998485002,24986.240176707965,0.33487606048583984,-0.8518764972686768,0.3027040362358093,0.01055211666971445,3.0503652095794678,1.0,0.09326698379532306,0.0,0.08901259258396084,-0.22802940891747964,-0.016149381462642935,0.03711455416365935,0.08906972408294668,-0.22805637121200545,-0.016168531030416575,0.03711600974202169,0.00859885745566585,0.029852128539011653,23.705105905010647,0.059983285214476934,23.51063680986683,0.05908872209737667,22.418780113203283,0.007220647809312443,22.20315926615875,0.007072896093712049,21.09450721845873,0.0026457633660995623,20.871594102839307,0.0025744541626214774,20.55766756379625,0.0027986675561082097,20.29756636440276,0.002748215722657542,20.353654213712396,0.003217348765479477,20.12976365785394,0.003150171768410939,20.60879017556057,0.011198386457005449,20.35796240702536,0.011089311321267548,1015053
302.8207439008967,-56.76010115313203,26315.00236333323,25015.70211411288,0.1174849346280098,0.05383773520588875,0.7266397476196289,0.004632104653865099,6.099768161773682,1.0,0.234025700478256,0.0,0.06822057869913002,0.046599505251719485,-0.016420856566383354,0.03914363638230397,0.06823316961526857,0.046617198735475485,-0.01645573042333117,0.03907339647412293,0.00785770013558463,0.029889584299183817,22.71131382096097,0.026159731004640016,21.824671166368915,0.023281362562799876,22.01243381310276,0.0052417385862126,20.84682343817775,0.004587969163383828,21.376289573868398,0.0030600860198035317,20.161532818549816,0.0026344075302845438,21.120081372238523,0.0036781382246502186,19.772763625441165,0.003227654297184709,21.04115779535229,0.005601302775287813,19.823051032441516,0.004834004629258756,21.58812143940782,0.026848616772684814,20.168417347394097,0.023415548623490278,1015055
302.8197221616415,-56.754152993421535,26323.024268913854,25097.076251055187,0.23861658573150635,0.012163722887635231,0.6753178238868713,0.006548204459249973,5.24743127822876,1.0,5.35630901365991e-06,0.0,0.13425838502571139,0.012799191029101842,-0.015245253609245855,0.04414757564481446,0.13493627309799183,0.01196589972823858,-0.01527899410575629,0.044091358780860866,0.006839588321146024,0.029693987716260507,23.015844284777234,0.03446885360639835,22.152330106187804,0.031657198784699664,22.703447252658027,0.009021521785106438,21.910000218620297,0.007925046312141902,21.52097021082628,0.0036768115436931867,20.56956982653313,0.003235963624157553,21.037417408865043,0.003443830624630884,20.003046087942014,0.0031608822061116085,20.66766223602143,0.004054158604758841,19.686228489408368,0.003663558384410177,20.521315472617502,0.010040996750069068,19.46167210918758,0.00902091101018149,1015057
302.8235851320035,-56.75489156780248,26293.99012572294,25087.09675221296,0.511192262172699,-0.5678032636642456,0.6365262866020203,0.011087394319474697,4.671298980712891,1.0,4.7496294414361984e-05,0.0,0.29858560159080816,-0.32187247213222936,-0.015998221192070873,0.04193765974458834,0.2983089983463287,-0.3219665586948394,-0.016032595187425634,0.04187581688165676,0.007410493000546549,0.0301980760273418,24.85353576609394,0.19002184027866015,24.446193645777704,0.17698293021430922,23.583160432595758,0.02081942133881608,23.029999650175196,0.019066555530855574,21.955304624494794,0.005217700764833659,21.34960239934989,0.00465133456609155,21.316565122840156,0.004142679921678945,20.63408709943307,0.0037708035797012073,20.841227556525496,0.004740139176444582,20.241153743312275,0.004287291422380915,20.667182272148125,0.011838439313828235,19.983291735743183,0.01059567365943587,1015061
302.8259944504191,-56.757054397247224,26275.778941390592,25057.571985692288,-0.5801763534545898,-0.3586554527282715,0.6772481203079224,0.01802355796098709,5.705989360809326,1.0,0.17609918854171935,0.0,-0.3768006611379605,-0.21539033011429043,-0.016979185474603697,0.04463626342539308,-0.37723165750503534,-0.21585503220558153,-0.01701409369707115,0.0445820279419422,0.0071295957538182195,0.030330330317661105,23.70325839884831,0.06648358268257674,23.29629591265815,0.06423736119671011,23.530874202157168,0.02006379826323991,22.885682755808364,0.017741373004520104,22.569767640146587,0.008704520706517201,21.882968010514404,0.007641999164426765,22.367504263831414,0.009692293684921976,21.61580914645919,0.008459878635463986,22.137964565262273,0.015096462008845467,21.472895266269468,0.013572193737526583,22.221237858104047,0.04807044978672048,21.322672306352814,0.04938977954672356,1015068
302.8243953198889,-56.75691573611848,26287.78686145958,25059.41671496939,-0.6677610278129578,-0.7945340275764465,0.6328659057617188,0.020705915987491608,5.19055700302124,1.0,0.4042217362853022,0.0,-0.3555947429179802,-0.39968164766966363,-0.01715698162165895,0.04199769896176802,-0.35655522346496576,-0.401103913784027,-0.017193095758557427,0.04193534329533578,0.0072290018752440635,0.030325199418607573,23.652365514792553,0.06357153769513617,23.186821539284786,0.06446425360858489,23.484648601404285,0.019396911418568967,22.73413932170037,0.01782942256922325,22.709572930921535,0.009938646016936833,21.93401169808931,0.009127397276152612,22.156084456647843,0.00810822158852703,21.340417197078935,0.007493805961709392,22.01839150732536,0.013393655505023035,21.24714295444849,0.012473423299893285,21.823708004331756,0.03330001252387405,20.994703693675433,0.030009693872814436,1015069
302.8412631348201,-56.76144841160047,26160.953464234353,24997.92066211797,0.384803831577301,0.4085123538970947,0.8569574356079102,0.000819358101580292,8.227920532226562,1.0,2.449110520164055e-06,0.0,0.2966021845346792,0.32676922218378335,-0.01731856351817073,0.03819656190608653,0.2967433929443361,0.3269047439098358,-0.01731502264738079,0.038223288953304235,0.007553990526569319,0.03792134103235417,21.552028933561232,0.010580742162791394,20.508190782097437,0.009099377940879486,20.51702540147432,0.002579606207400182,18.944960899119103,0.0023629101751218985,19.858852694300314,0.0014580790530776288,18.224090914848087,0.0013339333108887694,19.653183608123985,0.0022733671325208577,17.940990860573102,0.002170176489576156,19.344848349931052,0.0017608523542226306,17.754939893874024,0.001506503083907174,19.322520456154066,0.003329278561879995,17.723157145895623,0.0023924540723468477,1016343
302.8853350170695,-56.76155437870136,25830.28290838952,24997.754706194253,0.34394189715385437,-0.5119767189025879,0.43303626775741577,0.008085899986326694,4.376255035400391,1.0,0.0004351624361780271,0.0,0.0981397086515331,-0.14266384672184096,-0.020547069453441966,0.036027141846571145,0.09819787740707395,-0.14291973412036899,-0.020573711022734642,0.03602059930562965,0.006130957068154406,0.03689205521418073,24.91753925346013,0.2067679069177969,24.625860591414522,0.21783081462548035,23.127766162640658,0.012762812701334444,22.637829256669356,0.01223882091631257,21.35915844515888,0.002885294609066759,20.850463518320105,0.00276893446318396,20.56542864483738,0.00274958174586669,20.022355747477775,0.0026909269855366724,20.149001314848757,0.0027425702336966668,19.64119629048995,0.002656967176928022,20.05280530174382,0.006440061567844868,19.534373194517194,0.006239206915128477,1016397
302.86906991138795,-56.75458985739488,25952.680079433492,25092.637031910355,-0.03225860744714737,0.11029417812824249,0.6050682067871094,0.00012875146057922393,6.822927474975586,1.0,0.004609712827167267,0.0,-0.023176919533416385,0.07171497239632893,-0.017861442891893155,0.04089121788209622,-0.0232350956648589,0.07177503407001498,-0.017858408391475667,0.04091860353946685,0.00505569948715828,0.03312848098148052,19.66232697041534,0.004659609515595252,18.8296343363865,0.004605655804898846,18.163181265873188,0.002143789691517837,17.137262560775106,0.0021350767945903276,17.246343165685396,0.001225613345475165,16.19639610722976,0.001220481383235373,16.873173176588015,0.0020887034886254655,15.755417973218533,0.0020865349168426393,16.532364710431303,0.0012216775696960913,15.469759680974963,0.0012160188494307522,16.42826179558346,0.0008137772538089498,15.336671577130085,0.0007822398377493428,1016775
302.8651304106007,-56.75677544098567,25982.127511632556,25062.607174312692,0.15984366834163666,-0.24162055552005768,0.8206508755683899,0.0010606461437419057,8.783885955810547,1.0,0.030097715648862877,0.0,0.10523185870748639,-0.1494161581248944,-0.02155162514595346,0.03700365856514856,0.10514792054891584,-0.14881016314029694,-0.021598437801003432,0.03708054870367053,0.004337296440920286,0.03525662124393735,21.91043936206026,0.013861684130238801,20.811404581091445,0.012367455442833868,20.765122497386407,0.002755461653720393,19.091145777709475,0.0024990137092334355,20.022798589447227,0.0015772886149580184,18.291059732035002,0.0014190354342628855,19.753443118045006,0.0022971135018975226,17.934697081783412,0.002197275947631326,19.45633447020655,0.001821778204458805,17.691115334355732,0.0015864230456550039,19.410582785710297,0.0036385213926108492,17.491362201667766,0.002773469426515381,1016777
