ra,dec,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth
302.7407814,-56.78221821,26913.23966,24709.89734,0.185987383,0.247263104,0.530917168,0.209138513,9.229042053,1,-5.99E-05,0,-0.015352056,-0.028181495,-0.015346671,0.031193207,0.08700981,0.143401355,-0.015358518,0.031210689,0.010941718,0.026626845,25.18817077,0.200185536,22.81301245,0.245952117,25.63313552,0.121877918,22.96782764,0.147491321,25.03568685,0.064084957,21.94227335,0.043386097,25.04166761,0.091755547,21.98527276,0.06907843,25.84222428,0.379847211,23.314805,0.549603062,24.34183074,0.289913555,28.62581311,225.3056421,1008523,3
302.7235223,-56.77886754,27042.93213,24755.01099,0.017413875,0.468213171,0.56333971,0.180997774,9.520866394,1,-0.001394042,0,-0.252639329,-0.194272705,-0.015758539,0.029680094,-0.007424175,0.222150564,-0.015503588,0.029685952,0.012849826,0.026858955,25.68517316,0.322660307,22.30015359,0.205989226,25.30036458,0.092954568,21.96654016,0.079470914,25.0381203,0.064877303,21.60026442,0.040803453,25.11634833,0.09881542,21.81217543,0.100044574,24.8319912,0.156911969,21.39502661,0.118420155,22.84694228,0.073830377,19.0511019,0.027472386,1008566,3
302.7625242,-56.77694698,26750.58335,24782.94994,-0.089606673,-0.504461288,0.809515059,0.076621324,13.81998158,1,0.001679996,0,0.046352368,0.099212896,-0.016097663,0.026174778,-0.069701999,-0.357361138,-0.016151607,0.026230562,0.010958415,0.026416823,27.50686667,1.746316539,24.32191852,0.694507068,25.93478931,0.164417613,22.10884507,0.057795751,24.87015247,0.05533215,20.82006074,0.025490797,24.76854761,0.071123095,20.80044532,0.028761838,24.5004542,0.118815459,20.88565112,0.053020472,26.39380407,1.9616064,nan,0.403052786,1008587,3
302.7140391,-56.7563949,27115.91708,25062.19202,-0.228572696,0.222808421,0.543786108,0.223198488,9.37667942,1,-0.000311764,0,0.057553663,0.217470212,-0.016127408,0.036727192,-0.122327857,0.126287282,-0.014984297,0.037690606,0.013202823,0.031994631,26.17552533,0.58335719,22.78069941,0.219349501,26.01745843,0.194185007,22.17294296,0.062718078,25.07169753,0.07672443,21.40376865,0.043109933,24.70644452,0.072494737,20.94433328,0.054502423,24.96653989,0.196715926,21.69207886,0.129413654,24.97518076,0.523973213,21.11196262,0.183825091,1008780,3
302.7456548,-56.75093196,26879.09629,25138.35306,-0.092049882,0.482107103,0.740132809,0.119786449,12.05510426,1,0,0,-0.111423783,0.002408614,-0.01383202,0.036484513,-0.074540883,0.371901959,-0.013819803,0.036505792,0.010633958,0.029275122,25.82640702,0.412841025,22.6026763,0.587645916,25.78850744,0.140876534,21.94921794,0.045070133,25.06357513,0.075649873,21.26174304,0.025788242,24.94114559,0.086390261,20.84547356,0.024732824,24.98411612,0.187305299,20.78229327,0.044654758,24.24317217,0.26904977,20.43080391,0.095711767,1008817,3
302.7341534,-56.75086302,26965.41926,25138.80595,-0.154972643,-0.205306649,0.596203208,0.099612601,10.22718334,1,-0.000342572,0,0.064009857,0.03509543,-0.012178459,0.034502668,-0.074296914,-0.079830758,-0.012213384,0.034463655,0.011711181,0.028676138,26.7784608,1.024764424,24.01560548,0.590952597,25.37578365,0.099739729,22.19317193,0.056450001,24.3550312,0.040552951,20.87794837,0.027318602,24.26686818,0.046573027,20.85747312,0.031080478,24.13586024,0.088019881,20.72896848,0.055373025,23.70057467,0.163569799,20.42136596,0.085888375,1008822,3
302.7384778,-56.74902009,26933.10875,25164.21848,0.310814381,0.607693195,0.834712327,0.010354538,9.919151306,1,0,0,0.233864845,0.473462263,-0.012711423,0.034145188,0.233540535,0.471128404,-0.012747561,0.034105714,0.011314844,0.029336334,23.56689137,0.052156192,22.6830311,0.044356295,22.81117228,0.009415364,21.55650711,0.007499114,22.47091633,0.007526769,21.0588166,0.005767208,22.41977222,0.008713942,20.83330681,0.006498695,22.28666643,0.015482454,20.81773606,0.011535173,22.31411279,0.047335314,20.95100786,0.033322931,1008836,3
302.7459699,-56.74759218,26876.98767,25184.08168,1.003090501,-0.439293653,0.510945916,0.132470489,9.306266785,1,0,0,0.165108318,0.206185202,-0.01254217,0.039909348,0.250716686,-0.071961194,-0.012510614,0.039933234,0.011145159,0.029590894,25.78087171,0.400721506,22.8590731,0.31967635,24.77265143,0.055494963,21.86351666,0.058234547,24.5872691,0.049194975,21.40867526,0.034534044,24.56883448,0.06098858,21.34227053,0.036015838,24.51518443,0.11818806,21.40632959,0.065778271,24.1878334,0.254450862,21.03737151,0.132193609,1008856,3
302.7152147,-56.78950937,27104.35238,24608.97171,-0.135750011,0.94808799,0.54095304,0.016189929,3.376314402,1,0.38968698,0,-0.083700869,0.547161206,-0.017646672,0.028651695,-0.083667643,0.547056496,-0.017688626,0.028715825,0.013555506,0.02779471,23.25787253,0.03375944,22.79859421,0.031393633,22.89893974,0.011723463,22.45405329,0.010352732,22.3662897,0.005948229,21.94937144,0.00546484,21.85549693,0.005519155,21.38620195,0.005082328,21.94212402,0.011381351,21.56439994,0.010914893,22.53368056,0.056186338,22.03793867,0.053535409,1012653,3
302.7075211,-56.78430953,27162.47204,24679.79534,0.702629983,-0.714706123,0.818781614,0.088352554,14.44225025,1,0.619129938,0,-0.061916052,-0.121674658,-0.016689114,0.027262581,0.436751455,-0.460024267,-0.016677093,0.027329253,0.013486592,0.028264638,24.54840496,0.112258572,21.34490694,0.120045544,24.7849359,0.055870532,21.37685219,0.066552299,25.10368825,0.065631845,21.38353228,0.040627096,24.7114269,0.066402931,21.59791882,0.119296125,24.07683159,0.077211541,21.15931491,0.150696154,24.63036294,0.371130109,20.69531958,0.150063875,1012805,3
302.7113645,-56.78822253,27133.326,24626.41067,0.474139363,0.589244962,0.960106313,0.128845125,31.87677002,1,0.980030101,0,-0.157338631,0.145524563,-0.016497157,0.026032906,0.450273603,0.551042616,-0.016538722,0.026094612,0.013615869,0.027217708,nan,21.17748791,21.92415761,0.113653975,26.01472732,0.187692468,21.94222324,0.068235891,26.33194385,0.209566049,20.91549169,0.02418951,26.27387977,0.285646566,20.68742616,0.030083756,25.41386712,0.268755581,20.00298048,0.030205816,28.17523992,9.984538834,18.79396538,0.029797581,1012924,3
302.750881,-56.78378158,26837.38729,24688.92194,-0.0185457,0.025471294,0.855825722,0.000992393,9.626631737,1,0.033475906,0,-0.017102474,0.029249727,-0.016941988,0.029155125,-0.016977414,0.029391339,-0.016983682,0.029222935,0.010552039,0.026064861,22.02863518,0.012094533,20.41145599,0.01011091,20.95294096,0.002879651,19.08757163,0.002538711,20.22918602,0.001557693,18.37405961,0.001386063,20.01571447,0.002325144,18.02574256,0.002196672,19.69886874,0.001961275,17.83890082,0.001631144,19.67277284,0.004118478,17.75043712,0.002956392,1014586,3
302.7534657,-56.78399782,26817.98979,24686.0688,-0.18305847,-0.19630596,0.90690428,0.001357602,8.800726891,1,0.115129404,0,-0.157462219,-0.155695949,-0.017520426,0.02582686,-0.157668054,-0.155357257,-0.017561644,0.02588127,0.010419329,0.026077193,21.55513918,0.00845006,20.14046061,0.006574246,21.0469944,0.002993822,19.23963307,0.002454671,20.6915074,0.001835966,18.87341854,0.001466911,20.58643802,0.002651779,18.62251207,0.002293166,20.36822632,0.002980087,18.57562446,0.002112904,20.38591188,0.007705251,18.52871862,0.004842292,1014587,3
302.7356517,-56.7865972,26951.36073,24649.73757,0.100488827,-0.444140285,0.479220092,0.009486116,5.197050095,1,8.57E-06,0,0.028700292,-0.149312467,-0.015602865,0.02829911,0.028743744,-0.149349242,-0.015597614,0.028309053,0.011477535,0.028064904,25.05399036,0.177351713,24.81038757,0.174495601,23.45938051,0.016892308,23.06189261,0.016115737,21.71619515,0.003564583,21.14563712,0.003384662,20.95260069,0.003044159,20.3077949,0.002947384,20.51550393,0.003219043,19.91565854,0.003096055,20.39840586,0.008133717,19.80018195,0.007714774,1014632,3
302.7365785,-56.78498427,26944.53826,24671.85546,-0.007060623,-0.090374023,0.411099076,0.013222302,4.311741352,1,0.000450468,0,-0.011908253,-0.007804812,-0.015380942,0.03071536,-0.01145622,-0.007624606,-0.015375075,0.030730816,0.011121896,0.02716378,24.54084311,0.110917038,24.36283653,0.110846033,23.45579251,0.016954109,23.1070509,0.01656206,21.86583515,0.00399002,21.44349076,0.003847148,21.23170577,0.003501259,20.75177113,0.00340344,20.80126141,0.00395262,20.36926345,0.003840244,20.66526695,0.009902106,20.20160105,0.009541779,1014633,3
302.7289106,-56.78355931,27002.14809,24691.02743,-0.273927629,0.536235452,0.578275502,0.000467026,4.786516666,1,1.70E-05,0,-0.141215713,0.27933272,-0.014255404,0.03150866,-0.141176194,0.279389143,-0.014246658,0.031527076,0.012277152,0.026599378,20.81519679,0.005762424,20.28838869,0.005633307,19.48036438,0.002238147,18.80180917,0.002209891,18.67887836,0.00126504,17.96549756,0.001250669,18.37557618,0.002110006,17.58384683,0.002102306,18.08496069,0.001284792,17.34913232,0.001266066,18.01822281,0.001256825,17.24262565,0.001159074,1014653,3
302.7255405,-56.78346853,27027.4253,24692.12159,-0.9130463,-0.038175948,0.818392634,0.05385907,14.60124111,1,0.172332181,0,-0.549225927,-0.024774574,-0.015617014,0.029606422,-0.694043159,0.010917694,-0.0156589,0.029679155,0.012266382,0.026747701,26.00770182,0.427846688,23.5976305,0.483048037,25.28663813,0.092785536,22.24743375,0.071538476,24.48480212,0.037994338,21.33472718,0.027670818,24.44594807,0.05269162,21.3838682,0.047672088,24.25833166,0.092023921,21.41121901,0.093049207,22.57295885,0.056777139,18.25576711,0.0125602,1014657,3
302.7604486,-56.78674308,26765.42739,24648.77619,-0.511605501,0.10872516,0.903345942,0.005566663,9.440044403,1,0.007635244,0,-0.428545674,0.096223953,-0.016946757,0.023620598,-0.428685844,0.096343733,-0.016987944,0.023671588,0.010972267,0.027218968,23.85275467,0.059757262,22.67157551,0.049491936,22.89976697,0.010737559,20.89799748,0.007568669,22.22914941,0.005171925,20.2042065,0.003626451,22.09655283,0.006481974,19.93086575,0.004500483,21.82697672,0.010291409,19.80961187,0.007100569,21.91007603,0.031791441,20.16679846,0.023335122,1014664,3
302.7170136,-56.78257211,27091.43814,24704.01081,-0.892246366,-0.148623556,0.649245381,0.005951231,4.714623451,1,0.000221631,0,-0.561652639,-0.081624705,-0.016941441,0.027666924,-0.56178838,-0.081665561,-0.016982624,0.027731622,0.013595746,0.0278976,23.2114671,0.033286771,22.82610604,0.031286877,22.41107008,0.007310338,21.87600374,0.006629104,21.56475175,0.003094855,20.9796077,0.002769252,21.27903566,0.00367425,20.61807121,0.003338511,20.99266614,0.004857108,20.4019501,0.00433423,20.93868509,0.012802615,20.29035871,0.011079152,1014748,3
302.7590995,-56.78167368,26775.91829,24718.11201,-0.09886609,-0.821576655,0.372296214,0.01769238,3.666263103,1,0,0,-0.044286357,-0.273347711,-0.016589028,0.026277399,-0.047001809,-0.275909036,-0.016628414,0.026333433,0.010803845,0.026185083,24.24045508,0.085465009,24.07255029,0.083776376,23.03221346,0.011891881,22.78833629,0.011474482,22.04176443,0.004508428,21.78655633,0.004354098,21.15433108,0.003446388,20.86791354,0.003365482,20.71760205,0.003975559,20.47315571,0.003899406,20.65276777,0.010074275,20.38306389,0.009835959,1014985,3
302.7590376,-56.77951335,26776.54192,24747.68034,-0.147009417,0.86170274,0.633666873,0.085007913,10.04300404,1,0.091240948,0,-0.104084327,0.480061624,-0.016522669,0.026261686,-0.07275594,0.461588681,-0.016561825,0.026317768,0.011263171,0.026275289,26.26108136,0.550522704,24.73370825,1.072652678,24.88534121,0.063004802,22.26757212,0.057521,24.55751401,0.041250158,21.71845151,0.030665189,24.48419613,0.054326031,21.59431521,0.036572086,24.62928078,0.132490768,21.76755022,0.09170668,25.18273148,0.654926778,nan,0.250662685,1014987,3
302.7521279,-56.76545705,26829.41999,24939.8018,0.004007325,0.004288225,0.805907011,4.88E-05,9.950670242,1,0.041928388,0,-0.002656502,0.013098361,-0.014576019,0.033208471,-0.002590816,0.013046202,-0.014567229,0.033229355,0.011486819,0.03000432,19.05204552,0.004382161,17.45150804,0.004349599,17.65636745,0.002133317,15.79263945,0.002124827,16.80110287,0.0012191,14.91016616,0.001214438,16.49609277,0.002086853,14.50403781,0.002084404,16.11282941,0.001215622,14.18483287,0.001210613,16.05038772,0.000769951,14.06884691,0.000738982,1015177,3
302.7489843,-56.76519366,26853.02341,24943.27663,-3.779717922,-0.279645026,0.148094103,0.000706497,4.079699039,1,0.129690399,0,0.141586883,0.049042029,-0.014960971,0.035237601,0.151655763,0.050272074,-0.014953048,0.035265181,0.011654342,0.03002455,18.96188919,0.004377145,18.91644075,0.004379185,17.9504486,0.00214434,17.83617103,0.002142999,17.54128706,0.001232656,17.40335245,0.001231275,17.43723488,0.002096162,17.28241913,0.002095221,17.37998037,0.001251176,17.2384408,0.001248711,17.41719782,0.001049505,17.26773093,0.001037007,1015178,3
302.7136499,-56.76589304,27118.04798,24932.16283,0.63428688,0.574660301,0.972840369,0.000635184,15.84648991,1,0.2958456,0,0.603908258,0.531068546,-0.014503829,0.034322768,0.601501465,0.536852956,-0.014540951,0.0344042,0.014355272,0.03042913,21.04540051,0.006466838,18.32663837,0.005057096,20.40549743,0.002543313,17.47715448,0.002214632,20.27000368,0.00163371,17.38176905,0.001311394,20.24591335,0.002466279,17.24355148,0.002162564,19.9395813,0.002313215,16.99463641,0.001514453,19.93260306,0.005474346,16.83286051,0.002502345,1015187,3
302.7342458,-56.7581546,26964.15018,25039.00199,-0.467082977,-0.211649701,0.340242863,0.007645014,3.957150221,1,0.332882785,0,-0.139910175,-0.031131767,-0.013351366,0.035319347,-0.140562013,-0.031792346,-0.013386727,0.035286631,0.011787752,0.029648684,24.37409303,0.10740502,24.27227239,0.110793473,22.58980167,0.008673388,22.25986892,0.008402393,20.9148138,0.002363609,20.62044771,0.002302618,20.07427791,0.002452019,19.73581642,0.002419582,19.51235574,0.001919439,19.19708709,0.001869451,19.2820335,0.003255974,18.92176143,0.003106094,1015190,3
302.7102155,-56.76535387,27143.85807,24939.38609,0.627086878,0.271184027,0.981668591,0.00158363,19.9037838,1,0.648186544,0,0.596107123,0.248186494,-0.014251789,0.034330623,0.600353599,0.252926797,-0.014279934,0.034411073,0.01454223,0.030421077,22.25730966,0.015329661,19.40392204,0.00760776,21.51415498,0.004038319,18.37858113,0.002593845,21.06159617,0.002469022,17.76715762,0.001682992,20.77726616,0.003009682,17.36959579,0.002467645,20.46488172,0.003362104,17.17596158,0.002358568,20.4319995,0.008640225,17.08510168,0.005546832,1015191,3
302.708058,-56.75569492,27160.85783,25071.49933,0.609210253,-0.133431375,0.803458214,0.002191479,7.353722572,1,0.037775748,0,0.428814987,-0.08631193,-0.015376122,0.036275148,0.429316312,-0.086517498,-0.015367038,0.03629721,0.013120406,0.032951549,22.14705545,0.014840594,20.69809548,0.012606339,21.18449632,0.003293075,19.61880695,0.002904526,20.79767855,0.002098873,19.23161726,0.00179905,20.6933649,0.0028411,19.01596939,0.002546693,20.49251551,0.003445297,18.86592262,0.002803739,20.46958755,0.00852118,18.79965693,0.006561012,1015192,3
302.773919,-56.75135012,26666.94474,25133.77365,0.190789998,0.177282542,0.438202977,0.006931664,3.779063463,1,0.047061545,0,0.064047053,0.092072383,-0.015095979,0.035049345,0.064090647,0.09209206,-0.015111851,0.035038017,0.010302064,0.027180015,23.20916904,0.039092579,22.83699775,0.03857433,22.32424661,0.006547458,21.955683,0.006318463,21.1075744,0.002503457,20.74270669,0.002398182,20.52529745,0.002713025,20.12509284,0.002636586,20.04655115,0.00260271,19.67666881,0.00247594,19.91241083,0.005560258,19.49459994,0.005145134,1015193,3
302.7761625,-56.7520801,26650.05663,25123.86874,0.374905378,0.385543108,0.705924153,0.004003357,6.430706024,1,0.058744027,0,0.218006018,0.250038881,-0.015254778,0.035063536,0.218106657,0.250462413,-0.01527095,0.035052277,0.010125196,0.027180399,22.74309961,0.025843657,22.0693153,0.024465882,21.82771325,0.004672894,20.63590545,0.004142439,21.20971153,0.002718004,20.02939999,0.00239982,20.98728997,0.003323255,19.73665473,0.003029969,20.76551723,0.004474061,19.56728707,0.003955952,20.71618279,0.011474313,19.45223444,0.009788145,1015195,3
302.7373433,-56.75349898,26941.27287,25102.86228,-0.609874487,0.814896464,0.426426411,0.013201722,3.556560516,1,0.384332806,0,-0.246855274,0.341417227,-0.012868696,0.035572808,-0.246948466,0.34137094,-0.012905095,0.035535444,0.011019873,0.030478166,24.76274055,0.156441729,24.39780053,0.144629398,23.19583897,0.01384656,22.74648005,0.012680393,21.70274525,0.004142581,21.32368251,0.003967818,20.8402798,0.003099372,20.42556338,0.003002331,20.19093805,0.00278202,19.8099323,0.002663028,19.91018212,0.005378695,19.47991542,0.005024244,1015196,3
302.71925,-56.75078779,27077.27538,25139.17831,-0.331003964,0.217219502,0.602406681,0.011483217,4.862752914,1,0.170691673,0,-0.199283993,0.142575829,-0.012100038,0.033184426,-0.199243993,0.141281039,-0.012133563,0.033141878,0.013509541,0.029107524,24.3022129,0.104701074,23.52130612,0.094812446,23.45893537,0.018821655,22.87714664,0.016843178,21.96339684,0.004908891,21.3682222,0.004395725,21.34977643,0.00408471,20.62903354,0.00361855,20.81444282,0.004561919,20.1594853,0.003954687,20.66284406,0.010105993,19.93911624,0.008455934,1015201,3
302.7768068,-56.75010365,26645.3601,25150.94753,-0.403047889,-0.759994149,0.610275209,0.015479576,4.006786346,1,0.237704629,0,-0.248473225,-0.43377929,-0.015182539,0.035051735,-0.247965097,-0.434166521,-0.015198858,0.035040412,0.008618606,0.027260123,23.33654872,0.043909811,22.98325862,0.041462017,22.77146667,0.009621258,22.22329783,0.008464339,22.37461517,0.006639908,21.8343191,0.005954439,22.309081,0.00869031,21.73385009,0.007869512,22.18741355,0.015012882,21.67037451,0.013879465,22.22797123,0.044832005,21.59994621,0.040001956,1015207,3
302.7081931,-56.75489445,27159.45494,25082.20993,0.154318139,-0.785723805,0.928775251,0.017954284,13.40725327,1,0.695006315,0,0.127274179,-0.693214557,-0.014545652,0.036411873,0.12797153,-0.693541884,-0.014534911,0.036433887,0.013168413,0.032914869,26.34395019,0.662167112,25.01324057,0.590729421,25.71008678,0.140728981,24.5108697,0.170904579,23.31209531,0.015002834,21.7949594,0.010999674,22.74147483,0.011996941,21.04394931,0.010107415,22.33251467,0.017023578,20.75680637,0.015062206,22.2889129,0.044974172,20.92760309,0.049647927,1015208,3
302.7768817,-56.75077236,26644.75149,25141.797,-0.153404936,0.334501266,0.53980881,0.016118387,6.587641239,1,0.208567175,0,-0.08731791,0.131530564,-0.01522272,0.035057173,-0.098199077,0.135625854,-0.01523942,0.035045888,0.009055412,0.027595261,24.37276709,0.114237465,24.01631054,0.107972373,23.85385368,0.024887264,22.99548856,0.022376466,22.42983919,0.006889718,21.5993235,0.006445218,21.55948164,0.004788258,20.69617198,0.004563783,21.08884541,0.005669429,20.27722191,0.005427205,20.90772272,0.013458032,20.04367093,0.012609919,1015209,3
302.762074,-56.76797625,26754.61917,24905.72419,0.473903924,-0.321928889,0.924095154,0.010184069,19.34827614,1,0.981884346,0,0.377941578,-0.244787559,-0.015091117,0.031718428,0.377647907,-0.24970372,-0.015126083,0.031789269,0.010849713,0.028636184,27.53924858,2.024769811,22.76036778,0.206427036,23.62641647,0.036368163,20.47281033,0.018735295,22.98331668,0.019103754,19.82262919,0.010214784,22.83120129,0.018993459,19.56223553,0.01083011,22.41041148,0.023259712,19.21670316,0.013456046,22.31325475,0.050552224,18.89181566,0.025181779,1015216,3
302.7096427,-56.76644595,27147.28719,24925.03059,0.80617249,0.285566539,0.993430436,0.011005961,47.80062103,1,0.917031654,0,0.799276628,0.28739133,-0.014532332,0.033956489,0.78954792,0.280885309,-0.014560862,0.034036718,0.01397113,0.029891285,28.48766301,4.573501419,21.73911414,0.15799048,23.5823529,0.020653797,19.54652117,0.008347311,23.50975754,0.01755254,19.44671975,0.007174083,23.45667731,0.022596192,19.25747806,0.008880493,23.09979442,0.034302048,18.83551629,0.013116686,24.18309672,0.264992253,19.25503687,0.070257847,1015218,3
302.7094021,-56.76223852,27150.22204,24981.99181,-0.104529649,0.150645062,0.740608573,0.014286468,7.02946949,1,0.400202228,0,-0.071476738,0.116240099,-0.014088924,0.034255455,-0.07126838,0.116552547,-0.014124194,0.034337163,0.013593528,0.030035287,23.14719311,0.03472589,22.01287386,0.029219224,23.04074038,0.012164068,21.84245899,0.009928546,22.71463294,0.008584921,21.56589346,0.007194932,22.48958021,0.009343876,21.18694672,0.007845672,22.09621637,0.01356061,20.92532969,0.011157808,22.08076485,0.037521276,20.90663304,0.029304,1015221,3
302.7355317,-56.75650202,26954.63105,25061.67834,-0.653576016,-0.274880797,0.949523866,0.023231665,19.67626762,1,0.848067169,0,-0.568634713,-0.182249209,-0.014011403,0.034408407,-0.587682724,-0.26379776,-0.0140507,0.034367003,0.010936189,0.03059054,24.40351775,0.112129593,21.77875837,0.076933869,24.97014614,0.073067326,22.63824859,0.082745243,23.95177221,0.029425771,21.05225776,0.016552569,23.74009564,0.030678029,20.72558109,0.014724591,24.66163526,0.146153143,21.98841494,0.128648537,24.38167387,0.323352394,21.27758537,0.195076018,1015227,3
302.7630564,-56.76396132,26747.54389,24960.72053,0.272244483,-0.783289969,0.84091711,0.01397912,14.496171,1,0.73285605,0,0.17243994,-0.526917859,-0.014672714,0.032066449,0.169518709,-0.525568962,-0.014708854,0.032138627,0.010285073,0.029187921,23.56858724,0.046924214,21.27698099,0.042287391,24.00791867,0.029448269,21.08774618,0.018886614,23.18880746,0.012453409,20.31081852,0.008621774,22.77094507,0.012726037,19.83523546,0.009186105,22.36517615,0.018047526,19.49791308,0.012723632,21.90108829,0.031161974,18.90749348,0.020032854,1015230,3
302.7619953,-56.76810927,26755.19965,24903.90019,0.018938065,0.376718789,0.816113353,0.00962303,11.87506866,1,0.983196936,0,0.01870051,0.475183375,-0.015086642,0.0317208,0.015001701,0.297423899,-0.015125792,0.031792235,0.010892125,0.028727249,29.13266481,9.044969778,24.59070268,0.64756382,23.52051704,0.039373724,21.13090532,0.021439886,22.75933366,0.019076068,20.3792741,0.010994123,22.58768292,0.018467083,20.11182381,0.011120435,22.28060017,0.023615349,19.84689557,0.014300754,22.17783523,0.048692695,19.62405766,0.028365419,1015232,3
302.7229173,-56.76140844,27048.88867,24993.96583,-0.485071182,-0.768409669,0.950868428,0.030839756,17.61425209,1,0.933775342,0,-0.024184652,-0.036815634,-0.012917496,0.030361529,-0.436578304,-0.703342319,-0.012905955,0.030379847,0.012528752,0.028811434,23.67831046,0.055386864,21.787119,0.056750197,24.04038953,0.031021473,22.2770582,0.044868996,24.05680388,0.028847534,21.80187482,0.021826883,23.52986484,0.024434294,21.14638307,0.020829829,22.93929428,0.029002537,20.63446403,0.022546966,22.8380532,0.076759633,20.04015484,0.03766286,1015239,3
302.7575703,-56.75967617,26796.72967,24988.99925,nan,nan,nan,nan,6.959938526,1,nan,0,-0.077400755,-0.083385325,-0.014905634,0.031839471,nan,nan,-0.014898647,0.031856079,0.009895851,0.030447892,24.07674875,0.080967993,20.92577548,0.053948531,26.59685545,0.31207999,22.48442148,0.078471028,24.57311812,0.044930451,20.56807147,0.013082615,26.24858012,0.30479971,21.60771554,0.053529272,25.76782509,0.415735594,21.22971378,0.072552007,25.63893925,1.007963264,20.19573157,0.078572526,1015282,3
302.7471186,-56.7799187,26865.89442,24741.6407,0.114114858,0.179810345,0.989137948,0.128092289,66.94010162,1,0.667524523,0,-0.119601366,-0.172834978,-0.016771393,0.029161179,0.113186345,0.17746152,-0.016813325,0.029230796,0.011234649,0.026131236,25.8278263,0.365076308,21.32465584,0.09272719,24.60829265,0.048656923,20.61224092,0.02645408,25.5441733,0.102224333,19.84983329,0.012196935,25.58986561,0.152601479,19.51886658,0.014322752,24.13353339,0.082386747,19.33263842,0.022316517,24.08684401,0.230017745,19.21289395,0.059861794,1015292,3
302.7227817,-56.76911045,27049.15162,24882.98266,nan,nan,nan,nan,2.555135727,1,0.892056598,0,0.042649336,-0.005454164,-0.01381909,0.029182778,0.042394556,-0.005372056,-0.013854994,0.029254612,0.01291852,0.026297772,24.6251939,0.127019749,21.02306426,0.060986187,27.75541161,0.912451875,22.07528681,0.085721216,28.7601742,2.129362849,21.65333296,0.056348378,29.82838221,7.780989133,21.53336365,0.075475336,30.75818426,36.76067277,21.18380292,0.100926605,31.84035211,305.8824561,20.23612555,0.132561236,1015332,3
302.7273663,-56.77668045,27014.28034,24785.11801,-0.191515639,0.410565555,0.827233434,0.040321879,14.49397182,1,0.247543695,0,-0.133390412,-0.08234733,-0.015183898,0.029622206,-0.101339102,0.26000917,-0.015159257,0.029640933,0.012142917,0.026020915,25.97194531,0.428712204,23.49044261,0.459010493,25.62134819,0.12772802,22.55948133,0.103088829,24.02729139,0.025848874,20.75998,0.018317713,23.32217225,0.019622468,20.3288154,0.019431607,22.85074085,0.025382868,19.93931549,0.025275349,22.81108107,0.07176666,19.72512015,0.061611447,1015528,3
302.7762833,-56.78367189,26646.91896,24691.44086,-0.022644399,-0.125555843,0.701981366,0.000185315,7.068512917,1,0.011608585,0,-0.021522423,-0.058834941,-0.018190092,0.028164788,-0.02124528,-0.058875419,-0.018229483,0.028217513,0.010552385,0.025964799,20.24991479,0.00491214,19.12717596,0.004777136,18.91934372,0.002176811,17.57031299,0.002153656,18.06491467,0.001236944,16.69031239,0.00122616,17.72841834,0.002095006,16.27992123,0.002089858,17.39935788,0.001241789,16.02510071,0.001228061,17.31863853,0.000960666,15.91595702,0.000880996,1015606,3
302.7736144,-56.78307494,26666.78262,24699.31358,nan,nan,nan,nan,5.240962505,1,nan,0,0.000176402,-0.043542786,-0.017693327,0.025863827,nan,nan,-0.017731572,0.025914546,0.010671991,0.025937831,25.14864653,0.2017022,24.85915946,0.203115575,22.89235682,0.010286603,21.91187597,0.008604762,21.4768938,0.003017605,20.56812557,0.002749494,20.82503389,0.002936601,19.89056921,0.002815105,20.4208506,0.003177128,19.547416,0.00300194,20.30532494,0.007424771,19.40281594,0.006931567,1015609,3
302.7787169,-56.78130039,26628.77615,24723.98696,-0.060438395,0.159462065,0.764225006,0.003359322,9.851053238,1,0.130221102,0,-0.049391829,0.116961634,-0.01829869,0.02818859,-0.050885297,0.119730666,-0.018338671,0.028242996,0.009719715,0.026529003,23.01467027,0.028799142,22.34413692,0.026694388,22.00249278,0.005150152,20.40184475,0.004362204,21.34897226,0.002636796,19.74761235,0.002251239,21.08102853,0.003332604,19.38804387,0.002962102,20.80573615,0.004253962,19.16362519,0.003576544,20.7471078,0.010917434,19.04536777,0.008770023,1015610,3
