,RA,DEC,x,y,e1,e2,res,sigmae,rkron,extendedness,blendedness,psf_used,e1_sdss,e2_sdss,e1_psf_sdss,e2_psf_sdss,e1_hsm,e2_hsm,e1_psf_hsm,e2_psf_hsm,i_e1_psf_sdss,i_e2_psf_sdss,u_psf_mag,u_psf_magerr,u_cmodel_mag,u_cmodel_magerr,g_psf_mag,g_psf_magerr,g_cmodel_mag,g_cmodel_magerr,r_psf_mag,r_psf_magerr,r_cmodel_mag,r_cmodel_magerr,i_psf_mag,i_psf_magerr,i_cmodel_mag,i_cmodel_magerr,z_psf_mag,z_psf_magerr,z_cmodel_mag,z_cmodel_magerr,Y_psf_mag,Y_psf_magerr,Y_cmodel_mag,Y_cmodel_magerr,idn,Weigth,in_field,mask
44,302.6814863,-56.67109105,27367.83018,26228.30125,0.011313918,-0.108350158,0.334330231,0.001191221,3.373502016,1,0.263004403,0,-0.007364246,-0.011061977,-0.015749795,0.027425322,-0.007360932,-0.011055322,-0.0157861,0.02749086,0.014757179,0.029559155,20.75088228,0.005461016,20.53733878,0.005458606,19.49932741,0.002298865,19.23133123,0.002279118,18.83579697,0.001316698,18.56875552,0.001304555,18.44938024,0.002134308,18.13663994,0.002127393,18.10018578,0.001329188,17.82196283,0.001315065,17.94098849,0.001345507,17.62740056,0.00128667,1019707,2,IN,0
43,302.6844916,-56.65175615,27346.94839,26493.10796,0.426096112,-0.210383475,0.5592677,0.000293057,4.912451267,1,8.45e-07,0,0.185873781,-0.083235185,-0.022900049,0.024292255,0.186247095,-0.083539687,-0.022940483,0.02419487,0.014631631,0.024722771,20.22336088,0.004854753,19.65717318,0.004801336,18.81878011,0.002184946,18.09875228,0.002168107,17.99469601,0.001246833,17.23333035,0.001236667,17.65156497,0.002101171,16.82665771,0.00209578,17.3546108,0.001241561,16.58682928,0.001232259,17.26627242,0.001039289,16.48094971,0.000970515,1023362,2,IN,0
42,302.687459,-56.67345595,27322.70147,26196.22158,-0.191334799,-0.323590398,0.214186147,0.001553645,3.017802954,1,0.238253872,0,-0.050129789,-0.043519269,-0.015045163,0.023174195,-0.050170671,-0.043536574,-0.015079114,0.023229804,0.014714217,0.029016417,20.70664693,0.005402672,20.62734617,0.005458452,19.34374791,0.002260556,19.18769251,0.002252524,18.61070565,0.001299584,18.46576303,0.001293757,18.18342506,0.002118289,18.00956617,0.00211547,17.81651715,0.001281096,17.66020397,0.001276399,17.64331062,0.001173203,17.46741539,0.00114823,1019706,2,IN,0
41,302.6883574,-56.67104016,27314.90039,26231.02795,,,,,2.376658201,1,0.982004995,0,-0.027004303,0.026459997,-0.015698169,0.023908623,-0.027107988,0.026424944,-0.015734039,0.023967607,0.014748202,0.028999042,24.51915014,0.103180899,20.51304141,0.051214132,27.008937,0.541553542,21.25165513,0.052027511,27.27529754,0.604340681,20.79378249,0.03159967,25.65029568,0.192368409,19.89590974,0.021742704,25.18592998,0.248230944,19.57796464,0.028379839,24.67745449,0.46737617,19.1419451,0.05871018,1019858,2,IN,0
39,302.6897467,-56.63952426,27308.48053,26660.7955,0.099940829,-0.488154531,0.614507556,0.008686481,3.933237791,1,0.000396972,0,0.047744447,-0.285766452,-0.023779652,0.018894733,0.047335204,-0.286861837,-0.023804093,0.018865032,0.013792841,0.020736478,23.21175105,0.032972377,22.86476635,0.031678899,22.60863395,0.010742729,22.05864329,0.009740313,21.68581321,0.003884613,21.07896947,0.003471372,21.3078997,0.004648786,20.63022138,0.004192938,20.91687719,0.005298398,20.33525895,0.004858209,20.77037694,0.015241745,20.18175073,0.013914002,1024243,2,IN,0
38,302.6917909,-56.68092641,27289.0274,26086.9966,,,,,2.614329338,1,1.0,0,0.023567068,0.032580371,-0.01698321,0.021350145,0.023489472,0.032719586,-0.017017763,0.021396521,0.014358902,0.023585104,24.8822027,0.143704259,20.2863484,0.048380035,31.85765296,44.29977225,20.52003645,0.038484222,32.21613914,54.02511069,20.03411335,0.022626379,32.05097165,64.41007552,19.70953665,0.02561724,31.52790729,80.13466025,19.21378889,0.029816464,30.97345924,142.8803664,18.18822706,0.034953248,1019851,2,IN,0
37,302.696386,-56.65622845,27257.05792,26432.46301,0.00262432,-0.099871837,0.794412076,0.078124501,13.71460724,1,0.014320863,0,0.127595596,0.069981915,-0.021606397,0.022268841,-0.003787691,-0.065046765,-0.021656865,0.022172734,0.015237211,0.023989642,26.61940894,0.751002733,,1.421399211,25.04497843,0.090478496,21.15720116,0.06842684,24.48299707,0.043913977,20.40642759,0.024350924,24.03435234,0.044654392,19.9364885,0.031953346,23.91870108,0.074133148,20.10405264,0.063333309,23.91650033,0.243083372,20.8411122,0.207134988,1009742,2,IN,0
35,302.6974152,-56.68401407,27246.9143,26052.17749,-0.12319997,0.315551013,0.896731377,0.000350766,9.66283226,1,0.402931959,0,-0.089796682,0.273890532,-0.013945761,0.023652993,-0.089556649,0.274379402,-0.013978241,0.023704546,0.013818762,0.023033559,20.63160355,0.005236783,18.57529625,0.004680359,19.84400836,0.002349395,17.84654706,0.002202751,19.06791794,0.001327651,16.96234594,0.001258979,18.67685755,0.002136762,16.42151756,0.002104501,18.21855313,0.001323303,16.06977185,0.001258863,18.00754609,0.00135855,15.81423278,0.001047754,1019709,2,IN,0
33,302.6986117,-56.68501879,27238.6878,26039.30987,0.148351312,0.634673715,0.987387776,0.008162289,26.08691978,1,0.965420798,0,0.140861616,0.611650891,-0.015276154,0.022715971,0.142846942,0.618620634,-0.015309509,0.022765527,0.013728334,0.023041201,23.93388208,0.060081237,20.32599082,0.020084323,23.76947604,0.028828835,20.21047888,0.008968265,23.40867867,0.018716947,19.78355779,0.00569628,23.16514231,0.020150332,19.33260494,0.005842401,22.59256281,0.022793353,18.93714204,0.006774693,27.05382361,4.167605139,19.16953255,0.06834577,1019740,2,IN,0
31,302.7024817,-56.64163219,27212.44076,26632.54718,-0.01550679,-0.141764939,0.547874451,0.009192518,4.39454031,1,0.000324767,0,-0.022242773,-0.052121968,-0.02364152,0.02145352,-0.021499058,-0.05169107,-0.023681859,0.021351198,0.015313075,0.02025865,23.73241872,0.051307857,23.12295186,0.048189422,22.96811771,0.014782891,22.26167511,0.013644512,21.7091833,0.00394129,20.97486634,0.003666851,21.11394778,0.004029219,20.2849062,0.003847953,20.70783633,0.004518453,19.95827231,0.004332749,20.58686018,0.012015512,19.81760862,0.011483114,1024028,2,IN,0
