,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,RA,ra_error,DEC,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,Gmag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist,in_field,Weight
26,1636148068921376768,Gaia DR3 4418927203284231552,4418927203284231552,705434230,2016.0,229.07918335181026,2.895448,0.0851778858112386,2.0508778,,,,,,,,,0.0319128,,,,,,,,,,131,0,128,3,14.245627,507.3163,13.90175,35.85291,3,False,,,,,,,,,17,12,5.0367765,17,2,0,0.23043881,162.23204,0,0,,0.3661439,0.21528043,0.31469133,0.83988744,-118.93109,-4.2448745,-12.266466,-30.204601,False,130,138.29303022087504,2.7160187,50.917557,20.335365,15,378.9248281542047,16.481094,22.991486,18.89216,15,1027.4081181524605,18.182182,56.506313,17.218538,10.169225,1,0,0,0,0,1.6736221,-1.4432049,3.116827,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1191728233019982,45.945717400377156,226.6005547284356,17.573570790129885,False,True,0,False,False,False,False,False,False,False,False,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.006885410270323289,IN,2
36,1636148068921376768,Gaia DR3 4418926992831743744,4418926992831743744,1347093273,2016.0,229.09611568110864,0.66420996,0.06855780067135041,0.54893607,-0.9899660611958394,0.69000834,-1.4347161,19.100668,-18.690877020475313,0.9060507,3.9353083097224317,0.7235347,0.025785597,0.07487625,0.008716108,0.028159576,-0.03948074,0.030662099,0.20087984,0.0005352853,0.027609406,0.044555184,157,0,156,1,0.072357655,169.72556,1.6687211,0.9243338,95,False,,1.1453898,0.19301221,0.054958947,0.17766501,0.06142263,-0.02801295,-0.089990705,19,14,1.2546002,19,5,0,0.080324195,114.77172,0,0,1.001956,0.26528203,0.17811938,0.28272554,0.8174583,-116.21963,20.261482,-8.965105,-28.811863,False,157,134.13515444859362,1.0416187,128.77568,20.368511,16,59.43361087693561,7.1653695,8.294563,20.903461,17,131.34538103119098,9.3161335,14.0987015,19.451859,1.4222893,0,0,0,0,0,1.4516029,0.53495026,0.9166527,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.117028180745433,45.92203817537461,226.62240309636152,17.562209968172503,False,False,0,False,False,False,False,False,False,False,False,3.1939709e-09,3.006746e-07,0.9999948,,,,,,,,,,,,,,,,,,,,,,,0.02963149226654442,IN,2
9,1636148068921376768,Gaia DR3 4418927134565013760,4418927134565013760,1387406137,2016.0,229.0629620297099,2.793399,0.07488865329293977,2.6365883,,,,,,,,,0.016870666,,,,,,,,,,135,0,134,1,21.999409,900.77625,16.56714,47.53036,3,False,,,,,,,,,17,11,5.8365574,17,17,0,0.33333406,116.504196,1,0,,0.22933102,0.17020741,0.27023458,0.8538678,-74.00194,-5.9097943,-15.722473,-27.015572,False,132,128.8158980672305,1.9639957,65.588684,20.412443,14,319.90039776715486,17.493563,18.286749,19.076006,14,787.9513543936725,42.077835,18.726044,17.506647,8.600272,0,0,0,0,0,1.5693588,-1.3364372,2.905796,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0927166227088314,45.951250795768914,226.5871379593518,17.559239480138235,False,True,0,False,False,False,False,False,False,False,False,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.02268957328028915,IN,2
30,1636148068921376768,Gaia DR3 4418927272003967488,4418927272003967488,1645595335,2016.0,229.08404635025963,2.8775568,0.09270170971791215,3.255134,,,,,,,,,-0.60824287,,,,,,,,,,172,0,167,5,18.860977,791.9559,16.204838,32.991554,3,False,,,,,,,,,21,13,8.447137,21,21,0,0.14151503,101.50223,3,0,,0.26823127,0.22772916,0.3407886,0.7939059,-99.22696,33.00852,-16.480246,-29.628126,False,168,112.71976017923897,1.4779989,76.265114,20.557367,18,206.0481600434205,8.905929,23.136066,19.553621,19,491.19576661738216,20.028429,24.524927,18.019758,6.185641,0,0,0,0,0,1.5338631,-1.003746,2.537609,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1319319718004257,45.94696120727244,226.60330474133534,17.58213722436169,False,True,0,False,False,False,False,False,False,False,False,0.00019347502,0.005504571,0.9932913,,,,,,,,,,,,,,,,,,,,,,,0.0061696619392144604,IN,3
17,1636148068921376768,Gaia DR3 4418928062277950336,4418928062277950336,20380984,2016.0,229.07005164205367,2.7596421,0.11443305450993814,3.123944,,,,,,,,,-0.5306956,,,,,,,,,,156,0,153,3,15.433718,602.287,14.423607,44.33983,3,False,,,,,,,,,21,12,7.7261467,22,22,0,0.21456702,116.56618,3,0,,0.36632723,0.22598724,0.347314,0.84350336,-114.658875,39.691975,-11.070689,-29.431349,False,152,107.20205639630753,1.368711,78.32337,20.611858,20,206.8144902955873,22.556734,9.168636,19.54959,18,543.300873926109,24.081606,22.560823,17.910294,6.9972105,0,0,0,0,0,1.6392956,-1.0622692,2.7015648,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1424114442246236,45.971761033217646,226.58295117947057,17.599215622902186,False,True,0,False,False,False,False,False,False,False,False,0.0,0.010002886,0.9891166,,,,,,,,,,,,,,,,,,,,,,,0.023823991527418504,IN,3
19,1636148068921376768,Gaia DR3 4418927272003987456,4418927272003987456,9487632,2016.0,229.0724253531897,1.7295576,0.0873070475550318,1.6124017,,,,,,,,,-0.13378504,,,,,,,,,,178,0,175,3,15.627946,650.0217,12.4098625,22.16625,3,False,,,,,,,,,22,15,3.3658588,22,22,0,0.040733095,47.78872,0,0,,0.2201732,0.15005086,0.2544485,0.8401031,-99.69147,28.490017,-12.829879,-28.484,False,174,103.63484650624653,1.1988647,86.44416,20.648602,19,126.62085525090376,10.21969,12.389892,20.08228,19,327.60556095096666,17.105438,19.152128,18.459517,4.382951,0,1,0,0,0,1.6227627,-0.5663223,2.189085,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1151296452899435,45.95222130936804,226.5931253860504,17.573771757687133,False,False,0,False,False,False,False,False,False,False,False,7.282293e-05,0.0026886559,0.99698496,,,,,,,,,,,,,,,,,,,,,,,0.0071939622264897115,IN,3
0,1636148068921376768,Gaia DR3 4418927920543879808,4418927920543879808,754995542,2016.0,229.05450906366923,0.8951634,0.09387414771234677,0.87379193,0.940858957340084,1.0981243,0.8567873,41.87708,-26.391299014100117,1.1832314,-32.514443654641035,1.158659,-0.14984185,0.058318954,-0.08838172,-0.22036205,-0.5088303,-0.46360978,0.48695707,0.30815253,-0.4859974,-0.44469923,135,0,133,2,0.6546541,144.28593,0.48108965,0.05438475,95,False,,0.76934755,0.24691857,-0.22398,0.051129654,0.057784826,-0.15487795,-0.1394287,16,12,2.06021,16,5,0,0.07744723,97.98385,0,0,1.0386974,0.3725579,0.26622954,0.35441718,0.83898133,-103.82332,44.45788,-12.055293,-29.07866,False,133,102.96686328622482,1.0035559,102.60203,20.655622,9,50.90957580501093,10.976117,4.6382136,21.071543,13,114.82302505391976,14.716875,7.8021336,19.597822,1.6095722,0,0,0,0,1,1.4737206,0.41592026,1.0578003,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1054096635829629,45.97006689692811,226.57316462243784,17.575190486151783,False,False,0,False,False,False,False,False,False,False,False,8.831577e-11,7.725364e-13,0.99999726,,,,,,,,,,,,,,,,,,,,,,,0.023493103018873997,IN,3
5,1636148068921376768,Gaia DR3 4418927164629297280,4418927164629297280,1543075341,2016.0,229.06019779518627,4.5268226,0.08567310507942864,8.2215185,,,,,,,,,-0.7050435,,,,,,,,,,120,0,117,3,17.495544,628.81335,18.692053,67.63718,3,False,,,,,,,,,14,9,24.67246,15,5,1,0.12661085,101.1046,0,6,,0.2899288,0.24205512,0.3355606,0.83308154,-98.53848,39.524586,-10.364618,-26.865694,True,119,102.85965862470313,1.5692508,65.54698,20.656754,13,227.3060442003223,13.086518,17.369482,19.447014,11,544.7060663690239,10.549053,51.63554,17.90749,7.50549,0,13,0,11,0,1.5395241,-1.2097397,2.7492638,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1018436349354082,45.96039867083338,226.58125650660435,17.56885738042411,False,True,0,False,False,False,False,False,False,False,False,0.0081895245,0.9918105,0.0,,,,,,,,,,,,,,,,,,,,,,,0.018802769071167246,IN,3
27,1636148068921376768,Gaia DR3 4418928062277693696,4418928062277693696,1192408150,2016.0,229.08089937504738,3.0418253,0.10805460040898156,2.8208594,,,,,,,,,-0.03640229,,,,,,,,,,158,0,152,6,20.04416,826.0028,19.448854,37.490135,3,False,,,,,,,,,19,12,6.256803,20,7,1,0.145937,115.585846,0,5,,0.1717307,0.16726021,0.22028719,0.84960335,-107.20609,27.12396,-11.89969,-28.348127,True,156,102.5580815361728,1.4697728,69.77819,20.659943,18,208.87123715834008,12.180502,17.147999,19.538845,18,548.4201559634869,10.728132,51.119816,17.900112,7.3840246,0,18,0,18,0,1.6387329,-1.1210976,2.7598305,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1456759535365768,45.95938328721162,226.59572722082316,17.596045467250303,False,True,0,False,False,False,False,False,False,False,False,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.016380310509020578,IN,3
32,1636148068921376768,Gaia DR3 4418927233349109632,4418927233349109632,32464392,2016.0,229.09168730959033,1.1022663,0.08988688994125872,0.7907415,,,,,,,,,0.18394776,,,,,,,,,,95,0,95,0,1.2010866,106.34827,0.9076584,0.16068727,3,False,,,,,,,,,11,8,3.9409978,11,3,0,0.026555814,115.914795,0,0,,0.13995866,0.30893996,0.2615972,0.7508264,-106.891655,-9.697628,-10.3795185,-28.132862,False,95,96.67944989285573,1.1090937,87.16978,20.724031,2,36.970810663471696,0.57029545,64.82747,21.418896,10,83.91266986143437,15.376994,5.457027,19.938326,1.2503535,0,0,0,0,1,1.4805698,0.6948643,0.78570557,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1360574534414816,45.93934033902986,226.61182192948212,17.581517584605155,False,False,0,False,False,False,False,False,False,False,False,4.4255e-05,4.039899e-06,0.9996932,,,,,,,,,,,,,,,,,,,,,,,0.013917583563582398,IN,3
37,1636148068921376768,Gaia DR3 4418927237644228480,4418927237644228480,569143708,2016.0,229.09762895558706,3.1817105,0.08601563675472403,2.7150793,,,,,,,,,0.09502557,,,,,,,,,,151,0,145,6,19.622269,789.8082,19.810345,37.90214,3,False,,,,,,,,,19,13,7.0859814,19,19,0,0.15558012,119.66317,8,0,,0.20191889,0.1347901,0.26486883,0.87527955,-46.552742,-2.5096335,-22.14243,-28.496977,False,150,95.49590359902169,1.3396746,71.28291,20.737406,17,179.91615698121996,14.354538,12.533748,19.700867,17,526.9085606262089,16.708336,31.53567,17.943558,7.4016232,0,0,0,0,0,1.757309,-1.0365391,2.793848,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1374347968814178,45.93231380947188,226.61892708024314,17.57941707407301,False,True,0,False,False,False,False,False,False,False,False,0.0,0.013273446,0.9843898,,,,,,,,,,,,,,,,,,,,,,,0.02057920464829309,IN,3
10,1636148068921376768,Gaia DR3 4418927065845536896,4418927065845536896,1022613757,2016.0,229.06409024400162,4.105573,0.06999481112767367,3.4435468,,,,,,,,,0.15287532,,,,,,,,,,106,0,104,2,14.244289,463.26273,18.741867,385.75204,3,False,,,,,,,,,14,9,10.80763,14,14,0,0.38555622,96.257034,0,0,,0.118102334,0.23135245,0.18509342,0.82241696,-86.83123,-5.0325627,-14.703777,-26.327183,False,104,94.43863826600732,2.440392,38.698143,20.749493,13,392.88883638132177,17.164341,22.88983,18.852867,11,1092.1344062824558,118.95631,9.180971,17.152205,15.724742,0,0,0,0,0,1.7006626,-1.8966255,3.5972881,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0884571421687446,45.94719475170036,226.58967939811302,17.55484045985856,False,True,0,False,False,False,False,False,False,False,False,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.02594691420920475,IN,4
1,1636148068921376768,Gaia DR3 4418927924838739712,4418927924838739712,1314785988,2016.0,229.0549762734911,3.0173998,0.08588733640557307,2.7038002,,,,,,,,,-0.21053454,,,,,,,,,,142,0,138,4,16.677353,630.673,18.27545,333.66513,3,False,,,,,,,,,17,12,5.5625753,17,4,1,0.068759754,7.8689723,0,0,,0.41630283,0.18724786,0.40318546,0.81030613,-114.87147,28.108027,-12.258066,-30.790693,False,140,93.89537327160016,1.3986386,67.1334,20.755756,13,227.70610734446944,12.549154,18.145136,19.445105,14,563.0277408836644,19.306818,29.162119,17.87157,8.421435,0,0,0,0,0,1.573534,-1.3106518,2.8841858,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.0971609310505248,45.96448701193558,226.5759267894215,17.56763580331629,False,True,0,False,False,False,False,False,False,False,False,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.023733330163740123,IN,4
29,1636148068921376768,Gaia DR3 4418927198989026176,4418927198989026176,1766742996,2016.0,229.08381301039555,3.2579515,0.07779081864922563,4.328848,,,,,,,,,-0.9362197,,,,,,,,,,70,0,70,0,-1.0858686,52.806065,0.0,0.0,3,False,,,,,,,,,9,8,13.898289,9,2,0,0.036840938,88.028496,0,0,,0.3806641,0.40692186,0.43779308,0.75408566,-112.112045,41.71102,-10.534853,-30.290907,False,70,93.84347106526313,1.2195077,76.951935,20.756357,6,54.283782672277304,19.133347,2.8371296,21.001867,6,48.363431112274334,9.0999,5.314721,20.536602,1.0938131,0,0,0,0,0,0.46526527,0.2455101,0.21975517,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1154947611097854,45.93738309442046,226.6073436737445,17.567730160504823,False,False,0,False,False,False,False,False,False,False,False,0.003102187,6.89024e-05,0.9964428,,,,,,,,,,,,,,,,,,,,,,,0.015332593262258333,IN,4
24,1636148068921376768,Gaia DR3 4418927267708527872,4418927267708527872,565026043,2016.0,229.0766412326243,2.1396105,0.10030020527771007,1.7629843,,,,,,,,,0.0003509249,,,,,,,,,,125,0,125,0,12.585768,438.06113,11.8310995,16.662626,3,False,,,,,,,,,15,11,4.4043827,16,4,0,0.05815231,29.993984,0,0,,0.20587438,0.15881146,0.17505598,0.8324074,-131.32767,9.318922,-17.340477,-29.273113,False,126,93.60372178820622,1.3253014,70.62825,20.759134,15,171.31922075940645,12.300468,13.927861,19.754026,16,416.3608374498509,17.234167,24.159035,18.19922,6.2783833,0,0,0,0,0,1.5548058,-1.0051079,2.5599136,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1332318729071664,45.95753267609138,226.59365382204064,17.587422470887148,False,True,0,False,False,False,False,False,False,False,False,0.0,0.038995363,0.954209,,,,,,,,,,,,,,,,,,,,,,,0.008451010993754176,IN,4
18,1636148068921376768,Gaia DR3 4418927095910937856,4418927095910937856,1693962461,2016.0,229.07212069651086,3.0525904,0.07114607687423881,3.4393795,,,,,,,,,-0.9106552,,,,,,,,,,78,0,78,0,-1.2616627,58.216644,0.0,0.0,3,False,,,,,,,,,9,8,13.430409,9,2,0,0.10042539,15.837389,0,0,,0.19376121,0.40006396,0.2750297,0.782365,-105.97649,45.073147,-16.492258,-29.358831,False,77,86.85160722600128,1.2415078,69.95655,20.840422,6,53.834425343475544,12.740204,4.2255545,21.010893,9,83.7921603551302,14.124868,5.932244,19.939886,1.5846176,0,0,0,0,0,1.0710068,0.17047119,0.9005356,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.097267396858728,45.94187661740784,226.5974513547571,17.558142926782867,False,False,0,False,False,False,False,False,False,False,False,0.00011653439,1.454777e-05,0.999328,,,,,,,,,,,,,,,,,,,,,,,0.02159499577910919,IN,4
12,1636148068921376768,Gaia DR3 4418927168924772992,4418927168924772992,1039968686,2016.0,229.06511420842222,6.706018,0.09140692222593096,8.174379,,,,,,,,,-0.44760093,,,,,,,,,,104,0,101,3,15.756057,519.58716,22.382328,26.788626,3,False,,,,,,,,,13,9,26.048344,13,13,0,0.07695299,24.771015,0,0,,0.25399372,0.19055551,0.32006812,0.81344527,-79.86461,11.311537,-15.884759,-26.484297,False,103,83.3223761035842,1.3664618,60.976738,20.885462,11,422.5828459438389,23.072464,18.315462,18.773762,11,992.873250013257,63.76031,15.571963,17.255661,16.987707,0,0,0,0,0,1.5181007,-2.1117,3.6298008,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1127087153341906,45.960432827842894,226.5845727646239,17.575716867993634,False,True,0,False,False,False,False,False,False,False,False,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.012820173656001936,IN,4
7,1636148068921376768,Gaia DR3 4418927924837807360,4418927924837807360,1108981392,2016.0,229.0618074010494,3.34053,0.09540886352935424,2.1495426,,,,,,,,,0.7607176,,,,,,,,,,61,0,59,2,0.76327604,61.596252,0.0,0.0,3,False,,,,,,,,,7,5,10.648435,7,1,0,0.16179281,20.92059,0,0,,0.28960976,0.23592092,0.29148373,0.82178986,-162.3839,31.393995,5.8739986,-27.06552,False,60,83.20977903776713,1.2453573,66.81599,20.88693,0,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1139499785915055,45.96555200783003,226.5800884597542,17.578662270093986,False,False,0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.016483239446552146,IN,4
38,1636148068921376768,Gaia DR3 4418927237644249216,4418927237644249216,1550982682,2016.0,229.09786256402614,8.270118,0.10252348396672385,5.6693764,,,,,,,,,0.42153963,,,,,,,,,,116,0,112,4,19.683464,728.0717,32.02907,37.0694,3,False,,,,,,,,,15,10,18.765692,18,18,0,0.07239475,170.90367,0,6,,0.20513768,0.25428623,0.2067647,0.82033813,-138.51448,-3.9874282,-3.0047727,-27.124304,False,101,82.51420199384545,2.0763566,39.7399,20.896046,12,412.9179931424094,21.626732,19.092945,18.798883,12,1042.0313750927073,34.635212,30.085896,17.203194,17.632715,0,0,0,0,0,1.5956898,-2.0971622,3.692852,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1556120472021578,45.94293282481765,226.61443131794607,17.595360633048575,False,True,0,False,False,False,False,False,False,False,False,0.0,0.039644975,0.96035504,,,,,,,,,,,,,,,,,,,,,,,0.02257093390141496,IN,4
25,1636148068921376768,Gaia DR3 4418928057982524160,4418928057982524160,310805660,2016.0,229.07721534289465,2.277982,0.1119426953392222,2.633082,,,,,,,,,-0.23444268,,,,,,,,,,142,0,141,1,11.689692,432.7956,12.012086,18.383354,3,False,,,,,,,,,17,10,6.08483,17,2,0,0.040765367,20.86813,3,0,,0.40613973,0.32667857,0.5312614,0.8108436,-93.274704,44.04037,-13.447562,-29.925959,False,141,81.721659932069,1.2361059,66.11218,20.906525,13,128.90141055994516,13.670962,9.428847,20.062899,13,272.9972076071129,23.862753,11.440307,18.6575,4.917896,0,0,0,0,0,1.4053993,-0.843626,2.2490253,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1464414281561184,45.96471303262496,226.5908945680541,17.59877849340586,False,False,0,False,False,False,False,False,False,False,False,0.00015703528,0.0012662809,0.9981665,,,,,,,,,,,,,,,,,,,,,,,0.020008248723329118,IN,5
13,1636148068921376768,Gaia DR3 4418927164630404736,4418927164630404736,901380309,2016.0,229.0654826722344,8.837053,0.09063562676624465,9.383515,,,,,,,,,-0.5473322,,,,,,,,,,90,0,87,3,13.216173,392.5028,19.59485,64.505745,3,False,,,,,,,,,11,7,36.2156,12,7,0,0.39143923,12.7820215,0,8,,0.1550545,0.21843575,0.25231373,0.7955494,-53.48068,8.139619,-22.208412,-25.789291,True,90,71.90512053275805,1.9389962,37.083683,21.045467,3,149.70327551439755,19.387901,7.721479,19.900463,3,241.08779051598663,94.71217,2.5454783,18.792458,5.4348154,0,3,0,3,1,1.1080055,-1.1450043,2.2530098,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1122164598903996,45.959649524797115,226.58516573077404,17.57507568718824,False,False,0,False,False,False,False,False,False,False,False,0.00024023237,0.0,0.99929565,,,,,,,,,,,,,,,,,,,,,,,0.01250925423413277,IN,5
33,1636148068921376768,Gaia DR3 4418926992830587392,4418926992830587392,578935214,2016.0,229.0923228577773,10.282745,0.07035635610126771,8.297644,,,,,,,,,0.2117598,,,,,,,,,,103,0,102,1,34.37788,1791.2073,32.47743,115.66194,3,False,,,,,,,,,13,9,22.56763,15,4,2,0.18963836,139.63849,6,7,,0.23038547,0.26727277,0.25832322,0.8329212,-98.479195,-6.83006,-8.472237,-25.624449,True,102,65.58078366024985,1.9818133,33.091305,21.145426,12,336.74943880233053,34.090908,9.877984,19.020275,11,703.8006449992611,25.946758,27.1248,17.62927,15.866692,0,12,0,11,0,1.3910046,-2.1251507,3.5161552,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1154161909118585,45.926083287854425,226.61806079245514,17.56290387837814,False,True,0,False,False,False,False,False,False,False,False,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.025952058759674823,IN,5
16,1636148068921376768,Gaia DR3 4418927168924783104,4418927168924783104,1640628700,2016.0,229.0687127294831,11.216564,0.07945156082497647,11.355571,,,,,,,,,-0.7995139,,,,,,,,,,72,0,71,1,10.619117,276.88467,21.589277,75.50013,3,False,,,,,,,,,10,8,56.414417,11,11,0,0.4980402,103.75309,0,0,,0.35422194,0.32941628,0.5525417,0.6879737,-94.894264,27.536879,-11.310452,-27.589659,False,71,60.094464624391286,1.6924003,35.508423,21.24028,10,186.01249924995895,13.33126,13.953108,19.664686,10,433.87981170315715,39.707157,10.926992,18.154472,10.315298,0,1,0,1,0,1.5102139,-1.575594,3.0858078,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1030916812284486,45.94988873648837,226.59163175166094,17.565200610796687,False,False,0,False,False,False,False,False,False,False,False,0.0016304763,0.038301762,0.9566613,,,,,,,,,,,,,,,,,,,,,,,0.0155230273518076,IN,5
20,1636148068921376768,Gaia DR3 4418927272003967616,4418927272003967616,826169666,2016.0,229.0747229962768,12.000508,0.08904485620005297,11.53214,,,,,,,,,-0.15011418,,,,,,,,,,115,0,115,0,76.99437,9749.76,53.238403,237.27986,3,False,,,,,,,,,15,9,27.995625,17,17,0,0.39142933,120.93504,0,11,,0.20995471,0.15403566,0.23970445,0.8654179,-92.210075,1.1421422,-20.477686,-28.218035,False,113,57.72437931633037,1.4843335,38.88909,21.283968,13,529.0687009713624,20.12883,26.284126,18.529762,12,1399.0270087004328,22.049252,63.450092,16.88333,33.401756,0,0,0,0,0,1.6464329,-2.7542057,4.4006386,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1191820786144877,45.951620632040004,226.5949454750596,17.576071419636634,False,False,0,False,False,False,False,False,False,False,False,0.0,0.039644975,0.96035504,,,,,,,,,,,,,,,,,,,,,,,0.004319995073702881,IN,5
28,1636148068921376768,Gaia DR3 4418927302068271232,4418927302068271232,1097317309,2016.0,229.08312386906175,6.5482635,0.10525292254773216,5.6407266,,,,,,,,,-0.55841917,,,,,,,,,,61,0,60,1,7.5324106,176.40822,18.154234,12.508292,3,False,,,,,,,,,7,7,19.862247,7,1,3,0.1569603,85.10323,0,0,,0.11433395,0.28901765,0.15121071,0.7332719,-145.21904,-0.09707244,-21.897242,-27.508959,False,61,55.240179902318175,1.7918543,30.8285,21.33173,7,55.01604459231634,11.634677,4.7286267,20.987318,7,199.83657191085726,25.573368,7.814245,18.996208,4.613537,0,0,0,0,0,1.9911098,-0.34441185,2.3355217,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1447198264984961,45.95586818517298,226.59877536967008,17.593958471925575,False,False,0,False,False,False,False,False,False,False,False,0.00010391691,0.00013798177,0.99772245,,,,,,,,,,,,,,,,,,,,,,,0.01428626109461142,IN,5
39,1636148068921376768,Gaia DR3 4418927233348792704,4418927233348792704,1402978474,2016.0,229.098359806635,9.967751,0.09951704836147614,8.693717,,,,,,,,,-0.15821615,,,,,,,,,,102,0,100,2,15.643587,512.8716,31.361134,88.91241,3,False,,,,,,,,,13,8,24.342627,14,1,1,0.3571022,111.37617,10,7,,0.13240227,0.22176439,0.16021317,0.8085376,-138.82112,15.9960985,-7.2222886,-25.886984,False,101,54.67212463775993,1.2918148,42.321953,21.342953,9,183.68697965617682,18.388136,9.989429,19.678347,8,521.1994206211969,28.580652,18.236094,17.955385,12.892976,0,0,0,0,0,1.7229614,-1.6646061,3.3875675,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,1.1528086462711258,45.94059070378624,226.61579487658696,17.59260445992076,False,False,0,False,False,False,False,False,False,False,False,0.0008266026,0.01881418,0.9699971,,,,,,,,,,,,,,,,,,,,,,,0.021793744086520375,IN,5
